LGA_CODE_2016,D_10_12_FPNLF_MPET,D_10_12_FPNLF_MPULFTW,D_10_12_FPNLF_MPULPTW,D_10_12_FPNLF_MPUT,D_10_12_FPNLF_MPTLF,D_10_12_FPNLF_MPNLF,D_10_12_FPNLF_MPLFSNS,D_10_12_FPNLF_T,D_10_12_FPLFSNS_MPEFT,D_10_12_FPLFSNS_MPEPT,D_10_12_FPLFSNS_MPEAW,D_10_12_FPLFSNS_MPEHNS,D_10_12_FPLFSNS_MPET,D_10_12_FPLFSNS_MPULFTW,D_10_12_FPLFSNS_MPULPTW,D_10_12_FPLFSNS_MPUT,D_10_12_FPLFSNS_MPTLF,D_10_12_FPLFSNS_MPNLF,D_10_12_FPLFSNS_MPLFSNS,D_10_12_FPLFSNS_T,D_10_12_FPT_MPEFT,D_10_12_FPT_MPEPT,D_10_12_FPT_MPEAW,D_10_12_FPT_MPEHNS,D_10_12_FPT_MPET,D_10_12_FPT_MPULFTW,D_10_12_FPT_MPULPTW,D_10_12_FPT_MPUT,D_10_12_FPT_MPTLF,D_10_12_FPT_MPNLF,D_10_12_FPT_MPLFSNS,D_10_12_FPT_T,D_13_14_FPEFT_MPEFT,D_13_14_FPEFT_MPEPT,D_13_14_FPEFT_MPEAW,D_13_14_FPEFT_MPEHNS,D_13_14_FPEFT_MPET,D_13_14_FPEFT_MPULFTW,D_13_14_FPEFT_MPULPTW,D_13_14_FPEFT_MPUT,D_13_14_FPEFT_MPTLF,D_13_14_FPEFT_MPNLF,D_13_14_FPEFT_MPLFSNS,D_13_14_FPEFT_T,D_13_14_FPEPT_MPEFT,D_13_14_FPEPT_MPEPT,D_13_14_FPEPT_MPEAW,D_13_14_FPEPT_MPEHNS,D_13_14_FPEPT_MPET,D_13_14_FPEPT_MPULFTW,D_13_14_FPEPT_MPULPTW,D_13_14_FPEPT_MPUT,D_13_14_FPEPT_MPTLF,D_13_14_FPEPT_MPNLF,D_13_14_FPEPT_MPLFSNS,D_13_14_FPEPT_T,D_13_14_FPEAW_MPEFT,D_13_14_FPEAW_MPEPT,D_13_14_FPEAW_MPEAW,D_13_14_FPEAW_MPEHNS,D_13_14_FPEAW_MPET,D_13_14_FPEAW_MPULFTW,D_13_14_FPEAW_MPULPTW,D_13_14_FPEAW_MPUT,D_13_14_FPEAW_MPTLF,D_13_14_FPEAW_MPNLF,D_13_14_FPEAW_MPLFSNS,D_13_14_FPEAW_T,D_13_14_FPHNS_MPEFT,D_13_14_FPHNS_MPEPT,D_13_14_FPHNS_MPEAW,D_13_14_FPHNS_MPEHNS,D_13_14_FPHNS_MPET,D_13_14_FPHNS_MPULFTW,D_13_14_FPHNS_MPULPTW,D_13_14_FPHNS_MPUT,D_13_14_FPHNS_MPTLF,D_13_14_FPHNS_MPNLF,D_13_14_FPHNS_MPLFSNS,D_13_14_FPHNS_T,D_13_14_FPET_MPEFT,D_13_14_FPET_MPEPT,D_13_14_FPET_MPEAW,D_13_14_FPET_MPEHNS,D_13_14_FPET_MPET,D_13_14_FPET_MPULFTW,D_13_14_FPET_MPULPTW,D_13_14_FPET_MPUT,D_13_14_FPET_MPTLF,D_13_14_FPET_MPNLF,D_13_14_FPET_MPLFSNS,D_13_14_FPET_T,D_13_14_FPULFTW_MPEFT,D_13_14_FPULFTW_MPEPT,D_13_14_FPULFTW_MPEAW,D_13_14_FPULFTW_MPEHNS,D_13_14_FPULFTW_MPET,D_13_14_FPULFTW_MPULFTW,D_13_14_FPULFTW_MPULPTW,D_13_14_FPULFTW_MPUT,D_13_14_FPULFTW_MPTLF,D_13_14_FPULFTW_MPNLF,D_13_14_FPULFTW_MPLFSNS,D_13_14_FPULFTW_T,D_13_14_FPULPTW_MPEFT,D_13_14_FPULPTW_MPEPT,D_13_14_FPULPTW_MPEAW,D_13_14_FPULPTW_MPEHNS,D_13_14_FPULPTW_MPET,D_13_14_FPULPTW_MPULFTW,D_13_14_FPULPTW_MPULPTW,D_13_14_FPULPTW_MPUT,D_13_14_FPULPTW_MPTLF,D_13_14_FPULPTW_MPNLF,D_13_14_FPULPTW_MPLFSNS,D_13_14_FPULPTW_T,D_13_14_FPUT_MPEFT,D_13_14_FPUT_MPEPT,D_13_14_FPUT_MPEAW,D_13_14_FPUT_MPEHNS,D_13_14_FPUT_MPET,D_13_14_FPUT_MPULFTW,D_13_14_FPUT_MPULPTW,D_13_14_FPUT_MPUT,D_13_14_FPUT_MPTLF,D_13_14_FPUT_MPNLF,D_13_14_FPUT_MPLFSNS,D_13_14_FPUT_T,D_13_14_FPTLF_MPEFT,D_13_14_FPTLF_MPEPT,D_13_14_FPTLF_MPEAW,D_13_14_FPTLF_MPEHNS,D_13_14_FPTLF_MPET,D_13_14_FPTLF_MPULFTW,D_13_14_FPTLF_MPULPTW,D_13_14_FPTLF_MPUT,D_13_14_FPTLF_MPTLF,D_13_14_FPTLF_MPNLF,D_13_14_FPTLF_MPLFSNS,D_13_14_FP_T,D_13_14_FPNLF_MPEFT,D_13_14_FPNLF_MPEPT,D_13_14_FPNLF_MPEAW,D_13_14_FPNLF_MPEHNS,D_13_14_FPNLF_MPET,D_13_14_FPNLF_MPULFTW,D_13_14_FPNLF_MPULPTW,D_13_14_FPNLF_MPUT,D_13_14_FPNLF_MPTLF,D_13_14_FPNLF_MPNLF,D_13_14_FPNLF_MPLFSNS,D_13_14_FPNLF_T,D_13_14_FPLFSNS_MPEFT,D_13_14_FPLFSNS_MPEPT,D_13_14_FPLFSNS_MPEAW,D_13_14_FPLFSNS_MPEHNS,D_13_14_FPLFSNS_MPET,D_13_14_FPLFSNS_MPULFTW,D_13_14_FPLFSNS_MPULPTW,D_13_14_FPLFSNS_MPUT,D_13_14_FPLFSNS_MPTLF,D_13_14_FPLFSNS_MPNLF,D_13_14_FPLFSNS_MPLFSNS,D_13_14_FPLFSNS_T,D_13_14_FPT_MPEFT,D_13_14_FPT_MPEPT,D_13_14_FPT_MPEAW,D_13_14_FPT_MPEHNS,D_13_14_FPT_MPET,D_13_14_FPT_MPULFTW,D_13_14_FPT_MPULPTW,D_13_14_FPT_MPUT,D_13_14_FPT_MPTLF,D_13_14_FPT_MPNLF,D_13_14_FPT_MPLFSNS,D_13_14_FPT_T,D_15_17_FPEFT_MPEFT,D_15_17_FPEFT_MPEPT,D_15_17_FPEFT_MPEAW,D_15_17_FPEFT_MPEHNS,D_15_17_FPEFT_MPET,D_15_17_FPEFT_MPULFTW,D_15_17_FPEFT_MPULPTW,D_15_17_FPEFT_MPUT,D_15_17_FPEFT_MPTLF,D_15_17_FPEFT_MPNLF,D_15_17_FPEFT_MPLFSNS,D_15_17_FPEFT_T,D_15_17_FPEPT_MPEFT,D_15_17_FPEPT_MPEPT,D_15_17_FPEPT_MPEAW,D_15_17_FPEPT_MPEHNS,D_15_17_FPEPT_MPET,D_15_17_FPEPT_MPULFTW,D_15_17_FPEPT_MPULPTW,D_15_17_FPEPT_MPUT,D_15_17_FPEPT_MPTLF,D_15_17_FPEPT_MPNLF,D_15_17_FPEPT_MPLFSNS,D_15_17_FPEPT_T
LGA36910,797,34,4,36,835,172,3,1015,3,0,0,0,7,0,0,0,7,0,4,10,3473,385,71,52,3980,88,27,117,4093,338,13,4445,814,79,4,8,902,22,9,22,928,33,0,962,914,97,15,8,1035,14,3,17,1054,36,0,1094,28,3,14,0,42,0,0,0,42,3,0,46,17,0,0,11,25,0,0,0,27,0,0,30,1772,179,30,21,2010,30,10,44,2054,73,3,2132,22,7,0,0,26,4,0,4,30,3,0,32,38,12,0,0,46,4,3,5,49,7,0,57,58,18,0,0,74,3,3,7,84,10,0,87,1830,200,32,21,2083,35,13,48,2135,86,3,2217,325,69,9,5,406,22,5,25,429,107,0,539,5,0,0,0,3,0,0,0,3,0,8,10,2159,265,41,24,2488,59,16,78,2571,188,12,2767,1111,84,20,14,1229,29,6,36,1263,55,0,1322,1113,145,11,11,1282,13,4,15,1297,59,0,1361
LGA36950,13,0,0,3,14,5,0,21,0,0,0,0,0,0,0,0,0,0,4,9,60,7,4,3,75,3,0,7,80,10,4,103,22,3,0,0,21,0,0,0,22,0,0,27,6,3,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,5,0,0,36,3,0,3,39,0,0,39,0,0,0,0,0,3,0,3,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,5,32,5,0,0,40,3,0,3,39,0,0,42,10,3,3,3,17,0,0,0,17,3,0,21,0,0,0,0,0,0,0,0,0,0,3,4,36,12,0,3,49,3,0,3,58,5,3,67,9,3,3,0,19,0,0,0,19,4,0,18,3,0,0,0,6,0,0,0,6,0,0,4
LGA36960,46,10,0,8,55,39,0,93,0,0,0,3,3,0,0,0,3,0,0,3,57,32,0,6,99,15,4,20,113,56,3,175,3,0,0,0,7,0,0,0,7,3,0,7,3,0,0,0,10,0,0,0,10,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,18,0,0,0,18,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,4,6,4,0,0,18,0,0,0,18,3,0,23,7,4,0,0,9,0,0,4,14,14,0,25,0,0,0,0,0,0,0,0,0,0,0,0,17,12,0,0,30,0,0,4,30,16,0,43,3,0,0,0,3,0,0,0,3,0,0,7,4,0,0,0,4,0,0,0,4,0,0,4
LGA37010,691,49,12,59,756,198,0,960,0,0,0,0,0,0,0,0,0,3,3,8,3348,435,86,69,3934,168,29,195,4133,387,16,4538,929,102,13,6,1051,32,0,38,1090,61,3,1151,787,103,22,7,920,23,0,25,945,37,0,986,22,9,8,0,34,0,0,0,34,7,0,40,11,0,0,11,22,0,0,0,24,0,0,28,1752,215,43,24,2029,60,5,66,2094,105,3,2201,38,11,0,3,45,20,0,23,66,3,0,73,43,3,0,4,51,10,0,9,56,5,0,61,74,14,0,7,94,27,3,35,128,10,0,133,1822,230,43,33,2124,90,6,97,2221,115,3,2339,297,40,13,12,359,30,4,29,392,127,4,521,5,0,0,0,5,0,0,0,5,0,16,16,2119,268,54,39,2489,120,9,128,2615,239,23,2873,1305,130,31,10,1476,60,11,68,1543,71,3,1617,954,131,31,9,1128,31,3,35,1162,72,0,1238
LGA37300,21,0,0,0,21,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,119,12,3,6,135,3,0,3,136,3,0,146,42,0,0,0,45,0,0,0,45,0,0,45,10,6,0,0,14,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,6,0,4,61,0,0,0,61,0,0,61,4,0,0,0,4,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,3,0,0,4,5,0,0,5,56,6,0,4,68,0,0,4,67,0,0,67,11,0,0,0,16,0,0,0,17,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,70,9,5,4,81,3,0,0,87,0,0,84,33,6,0,0,38,0,0,0,38,0,0,43,8,0,0,0,13,0,0,0,13,0,0,13
LGA37310,161,4,0,10,170,42,3,207,0,3,0,0,3,0,0,0,3,0,0,3,723,65,29,10,826,26,0,26,852,70,3,927,160,16,3,0,178,3,0,3,180,8,0,186,186,17,4,0,213,0,0,0,213,4,0,222,8,0,0,0,8,0,0,0,8,0,0,8,7,0,0,0,4,0,0,0,4,0,0,4,357,33,8,3,404,0,0,5,409,11,0,420,10,0,0,0,10,0,0,0,12,0,0,12,7,4,0,0,7,0,0,0,7,0,0,7,14,4,0,0,17,3,0,3,15,0,0,15,368,42,8,3,424,3,0,9,430,11,0,438,69,8,4,0,82,8,0,12,89,26,0,118,3,0,0,0,3,0,0,0,3,0,3,4,436,45,13,3,500,17,0,15,518,37,3,561,199,12,3,0,218,0,0,5,218,6,0,227,217,25,7,3,246,3,0,3,253,12,0,257
LGA37340,94,11,0,11,106,17,0,121,0,0,0,0,0,0,0,0,0,0,0,3,561,78,16,12,671,29,0,29,695,28,3,729,133,21,0,0,152,8,0,3,155,5,0,159,112,20,5,4,145,10,0,10,153,3,0,157,7,0,3,0,12,0,0,0,12,0,0,12,0,0,0,0,3,0,0,0,3,0,0,3,250,37,15,5,308,12,0,16,321,10,0,335,6,0,0,0,6,0,0,0,6,0,0,11,4,3,0,0,4,0,0,0,4,0,0,4,11,3,0,0,12,0,0,0,12,0,0,15,258,44,14,5,326,12,0,16,335,10,3,350,34,7,0,3,45,3,0,8,47,9,0,60,0,0,0,0,0,0,0,0,0,0,0,0,293,48,16,14,371,18,3,17,389,18,3,412,155,30,3,0,186,10,0,10,196,3,0,198,154,21,8,0,181,0,0,0,186,9,0,191
LGA37400,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,0,28,0,0,0,28,0,0,28,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,10,0,0,10,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,12,0,0,0,12,0,0,12,8,3,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
LGA37550,5,0,0,0,5,10,0,21,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,10,0,0,0,10,14,0,28,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,5,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,5,4,0,5,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,4,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA37570,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37600,4,11,0,11,21,44,0,59,0,0,0,0,0,0,0,0,0,0,0,0,22,5,0,3,30,21,4,25,61,49,0,110,3,0,0,0,4,0,0,3,6,3,0,11,0,4,0,0,9,0,0,3,9,0,0,11,0,0,3,0,3,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,5,3,0,15,0,4,3,20,4,0,18,0,0,0,0,0,7,0,7,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,8,0,0,5,9,5,3,0,15,9,3,10,26,4,0,28,0,0,0,0,0,4,0,4,8,32,0,39,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,12,10,3,14,30,34,0,67,5,0,0,0,5,0,0,0,12,0,0,12,0,3,0,0,3,0,3,3,3,0,0,8
LGA39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
