LGA_CODE_2016,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
LGA36300,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,4,0,0,0,0,0,8,4,0,0,3,0,5,0,0,0,0,0,12,3,0,0,4,0,0,0,0,0,0,0,9,3,0,0,3,0,0,0,0,0,0,0,11,3,0,0,3,0,0,0,0,0,0,0,10,7,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
LGA36370,3,0,0,0,0,0,0,0,0,60,0,70,4,0,0,4,0,0,0,0,3,47,0,62,0,0,0,0,0,3,0,10,0,43,0,59,0,0,0,0,0,0,0,6,0,23,0,27,3,13,0,3,0,10,0,17,3,267,3,321,3,5,0,7,0,13,0,48,0,93,0,176,7,20,3,25,3,42,7,72,9,878,12,1078,18,23,0,38,8,89,3,90,13,246,3,534,39,49,3,80,3,118,6,67,7,281,7,663,117,42,5,161,20,127,6,50,5,157,0,699,124,23,5,128,4,103,8,16,6,43,0,453,171,20,7,107,15,81,9,26,8,50,0,485,436,16,4,192,23,94,9,24,12,56,0,879,272,10,18,124,11,33,3,8,0,14,0,500,180,9,3,54,6,9,3,0,0,11,0,277,92,0,0,17,9,31,0,0,0,3,0,161,180,9,11,47,11,35,4,6
LGA36510,10,0,0,0,0,4,0,0,5,45,0,67,4,3,0,0,0,0,0,3,0,25,0,41,4,0,0,0,0,3,0,9,0,24,0,37,0,0,0,0,0,0,0,0,0,15,0,21,8,8,0,5,0,6,0,19,6,161,3,217,4,4,0,7,0,13,3,34,3,71,3,137,10,14,3,20,0,34,3,57,13,663,4,816,12,23,0,29,0,63,3,68,3,213,6,423,41,36,4,70,4,73,3,48,15,219,3,508,64,37,7,98,8,64,3,48,15,149,3,496,54,20,0,85,5,36,3,22,0,39,0,271,88,31,0,90,7,46,4,21,0,32,3,316,194,18,3,115,10,59,3,13,10,33,3,466,99,13,7,76,3,13,9,4,0,18,0,240,78,3,0,44,11,7,4,0,0,5,0,161,39,3,0,12,0,15,0,3,3,3,0,76,48,12,0,30,4,13,3,5
LGA36580,4,0,0,0,0,0,0,0,0,24,0,35,6,3,0,0,0,3,0,0,0,14,0,28,3,0,0,0,0,0,0,6,0,12,0,24,0,0,0,0,0,0,0,0,0,9,0,9,10,3,0,3,0,3,0,11,0,146,3,186,3,3,0,0,0,11,0,21,3,62,0,102,6,15,3,3,0,17,0,44,6,455,3,547,13,12,3,15,0,40,3,55,10,112,8,266,18,21,3,37,4,47,3,33,4,126,0,302,39,18,0,55,3,42,0,18,6,71,3,258,36,3,0,30,3,32,0,8,0,23,0,134,48,6,0,37,3,17,0,3,3,13,0,141,126,17,4,75,6,38,0,3,3,21,0,289,81,7,0,30,3,8,0,4,3,5,0,134,44,0,0,18,4,3,0,0,0,3,0,71,18,0,0,3,0,7,0,0,0,3,0,34,21,0,0,9,0,3,0,5
LGA36630,5,0,0,3,0,0,0,0,0,34,3,48,7,0,0,0,0,0,0,0,0,23,0,38,7,0,0,3,0,3,0,4,0,14,0,33,0,0,0,0,0,0,0,0,0,18,0,22,14,11,0,7,0,14,0,16,3,226,4,292,4,6,0,10,0,13,0,27,4,72,0,137,23,18,0,19,0,28,0,57,8,768,15,931,25,19,0,29,3,67,4,68,3,164,5,394,47,26,3,45,5,48,4,28,14,165,7,403,78,31,5,81,3,40,3,32,6,130,4,407,42,5,0,60,3,26,9,9,0,18,0,179,69,14,7,52,4,22,0,13,3,23,0,206,123,7,3,64,14,37,3,4,4,17,0,277,64,4,3,47,3,10,4,4,3,3,0,146,44,0,0,23,3,5,0,0,0,0,0,75,28,0,0,4,0,5,0,0,0,0,0,42,40,3,0,16,0,13,0,0
LGA36660,12,0,0,0,0,0,0,7,4,32,3,56,4,3,0,3,0,0,0,0,0,31,0,49,4,3,0,0,0,4,0,10,0,15,0,36,0,0,0,0,0,0,0,3,0,13,0,24,13,4,3,6,0,5,0,21,3,205,6,263,0,5,0,5,0,7,0,37,8,70,0,131,21,16,8,23,6,30,3,60,9,716,12,911,19,26,0,30,6,72,3,67,11,198,8,427,52,31,7,84,0,70,6,47,5,206,6,515,82,30,3,121,7,54,3,22,7,134,0,463,46,14,3,70,3,33,0,24,3,22,0,218,97,14,4,55,3,11,4,8,5,26,0,220,156,21,4,88,9,28,3,5,10,49,0,359,72,3,4,48,4,6,3,0,3,17,0,158,41,0,5,16,0,3,0,0,0,0,0,66,14,0,3,3,0,8,0,0,0,0,0,32,31,3,0,8,0,6,0,3
LGA36720,11,0,0,4,0,13,4,9,5,358,7,415,0,10,0,0,0,9,0,24,3,199,0,252,3,10,0,8,0,4,0,51,4,156,4,238,0,4,0,0,0,3,0,28,3,102,3,146,17,40,0,17,0,18,4,137,8,1193,14,1453,8,47,0,26,3,63,7,235,12,590,4,995,43,124,5,64,3,157,12,410,34,4239,43,5138,57,192,8,130,11,289,21,458,38,2021,25,3238,150,327,11,403,16,422,24,368,60,2184,17,3971,402,281,27,707,42,369,35,239,33,1365,14,3508,381,116,12,538,27,281,18,128,31,498,3,2030,572,115,21,547,26,237,23,93,21,466,8,2130,1411,168,40,891,84,356,36,142,38,497,5,3683,953,90,34,521,48,117,19,71,16,264,3,2143,552,44,12,228,35,57,9,26,7,107,4,1073,304,22,6,89,22,147,0,20,21,76,0,709,460,94,11,296,47,151,21,65
LGA36820,3,0,0,4,0,4,0,0,0,20,0,38,6,0,0,0,0,7,0,3,0,29,0,42,0,0,0,0,0,0,0,7,0,16,0,29,0,0,0,3,0,0,0,0,0,10,0,18,8,8,0,3,0,4,0,20,4,125,3,171,0,10,0,4,0,5,0,25,0,45,3,87,20,17,3,10,0,19,0,38,8,468,4,583,22,26,0,17,3,45,0,51,6,136,3,304,32,33,6,44,3,53,4,35,10,179,5,408,41,15,3,58,0,34,4,25,4,87,3,284,47,9,3,28,9,26,3,7,0,23,0,153,53,10,4,32,3,26,0,8,0,23,0,158,96,19,7,47,14,23,0,10,12,17,0,246,54,12,5,52,3,7,0,3,0,7,0,150,38,0,0,16,3,3,0,0,0,3,0,70,18,0,0,3,0,4,0,4,0,4,0,37,34,3,3,18,0,0,0,7
LGA36910,10,0,3,5,0,6,0,3,0,153,3,189,17,0,0,3,0,4,0,5,0,105,0,138,9,3,0,6,0,5,3,23,3,54,3,98,0,0,0,0,0,4,0,22,0,36,0,55,26,22,3,19,0,20,0,42,13,525,7,683,12,15,0,9,0,42,3,116,7,199,0,415,36,60,11,35,3,97,7,193,26,2070,32,2573,44,75,12,90,15,203,9,208,31,766,20,1459,118,122,12,211,12,289,15,152,27,715,15,1679,265,114,14,364,22,216,15,94,22,488,17,1638,256,45,14,276,21,164,4,61,27,112,4,980,354,63,13,291,22,148,13,45,23,131,12,1101,974,72,19,475,50,231,20,59,17,148,7,2069,664,46,21,266,39,74,19,18,12,59,0,1210,395,20,8,147,29,23,3,19,3,35,0,679,188,8,3,57,12,52,0,3,0,25,0,349,282,28,12,134,16,67,3,21
LGA36950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,5,3,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,8,3,3,0,0,0,3,0,28,7,0,0,9,0,0,0,0,0,0,0,20,10,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,11,13,0,0,0,0,0,0,0
LGA36960,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,21,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,4,0,3,0,9,0,13,0,0,0,0,0,4,0,0,0,3,0,11,3,0,0,3,0,3,0,0,0,0,0,12,0,0,0,3,0,3,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,4,0,0,0,0,0,0,0,12,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
LGA37010,9,0,3,3,0,4,0,8,0,158,5,190,3,7,0,0,0,0,0,9,3,80,0,107,3,3,0,0,0,3,0,22,0,77,0,104,0,0,0,0,0,0,0,20,0,52,0,67,8,16,3,3,0,12,0,68,9,484,9,616,3,26,0,7,0,40,3,102,3,193,3,383,12,54,3,27,3,111,6,161,17,1451,28,1872,27,74,4,73,5,241,6,192,22,604,11,1256,82,107,4,210,9,313,12,174,24,683,10,1625,228,86,6,397,28,272,16,106,22,427,8,1606,280,46,4,312,24,221,11,60,23,140,3,1123,412,40,14,320,34,204,12,44,18,124,0,1223,1263,54,29,522,64,285,23,57,23,141,5,2479,925,34,22,305,66,114,17,22,13,59,0,1578,592,14,17,130,22,43,12,8,0,26,0,872,284,7,6,43,14,78,4,8,11,10,0,460,378,18,9,129,14,64,3,14
LGA37300,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,6,3,0,0,7,0,0,0,0,0,0,0,10,0,0,0,0,0,3,0,0,3,0,0,8,9,0,0,3,0,3,0,0,0,0,0,16,24,0,0,9,0,5,0,0,0,0,0,44,28,0,0,11,0,3,0,0,0,0,0,44,40,0,0,10,0,0,0,0,0,0,0,46,26,0,0,4,0,0,0,0,0,0,0,26,40,0,4,4,3,0,0,0
LGA37310,15,6,0,9,3,3,0,0,3,20,7,64,3,0,0,3,0,3,0,4,0,18,0,35,3,0,0,3,0,4,0,0,0,8,0,22,0,3,0,0,0,0,0,3,0,6,0,15,13,5,0,6,0,10,3,23,0,115,4,170,4,3,0,0,3,16,0,14,4,45,0,96,23,12,0,12,3,30,0,28,7,347,7,471,29,17,0,15,0,61,0,36,8,91,0,264,38,27,0,46,4,59,3,35,5,87,3,309,69,19,4,87,10,35,3,13,9,56,0,290,57,11,3,66,4,22,0,5,3,8,0,181,88,3,4,70,8,29,0,11,3,13,0,227,183,9,6,106,6,48,0,10,3,15,0,382,117,4,3,65,5,10,0,4,0,3,0,217,75,4,3,18,4,8,0,3,0,7,0,119,34,0,0,5,3,16,0,0,0,0,0,63,79,8,4,26,3,11,3,3
LGA37340,5,0,0,3,0,3,0,3,0,37,0,50,6,4,0,0,0,0,0,7,0,18,0,33,0,0,0,0,0,4,0,6,0,20,0,28,0,0,0,0,0,0,0,3,0,9,0,12,8,3,0,0,0,3,0,13,0,106,7,145,0,3,0,3,0,10,0,17,3,44,0,82,9,17,0,14,3,16,0,43,3,319,10,431,19,25,0,22,0,38,0,39,5,103,3,257,33,25,0,61,5,55,0,39,8,121,0,344,82,33,5,85,8,52,5,17,3,83,3,373,65,14,4,67,5,32,3,8,3,16,0,213,104,9,0,63,9,23,4,8,3,22,0,249,195,17,5,75,13,37,3,7,12,21,4,389,108,9,6,52,7,13,0,5,0,3,0,208,66,4,3,27,7,5,3,0,0,10,0,123,26,0,0,4,0,16,0,3,0,3,0,63,63,6,7,24,4,7,0,0
LGA37400,6,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,11,8,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,6,0,3,0,3,0,11,8,0,0,3,3,4,0,0,0,0,0,22,3,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,11,15,0,0,4,0,0,0,0,0,0,0,14,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0
LGA37550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,3,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
