LGA_CODE_2016,M_NatPhySci_Occ_Mng,M_NatPhySci_Occ_Pro,M_NatPhySci_Occ_TTW,M_NatPhySci_Occ_CPS,M_NatPhySci_Occ_CA,M_NatPhySci_Occ_Sal,M_NatPhySci_Occ_MOD,M_NatPhySci_Occ_Lab,M_NatPhySci_Occ_IDNS,M_NatPhySci_Total,M_InfoTechn_Occ_Mng,M_InfoTechn_Occ_Pro,M_InfoTechn_Occ_TTW,M_InfoTechn_Occ_CPS,M_InfoTechn_Occ_CA,M_InfoTechn_Occ_Sal,M_InfoTechn_Occ_MOD,M_InfoTechn_Occ_Lab,M_InfoTechn_Occ_IDNS,M_InfoTechn_Total,M_EngRelTech_Occ_Mng,M_EngRelTech_Occ_Pro,M_EngRelTech_Occ_TTW,M_EngRelTech_Occ_CPS,M_EngRelTech_Occ_CA,M_EngRelTech_Occ_Sal,M_EngRelTech_Occ_MOD,M_EngRelTech_Occ_Lab,M_EngRelTech_Occ_IDNS,M_EngRelTech_Total,M_ArchitBuild_Occ_Mng,M_ArchitBuild_Occ_Pro,M_ArchitBuild_Occ_TTW,M_ArchitBuild_Occ_CPS,M_ArchitBuild_Occ_CA,M_ArchitBuild_Occ_Sal,M_ArchitBuild_Occ_MOD,M_ArchitBuild_Occ_Lab,M_ArchitBuild_Occ_IDNS,M_ArchitBuild_Total,M_AgriEnviRelStu_Occ_Mng,M_AgriEnviRelStu_Occ_Pro,M_AgriEnviRelStu_Occ_TTW,M_AgriEnviRelStu_Occ_CPS,M_AgriEnviRelStu_Occ_CA,M_AgriEnviRelStu_Occ_Sal,M_AgriEnviRelStu_Occ_MOD,M_AgriEnviRelStu_Occ_Lab,M_AgriEnviRelStu_Occ_IDNS,M_AgriEnviRelStu_Total,M_Health_Occ_Mng,M_Health_Occ_Pro,M_Health_Occ_TTW,M_Health_Occ_CPS,M_Health_Occ_CA,M_Health_Occ_Sal,M_Health_Occ_MOD,M_Health_Occ_Lab,M_Health_Occ_IDNS,M_Health_Total,M_Educat_Occ_Mng,M_Educat_Occ_Pro,M_Educat_Occ_TTW,M_Educat_Occ_CPS,M_Educat_Occ_CA,M_Educat_Occ_Sal,M_Educat_Occ_MOD,M_Educat_Occ_Lab,M_Educat_Occ_IDNS,M_Educat_Total,M_ManagCom_Occ_Mng,M_ManagCom_Occ_Pro,M_ManagCom_Occ_TTW,M_ManagCom_Occ_CPS,M_ManagCom_Occ_CA,M_ManagCom_Occ_Sal,M_ManagCom_Occ_MOD,M_ManagCom_Occ_Lab,M_ManagCom_Occ_IDNS,M_ManagCom_Total,M_SocietCultu_Occ_Mng,M_SocietCultu_Occ_Pro,M_SocietCultu_Occ_TTW,M_SocietCultu_Occ_CPS,M_SocietCultu_Occ_CA,M_SocietCultu_Occ_Sal,M_SocietCultu_Occ_MOD,M_SocietCultu_Occ_Lab,M_SocietCultu_Occ_IDNS,M_SocietCultu_Total,M_CreatArt_Occ_Mng,M_CreatArt_Occ_Pro,M_CreatArt_Occ_TTW,M_CreatArt_Occ_CPS,M_CreatArt_Occ_CA,M_CreatArt_Occ_Sal,M_CreatArt_Occ_MOD,M_CreatArt_Occ_Lab,M_CreatArt_Occ_IDNS,M_CreatArt_Total,M_FoodHospPersServ_Occ_Mng,M_FoodHospPersServ_Occ_Pro,M_FoodHospPersServ_Occ_TTW,M_FoodHospPersServ_Occ_CPS,M_FoodHospPersServ_Occ_CA,M_FoodHospPersServ_Occ_Sal,M_FoodHospPersServ_Occ_MOD,M_FoodHospPersServ_Occ_Lab,M_FoodHospPersServ_Occ_IDNS,M_FoodHospPersServ_Total,M_MixFieldProg_Occ_Mng,M_MixFieldProg_Occ_Pro,M_MixFieldProg_Occ_TTW,M_MixFieldProg_Occ_CPS,M_MixFieldProg_Occ_CA,M_MixFieldProg_Occ_Sal,M_MixFieldProg_Occ_MOD,M_MixFieldProg_Occ_Lab,M_MixFieldProg_Occ_IDNS,M_MixFieldProg_Total,M_FS_ID_Occ_Mng,M_FS_ID_Occ_Pro,M_FS_ID_Occ_TTW,M_FS_ID_Occ_CPS,M_FS_ID_Occ_CA,M_FS_ID_Occ_Sal,M_FS_ID_Occ_MOD,M_FS_ID_Occ_Lab,M_FS_ID_Occ_IDNS,M_FS_ID_Total,M_FS_NS_Occ_Mng,M_FS_NS_Occ_Pro,M_FS_NS_Occ_TTW,M_FS_NS_Occ_CPS,M_FS_NS_Occ_CA,M_FS_NS_Occ_Sal,M_FS_NS_Occ_MOD,M_FS_NS_Occ_Lab,M_FS_NS_Occ_IDNS,M_FS_NS_Total,M_Tot_Occ_Mng,M_Tot_Occ_Pro,M_Tot_Occ_TTW,M_Tot_Occ_CPS,M_Tot_Occ_CA,M_Tot_Occ_Sal,M_Tot_Occ_MOD,M_Tot_Occ_Lab,M_Tot_Occ_IDNS,M_Total_Total,F_NatPhySci_Occ_Mng,F_NatPhySci_Occ_Pro,F_NatPhySci_Occ_TTW,F_NatPhySci_Occ_CPS,F_NatPhySci_Occ_CA,F_NatPhySci_Occ_Sal,F_NatPhySci_Occ_MOD,F_NatPhySci_Occ_Lab,F_NatPhySci_Occ_IDNS,F_NatPhySci_Total,F_InfoTechn_Occ_Mng,F_InfoTechn_Occ_Pro,F_InfoTechn_Occ_TTW,F_InfoTechn_Occ_CPS,F_InfoTechn_Occ_CA,F_InfoTechn_Occ_Sal,F_InfoTechn_Occ_MOD,F_InfoTechn_Occ_Lab,F_InfoTechn_Occ_IDNS,F_InfoTechn_Total,F_EngRelTech_Occ_Mng,F_EngRelTech_Occ_Pro,F_EngRelTech_Occ_TTW,F_EngRelTech_Occ_CPS,F_EngRelTech_Occ_CA,F_EngRelTech_Occ_Sal,F_EngRelTech_Occ_MOD,F_EngRelTech_Occ_Lab,F_EngRelTech_Occ_IDNS,F_EngRelTech_Total,F_ArchitBuild_Occ_Mng,F_ArchitBuild_Occ_Pro,F_ArchitBuild_Occ_TTW,F_ArchitBuild_Occ_CPS,F_ArchitBuild_Occ_CA,F_ArchitBuild_Occ_Sal,F_ArchitBuild_Occ_MOD,F_ArchitBuild_Occ_Lab,F_ArchitBuild_Occ_IDNS,F_ArchitBuild_Total,F_AgriEnviRelStu_Occ_Mng,F_AgriEnviRelStu_Occ_Pro,F_AgriEnviRelStu_Occ_TTW,F_AgriEnviRelStu_Occ_CPS,F_AgriEnviRelStu_Occ_CA,F_AgriEnviRelStu_Occ_Sal,F_AgriEnviRelStu_Occ_MOD,F_AgriEnviRelStu_Occ_Lab,F_AgriEnviRelStu_Occ_IDNS,F_AgriEnviRelStu_Total
LGA35740,35,68,19,4,10,11,6,7,3,149,24,53,19,5,7,8,6,12,0,137,278,246,829,52,68,83,195,198,38,1982,277,70,701,29,30,40,50,155,14,1359,75,49,114,20,11,19,21,59,6,369,33,337,13,92,8,5,9,20,6,514,38,250,11,30,12,13,10,15,6,382,310,247,51,68,68,169,48,50,15,1021,71,129,33,156,30,28,18,37,9,507,21,81,38,16,5,22,5,26,0,231,95,15,286,37,10,26,38,44,4,558,0,0,4,0,0,3,0,0,0,5,10,8,22,7,7,3,11,7,5,74,27,12,69,14,3,17,23,38,34,231,1298,1560,2217,517,264,444,446,655,123,7528,17,52,17,22,26,5,0,4,0,138,4,10,3,0,12,3,0,3,0,38,14,17,22,7,16,10,10,14,3,105,18,44,12,4,6,13,0,3,0,101,16,25,14,18,17,8,0,20,3,111
LGA35760,3,7,3,0,0,0,0,3,0,17,0,3,3,0,0,0,0,0,0,12,79,8,147,9,9,8,68,63,4,391,38,3,40,3,3,6,19,26,0,136,74,7,19,0,3,0,9,31,3,145,6,13,0,15,3,3,4,5,0,52,7,32,0,0,0,0,3,3,0,49,20,6,8,7,5,3,3,14,0,69,9,5,0,12,3,0,3,13,0,45,0,0,0,0,0,0,0,3,0,3,14,3,14,0,0,10,10,11,0,58,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,3,3,3,3,12,19,0,4,3,0,3,12,28,4,78,280,88,239,41,27,32,135,208,19,1081,3,4,0,5,0,3,0,5,0,18,3,0,0,0,0,0,0,0,0,9,0,0,3,0,3,0,0,10,0,19,0,0,0,0,0,0,0,3,0,4,22,8,3,12,17,4,0,11,0,65
LGA35780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,3,20,3,0,62,7,0,29,3,0,0,4,4,0,52,0,0,7,0,0,0,0,3,0,10,3,12,0,5,0,0,0,0,0,17,0,9,0,0,0,0,0,0,0,17,10,3,0,3,6,0,3,3,0,21,3,3,0,3,0,0,5,3,0,17,0,0,0,0,0,0,0,3,0,3,3,0,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,5,3,0,0,11,3,0,32,24,38,65,25,14,4,38,32,7,249,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,9
LGA35790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,7,0,0,19,3,0,18,0,0,0,0,4,0,22,0,0,0,3,0,0,0,0,0,4,3,3,0,3,0,0,0,0,0,20,4,8,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,3,8,0,0,0,12,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,17,13,19,30,29,7,0,8,8,5,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,22,0,4,0,13,7,0,60,3,0,8,0,0,0,3,0,0,20,25,5,0,0,0,0,0,3,0,37,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,3,6,0,3,0,0,0,0,0,0,13,0,0,0,6,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,3,0,0,4,0,0,13,64,11,44,15,11,3,19,15,3,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,3,0,14
LGA36070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,0,16,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,3,0,6,0,6,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,0,3,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,8,9,12,12,4,3,9,9,3,65,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,20,0,0,0,5,0,0,32,0,0,8,0,4,0,5,0,0,16,13,0,0,0,0,0,0,7,0,23,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,27,8,29,0,7,3,14,10,0,102,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,8
LGA36250,103,223,51,21,24,30,14,22,5,494,175,412,133,18,50,41,32,30,11,903,1240,1089,3987,163,354,312,670,635,97,8543,559,126,2164,49,98,87,218,415,49,3776,80,86,176,20,27,13,45,143,14,613,95,508,58,165,23,22,35,43,4,951,124,499,35,67,32,15,24,18,0,813,1231,851,218,179,442,372,282,181,37,3789,185,325,84,422,111,72,88,118,27,1437,46,166,94,32,41,72,40,44,8,549,129,20,368,58,36,78,101,122,10,938,0,6,5,0,0,4,0,5,0,30,58,55,70,29,30,16,38,21,16,323,80,38,178,26,32,41,80,94,96,670,4110,4409,7627,1255,1307,1178,1656,1908,386,23829,61,207,61,39,56,16,0,26,5,468,28,76,9,14,40,10,0,6,3,187,40,82,60,29,66,32,19,57,5,379,27,64,38,4,35,22,4,9,3,207,22,49,30,18,39,18,6,19,4,197
LGA36300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,14,0,0,0,6,4,0,46,0,0,3,0,0,0,0,4,0,9,8,0,0,0,0,0,0,5,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,28,12,23,7,0,4,13,22,0,107,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,4,10
LGA36370,22,60,39,10,15,0,9,5,0,167,46,97,72,13,6,13,26,24,5,306,338,347,2570,88,125,106,511,309,47,4439,179,40,675,41,31,20,131,144,15,1275,57,45,73,9,21,20,42,63,7,330,45,444,17,97,15,6,23,19,0,665,70,259,27,35,11,3,36,16,3,463,251,264,90,76,149,101,130,75,12,1149,45,166,18,255,23,30,30,55,0,620,6,47,40,13,6,5,11,13,0,131,54,9,213,33,20,38,80,65,9,524,0,0,14,0,0,0,3,7,0,30,17,20,35,22,18,4,37,16,4,171,27,21,96,20,12,18,72,74,37,371,1150,1817,3983,723,439,372,1146,886,139,10645,13,78,29,21,24,9,0,4,3,183,4,19,13,8,22,12,0,6,0,83,12,33,34,10,28,19,17,33,3,191,3,7,6,4,10,3,0,0,0,35,19,23,17,16,26,7,6,11,0,121
LGA36510,23,38,4,7,7,3,3,7,0,97,12,35,28,3,10,7,4,6,3,108,268,126,855,41,59,53,245,203,23,1868,157,30,423,10,18,15,69,122,14,850,84,31,71,9,13,16,30,51,0,312,29,129,9,40,9,3,3,6,0,229,35,162,12,29,3,3,6,12,4,267,161,98,42,41,57,68,50,46,8,577,58,96,21,103,16,11,16,17,5,336,7,48,17,4,3,4,3,10,0,97,36,3,113,11,3,12,32,30,0,257,4,0,3,0,0,0,0,7,0,11,10,7,18,9,4,3,15,11,3,83,26,16,69,6,4,13,33,50,15,240,909,823,1692,310,213,224,496,578,81,5330,18,36,15,3,20,4,0,8,0,105,8,14,3,0,9,4,0,3,0,42,14,5,14,4,11,3,8,20,0,74,5,7,10,3,16,3,0,4,3,58,30,22,33,10,26,13,7,27,3,167
LGA36580,8,17,5,5,0,0,0,3,0,47,8,16,8,3,4,4,3,7,0,50,151,53,527,26,30,40,162,137,19,1152,66,13,177,8,10,10,45,65,5,390,51,14,32,11,3,3,18,43,4,183,10,48,5,21,0,0,3,7,0,100,13,58,8,13,3,4,4,4,3,107,82,23,25,19,24,21,45,25,4,266,14,28,11,69,11,10,8,15,3,158,0,11,7,0,0,0,0,3,0,27,16,0,48,8,3,4,14,35,0,137,0,0,0,3,0,0,0,0,0,10,3,4,8,3,0,0,6,5,0,34,23,11,26,12,4,11,43,46,16,176,436,296,887,198,98,114,352,397,57,2832,7,10,13,0,8,0,0,0,0,41,4,3,0,0,3,0,0,3,0,18,3,3,10,3,6,0,6,29,0,63,3,6,3,0,0,0,0,0,0,18,21,8,6,8,13,8,0,12,0,83
LGA36630,9,20,8,0,3,0,0,7,0,46,5,10,8,9,3,7,0,8,0,51,166,62,653,17,16,35,180,162,16,1314,50,5,184,8,7,6,60,85,13,415,87,29,29,3,10,17,43,74,0,285,17,82,3,34,0,0,8,9,0,153,34,103,8,11,7,3,15,5,0,188,90,43,33,17,26,25,31,37,5,307,25,51,9,86,10,7,16,11,4,212,7,12,6,4,0,5,0,3,0,31,26,0,51,14,7,9,24,38,0,164,0,0,0,0,0,0,3,0,0,6,9,4,6,4,4,3,9,9,0,41,26,0,39,12,3,8,37,47,24,195,532,422,1032,215,104,123,425,507,60,3414,12,20,12,6,6,0,0,3,0,47,3,5,4,0,0,0,0,0,0,16,13,0,16,11,12,7,4,15,0,70,0,0,4,0,4,3,0,0,0,15,30,11,16,8,11,4,4,18,0,106
LGA36660,10,35,7,3,3,0,3,7,0,73,10,10,6,3,7,4,3,9,3,52,208,61,604,17,29,46,187,161,23,1337,118,3,264,3,9,12,46,91,6,553,109,36,35,8,10,14,42,69,0,327,17,106,8,44,3,0,3,9,5,194,39,141,6,11,9,8,6,3,0,227,132,72,28,16,40,57,68,50,8,472,33,55,13,63,10,7,10,31,3,216,5,16,10,0,0,0,0,8,0,48,39,3,95,13,3,12,33,43,3,244,3,0,0,0,0,0,3,0,3,7,14,8,4,4,7,0,15,11,0,61,31,3,46,5,5,13,34,60,30,232,768,543,1133,194,152,186,454,555,79,4053,14,16,13,5,4,0,0,4,0,58,0,3,3,0,10,3,0,3,0,20,13,8,10,3,8,5,0,24,0,72,4,0,3,0,0,0,0,5,0,18,17,17,10,9,19,9,0,22,0,107
LGA36720,157,386,104,45,45,54,19,58,11,870,210,463,199,42,68,81,42,72,18,1198,1593,1543,5886,313,463,569,1161,1039,152,12715,1332,314,4652,110,194,196,413,978,130,8319,261,214,598,51,75,70,137,308,23,1746,212,1963,102,511,67,61,57,105,27,3111,257,1368,90,141,50,64,73,57,19,2122,1634,1501,385,272,578,759,279,364,96,5874,365,791,187,866,180,196,131,242,32,2989,122,438,216,78,54,115,41,114,8,1184,310,46,1146,144,65,201,179,249,13,2339,3,5,6,3,0,8,10,18,0,58,75,80,112,69,28,35,81,48,26,571,127,74,332,70,30,79,132,201,170,1219,6655,9180,14019,2719,1895,2497,2763,3851,732,44303,96,325,120,75,124,60,5,36,7,847,45,85,18,27,65,28,5,16,4,292,49,122,80,49,71,54,40,77,8,541,54,124,81,16,89,72,4,16,6,460,61,112,102,53,84,56,8,83,5,567
LGA36820,12,44,4,5,4,0,3,6,0,80,9,10,8,4,3,0,3,3,0,34,170,76,512,36,31,48,156,130,16,1176,104,19,231,17,9,12,35,44,0,473,76,53,16,11,10,6,20,34,0,223,7,102,0,30,3,5,0,3,3,165,34,107,7,10,8,3,3,3,3,179,66,26,10,21,7,18,17,27,3,192,15,29,5,66,7,6,7,17,3,158,3,4,8,3,0,0,0,3,0,34,24,0,52,6,3,13,17,31,0,149,0,0,0,0,0,0,0,0,0,3,11,6,7,5,3,3,7,5,0,48,31,7,30,7,0,10,23,25,20,152,565,490,890,227,93,126,283,338,54,3067,16,20,6,7,6,3,0,3,0,67,0,0,3,0,0,0,0,0,0,6,9,0,9,3,9,0,4,8,0,44,0,7,4,0,3,3,0,5,0,17,19,21,8,12,11,6,3,8,0,94
LGA36910,77,233,56,22,33,16,7,24,3,471,87,203,130,29,35,57,33,73,10,648,919,861,3928,168,246,294,898,749,89,8146,483,79,1708,43,61,77,183,348,28,2998,375,256,230,37,64,70,139,198,26,1391,91,961,44,213,33,9,34,35,4,1429,168,715,45,98,41,20,34,32,3,1157,834,801,212,150,414,282,230,220,29,3167,177,457,78,464,77,58,66,137,19,1530,49,140,72,31,21,28,32,30,0,395,130,16,449,77,30,64,111,159,8,1044,7,3,5,5,0,6,3,16,3,50,58,41,40,50,20,14,65,33,12,321,94,35,153,31,29,44,101,146,78,725,3545,4807,7142,1412,1097,1030,1918,2192,319,23467,46,166,57,48,85,20,0,12,3,447,19,44,9,13,37,10,3,16,4,149,29,76,70,29,41,34,14,81,0,369,10,39,21,9,25,12,6,3,0,132,81,90,56,38,92,34,5,94,7,499
LGA36950,5,0,0,3,6,0,0,0,0,17,0,0,3,0,0,0,0,0,0,4,11,28,50,4,3,0,3,13,6,120,25,3,45,3,0,0,0,11,3,88,3,3,0,0,3,0,0,0,0,12,3,21,0,9,3,0,0,0,0,38,10,22,0,0,0,0,0,0,0,31,8,0,5,6,8,0,0,3,0,37,0,7,0,18,3,3,0,0,3,33,0,0,0,4,0,0,0,0,0,9,3,0,10,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,3,3,6,8,3,0,7,9,9,50,78,95,118,55,40,9,18,43,19,466,3,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
LGA36960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,21,5,7,3,7,13,3,84,4,6,48,0,0,0,0,21,3,86,0,4,0,0,6,0,0,0,0,18,0,3,0,10,3,0,0,0,0,18,5,11,0,6,3,0,0,0,0,24,3,8,3,0,10,3,0,4,0,31,3,8,0,12,3,0,0,0,0,27,3,7,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,12,3,7,7,5,5,0,0,9,4,44,37,77,85,37,41,5,12,49,17,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA37010,131,467,100,48,45,30,19,39,13,890,116,220,198,46,66,40,49,49,15,791,1022,1107,5323,482,324,335,1181,693,111,10570,469,123,1925,174,90,68,295,422,42,3620,77,107,179,40,36,26,85,100,6,655,102,1258,66,302,47,24,51,33,17,1896,152,635,57,103,32,16,66,34,4,1098,930,702,246,288,425,278,287,197,38,3393,234,536,98,784,130,89,98,104,28,2097,56,136,94,53,24,35,31,35,6,466,157,33,562,151,48,78,146,145,10,1316,3,8,11,9,0,5,4,8,0,49,103,82,71,99,33,13,86,48,26,561,69,41,168,76,30,33,123,118,131,789,3617,5459,9099,2648,1319,1075,2522,2028,439,28193,86,400,102,95,99,41,10,26,8,872,25,55,19,14,45,21,0,12,3,195,46,124,95,58,69,31,35,61,11,524,19,48,40,10,33,18,0,9,4,185,35,95,43,30,59,30,10,30,0,331
LGA37300,3,0,0,0,0,0,0,0,0,13,0,0,3,0,0,0,0,0,0,4,27,37,305,12,3,0,100,10,4,493,11,0,62,4,3,0,43,3,0,127,4,6,6,3,0,0,8,0,0,32,4,13,3,9,0,0,3,0,0,32,3,20,0,0,0,0,16,0,0,50,12,3,19,0,3,0,11,0,0,49,0,3,0,4,0,0,0,0,0,13,0,0,0,0,0,0,5,0,0,3,0,0,10,0,3,0,10,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,13,0,0,0,11,3,0,28,69,87,428,35,15,4,216,19,8,888,0,6,9,0,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3,3,14,0,0,0,9,4,0,31,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,7
LGA37310,7,21,3,3,3,0,0,0,0,35,7,3,14,3,3,3,3,3,0,40,267,116,1052,18,35,41,293,144,41,2008,122,7,227,9,6,3,69,70,8,515,239,57,60,3,13,25,54,112,0,558,20,55,7,24,3,0,8,5,3,125,28,110,9,12,0,0,6,9,0,171,143,79,31,14,27,47,33,27,8,398,15,37,20,64,7,3,10,20,0,170,4,3,3,0,0,4,3,0,0,20,24,0,95,8,6,12,27,30,4,201,0,0,0,0,0,0,0,3,0,10,7,3,15,4,3,5,12,4,3,65,38,7,43,9,5,16,51,56,22,248,928,492,1574,157,103,165,572,471,98,4564,13,12,9,4,6,3,0,0,0,46,3,3,0,4,12,6,0,6,0,24,8,5,24,3,10,5,7,10,3,74,3,12,4,0,4,0,3,4,0,27,37,18,12,21,32,7,7,27,0,163
LGA37340,8,20,11,3,0,0,3,12,0,62,12,18,18,7,0,0,3,6,3,67,251,249,1063,55,43,50,347,202,32,2289,151,23,359,11,6,10,102,113,9,793,50,26,67,6,6,3,27,54,0,233,18,79,9,41,0,0,4,7,0,157,22,90,15,6,0,0,13,9,0,151,154,56,41,57,37,34,41,45,8,477,22,36,12,94,5,15,29,31,3,241,12,18,13,9,0,3,0,15,0,69,59,9,191,34,7,12,45,46,5,415,0,0,0,0,0,3,0,12,0,20,10,8,6,9,0,3,19,6,3,71,18,18,51,10,4,15,46,63,28,247,785,652,1859,329,128,156,679,618,89,5285,11,18,13,8,12,8,0,8,0,76,0,7,0,0,5,7,0,3,0,28,6,15,13,14,13,9,13,19,0,107,3,12,5,3,0,0,0,4,0,31,15,19,15,11,11,6,0,13,0,87
LGA37400,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,15,3,21,0,0,0,8,3,0,56,3,0,7,0,0,0,3,5,0,17,13,0,4,0,0,0,0,6,0,23,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,3,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,12,40,10,46,8,3,3,17,20,3,139,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,0,12
LGA37550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,6,0,16,11,4,10,14,3,3,0,7,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,0,3,0,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
