LGA_CODE_2016,South_Africa_Before_1946,South_Africa_1946_1955,South_Africa_1956_1965,South_Africa_1966_1975,South_Africa_1976_1985,South_Africa_1986_1995,South_Africa_1996_2005,South_Africa_2006_2010,South_Africa_2011,South_Africa_2012,South_Africa_2013,South_Africa_2014,South_Africa_2015,South_Africa_2016,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1946,Sri_Lanka_1946_1955,Sri_Lanka_1956_1965,Sri_Lanka_1966_1975,Sri_Lanka_1976_1985,Sri_Lanka_1986_1995,Sri_Lanka_1996_2005,Sri_Lanka_2006_2010,Sri_Lanka_2011,Sri_Lanka_2012,Sri_Lanka_2013,Sri_Lanka_2014,Sri_Lanka_2015,Sri_Lanka_2016,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Thailand_Before_1946,Thailand_1946_1955,Thailand_1956_1965,Thailand_1966_1975,Thailand_1976_1985,Thailand_1986_1995,Thailand_1996_2005,Thailand_2006_2010,Thailand_2011,Thailand_2012,Thailand_2013,Thailand_2014,Thailand_2015,Thailand_2016,Thailand_Yr_arrival_ns,Thailand_Tot,FYROM_Before_1946,FYROM_1946_1955,FYROM_1956_1965,FYROM_1966_1975,FYROM_1976_1985,FYROM_1986_1995,FYROM_1996_2005,FYROM_2006_2010,FYROM_2011,FYROM_2012,FYROM_2013,FYROM_2014,FYROM_2015,FYROM_2016,FYROM_arrival_ns,FYROM_Tot,Turkey_Before_1946,Turkey_1946_1955,Turkey_1956_1965,Turkey_1966_1975,Turkey_1976_1985,Turkey_1986_1995,Turkey_1996_2005,Turkey_2006_2010,Turkey_2011,Turkey_2012,Turkey_2013,Turkey_2014,Turkey_2015,Turkey_2016,Turkey_Yr_arrival_ns,Turkey_Tot,United_Kingdom_Before_1946,United_Kingdom_1946_1955,United_Kingdom_1956_1965,United_Kingdom_1966_1975,United_Kingdom_1976_1985,United_Kingdom_1986_1995,United_Kingdom_1996_2005,United_Kingdom_2006_2010,United_Kingdom_2011,United_Kingdom_2012,United_Kingdom_2013,United_Kingdom_2014,United_Kingdom_2015,United_Kingdom_2016,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1946,USA_1946_1955,USA_1956_1965,USA_1966_1975,USA_1976_1985,USA_1986_1995,USA_1996_2005,USA_2006_2010,United_States_America_2011,United_States_America_2012,United_States_America_2013,United_States_America_2014,United_States_America_2015,United_States_America_2016,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1946,Vietnam_1946_1955,Vietnam_1956_1965,Vietnam_1966_1975,Vietnam_1976_1985,Vietnam_1986_1995,Vietnam_1996_2005,Vietnam_2006_2010,Vietnam_2011,Vietnam_2012,Vietnam_2013,Vietnam_2014,Vietnam_2015,Vietnam_2016,Vietnam_Yr_arrival_NS,Vietnam_Tot,Zimbabwe_Before_1946,Zimbabwe_1946_1955,Zimbabwe_1956_1965,Zimbabwe_1966_1975,Zimbabwe_1976_1985,Zimbabwe_1986_1995,Zimbabwe_1996_2005,Zimbabwe_2006_2010,Zimbabwe_2011,Zimbabwe_2012,Zimbabwe_2013,Zimbabwe_2014,Zimbabwe_2015,Zimbabwe_2016,Zimbabwe_Yr_arrival_NS,Zimbabwe_Tot,Born_elsewhere_Before_1946,Born_elsewhere_1946_1955,Born_elsewhere_1956_1965,Born_elsewhere_1966_1975,Born_elsewhere_1976_1985,Born_elsewhere_1986_1995,Born_elsewhere_1996_2005,Born_elsewhere_2006_2010,Born_elsewhere_2011,Born_elsewhere_2012,Born_elsewhere_2013,Born_elsewhere_2014,Born_elsewhere_2015,Born_elsewhere_2016,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1946,Tot_1946_1955,Tot_1956_1965,Tot_1966_1975,Tot_1976_1985,Tot_1986_1995,Tot_1996_2005,Tot_2006_2010,Tot_2011,Tot_2012,Tot_2013,Tot_2014,Tot_2015,Tot_2016,Tot_Yr_arrival_NS,Tot_Tot
LGA36510,0,0,7,5,17,7,59,34,3,5,0,4,0,4,0,157,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,3,5,5,3,0,4,5,6,3,0,36,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,137,356,568,225,206,265,197,22,8,27,16,7,6,75,2131,0,5,10,17,22,23,30,22,0,6,0,0,3,0,0,134,0,0,0,0,3,0,4,0,0,3,0,0,0,0,3,14,0,0,0,0,10,5,23,6,5,0,0,0,0,0,0,53,5,22,59,150,86,57,61,58,5,7,6,5,11,10,44,580,22,303,590,1037,799,753,898,613,103,58,101,71,80,55,239,5716
LGA36580,0,0,3,7,6,5,17,16,0,0,7,0,0,0,3,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,6,0,0,3,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,86,183,324,98,76,75,42,11,7,0,0,6,0,40,942,0,0,0,11,3,10,5,6,0,0,0,0,0,0,0,44,0,0,0,0,16,18,3,15,0,3,6,0,0,0,0,67,0,0,0,0,9,9,5,0,3,0,0,0,0,0,0,18,0,12,37,53,49,28,42,19,5,13,28,6,13,3,17,328,10,172,309,514,413,320,375,256,98,78,90,48,79,66,138,2977
LGA36630,0,0,3,3,4,9,18,22,4,0,6,5,0,0,0,76,0,0,0,3,0,0,0,11,0,0,0,0,4,0,0,25,0,0,0,0,3,0,5,4,0,0,0,0,3,0,4,19,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,247,344,85,59,55,21,0,5,0,5,6,0,61,999,0,0,7,19,4,18,8,8,4,0,0,0,0,0,6,70,0,0,0,0,0,3,3,11,0,0,0,0,0,0,3,16,0,0,0,0,5,5,10,4,0,0,0,0,0,0,0,22,0,22,40,77,41,27,18,24,8,5,0,5,9,5,17,296,4,242,410,621,397,338,289,253,43,56,29,54,45,16,159,2966
LGA36660,0,0,9,0,8,0,21,28,0,6,8,9,4,0,7,104,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,0,4,3,3,0,0,0,3,0,0,26,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,138,219,321,118,64,57,36,3,11,14,3,5,0,54,1050,0,3,6,28,5,10,13,17,0,0,0,3,0,3,3,91,0,0,0,0,0,4,3,0,0,0,0,0,0,3,0,14,0,0,0,3,11,0,11,0,0,0,0,0,0,0,0,29,0,20,33,107,48,45,47,79,12,31,11,26,19,15,38,535,19,350,470,641,482,338,384,319,58,105,86,73,75,40,202,3639
LGA36720,0,9,41,101,223,224,738,831,97,119,111,104,124,79,58,2865,0,5,24,37,13,20,26,34,4,17,10,15,8,7,6,230,0,0,0,6,24,51,105,130,24,26,30,25,37,18,27,506,0,0,3,10,0,3,4,0,0,0,0,0,0,0,0,20,0,0,0,4,3,6,6,6,0,0,3,3,0,0,0,35,78,1282,2586,4039,1886,1798,2896,3363,415,453,389,301,297,141,587,20506,0,12,50,195,123,166,270,265,64,41,53,54,64,37,30,1426,0,0,3,4,25,19,24,35,10,13,17,14,10,3,16,190,0,0,7,17,90,67,269,145,19,6,10,15,9,16,11,669,32,260,567,1023,624,603,819,770,147,185,180,247,294,200,242,6195,179,2715,4705,7557,6413,6382,9581,9502,1553,1710,1569,1462,1538,870,1818,57556
LGA36820,0,0,6,8,6,5,19,13,5,0,3,3,3,0,0,64,0,0,3,0,0,0,0,4,4,0,0,0,0,0,0,12,0,0,0,0,0,7,3,3,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,3,105,223,276,83,70,83,48,0,10,7,3,19,18,30,987,0,0,6,32,13,12,7,6,0,3,0,0,0,0,8,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,10,4,13,7,0,0,0,0,0,0,0,37,0,20,59,124,57,50,57,27,5,5,8,4,13,12,44,482,22,273,457,698,376,284,338,234,39,44,38,34,72,55,149,3121
LGA36910,0,0,16,23,58,41,291,288,38,50,10,24,15,16,12,870,0,0,6,4,0,20,33,97,9,28,20,21,34,26,8,310,0,0,0,0,3,16,23,41,3,0,10,4,11,4,11,127,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,14,0,0,0,0,0,0,0,21,23,369,678,1067,411,254,300,299,43,54,48,43,38,16,136,3779,0,9,19,86,32,35,61,63,13,19,23,17,17,14,13,415,0,0,0,9,8,13,14,27,0,3,10,10,6,3,3,108,0,0,5,8,52,36,239,135,11,4,5,10,4,7,0,522,14,52,146,277,184,177,657,950,184,273,303,236,253,183,120,4003,59,763,1243,1990,1572,1487,2785,3578,643,804,984,836,897,578,591,18807
LGA36950,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,3,4,4,6,0,0,0,0,0,0,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,11,16,16,8,3,0,3,4,0,0,6,87,0,5,19,30,24,38,36,40,5,3,7,4,8,7,17,238
LGA36960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,21,26,20,3,6,4,8,3,11,3,0,41,157,0,4,10,21,31,25,4,17,4,8,3,11,3,0,47,178
LGA37010,0,6,13,22,47,65,311,377,47,36,18,19,39,9,12,1023,0,0,4,13,12,36,23,79,12,22,9,11,15,14,5,263,0,0,0,3,22,36,71,84,18,17,25,19,18,12,11,341,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,12,19,359,817,1310,578,571,693,737,125,131,101,95,85,62,167,5854,0,6,12,57,37,53,109,107,28,20,24,39,53,32,14,589,0,0,0,9,24,56,29,59,8,10,16,5,15,8,12,255,0,0,7,6,25,38,83,114,8,7,17,7,8,3,0,321,8,87,231,520,320,441,722,877,206,184,263,217,314,148,211,4752,57,887,1684,2852,2418,2793,3859,4982,984,945,888,871,923,545,889,25588
LGA37300,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,11,4,3,3,0,0,0,0,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,6,4,12,3,3,4,3,0,4,0,3,73,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,3,5,0,10,4,3,11,0,0,0,0,3,45,0,3,17,34,33,54,76,73,29,22,8,13,11,6,19,398
LGA37310,0,0,0,4,3,7,41,70,9,18,3,0,0,0,3,164,0,0,0,0,0,3,0,10,0,0,3,0,0,0,0,23,0,0,0,0,0,0,0,3,3,0,0,0,0,8,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,47,66,106,36,38,41,33,4,15,10,0,4,8,23,448,0,0,0,8,3,0,3,12,3,0,0,0,0,0,3,37,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,8,0,0,0,0,3,0,11,12,0,0,3,0,0,0,0,38,3,4,6,35,27,22,34,31,9,16,14,6,6,4,9,235,8,89,139,217,208,189,271,511,109,162,150,109,62,48,112,2388
LGA37340,0,0,6,4,4,19,47,48,15,9,4,9,9,0,10,185,0,0,0,4,0,0,4,7,0,13,3,0,0,0,0,36,0,0,0,3,0,6,13,25,8,3,13,5,6,5,5,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,76,165,268,123,120,145,124,18,31,24,40,43,29,53,1261,0,0,4,10,6,14,17,15,4,7,6,11,6,3,4,100,0,0,0,0,5,7,7,17,3,4,0,0,5,0,0,55,0,0,0,0,0,3,17,14,3,3,3,4,0,0,3,53,3,13,42,94,52,60,74,78,31,32,24,45,87,34,96,765,9,172,313,570,497,489,709,654,187,213,202,277,341,172,381,5189
LGA37400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,4,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,0,0,0,0,3,0,0,0,0,17,0,7,10,11,9,3,4,6,0,0,5,0,3,0,0,53
LGA37550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,14
LGA37570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4
LGA37600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,7
LGA39499,0,0,0,6,4,3,14,9,0,0,0,0,3,8,0,52,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,12,0,0,0,0,0,0,0,3,0,0,0,0,3,5,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,46,109,169,83,62,55,35,4,9,9,16,122,188,67,972,0,0,3,4,9,3,8,5,0,0,0,0,7,24,5,67,0,0,0,0,3,0,0,6,0,0,0,5,0,3,0,28,0,0,0,0,0,0,8,0,0,0,0,3,0,0,3,16,0,10,18,39,29,22,42,38,9,5,22,50,123,110,93,616,0,99,190,297,260,242,280,203,46,56,84,154,401,514,338,3157
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,8,4,3,0,3,3,3,0,0,0,0,0,9,40
