LGA_CODE_2016,South_Africa_Before_1946,South_Africa_1946_1955,South_Africa_1956_1965,South_Africa_1966_1975,South_Africa_1976_1985,South_Africa_1986_1995,South_Africa_1996_2005,South_Africa_2006_2010,South_Africa_2011,South_Africa_2012,South_Africa_2013,South_Africa_2014,South_Africa_2015,South_Africa_2016,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1946,Sri_Lanka_1946_1955,Sri_Lanka_1956_1965,Sri_Lanka_1966_1975,Sri_Lanka_1976_1985,Sri_Lanka_1986_1995,Sri_Lanka_1996_2005,Sri_Lanka_2006_2010,Sri_Lanka_2011,Sri_Lanka_2012,Sri_Lanka_2013,Sri_Lanka_2014,Sri_Lanka_2015,Sri_Lanka_2016,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Thailand_Before_1946,Thailand_1946_1955,Thailand_1956_1965,Thailand_1966_1975,Thailand_1976_1985,Thailand_1986_1995,Thailand_1996_2005,Thailand_2006_2010,Thailand_2011,Thailand_2012,Thailand_2013,Thailand_2014,Thailand_2015,Thailand_2016,Thailand_Yr_arrival_ns,Thailand_Tot,FYROM_Before_1946,FYROM_1946_1955,FYROM_1956_1965,FYROM_1966_1975,FYROM_1976_1985,FYROM_1986_1995,FYROM_1996_2005,FYROM_2006_2010,FYROM_2011,FYROM_2012,FYROM_2013,FYROM_2014,FYROM_2015,FYROM_2016,FYROM_arrival_ns,FYROM_Tot,Turkey_Before_1946,Turkey_1946_1955,Turkey_1956_1965,Turkey_1966_1975,Turkey_1976_1985,Turkey_1986_1995,Turkey_1996_2005,Turkey_2006_2010,Turkey_2011,Turkey_2012,Turkey_2013,Turkey_2014,Turkey_2015,Turkey_2016,Turkey_Yr_arrival_ns,Turkey_Tot,United_Kingdom_Before_1946,United_Kingdom_1946_1955,United_Kingdom_1956_1965,United_Kingdom_1966_1975,United_Kingdom_1976_1985,United_Kingdom_1986_1995,United_Kingdom_1996_2005,United_Kingdom_2006_2010,United_Kingdom_2011,United_Kingdom_2012,United_Kingdom_2013,United_Kingdom_2014,United_Kingdom_2015,United_Kingdom_2016,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1946,USA_1946_1955,USA_1956_1965,USA_1966_1975,USA_1976_1985,USA_1986_1995,USA_1996_2005,USA_2006_2010,United_States_America_2011,United_States_America_2012,United_States_America_2013,United_States_America_2014,United_States_America_2015,United_States_America_2016,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1946,Vietnam_1946_1955,Vietnam_1956_1965,Vietnam_1966_1975,Vietnam_1976_1985,Vietnam_1986_1995,Vietnam_1996_2005,Vietnam_2006_2010,Vietnam_2011,Vietnam_2012,Vietnam_2013,Vietnam_2014,Vietnam_2015,Vietnam_2016,Vietnam_Yr_arrival_NS,Vietnam_Tot,Zimbabwe_Before_1946,Zimbabwe_1946_1955,Zimbabwe_1956_1965,Zimbabwe_1966_1975,Zimbabwe_1976_1985,Zimbabwe_1986_1995,Zimbabwe_1996_2005,Zimbabwe_2006_2010,Zimbabwe_2011,Zimbabwe_2012,Zimbabwe_2013,Zimbabwe_2014,Zimbabwe_2015,Zimbabwe_2016,Zimbabwe_Yr_arrival_NS,Zimbabwe_Tot,Born_elsewhere_Before_1946,Born_elsewhere_1946_1955,Born_elsewhere_1956_1965,Born_elsewhere_1966_1975,Born_elsewhere_1976_1985,Born_elsewhere_1986_1995,Born_elsewhere_1996_2005,Born_elsewhere_2006_2010,Born_elsewhere_2011,Born_elsewhere_2012,Born_elsewhere_2013,Born_elsewhere_2014,Born_elsewhere_2015,Born_elsewhere_2016,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1946,Tot_1946_1955,Tot_1956_1965,Tot_1966_1975,Tot_1976_1985,Tot_1986_1995,Tot_1996_2005,Tot_2006_2010,Tot_2011,Tot_2012,Tot_2013,Tot_2014,Tot_2015,Tot_2016,Tot_Yr_arrival_NS,Tot_Tot
LGA30250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,7,3,3,0,0,0,0,0,3,0,27
LGA30300,0,0,3,0,0,0,4,15,0,0,7,7,3,3,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,12,6,3,5,3,0,0,0,0,3,0,5,59,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,12,0,3,0,3,5,3,3,0,0,0,0,0,0,3,4,28,4,11,21,25,19,21,42,48,3,5,20,13,21,7,15,263
LGA30370,0,0,0,0,3,0,16,16,3,5,3,0,0,0,0,50,0,0,0,0,0,0,3,7,3,30,0,0,0,0,0,51,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,31,47,15,13,10,12,7,10,3,0,3,3,6,175,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,70,3,3,0,0,3,3,3,92,0,0,0,0,4,0,0,4,3,0,3,0,0,0,0,22,0,0,12,9,12,6,24,66,14,23,13,14,12,3,9,212,3,40,61,97,97,70,119,281,57,111,70,39,63,31,48,1174
LGA30410,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,11,0,7,6,5,0,0,0,0,3,0,4,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,3,5,0,0,0,0,0,15,0,11,17,18,16,20,25,19,16,7,0,0,5,0,3,163
LGA30450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,9
LGA30760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,0,5,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,10,12,11,12,11,7,0,3,11,0,0,3,0,85
LGA30900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,6,3,0,0,0,0,4,3,0,0,23
LGA31000,6,10,99,303,889,1070,4111,3147,451,517,311,272,321,174,173,11856,0,23,102,276,314,915,887,1394,270,384,278,197,168,179,95,5490,0,0,11,39,146,372,626,754,147,127,173,233,251,180,167,3240,0,0,23,146,67,73,83,28,4,12,6,7,6,3,7,466,0,4,3,66,43,62,123,95,31,24,18,15,30,21,26,562,180,2279,4847,8345,4924,5200,7779,6598,1367,1387,1068,1010,961,550,1339,47841,0,47,114,529,429,611,1201,936,279,267,283,342,396,322,173,5937,3,0,15,242,4049,3637,1507,1624,332,384,546,429,421,263,458,13911,0,3,23,40,303,275,984,614,55,62,46,66,57,37,39,2606,88,773,1321,4363,4088,9143,12790,11290,2404,2982,3669,3831,4375,3368,2629,67111,546,7084,11584,21558,28161,43906,62976,65869,13579,14855,16160,16996,18344,12867,11861,346352
LGA31750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,8,4,0,5,3,3,0,0,0,0,0,22
LGA31820,0,0,8,12,26,10,102,129,9,31,3,7,16,6,5,383,0,0,10,12,3,3,4,13,0,3,0,8,11,7,3,74,0,0,0,0,4,12,8,33,8,12,12,9,14,3,0,109,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,12,8,16,11,0,0,3,0,0,3,0,4,53,24,368,680,1082,357,246,306,198,56,43,27,34,55,42,143,3654,0,0,5,30,27,21,49,19,10,3,4,7,5,0,6,183,0,0,0,0,9,24,16,17,7,0,9,6,3,3,8,113,0,0,0,0,9,5,32,24,0,3,0,0,3,0,0,84,3,58,138,224,117,114,122,141,25,31,24,60,98,72,133,1361,39,844,1286,1903,1325,1096,1248,1148,194,247,248,271,404,258,581,11108
LGA31900,0,0,0,0,0,0,7,17,0,4,0,0,4,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,51,63,23,13,11,12,3,3,0,4,15,11,11,250,0,0,0,4,0,0,3,0,3,3,0,0,0,0,0,14,0,0,0,0,0,11,0,6,3,0,0,0,0,0,0,21,0,0,0,0,0,3,0,7,0,3,0,0,0,0,0,14,3,13,25,28,14,12,17,18,10,7,0,4,15,13,21,196,23,217,222,163,103,95,120,107,26,44,13,30,88,41,128,1418
LGA31950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,9,3,3,3,0,0,0,3,0,0,0,0,23
LGA32080,0,3,6,47,68,64,160,232,30,25,10,24,17,15,14,718,0,3,15,30,16,33,23,60,13,13,0,5,0,5,4,224,0,0,0,8,41,139,170,111,22,28,21,20,14,18,35,631,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,10,4,4,8,5,0,4,0,0,0,0,6,44,16,344,888,1368,716,891,1145,875,163,137,136,108,124,102,223,7233,0,0,20,83,51,88,104,89,21,26,26,18,21,15,20,607,0,0,0,3,37,25,34,76,9,21,6,21,16,9,5,263,0,3,3,7,18,22,56,68,3,6,9,9,4,0,0,205,9,100,285,730,765,932,1124,1250,346,340,397,323,323,247,332,7508,82,937,1995,3346,3446,4471,5755,5820,1207,1218,1209,1059,1054,811,1303,33699
LGA32250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,0,4,3,3,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,0,0,3,0,0,0,5,3,0,0,0,30,0,16,14,15,13,10,19,21,0,3,7,7,7,3,3,143
LGA32260,0,0,0,5,6,0,16,24,0,0,3,0,0,0,4,60,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,28,13,10,0,4,0,4,0,6,4,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,69,148,193,68,64,52,61,5,10,12,15,22,19,26,772,0,4,0,18,8,11,3,4,0,4,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,4,3,6,3,0,0,0,0,0,0,0,22,3,37,62,92,67,99,73,54,14,20,20,21,28,22,28,642,43,344,443,461,360,431,345,579,71,110,114,153,228,117,198,3998
LGA32270,0,0,0,3,10,7,40,110,3,20,10,5,9,7,3,225,0,0,0,0,0,0,0,7,0,3,6,5,0,0,0,24,0,0,0,0,5,0,13,7,0,5,0,0,0,0,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,20,73,112,40,36,38,32,12,10,10,5,3,4,15,424,0,0,0,15,5,3,6,7,0,0,0,0,0,13,6,59,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,15,45,0,6,0,0,0,0,0,72,0,8,12,47,23,20,51,79,23,25,15,17,10,4,21,343,0,55,120,261,240,263,487,738,187,189,127,122,64,44,131,3039
LGA32310,0,0,0,3,0,5,4,3,0,0,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21,43,51,8,14,11,6,0,0,4,0,4,4,10,181,0,0,9,3,3,0,3,3,0,0,0,0,0,0,0,18,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,8,14,4,6,9,26,3,4,3,9,3,5,3,95,3,42,67,110,81,75,85,79,12,18,13,23,14,10,34,664
LGA32330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5
LGA32450,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,5,3,3,8,4,0,3,0,0,0,3,48,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,5,3,4,0,0,0,0,0,0,0,28,0,3,14,24,25,20,31,65,13,17,18,9,13,5,11,265
LGA32500,0,0,3,3,0,0,0,10,0,3,0,0,0,0,0,25,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,31,38,12,6,15,4,0,3,0,0,3,5,6,138,0,0,3,0,0,3,3,0,0,0,0,0,3,0,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,26,17,9,12,9,10,0,0,5,14,4,18,131,3,28,57,97,64,44,68,55,17,11,7,9,29,14,68,575
LGA32600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,0,0,0,0,0,11
LGA32750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,4,4,3,0,0,4,0,0,18
LGA32770,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,4,6,0,0,7,0,0,0,0,23
LGA32810,0,0,0,3,14,0,9,6,0,5,4,3,0,0,3,48,0,3,0,3,0,0,3,5,0,0,0,0,0,0,0,13,0,0,0,0,4,6,8,22,4,3,3,3,3,4,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,77,129,66,75,117,93,6,18,16,24,32,14,37,734,0,0,3,7,11,14,15,6,3,3,3,5,5,0,3,76,0,0,0,0,0,0,0,15,0,0,3,0,0,0,0,14,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,8,0,13,32,46,26,32,37,39,9,14,9,17,22,19,13,335,9,86,178,283,254,248,391,317,63,78,64,99,101,67,119,2352
LGA33100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,7,0,0,3,18,3,7,7,9,0,4,0,0,0,0,0,55
LGA33200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,3,8,16,5,7,5,11,3,7,0,4,0,0,5,75
LGA33220,0,0,7,18,36,34,141,101,8,7,12,3,8,0,10,398,0,3,10,11,4,3,3,17,14,3,0,8,0,0,4,74,0,0,0,4,3,10,17,30,10,9,0,8,7,11,7,115,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,7,22,537,1088,1760,590,413,405,307,29,40,35,30,46,24,204,5532,0,3,12,46,29,28,47,38,9,4,6,7,0,3,0,230,0,0,0,0,14,6,6,12,0,0,13,5,3,0,3,47,0,0,3,3,15,7,28,20,3,3,0,0,0,0,0,84,6,85,188,394,184,123,140,165,28,26,21,26,20,13,77,1488,46,1107,1805,2981,1917,1576,1727,1324,212,220,169,206,196,102,584,14162
LGA33360,0,0,0,11,15,34,151,293,69,50,31,30,11,10,18,720,0,0,0,0,0,0,4,34,6,18,0,0,0,3,3,66,0,0,0,0,6,10,22,42,11,3,7,4,4,6,3,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,7,92,280,468,230,125,167,151,35,57,44,39,39,4,46,1779,0,0,6,19,9,11,22,24,20,24,8,11,5,3,5,170,0,0,0,0,5,8,7,0,3,0,0,0,0,0,3,26,0,0,3,0,14,0,26,37,3,17,3,8,7,6,4,124,3,25,65,134,88,101,120,195,62,50,49,34,34,16,18,991,19,211,500,904,870,780,1157,1833,494,559,472,394,306,164,268,8921
LGA33430,0,7,67,170,407,494,2399,1957,208,264,236,209,192,108,97,6823,0,11,35,70,43,88,102,131,23,21,15,18,33,15,27,632,0,0,0,11,69,164,301,414,69,70,72,97,131,55,73,1538,0,0,11,75,21,36,44,17,0,0,0,5,0,0,6,222,0,3,7,126,52,69,48,29,3,13,4,7,7,6,6,385,107,1893,3896,6125,3281,3558,5038,5195,727,799,619,666,554,319,1029,33801,0,30,55,242,219,357,497,387,92,93,98,116,121,105,94,2508,0,0,3,30,200,127,74,97,39,40,46,57,41,31,31,828,0,3,16,24,97,99,282,228,25,24,24,22,17,16,16,879,38,534,1080,2499,1893,2663,3806,3004,607,753,982,1160,1265,836,877,21994,258,4853,8231,13864,14632,20242,31290,27637,5131,5466,5324,5765,5429,3483,5574,157183
LGA33610,0,0,0,0,0,0,6,36,5,3,3,3,0,0,0,53,0,0,0,0,0,0,0,8,4,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,23,25,11,9,8,16,0,5,0,4,0,0,3,122,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,17,0,3,0,14,5,3,7,14,3,0,3,12,8,3,3,82,4,29,34,61,57,50,53,149,36,21,27,31,31,17,29,631
LGA33620,0,0,3,11,31,9,53,48,4,9,7,0,6,3,3,192,0,0,3,0,0,3,0,0,6,0,0,0,6,0,0,25,0,0,0,0,3,6,9,13,0,0,6,0,4,0,4,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,9,187,422,587,184,164,148,141,12,8,30,5,11,0,72,1971,0,0,9,38,18,14,18,30,0,10,3,0,3,0,0,141,0,0,0,0,3,0,8,10,0,0,8,0,0,3,0,31,0,0,0,3,12,0,21,3,0,0,0,0,0,0,3,47,0,25,81,138,79,75,60,31,7,12,18,4,8,11,9,566,15,379,727,1110,777,584,648,502,82,86,108,38,75,40,178,5342
LGA33800,0,0,0,0,3,3,0,7,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,55,39,11,14,7,13,0,5,0,0,0,0,14,179,0,0,0,7,0,4,8,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,5,27,28,22,7,3,7,3,3,0,0,6,0,3,115,38,235,244,121,94,68,51,74,11,17,9,9,15,10,50,1052
LGA33830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,3,0,15
