LGA_CODE_2016,P_Greece_0_4,P_Greece_5_14,P_Greece_15_24,P_Greece_25_44,P_Greece_45_54,P_Greece_55_64,P_Greece_65_74,P_Greece_75_84,P_Greece_85ov,P_Greece_Tot,P_Hong_Kong_0_4,P_Hong_Kong_5_14,P_Hong_Kong_15_24,P_Hong_Kong_25_44,P_Hong_Kong_45_54,P_Hong_Kong_55_64,P_Hong_Kong_65_74,P_Hong_Kong_75_84,P_Hong_Kong_85ov,P_Hong_Kong_Tot,P_India_0_4,P_India_5_14,P_India_15_24,P_India_25_44,P_India_45_54,P_India_55_64,P_India_65_74,P_India_75_84,P_India_85ov,P_India_Tot,P_Indonesia_0_4,P_Indonesia_5_14,P_Indonesia_15_24,P_Indonesia_25_44,P_Indonesia_45_54,P_Indonesia_55_64,P_Indonesia_65_74,P_Indonesia_75_84,P_Indonesia_85ov,P_Indonesia_Tot,P_Iran_0_4,P_Iran_5_14,P_Iran_15_24,P_Iran_25_44,P_Iran_45_54,P_Iran_55_64,P_Iran_65_74,P_Iran_75_84,P_Iran_85ov,P_Iran_Tot,P_Iraq_0_4,P_Iraq_5_14,P_Iraq_15_24,P_Iraq_25_44,P_Iraq_45_54,P_Iraq_55_64,P_Iraq_65_74,P_Iraq_75_84,P_Iraq_85ov,P_Iraq_Tot,P_Ireland_0_4,P_Ireland_5_14,P_Ireland_15_24,P_Ireland_25_44,P_Ireland_45_54,P_Ireland_55_64,P_Ireland_65_74,P_Ireland_75_84,P_Ireland_85ov,P_Ireland_Tot,P_Italy_0_4,P_Italy_5_14,P_Italy_15_24,P_Italy_25_44,P_Italy_45_54,P_Italy_55_64,P_Italy_65_74,P_Italy_75_84,P_Italy_85ov,P_Italy_Tot,P_Japan_0_4,P_Japan_5_14,P_Japan_15_24,P_Japan_25_44,P_Japan_45_54,P_Japan_55_64,P_Japan_65_74,P_Japan_75_84,P_Japan_85ov,P_Japan_Tot,P_Korea_South_0_4,P_Korea_South_5_14,P_Korea_South_15_24,P_Korea_South_25_44,P_Korea_South_45_54,P_Korea_South_55_64,P_Korea_South_65_74,P_Korea_South_75_84,P_Korea_South_85ov,P_Korea_South_Tot,P_Lebanon_0_4,P_Lebanon_5_14,P_Lebanon_15_24,P_Lebanon_25_44,P_Lebanon_45_54,P_Lebanon_55_64,P_Lebanon_65_74,P_Lebanon_75_84,P_Lebanon_85ov,P_Lebanon_Tot,P_Malaysia_0_4,P_Malaysia_5_14,P_Malaysia_15_24,P_Malaysia_25_44,P_Malaysia_45_54,P_Malaysia_55_64,P_Malaysia_65_74,P_Malaysia_75_84,P_Malaysia_85ov,P_Malaysia_Tot,P_Malta_0_4,P_Malta_5_14,P_Malta_15_24,P_Malta_25_44,P_Malta_45_54,P_Malta_55_64,P_Malta_65_74,P_Malta_75_84,P_Malta_85ov,P_Malta_Tot,P_Mauritius_0_4,P_Mauritius_5_14,P_Mauritius_15_24,P_Mauritius_25_44,P_Mauritius_45_54,P_Mauritius_55_64,P_Mauritius_65_74,P_Mauritius_75_84,P_Mauritius_85ov,P_Mauritius_Tot,P_Myanmar_0_4,P_Myanmar_5_14,P_Myanmar_15_24,P_Myanmar_25_44,P_Myanmar_45_54,P_Myanmar_55_64,P_Myanmar_65_74,P_Myanmar_75_84,P_Myanmar_85ov,P_Myanmar_Tot,P_Nepal_0_4,P_Nepal_5_14,P_Nepal_15_24,P_Nepal_25_44,P_Nepal_45_54,P_Nepal_55_64,P_Nepal_65_74,P_Nepal_75_84,P_Nepal_85ov,P_Nepal_Tot,P_Netherlands_0_4,P_Netherlands_5_14,P_Netherlands_15_24,P_Netherlands_25_44,P_Netherlands_45_54,P_Netherlands_55_64,P_Netherlands_65_74,P_Netherlands_75_84,P_Netherlands_85ov,P_Netherlands_Tot,P_New_Zealand_0_4,P_New_Zealand_5_14,P_New_Zealand_15_24,P_New_Zealand_25_44,P_New_Zealand_45_54,P_New_Zealand_55_64,P_New_Zealand_65_74,P_New_Zealand_75_84,P_New_Zealand_85ov,P_New_Zealand_Tot,P_Nthern_Ireland_0_4,P_Nthern_Ireland_5_14,P_Nthern_Ireland_15_24,P_Nthern_Ireland_25_44,P_Nthern_Ireland_45_54,P_Nthern_Ireland_55_64,P_Nthern_Ireland_65_74,P_Nthern_Ireland_75_84,P_Nthern_Ireland_85ov,P_Nthern_Ireland_Tot,P_Pakistan_0_4,P_Pakistan_5_14,P_Pakistan_15_24,P_Pakistan_25_44,P_Pakistan_45_54,P_Pakistan_55_64,P_Pakistan_65_74,P_Pakistan_75_84,P_Pakistan_85ov,P_Pakistan_Tot
LGA31900,0,0,0,0,0,3,10,5,0,20,0,0,4,6,0,0,0,0,0,18,0,0,0,19,7,3,0,0,0,28,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,4,8,0,0,5,0,3,23,0,0,4,11,6,38,98,108,77,343,0,0,12,30,0,0,0,0,0,44,3,6,18,26,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,12,0,0,16,0,0,3,36,36,35,32,3,0,145,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0
LGA31950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA32080,0,0,0,3,12,8,14,23,3,58,0,7,18,99,31,47,14,8,0,223,30,84,108,872,133,70,38,26,12,1374,3,26,18,108,44,40,35,20,7,315,0,3,3,33,8,12,8,0,0,66,0,3,3,9,0,5,0,0,0,21,3,26,9,113,62,52,57,17,3,353,3,7,23,127,62,74,152,123,72,651,17,123,107,935,353,74,39,13,4,1667,18,39,113,630,68,14,5,4,0,897,0,0,0,4,4,4,8,0,0,20,14,18,20,78,73,58,26,18,0,301,0,0,9,3,11,16,33,5,0,77,0,3,0,13,16,19,16,11,7,79,0,5,11,67,5,3,0,5,0,96,15,118,152,66,3,0,0,0,0,357,0,8,9,118,75,109,133,57,15,529,30,301,387,1420,1032,931,503,154,38,4800,0,7,4,25,30,31,22,10,0,124,3,6,8,33,3,6,3,0,0,69
LGA32250,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,10,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,10,0,0,0,5,4,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA32260,0,0,0,0,0,3,3,11,5,22,0,0,3,4,0,0,3,0,0,12,11,34,65,385,43,37,12,9,0,597,0,0,0,7,3,3,7,0,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,4,6,3,4,3,42,0,0,7,21,5,23,75,114,70,311,0,0,15,61,0,0,0,0,0,79,0,0,13,30,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,5,3,0,0,24,0,0,0,0,0,7,18,15,15,55,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,8,0,0,0,9,8,22,20,5,5,69,3,18,30,127,100,150,79,26,0,537,0,0,0,0,0,0,4,3,0,11,0,0,0,8,0,4,0,0,0,14
LGA32270,0,0,0,0,0,3,0,0,0,4,0,0,8,4,3,0,0,0,0,11,4,11,0,90,7,9,0,0,0,128,0,0,0,14,3,3,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,21,5,0,5,3,0,47,0,0,0,6,0,0,3,0,0,7,0,0,0,4,0,0,0,0,0,6,0,0,3,23,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,12,0,0,0,0,3,5,15,4,0,26,11,94,119,349,192,170,74,11,0,1026,0,0,0,5,3,0,3,0,0,5,0,0,0,0,0,0,0,0,0,3
LGA32310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,3,0,0,10,0,0,0,0,0,3,0,0,0,5,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,3,0,0,0,3,3,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,8,0,10,6,36,39,42,25,7,0,163,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,6
LGA32330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA32450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,4,3,30,20,15,7,3,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
LGA32500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,0,0,0,3,0,19,0,0,13,6,0,0,0,0,0,23,0,0,4,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,12,0,0,14,0,3,0,16,24,29,24,4,0,105,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA32600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA32750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA32770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA32810,0,0,0,0,0,0,3,0,0,5,0,0,3,4,5,3,0,0,0,21,0,0,3,19,0,8,3,0,0,29,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,17,8,3,3,0,0,41,0,0,3,24,3,7,7,12,5,55,0,0,0,12,3,6,0,0,0,27,0,0,7,31,0,3,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,3,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,14,10,15,21,3,5,66,5,10,28,129,82,102,50,22,0,430,0,0,3,5,4,0,7,0,0,17,0,0,0,0,0,0,0,0,0,0
LGA33100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA33200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,3,8,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA33220,0,0,0,0,4,0,3,4,3,19,0,0,12,4,8,13,5,3,0,38,11,17,6,129,23,16,16,13,3,241,0,0,3,20,6,11,17,16,7,84,0,0,0,15,0,0,4,0,0,16,0,0,0,0,0,0,0,0,0,3,0,5,0,23,18,21,37,30,9,134,0,0,3,20,19,20,41,31,10,137,0,3,3,12,6,5,4,0,0,37,0,0,3,19,0,0,0,0,0,23,0,3,0,0,0,3,0,0,0,4,0,4,0,41,28,21,14,3,0,115,0,0,0,0,4,22,43,19,4,92,0,0,0,4,0,8,7,7,0,28,0,0,0,16,0,0,3,0,0,21,0,3,0,41,0,0,0,0,0,45,0,0,3,16,33,78,193,93,36,454,13,112,153,529,538,636,653,242,50,2926,0,0,0,0,5,19,29,18,3,75,3,8,3,26,3,3,0,0,0,41
LGA33360,0,0,0,3,3,4,5,4,4,25,0,3,0,3,0,0,0,0,0,11,20,63,26,302,37,16,9,3,0,472,0,8,9,28,7,3,3,0,0,55,0,4,0,28,7,3,0,0,0,39,0,4,0,12,9,0,0,0,0,24,4,11,6,46,16,11,4,7,0,111,3,7,0,15,8,0,12,11,3,64,0,0,0,8,4,0,0,0,0,15,0,6,0,26,3,3,0,0,0,37,0,0,0,3,0,0,0,0,0,3,0,12,0,33,21,12,0,4,0,94,0,0,0,0,0,0,7,4,0,12,3,0,0,5,4,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,5,0,13,13,36,35,11,4,116,32,194,225,766,487,400,186,29,4,2316,0,0,0,3,14,7,7,0,0,30,3,4,0,19,0,0,0,0,0,24
LGA33430,0,6,15,46,59,84,175,134,28,544,19,72,313,445,223,243,98,33,6,1451,74,213,578,2370,371,219,187,103,45,4144,12,50,118,348,137,132,76,55,26,961,3,41,58,419,105,116,52,25,10,839,4,15,31,117,53,37,8,12,3,279,15,110,90,459,201,168,176,116,54,1396,0,27,61,242,155,273,465,309,150,1682,43,312,440,1935,843,328,236,74,20,4232,30,220,562,1453,544,203,94,43,6,3164,0,4,3,63,73,57,44,24,7,282,10,78,206,517,366,282,141,56,18,1668,0,0,0,12,24,111,225,105,29,507,0,9,22,102,60,67,54,26,8,355,0,0,11,29,14,17,11,10,3,103,0,16,161,382,9,4,0,0,0,568,0,21,44,158,197,275,610,354,156,1823,378,3451,5085,14697,7795,6281,4279,1703,516,44189,0,12,29,130,92,94,144,82,18,602,11,33,57,215,56,20,18,3,0,409
LGA33610,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,9,0,3,0,21,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,20,0,0,0,0,0,0,4,4,6,15,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,3,0,3,14,0,12,8,36,24,11,17,3,3,106,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,3
LGA33620,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,0,0,0,0,4,0,0,3,49,10,0,5,3,0,67,0,0,0,10,3,8,7,3,0,32,0,0,0,3,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,3,0,3,0,5,5,10,7,6,0,36,0,0,3,7,7,6,9,7,4,44,0,0,3,6,5,0,0,0,0,23,0,0,5,12,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,3,3,6,12,9,9,3,0,42,0,0,0,0,3,3,8,0,0,16,0,0,0,0,0,0,7,3,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,22,31,84,34,3,182,0,51,52,213,235,270,222,64,12,1129,0,0,0,3,7,3,15,0,0,28,0,0,0,3,0,0,0,0,0,6
LGA33800,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,3,0,8,0,5,3,3,0,28,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,7,30,93,116,105,343,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,9,3,0,13,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,14,9,4,34,0,4,4,28,16,28,21,8,0,109,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA33830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA33960,0,0,0,3,9,12,4,14,6,39,0,9,29,57,15,24,4,9,0,146,41,146,118,1296,145,46,50,16,3,1858,0,11,10,71,37,19,22,22,12,212,0,13,22,102,25,22,3,3,3,192,0,4,0,28,7,3,0,0,0,47,0,22,13,106,47,37,41,18,5,288,0,3,5,17,8,21,31,28,6,127,3,15,26,50,21,8,0,0,3,123,0,14,25,121,29,3,3,0,0,195,0,0,0,8,3,8,0,0,0,17,3,14,40,185,109,61,35,15,3,462,0,0,3,0,6,17,36,19,0,86,0,0,6,26,5,7,9,0,0,54,0,3,0,11,5,8,7,0,0,31,0,5,4,43,8,0,0,0,0,67,0,4,11,58,68,142,193,105,43,624,221,1651,1840,4202,1530,937,393,117,24,10914,0,9,3,35,31,37,53,15,4,191,0,22,12,66,16,11,3,0,0,123
LGA33980,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,3,0,4,3,75,3,0,0,0,0,96,0,7,3,27,0,0,0,0,0,37,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,3,0,0,0,26,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,10,0,0,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,7,6,3,3,0,0,22,10,55,57,274,151,119,36,0,0,708,0,0,0,0,0,3,0,0,0,9,3,0,0,4,0,0,0,0,0,11
LGA34420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34530,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,0,0,0,0,7,0,6,4,18,6,6,4,4,3,50,0,0,0,7,0,0,3,3,0,18,0,0,0,7,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,3,5,3,19,14,5,9,5,0,62,0,0,0,3,4,9,7,7,3,29,0,0,0,15,5,8,3,0,0,24,0,0,0,0,0,0,0,0,0,7,0,3,0,5,0,0,0,0,0,8,0,0,0,4,8,3,0,0,0,23,0,0,0,0,0,0,9,3,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,18,32,13,10,86,3,55,75,243,185,193,105,26,7,898,0,0,0,0,0,7,8,0,0,20,0,0,0,0,0,4,0,0,0,4
LGA34570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
