LGA_CODE_2016,P_Greece_0_4,P_Greece_5_14,P_Greece_15_24,P_Greece_25_44,P_Greece_45_54,P_Greece_55_64,P_Greece_65_74,P_Greece_75_84,P_Greece_85ov,P_Greece_Tot,P_Hong_Kong_0_4,P_Hong_Kong_5_14,P_Hong_Kong_15_24,P_Hong_Kong_25_44,P_Hong_Kong_45_54,P_Hong_Kong_55_64,P_Hong_Kong_65_74,P_Hong_Kong_75_84,P_Hong_Kong_85ov,P_Hong_Kong_Tot,P_India_0_4,P_India_5_14,P_India_15_24,P_India_25_44,P_India_45_54,P_India_55_64,P_India_65_74,P_India_75_84,P_India_85ov,P_India_Tot,P_Indonesia_0_4,P_Indonesia_5_14,P_Indonesia_15_24,P_Indonesia_25_44,P_Indonesia_45_54,P_Indonesia_55_64,P_Indonesia_65_74,P_Indonesia_75_84,P_Indonesia_85ov,P_Indonesia_Tot,P_Iran_0_4,P_Iran_5_14,P_Iran_15_24,P_Iran_25_44,P_Iran_45_54,P_Iran_55_64,P_Iran_65_74,P_Iran_75_84,P_Iran_85ov,P_Iran_Tot,P_Iraq_0_4,P_Iraq_5_14,P_Iraq_15_24,P_Iraq_25_44,P_Iraq_45_54,P_Iraq_55_64,P_Iraq_65_74,P_Iraq_75_84,P_Iraq_85ov,P_Iraq_Tot,P_Ireland_0_4,P_Ireland_5_14,P_Ireland_15_24,P_Ireland_25_44,P_Ireland_45_54,P_Ireland_55_64,P_Ireland_65_74,P_Ireland_75_84,P_Ireland_85ov,P_Ireland_Tot,P_Italy_0_4,P_Italy_5_14,P_Italy_15_24,P_Italy_25_44,P_Italy_45_54,P_Italy_55_64,P_Italy_65_74,P_Italy_75_84,P_Italy_85ov,P_Italy_Tot,P_Japan_0_4,P_Japan_5_14,P_Japan_15_24,P_Japan_25_44,P_Japan_45_54,P_Japan_55_64,P_Japan_65_74,P_Japan_75_84,P_Japan_85ov,P_Japan_Tot,P_Korea_South_0_4,P_Korea_South_5_14,P_Korea_South_15_24,P_Korea_South_25_44,P_Korea_South_45_54,P_Korea_South_55_64,P_Korea_South_65_74,P_Korea_South_75_84,P_Korea_South_85ov,P_Korea_South_Tot,P_Lebanon_0_4,P_Lebanon_5_14,P_Lebanon_15_24,P_Lebanon_25_44,P_Lebanon_45_54,P_Lebanon_55_64,P_Lebanon_65_74,P_Lebanon_75_84,P_Lebanon_85ov,P_Lebanon_Tot,P_Malaysia_0_4,P_Malaysia_5_14,P_Malaysia_15_24,P_Malaysia_25_44,P_Malaysia_45_54,P_Malaysia_55_64,P_Malaysia_65_74,P_Malaysia_75_84,P_Malaysia_85ov,P_Malaysia_Tot,P_Malta_0_4,P_Malta_5_14,P_Malta_15_24,P_Malta_25_44,P_Malta_45_54,P_Malta_55_64,P_Malta_65_74,P_Malta_75_84,P_Malta_85ov,P_Malta_Tot,P_Mauritius_0_4,P_Mauritius_5_14,P_Mauritius_15_24,P_Mauritius_25_44,P_Mauritius_45_54,P_Mauritius_55_64,P_Mauritius_65_74,P_Mauritius_75_84,P_Mauritius_85ov,P_Mauritius_Tot,P_Myanmar_0_4,P_Myanmar_5_14,P_Myanmar_15_24,P_Myanmar_25_44,P_Myanmar_45_54,P_Myanmar_55_64,P_Myanmar_65_74,P_Myanmar_75_84,P_Myanmar_85ov,P_Myanmar_Tot,P_Nepal_0_4,P_Nepal_5_14,P_Nepal_15_24,P_Nepal_25_44,P_Nepal_45_54,P_Nepal_55_64,P_Nepal_65_74,P_Nepal_75_84,P_Nepal_85ov,P_Nepal_Tot,P_Netherlands_0_4,P_Netherlands_5_14,P_Netherlands_15_24,P_Netherlands_25_44,P_Netherlands_45_54,P_Netherlands_55_64,P_Netherlands_65_74,P_Netherlands_75_84,P_Netherlands_85ov,P_Netherlands_Tot,P_New_Zealand_0_4,P_New_Zealand_5_14,P_New_Zealand_15_24,P_New_Zealand_25_44,P_New_Zealand_45_54,P_New_Zealand_55_64,P_New_Zealand_65_74,P_New_Zealand_75_84,P_New_Zealand_85ov,P_New_Zealand_Tot,P_Nthern_Ireland_0_4,P_Nthern_Ireland_5_14,P_Nthern_Ireland_15_24,P_Nthern_Ireland_25_44,P_Nthern_Ireland_45_54,P_Nthern_Ireland_55_64,P_Nthern_Ireland_65_74,P_Nthern_Ireland_75_84,P_Nthern_Ireland_85ov,P_Nthern_Ireland_Tot,P_Pakistan_0_4,P_Pakistan_5_14,P_Pakistan_15_24,P_Pakistan_25_44,P_Pakistan_45_54,P_Pakistan_55_64,P_Pakistan_65_74,P_Pakistan_75_84,P_Pakistan_85ov,P_Pakistan_Tot
LGA34580,0,0,0,0,3,0,0,0,0,7,0,0,39,16,0,8,0,0,0,64,3,10,21,129,10,7,6,0,0,181,7,6,12,20,3,6,7,0,0,66,0,0,0,5,3,0,3,0,0,12,0,5,3,9,5,0,0,0,0,29,0,5,8,19,10,9,9,3,0,64,0,0,4,20,3,3,7,3,0,38,0,4,25,44,0,0,0,0,0,77,0,4,31,99,3,0,0,0,0,136,0,0,0,0,0,0,0,0,0,4,0,0,22,15,8,4,3,0,0,64,0,0,0,0,0,3,6,0,0,16,0,0,0,0,0,0,0,0,0,3,0,4,4,30,3,0,0,3,0,45,0,0,0,7,0,0,0,0,0,11,0,0,4,7,10,27,54,28,3,143,3,30,38,221,184,144,98,34,3,753,0,0,0,4,4,4,3,0,0,15,3,0,0,8,0,0,0,0,0,9
LGA34590,0,3,5,13,19,32,45,33,5,158,3,25,65,195,85,107,36,17,6,540,53,181,292,1688,199,154,108,46,20,2748,7,27,42,170,78,52,67,38,10,490,21,142,145,174,33,17,9,0,0,542,30,96,99,251,71,32,8,7,0,589,3,32,21,184,80,78,106,61,16,582,0,5,10,19,47,77,109,73,28,369,0,22,42,147,56,22,12,9,3,303,15,68,132,500,133,63,26,10,0,954,0,12,10,74,63,45,30,11,0,241,44,93,80,276,146,140,71,29,13,893,0,0,0,7,23,33,62,23,7,157,0,0,5,12,21,31,25,14,4,117,6,86,258,617,157,73,57,15,5,1276,0,5,10,31,4,0,0,0,0,57,4,10,20,79,93,206,354,189,57,1015,347,2546,3713,8339,3851,2747,1403,411,125,23485,0,3,3,36,48,59,82,38,8,271,36,153,140,451,73,50,16,4,0,923
LGA34710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,5,3,0,0,13,0,0,4,19,25,12,10,3,0,75,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA34770,0,0,0,0,3,0,0,3,0,12,0,0,0,17,0,7,0,0,0,32,16,56,40,383,54,16,16,4,0,589,3,12,4,36,10,7,5,3,3,81,0,0,0,14,0,0,0,0,0,18,0,0,0,3,0,0,0,0,0,4,3,17,9,80,15,21,15,9,10,178,0,0,0,15,5,22,50,47,32,167,0,7,0,19,5,3,0,0,0,37,0,3,4,32,0,0,0,0,0,38,0,0,0,3,0,0,0,0,0,3,0,0,9,55,16,24,5,0,0,101,0,0,3,6,6,53,131,74,32,302,0,0,0,8,3,4,3,4,0,25,0,0,0,6,3,0,0,0,0,12,0,0,3,42,0,0,0,0,0,59,0,0,8,27,36,43,82,44,5,238,23,179,252,910,611,551,269,61,16,2882,0,0,0,17,6,14,9,7,0,55,3,3,6,24,6,8,0,0,0,53
LGA34800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34860,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,3,6,0,72,3,7,0,0,0,92,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,3,0,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,3,0,3,3,0,0,12,0,7,12,47,45,27,8,4,0,155,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34880,0,0,0,0,0,3,3,8,0,21,0,0,0,5,0,0,0,0,0,5,0,0,8,38,8,5,13,3,0,72,0,0,3,9,0,3,3,8,3,32,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,4,12,3,3,31,0,0,3,17,20,60,158,218,80,556,3,3,9,40,6,0,0,0,0,62,0,0,10,27,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,7,9,9,7,0,0,0,23,0,0,0,0,0,3,3,0,0,7,0,0,0,0,0,5,3,0,0,5,0,0,0,0,0,5,0,0,0,10,0,5,0,5,0,0,0,0,0,15,0,0,0,4,5,24,26,15,3,80,3,25,24,87,94,110,56,19,4,422,0,4,0,3,3,0,7,0,0,18,0,0,0,3,0,0,0,0,0,3
LGA35010,0,5,6,13,10,22,40,23,10,137,5,21,70,134,44,55,24,11,3,361,26,149,156,1389,211,155,138,57,34,2318,3,19,29,124,44,45,58,35,16,380,0,17,9,112,27,23,13,3,6,200,8,24,17,60,21,17,3,3,0,145,9,85,68,335,162,118,142,91,26,1031,9,17,9,78,79,122,217,152,64,749,6,24,58,206,79,22,17,9,7,423,5,23,122,429,26,15,3,0,0,635,3,0,0,11,13,18,8,3,0,60,3,24,41,196,169,126,72,34,12,681,0,3,4,17,13,49,99,26,4,214,0,3,4,32,32,47,36,14,4,171,0,0,21,77,20,24,7,10,3,156,5,17,12,123,3,0,3,0,0,162,0,30,39,125,164,245,479,265,88,1437,215,2093,2550,7091,3892,2890,1797,619,201,21337,0,25,24,74,88,82,99,67,12,470,3,4,11,65,11,8,6,3,0,113
LGA35250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35300,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,5,5,9,10,107,4,6,6,0,0,157,0,4,0,12,4,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,6,7,0,0,33,0,0,0,6,0,3,7,11,3,28,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,8,0,0,0,4,0,0,0,0,0,7,0,0,3,8,0,0,0,0,0,12,0,0,0,0,4,0,3,0,0,13,18,118,134,342,149,102,26,13,0,913,0,0,0,3,0,0,3,3,0,6,0,4,0,11,0,0,0,0,0,20
LGA35600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,13,17,12,0,3,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35740,0,0,0,3,3,10,11,3,0,31,0,5,12,3,12,6,0,0,0,35,7,4,9,68,8,19,21,13,6,146,3,5,4,14,12,13,12,4,0,68,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,4,30,26,14,28,4,6,118,0,0,6,29,14,21,21,16,7,120,0,4,6,36,6,6,6,0,0,70,0,3,5,22,3,0,0,0,0,39,0,0,0,0,3,0,0,0,0,4,0,5,0,15,13,19,3,3,0,62,0,0,0,0,3,13,16,3,0,37,0,0,0,0,3,3,5,3,0,12,0,0,0,0,0,0,3,3,0,3,0,0,0,6,0,0,0,0,0,13,0,9,5,38,31,60,79,58,17,299,3,111,111,484,422,512,380,154,42,2215,0,0,3,4,11,3,13,12,0,51,0,0,0,0,0,0,0,0,0,6
LGA35760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,0,13,0,0,10,3,0,0,0,0,0,25,0,0,3,10,0,0,0,0,0,13,0,0,17,59,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25,0,0,0,0,0,28,0,0,0,0,5,8,17,5,0,30,3,10,11,27,32,33,30,11,4,158,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,11
LGA35780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,6,4,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36250,0,3,0,12,10,18,33,14,3,92,0,5,14,35,33,27,10,3,0,133,12,47,46,343,93,50,45,32,5,676,4,13,15,38,19,24,22,19,19,163,0,0,3,35,7,13,13,4,0,73,0,0,0,13,4,3,0,0,0,22,9,45,21,125,79,63,52,27,13,425,0,13,9,21,14,49,81,69,35,297,0,13,15,55,23,9,9,3,0,132,0,12,16,46,9,5,9,0,0,101,0,0,0,12,7,4,9,0,0,32,0,4,15,66,62,50,25,9,0,240,0,0,0,5,12,30,41,16,4,104,0,0,0,6,10,14,3,3,0,35,0,0,4,4,7,8,4,3,3,41,0,0,3,31,0,0,0,0,0,36,0,11,6,43,62,103,235,120,56,632,43,594,860,2329,1561,1396,740,278,92,7889,0,12,10,31,35,32,39,21,8,184,0,3,6,14,11,0,4,0,0,40
LGA36300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36370,0,0,0,6,0,3,3,0,0,13,0,4,3,16,9,3,0,0,0,42,7,36,39,310,52,12,5,9,0,469,0,0,5,13,14,4,3,0,0,39,0,3,3,16,3,0,3,3,0,35,0,0,0,4,0,0,0,0,0,8,4,9,3,22,5,0,7,3,3,66,0,0,0,3,0,5,4,0,0,21,0,4,3,11,0,0,3,0,0,28,5,10,4,47,3,3,0,0,0,70,0,0,0,0,3,0,0,0,0,3,0,6,3,42,17,14,6,0,0,90,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,8,0,3,16,72,14,6,6,0,0,116,0,17,11,71,9,6,0,0,0,110,0,0,3,3,8,19,39,23,13,114,6,81,112,343,239,244,93,34,6,1160,0,0,0,3,3,0,4,5,0,22,6,12,9,20,4,0,0,0,0,50
LGA36510,0,0,0,0,0,0,0,0,0,4,0,3,3,3,0,0,3,0,0,12,0,9,7,31,0,9,12,4,3,75,0,0,0,12,3,5,5,0,0,30,0,0,0,3,0,4,3,0,0,4,0,0,0,0,0,0,0,0,0,5,0,3,0,15,10,12,8,7,3,45,0,0,0,3,3,9,4,3,3,28,0,0,8,22,17,3,0,0,0,46,0,3,16,65,4,3,0,0,0,93,0,0,0,0,3,3,3,0,0,5,0,3,0,9,11,16,5,3,0,50,0,0,0,0,0,3,5,3,0,13,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,16,18,36,77,25,13,183,4,68,89,354,342,269,214,63,13,1418,0,0,0,3,6,7,10,6,0,32,0,0,0,4,0,0,0,0,0,6
LGA36580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,9,0,0,4,3,0,27,0,0,0,3,4,0,4,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,3,6,4,0,29,0,0,0,0,3,3,4,3,3,18,0,3,0,8,5,0,0,0,0,15,0,0,9,27,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,3,0,0,0,22,0,0,0,0,0,3,6,0,0,13,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,29,45,11,0,99,3,28,34,158,128,141,97,27,0,616,0,0,0,0,4,5,10,3,0,14,0,0,0,0,0,0,0,0,0,3
LGA36630,0,0,0,0,0,0,3,0,0,4,0,0,0,3,0,0,0,0,0,4,4,0,0,24,0,3,3,3,0,39,0,0,0,4,3,5,0,3,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,3,8,3,0,27,0,0,0,0,0,4,6,0,0,12,0,0,3,5,0,0,0,0,0,4,0,0,0,4,5,0,0,0,0,5,0,0,0,0,3,0,0,0,0,3,0,0,0,6,8,3,5,0,0,16,0,0,0,0,0,3,12,3,0,13,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,4,0,0,5,0,5,0,9,0,0,0,0,0,8,0,0,4,0,8,12,49,23,5,97,0,8,32,137,122,144,132,45,11,625,0,0,0,0,0,10,4,0,0,12,0,0,0,3,0,0,0,0,0,4
LGA36660,0,0,0,0,0,4,0,3,0,5,0,0,0,5,0,0,0,0,0,7,0,0,7,33,10,5,3,3,0,62,0,0,0,0,0,0,4,0,0,10,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,4,8,6,0,37,0,0,3,8,9,21,89,78,35,238,0,0,0,3,6,0,3,0,0,13,0,0,21,54,3,0,0,0,0,85,0,0,0,0,0,3,0,0,0,3,0,0,3,9,3,4,0,5,0,34,0,0,0,0,0,0,8,3,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,0,14,0,0,0,17,7,32,50,31,6,141,3,17,29,141,118,122,117,28,3,591,0,0,0,6,3,3,7,9,0,25,0,3,0,6,0,0,0,0,0,7
LGA36720,0,3,7,10,6,17,19,31,3,99,0,31,24,53,33,36,9,5,0,199,23,108,67,802,86,63,63,52,22,1297,5,24,33,101,29,31,49,21,26,307,0,11,7,47,22,3,9,3,0,99,0,0,3,7,7,0,0,0,0,14,6,79,40,198,133,73,102,61,32,722,0,15,16,84,44,84,106,115,58,524,4,41,54,163,54,18,13,3,6,359,13,34,58,263,16,6,0,0,0,396,0,4,0,10,13,6,4,4,3,44,0,11,38,117,94,70,48,16,4,400,0,0,0,7,14,46,70,35,3,170,0,4,3,21,24,22,16,10,3,95,0,3,0,16,5,5,8,7,4,50,0,12,31,144,0,8,0,0,0,192,9,30,29,133,137,194,401,245,101,1278,80,832,1099,3550,2529,2524,1740,739,251,13347,0,12,18,58,53,70,92,61,14,381,3,9,3,50,4,0,5,0,0,83
