LGA_CODE_2016,M_Ag_For_Fshg_15_19,M_Ag_For_Fshg_20_24,M_Ag_For_Fshg_25_34,M_Ag_For_Fshg_35_44,M_Ag_For_Fshg_45_54,M_Ag_For_Fshg_55_64,M_Ag_For_Fshg_65_74,M_Ag_For_Fshg_75_84,M_Ag_For_Fshg_85ov,M_Ag_For_Fshg_Tot,M_Mining_15_19,M_Mining_20_24,M_Mining_25_34,M_Mining_35_44,M_Mining_45_54,M_Mining_55_64,M_Mining_65_74,M_Mining_75_84,M_Mining_85ov,M_Mining_Tot,M_Manufact_15_19,M_Manufact_20_24,M_Manufact_25_34,M_Manufact_35_44,M_Manufact_45_54,M_Manufact_55_64,M_Manufact_65_74,M_Manufact_75_84,M_Manufact_85ov,M_Manufact_Tot,M_El_Gas_Wt_Waste_15_19,M_El_Gas_Wt_Waste_20_24,M_El_Gas_Wt_Waste_25_34,M_El_Gas_Wt_Waste_35_44,M_El_Gas_Wt_Waste_45_54,M_El_Gas_Wt_Waste_55_64,M_El_Gas_Wt_Waste_65_74,M_El_Gas_Wt_Waste_75_84,M_El_Gas_Wt_Waste_85ov,M_El_Gas_Wt_Waste_Tot,M_Constru_15_19,M_Constru_20_24,M_Constru_25_34,M_Constru_35_44,M_Constru_45_54,M_Constru_55_64,M_Constru_65_74,M_Constru_75_84,M_Constru_85ov,M_Constru_Tot,M_WhlesaleTde_15_19,M_WhlesaleTde_20_24,M_WhlesaleTde_25_34,M_WhlesaleTde_35_44,M_WhlesaleTde_45_54,M_WhlesaleTde_55_64,M_WhlesaleTde_65_74,M_WhlesaleTde_75_84,M_WhlesaleTde_85ov,M_WhlesaleTde_Tot,M_RetTde_15_19,M_RetTde_20_24,M_RetTde_25_34,M_RetTde_35_44,M_RetTde_45_54,M_RetTde_55_64,M_RetTde_65_74,M_RetTde_75_84,M_RetTde_85ov,M_RetTde_Tot,M_Accom_food_15_19,M_Accom_food_20_24,M_Accom_food_25_34,M_Accom_food_35_44,M_Accom_food_45_54,M_Accom_food_55_64,M_Accom_food_65_74,M_Accom_food_75_84,M_Accom_food_85ov,M_Accom_food_Tot,M_Trans_post_wrehsg_15_19,M_Trans_post_wrehsg_20_24,M_Trans_post_wrehsg_25_34,M_Trans_post_wrehsg_35_44,M_Trans_post_wrehsg_45_54,M_Trans_post_wrehsg_55_64,M_Trans_post_wrehsg_65_74,M_Trans_post_wrehsg_75_84,M_Trans_post_wrehsg_85ov,M_Trans_post_wrehsg_Tot,M_Info_media_teleco_15_19,M_Info_media_teleco_20_24,M_Info_media_teleco_25_34,M_Info_media_teleco_35_44,M_Info_media_teleco_45_54,M_Info_media_teleco_55_64,M_Info_media_teleco_65_74,M_Info_media_teleco_75_84,M_Info_media_teleco_85ov,M_Info_media_teleco_Tot,M_Fin_Insur_15_19,M_Fin_Insur_20_24,M_Fin_Insur_25_34,M_Fin_Insur_35_44,M_Fin_Insur_45_54,M_Fin_Insur_55_64,M_Fin_Insur_65_74,M_Fin_Insur_75_84,M_Fin_Insur_85ov,M_Fin_Insur_Tot,M_RtnHir_REst_15_19,M_RtnHir_REst_20_24,M_RtnHir_REst_25_34,M_RtnHir_REst_35_44,M_RtnHir_REst_45_54,M_RtnHir_REst_55_64,M_RtnHir_REst_65_74,M_RtnHir_REst_75_84,M_RtnHir_REst_85ov,M_RtnHir_REst_Tot,M_Pro_scien_tec_15_19,M_Pro_scien_tec_20_24,M_Pro_scien_tec_25_34,M_Pro_scien_tec_35_44,M_Pro_scien_tec_45_54,M_Pro_scien_tec_55_64,M_Pro_scien_tec_65_74,M_Pro_scien_tec_75_84,M_Pro_scien_tec_85ov,M_Pro_scien_tec_Tot,M_Admin_supp_15_19,M_Admin_supp_20_24,M_Admin_supp_25_34,M_Admin_supp_35_44,M_Admin_supp_45_54,M_Admin_supp_55_64,M_Admin_supp_65_74,M_Admin_supp_75_84,M_Admin_supp_85ov,M_Admin_supp_Tot,M_Public_admin_sfty_15_19,M_Public_admin_sfty_20_24,M_Public_admin_sfty_25_34,M_Public_admin_sfty_35_44,M_Public_admin_sfty_45_54,M_Public_admin_sfty_55_64,M_Public_admin_sfty_65_74,M_Public_admin_sfty_75_84,M_Public_admin_sfty_85ov,M_Public_admin_sfty_Tot,M_Educ_trng_15_19,M_Educ_trng_20_24,M_Educ_trng_25_34,M_Educ_trng_35_44,M_Educ_trng_45_54,M_Educ_trng_55_64,M_Educ_trng_65_74,M_Educ_trng_75_84,M_Educ_trng_85ov,M_Educ_trng_Tot,M_HlthCare_SocAs_15_19,M_HlthCare_SocAs_20_24,M_HlthCare_SocAs_25_34,M_HlthCare_SocAs_35_44,M_HlthCare_SocAs_45_54,M_HlthCare_SocAs_55_64,M_HlthCare_SocAs_65_74,M_HlthCare_SocAs_75_84,M_HlthCare_SocAs_85ov,M_HlthCare_SocAs_Tot,M_Art_recn_15_19,M_Art_recn_20_24,M_Art_recn_25_34,M_Art_recn_35_44,M_Art_recn_45_54,M_Art_recn_55_64,M_Art_recn_65_74,M_Art_recn_75_84,M_Art_recn_85ov,M_Art_recn_Tot,M_Oth_scs_15_19,M_Oth_scs_20_24,M_Oth_scs_25_34,M_Oth_scs_35_44,M_Oth_scs_45_54,M_Oth_scs_55_64,M_Oth_scs_65_74,M_Oth_scs_75_84,M_Oth_scs_85ov,M_Oth_scs_Tot,M_ID_NS_15_19,M_ID_NS_20_24,M_ID_NS_25_34,M_ID_NS_35_44,M_ID_NS_45_54,M_ID_NS_55_64,M_ID_NS_65_74,M_ID_NS_75_84,M_ID_NS_85ov,M_ID_NS_Tot
LGA33620,26,62,112,150,208,248,145,48,8,1005,0,17,66,96,99,46,11,0,0,337,58,114,241,243,287,209,28,8,3,1186,3,10,29,34,35,32,3,0,0,141,58,128,291,314,307,265,48,3,0,1418,16,23,49,58,67,42,12,0,0,266,107,92,126,113,142,102,27,5,0,722,100,50,57,34,69,49,15,3,0,371,11,16,87,82,198,168,50,3,0,616,8,7,13,6,15,12,8,0,0,81,3,0,5,10,15,7,3,0,0,42,5,3,11,17,29,37,15,0,0,115,3,12,35,40,48,64,23,3,0,238,16,21,38,55,78,61,4,0,0,277,5,21,71,127,148,131,11,0,0,520,11,11,47,79,114,105,20,4,0,377,7,10,38,64,87,97,20,0,0,334,7,3,12,12,23,15,6,0,0,93,25,44,85,91,92,74,11,3,0,429,49,55,86,91,112,107,30,18,3,545
LGA33800,7,18,80,100,132,146,99,46,8,627,0,5,9,15,23,11,4,0,0,71,22,52,72,68,115,124,20,0,0,476,0,0,7,7,10,14,0,0,0,40,7,25,45,40,33,51,7,0,0,211,3,7,4,6,18,17,3,0,0,51,25,11,22,18,25,20,5,3,0,134,30,7,11,8,19,3,3,0,0,87,0,0,8,10,25,24,14,4,0,93,3,0,0,0,3,0,0,0,0,7,3,3,9,5,9,4,0,0,0,28,0,0,0,3,3,0,3,0,0,10,5,5,7,4,10,14,6,0,0,56,0,3,6,4,17,11,4,0,0,49,8,10,22,29,47,45,9,0,0,164,0,6,11,28,22,14,7,0,0,94,0,3,13,18,16,14,9,0,0,68,3,0,3,4,0,3,3,0,0,19,11,17,19,14,20,14,6,0,0,96,5,13,13,14,22,34,16,6,4,127
LGA33830,0,0,0,0,0,0,0,0,0,3,0,3,6,12,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,3,6,16,15,8,0,0,0,44,0,0,5,0,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,4,0,6,11,8,7,5,0,0,0,27,0,0,0,0,0,0,0,0,0,3
LGA33960,15,51,113,81,76,44,25,18,4,428,0,30,169,174,147,74,5,0,3,600,163,599,1533,1577,1484,840,123,8,0,6333,11,44,192,213,200,117,12,0,0,788,313,798,1804,1426,1161,624,116,7,0,6245,43,151,503,503,423,232,35,5,0,1894,490,663,970,684,506,322,74,6,4,3721,651,394,305,199,133,89,28,5,0,1802,67,270,922,999,1106,794,185,9,0,4350,56,65,127,108,114,57,9,0,0,540,6,52,216,196,121,75,12,0,0,679,19,55,164,134,120,85,31,9,0,605,34,131,489,508,430,273,57,4,0,1923,66,161,328,308,278,179,36,5,0,1370,47,327,1337,1099,1003,604,86,5,0,4501,63,159,358,353,380,332,77,9,0,1732,41,168,472,504,449,355,74,10,0,2063,46,54,85,88,79,44,11,4,0,413,100,211,503,404,332,228,45,3,0,1818,138,324,685,582,574,303,76,15,0,2701
LGA33980,34,60,106,107,150,141,61,11,8,673,39,189,890,966,665,335,27,0,0,3104,5,11,68,66,42,26,0,0,0,219,0,14,16,10,24,14,3,0,0,87,14,30,75,75,51,33,5,0,0,278,3,10,35,32,23,3,0,0,0,105,38,20,28,15,9,8,7,3,0,123,52,26,40,34,25,26,5,0,0,202,14,10,32,59,81,75,6,0,0,275,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,7,11,10,5,0,4,0,0,47,0,9,21,18,9,4,4,0,0,68,7,21,43,32,22,20,3,0,0,146,5,19,34,37,43,37,14,0,0,193,0,3,46,26,12,5,7,0,0,98,0,4,4,12,7,9,4,0,0,36,4,3,3,3,0,0,0,0,0,13,21,22,56,20,29,19,3,0,0,165,11,12,31,27,33,38,4,0,0,155
LGA34420,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,9,17,13,3,0,0,54,4,0,9,0,0,0,0,0,0,14,0,0,0,8,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,10,0,3,0,0,0,0,0,0,0,5
LGA34530,9,28,48,73,77,102,57,17,0,408,3,56,236,372,409,235,18,5,0,1337,22,51,68,76,108,83,18,0,0,426,4,11,29,60,77,30,6,0,0,221,73,138,268,256,273,201,33,4,0,1249,3,22,38,72,62,55,8,0,0,267,103,66,75,81,70,63,15,0,0,483,138,58,56,39,68,57,12,0,0,424,5,23,58,89,133,112,35,3,0,454,0,4,10,10,4,15,4,0,0,52,3,0,3,22,25,14,5,0,0,77,4,4,12,24,19,36,9,3,0,116,9,17,27,51,58,63,16,0,0,242,11,12,36,36,50,33,8,0,0,200,6,26,81,117,170,141,15,0,0,553,10,6,53,70,100,121,26,0,0,387,4,25,35,71,74,63,21,4,0,304,15,6,11,11,23,14,4,0,0,75,36,39,73,76,57,54,14,3,0,352,20,29,60,67,74,57,16,5,0,321
LGA34570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,9,13,3,3,0,0,35,0,0,3,0,3,0,0,0,0,6,0,0,0,8,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,14,0,0,4,3,0,0,0,0,0,11
LGA34580,82,142,346,215,232,202,108,37,3,1367,0,6,44,59,52,21,5,0,0,179,45,73,133,173,207,125,27,0,0,784,0,6,34,49,55,34,3,0,0,182,70,130,261,251,252,165,27,3,0,1155,18,28,63,63,82,56,17,0,0,323,95,93,105,97,99,86,16,3,0,599,135,37,39,31,22,26,4,0,0,293,13,36,109,184,253,226,57,3,0,880,3,9,5,18,22,11,0,0,0,68,4,3,13,11,10,11,0,0,0,58,3,3,15,20,13,12,11,0,0,85,3,18,43,39,48,44,21,0,0,219,5,19,39,35,41,26,15,0,0,185,3,28,70,125,154,114,12,0,0,512,5,26,49,63,90,79,30,4,0,343,0,6,27,55,67,62,10,3,0,231,9,4,11,11,21,10,6,3,0,72,20,28,63,59,70,73,14,3,0,331,19,46,104,100,94,63,29,8,4,468
LGA34590,35,58,124,135,167,103,45,3,0,664,6,21,175,206,164,112,21,3,0,710,340,910,2083,2275,2119,1457,216,15,0,9410,8,43,210,242,268,166,32,4,0,969,632,1612,3659,3239,2602,1661,325,14,0,13751,92,269,770,951,788,580,107,7,0,3568,743,944,1341,1072,852,614,155,13,3,5733,970,518,463,314,238,173,43,3,0,2732,125,497,1418,1608,1986,1531,397,16,0,7573,27,94,201,200,144,109,9,4,0,786,13,76,252,300,200,119,32,0,0,998,26,87,224,220,232,192,62,12,0,1056,61,208,712,783,600,383,130,13,4,2895,96,255,518,487,438,326,94,5,0,2216,53,189,704,887,861,617,86,0,0,3412,80,167,437,522,538,461,146,8,0,2366,34,176,586,693,617,465,133,7,0,2709,99,100,174,154,101,73,21,3,0,726,167,381,770,734,641,511,117,20,0,3338,243,676,1271,1108,930,618,159,23,3,5035
LGA34710,0,10,31,31,42,42,16,12,0,183,0,0,9,6,0,0,0,0,0,12,5,3,3,3,8,3,0,0,0,25,0,0,8,0,3,3,0,0,0,12,9,16,33,20,23,22,0,0,0,113,0,0,3,3,6,3,0,0,0,24,10,12,3,10,15,20,4,0,0,81,9,3,3,7,3,5,5,3,0,44,3,3,4,4,16,19,4,0,0,56,0,0,3,0,0,3,3,0,0,11,0,0,3,0,0,0,0,0,0,8,0,0,3,3,0,3,0,0,0,10,0,0,4,0,4,4,4,0,0,15,7,0,0,6,3,9,0,0,0,20,7,13,14,24,29,20,5,0,0,114,0,0,3,12,7,16,0,0,0,41,0,3,8,7,5,14,0,0,0,40,8,0,4,0,10,4,0,0,0,33,14,13,11,7,5,11,3,0,0,57,3,6,8,13,7,9,3,0,0,48
LGA34770,41,74,137,190,308,368,191,80,3,1389,47,276,1395,1593,1562,754,56,0,4,5691,146,254,522,528,596,504,89,10,0,2653,12,19,85,80,110,83,10,0,0,402,139,331,793,728,686,496,99,8,0,3287,50,137,343,318,345,245,32,3,0,1475,359,314,319,251,231,180,55,8,0,1719,410,139,184,120,134,94,44,3,0,1127,36,122,399,505,733,637,106,3,0,2535,10,20,36,29,19,26,4,0,0,135,5,6,24,37,55,40,13,0,0,174,15,17,63,88,110,62,28,6,3,386,20,86,249,241,207,148,44,3,0,1004,24,52,145,121,148,119,29,3,0,629,26,66,242,221,345,246,29,0,0,1173,21,26,161,154,188,182,35,3,0,769,5,69,187,173,187,153,41,4,0,819,24,16,31,28,25,28,8,0,0,161,116,202,406,318,297,209,38,4,0,1594,71,140,288,274,329,220,73,15,3,1409
LGA34800,0,6,18,23,13,18,14,3,0,102,0,0,14,22,8,5,0,0,0,43,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,3,4,6,0,10,3,0,0,0,31,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,11,0,0,3,0,3,0,0,0,0,9,0,0,3,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,9,6,6,11,7,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,7
LGA34830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,3,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34860,25,48,104,136,183,156,109,49,8,823,8,16,86,69,35,20,3,0,0,238,20,16,35,27,25,16,9,0,0,148,3,13,22,34,29,22,0,0,0,124,21,47,124,71,70,60,10,0,0,407,13,13,24,25,22,15,3,0,0,117,33,24,48,23,30,23,7,0,0,188,36,13,33,19,9,14,3,0,0,122,4,9,44,31,61,49,20,0,0,214,0,3,4,3,0,0,0,0,0,9,0,3,5,3,5,0,0,0,0,21,0,5,15,7,3,11,4,0,0,50,0,3,21,5,5,7,8,0,0,53,4,0,10,3,12,7,0,0,0,42,7,14,78,59,75,70,3,0,0,308,3,7,19,10,19,15,3,0,0,79,3,7,19,16,29,19,4,0,0,95,3,0,0,3,6,3,0,0,0,14,16,21,39,29,23,14,7,0,0,144,15,25,44,37,35,32,10,4,0,196
LGA34880,27,95,182,149,201,158,80,35,4,931,0,6,26,58,60,30,10,0,0,191,13,28,52,50,71,42,13,0,0,261,3,0,7,16,31,22,3,0,0,84,26,39,95,122,121,100,23,0,0,528,12,0,19,21,22,31,4,0,0,103,49,36,34,39,51,47,20,0,0,280,47,15,18,23,34,28,10,0,0,177,3,10,29,52,102,77,18,5,0,297,0,0,0,8,5,10,0,0,0,23,0,0,4,3,7,9,0,0,0,30,0,0,3,5,5,9,7,3,0,41,0,3,13,14,24,29,12,0,0,98,4,3,15,22,37,24,9,3,0,116,0,11,39,92,100,81,18,0,0,348,0,3,17,27,46,35,13,3,0,145,3,10,26,41,43,50,10,0,0,183,3,3,14,18,21,10,0,0,0,66,9,23,39,32,32,26,11,0,0,169,20,11,36,42,45,43,11,0,0,210
LGA35010,77,183,371,215,253,203,104,26,0,1436,4,40,384,541,501,230,24,0,0,1724,323,749,1910,2313,2390,1451,257,17,4,9420,8,64,313,545,497,348,49,0,0,1831,872,2118,4508,4235,3667,2100,379,20,3,17900,93,277,646,912,896,581,123,9,0,3536,1276,1367,1773,1583,1386,961,264,17,0,8616,1799,841,776,526,414,278,64,13,0,4718,100,414,1421,2038,2447,1932,444,20,6,8823,64,127,257,364,369,209,26,0,0,1417,18,92,398,625,540,243,39,0,4,1969,49,82,225,316,357,297,131,14,0,1471,103,301,1001,1552,1313,821,248,23,0,5363,113,298,576,698,708,474,136,19,0,3019,48,437,1578,1958,1958,1244,175,15,0,7411,153,289,543,808,959,813,207,16,3,3789,80,293,808,1060,1200,896,233,16,0,4592,167,175,243,262,227,123,47,10,0,1257,232,472,996,936,966,673,155,24,0,4462,313,588,1076,1212,1289,819,240,43,7,5588
LGA35250,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,6,3,7,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,3,0,0,0,0,15,0,4,21,20,13,4,4,3,0,63,0,0,3,11,0,3,0,0,0,18,0,0,3,0,0,3,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
LGA35300,9,7,19,5,16,13,3,0,0,78,33,173,772,569,520,241,38,0,0,2360,16,28,42,39,37,16,0,0,0,186,0,4,16,18,21,19,3,0,0,77,22,46,95,52,57,52,11,0,0,333,3,6,31,29,23,17,3,0,0,119,75,49,46,32,35,21,13,0,0,264,53,28,41,20,10,4,3,5,0,161,3,20,32,41,49,48,22,0,0,209,3,0,5,3,0,3,0,0,0,19,0,0,0,3,6,3,0,0,0,9,0,4,15,8,7,10,0,0,0,49,3,4,15,10,11,15,3,0,0,64,10,22,19,26,22,19,4,0,0,131,0,21,63,49,58,41,8,3,0,243,0,15,36,20,21,19,6,0,0,120,3,7,39,42,28,28,9,0,0,163,0,3,3,4,3,0,0,3,0,21,17,26,48,34,28,25,12,0,0,188,14,32,49,40,32,35,8,0,0,203
LGA35600,9,19,43,48,57,50,25,11,0,257,0,0,6,0,0,0,0,0,0,12,11,14,25,14,13,7,3,0,0,81,0,0,4,0,3,0,3,0,0,11,12,17,16,22,17,13,3,0,0,96,4,7,11,11,7,5,0,0,0,48,18,13,6,8,18,17,4,3,0,75,3,0,4,3,10,8,0,0,0,31,0,0,8,11,18,25,8,0,0,77,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,7,0,0,0,0,5,3,0,0,0,14,0,0,7,0,3,6,0,0,0,17,0,5,25,27,32,36,3,0,0,129,0,4,11,11,7,3,0,0,0,26,0,0,4,7,10,16,0,0,0,38,0,0,0,0,0,3,0,0,0,3,0,0,10,10,7,7,5,0,0,36,4,12,10,8,8,9,4,0,0,56
LGA35670,0,0,3,0,0,0,0,0,0,3,0,3,3,11,5,0,0,0,0,29,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,3,12,6,5,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,8
LGA35740,6,13,27,32,48,50,33,5,0,220,0,5,40,88,74,44,4,0,0,246,31,51,83,146,154,134,31,8,0,625,0,10,15,39,47,33,3,0,0,143,71,140,377,479,533,378,71,3,0,2058,15,12,21,77,85,64,19,5,0,295,179,107,134,149,201,164,77,5,3,1019,201,132,224,240,203,161,61,10,0,1220,10,18,49,92,151,184,64,0,0,565,7,4,15,37,25,27,10,0,0,123,4,3,27,52,71,43,25,3,0,225,12,3,21,62,73,71,50,3,0,301,6,22,76,140,162,168,82,13,0,669,16,28,44,105,144,122,28,3,0,484,11,8,45,93,156,122,25,3,0,459,21,16,43,120,147,152,36,5,0,534,9,15,63,133,185,182,61,8,0,646,24,13,23,44,47,40,16,3,0,212,19,30,76,93,116,65,21,0,0,418,35,41,67,118,162,125,41,9,0,610
LGA35760,25,54,154,138,203,182,139,46,9,951,5,0,29,36,39,18,3,0,0,132,6,21,23,24,25,17,11,0,0,129,0,0,5,9,10,10,0,0,0,43,14,22,35,31,48,34,7,0,0,191,4,0,7,9,7,7,0,0,0,40,20,9,14,13,19,13,5,0,0,97,6,3,11,4,10,16,3,0,0,52,3,0,7,17,22,29,14,0,0,97,0,0,0,0,0,3,0,0,0,8,0,0,0,0,6,3,0,0,0,8,0,0,3,0,3,5,0,0,0,18,4,0,3,6,9,3,3,0,0,29,3,3,12,14,17,17,3,0,0,75,5,9,17,16,36,40,10,0,0,136,0,0,17,8,12,18,3,0,0,57,3,0,4,13,13,18,3,0,0,60,0,0,4,0,6,6,0,0,0,12,12,7,10,11,11,16,8,0,0,74,13,12,34,28,21,24,9,3,0,138
LGA35780,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,8,11,17,16,8,3,0,0,0,60,0,0,0,0,0,0,0,0,0,0,5,3,6,0,3,0,0,0,0,23,0,0,3,3,3,3,0,0,0,13,0,0,7,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,17,16,25,15,19,3,0,0,98,3,3,5,8,4,5,0,0,0,38,0,0,15,12,18,8,0,0,0,47,0,0,0,0,0,0,0,0,0,0,3,11,13,8,9,4,0,0,0,46,4,0,3,0,3,3,0,0,0,13
LGA35790,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,9,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,8,3,6,18,14,24,18,0,0,0,78,7,3,8,7,6,5,0,0,0,38,0,4,5,6,17,9,3,0,0,45,0,0,0,0,0,0,0,0,0,0,0,4,0,9,3,0,3,0,0,21,0,0,0,0,0,0,0,0,0,5
LGA35800,6,5,22,18,29,40,15,3,0,141,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,4,9,7,5,7,0,0,0,33,0,0,0,0,3,3,0,0,0,7,0,0,7,9,3,3,0,0,0,22,0,0,0,0,0,5,0,0,0,11,0,3,0,3,3,4,8,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,3,10,13,12,13,0,0,0,53,0,0,4,0,3,0,0,0,0,11,0,0,0,4,3,3,0,0,0,14,0,0,0,0,4,0,0,0,0,6,0,0,4,0,0,3,5,0,0,15,0,0,4,4,5,3,0,5,0,22
LGA36070,0,0,0,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,8,9,12,6,5,0,0,45,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,0,15,0,0,3,0,3,0,0,0,0,4,0,0,0,4,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3
