LGA_CODE_2016,POL_Greek_SEO,POL_Greek_SOLSE_VWorW,POL_Greek_SOLSE_NWorNAA,POL_Greek_SOLSE_Tot,POL_Greek_NS,POL_Greek_Tot,POL_IAL_Bengali_SEO,POL_IAL_Bengali_SOLSE_VWorW,POL_IAL_Bengali_SOLSE_NWorNAA,POL_IAL_Bengali_SOLSE_Tot,POL_IAL_Bengali_NS,POL_IAL_Bengali_Tot,POL_IAL_Hindi_SEO,POL_IAL_Hindi_SOLSE_VWorW,POL_IAL_Hindi_SOLSE_NWorNAA,POL_IAL_Hindi_SOLSE_Tot,POL_IAL_Hindi_NS,POL_IAL_Hindi_Tot,POL_IAL_Punjabi_SEO,POL_IAL_Punjabi_SOLSE_VWorW,POL_IAL_Punjabi_SOLSE_NWorNAA,POL_IAL_Punjabi_SOLSE_Tot,POL_IAL_Punjabi_NS,POL_IAL_Punjabi_Tot,POL_IAL_Sinhalese_SEO,POL_IAL_Sinhalese_SOLSE_VWorW,POL_IAL_Sinhale_SOLSE_NWorNAA,POL_IAL_Sinhalese_SOLSE_Tot,POL_IAL_Sinhalese_NS,POL_IAL_Sinhalese_Tot,POL_IAL_Urdu_SEO,POL_IAL_Urdu_SOLSE_VWorW,POL_IAL_Urdu_SOLSE_NWorNAA,POL_IAL_Urdu_SOLSE_Tot,POL_IAL_Urdu_NS,POL_IAL_Urdu_Tot,POL_IAL_Oth_SEO,POL_IAL_Oth_SOLSE_VWorW,POL_IAL_Oth_SOLSE_NWorNAA,POL_IAL_Oth_SOLSE_Tot,POL_IAL_Oth_NS,POL_IAL_Oth_Tot,POL_IAL_Tot_SEO,POL_IAL_Tot_SOLSE_VWorW,POL_IAL_Tot_SOLSE_NWorNAA,POL_IAL_Tot_SOLSE_Tot,POL_IAL_Tot_NS,POL_IAL_Tot_Tot,POL_Italian_SEO,POL_Italian_SOLSE_VWorW,POL_Italian_SOLSE_NWorNAA,POL_Italian_SOLSE_Tot,POL_Italian_NS,POL_Italian_Tot,POL_Japanese_SEO,POL_Japanese_SOLSE_VWorW,POL_Japanese_SOLSE_NWorNAA,POL_Japanese_SOLSE_Tot,POL_Japanese_NS,POL_Japanese_Tot,POL_Korean_SEO,POL_Korean_SOLSE_VWorW,POL_Korean_SOLSE_NWorNAA,POL_Korean_SOLSE_Tot,POL_Korean_NS,POL_Korean_Tot,POL_Macedonian_SEO,POL_Macedonian_SOLSE_VWorW,POL_Macedonian_SOLSE_NWorNAA,POL_Macedonian_SOLSE_Tot,POL_Macedonian_NS,POL_Macedonian_Tot,POL_Maltese_SEO,POL_Maltese_SOLSE_VWorW,POL_Maltese_SOLSE_NWorNAA,POL_Maltese_SOLSE_Tot,POL_Maltese_NS,POL_Maltese_Tot,POL_Persian_ED_SEO,POL_Persian_ED_SOLSE_VWorW,POL_Persian_ED_SOLSE_NWorNAA,POL_Persian_ED_SOLSE_Tot,POL_Persian_ED_NS,POL_Persian_ED_Tot,POL_Polish_SEO,POL_Polish_SOLSE_VWorW,POL_Polish_SOLSE_NWorNAA,POL_Polish_SOLSE_Tot,POL_Polish_NS,POL_Polish_Tot,POL_Russian_SEO,POL_Russian_SOLSE_VWorW,POL_Russian_SOLSE_NWorNAA,POL_Russian_SOLSE_Tot,POL_Russian_NS,POL_Russian_Tot,POL_Samoan_SEO,POL_Samoan_SOLSE_VWorW,POL_Samoan_SOLSE_NWorNAA,POL_Samoan_SOLSE_Tot,POL_Samoan_NS,POL_Samoan_Tot,POL_Serbian_SEO,POL_Serbian_SOLSE_VWorW,POL_Serbian_SOLSE_NWorNAA,POL_Serbian_SOLSE_Tot,POL_Serbian_NS,POL_Serbian_Tot,POL_SAL_Filipino_SEO,POL_SAL_Filipino_SOLSE_VWorW,POL_SAL_Filipin_SOLSE_NWorNAA,POL_SAL_Filipino_SOLSE_Tot,POL_SAL_Filipino_NS,POL_SAL_Filipino_Tot,POL_SAL_Indonesian_SEO,POL_SAL_Indonesia_SOLSE_VWorW,POL_SAL_Indones_SOLSE_NWorNAA,POL_SAL_Indonesian_SOLSE_Tot,POL_SAL_Indonesian_NS,POL_SAL_Indonesian_Tot,POL_SAL_Tagalog_SEO,POL_SAL_Tagalog_SOLSE_VWorW,POL_SAL_Tagalog_SOLSE_NWorNAA,POL_SAL_Tagalog_SOLSE_Tot,POL_SAL_Tagalog_NS,POL_SAL_Tagalog_Tot,POL_SAL_Oth_SEO,POL_SAL_Oth_SOLSE_VWorW,POL_SAL_Oth_SOLSE_NWorNAA,POL_SAL_Oth_SOLSE_Tot,POL_SAL_Oth_NS,POL_SAL_Oth_Tot,POL_SAL_Tot_SEO,POL_SAL_Tot_SOLSE_VWorW,POL_SAL_Tot_SOLSE_NWorNAA,POL_SAL_Tot_SOLSE_Tot,POL_SAL_Tot_NS,POL_SAL_Tot_Tot,POL_Spanish_SEO,POL_Spanish_SOLSE_VWorW,POL_Spanish_SOLSE_NWorNAA,POL_Spanish_SOLSE_Tot,POL_Spanish_NS,POL_Spanish_Tot,POL_Tamil_SEO,POL_Tamil_SOLSE_VWorW,POL_Tamil_SOLSE_NWorNAA,POL_Tamil_SOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_SOLSE_VWorW,POL_Thai_SOLSE_NWorNAA,POL_Thai_SOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_SOLSE_VWorW,POL_Turkish_SOLSE_NWorNAA,POL_Turkish_SOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_SOLSE_VWorW,POL_Vietnamese_SOLSE_NWorNAA,POL_Vietnamese_SOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_SOLSE_VWorW,POL_Oth_SOLSE_NWorNAA,POL_Oth_SOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_SOLSE_VWorW,POL_Tot_SOLSE_NWorNAA,POL_Tot_SOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LSatH_NS_SEO,P_LSatH_NS_SOLSE_VWorW,P_LSatH_NS_SOLSE_NWorNAA,P_LSatH_NS_SOLSE_Tot,P_LSatH_NS_NS,P_LSatH_NS_Tot,P_Tot_SEO,P_Tot_SOLSE_VWorW,P_Tot_SOLSE_NWorNAA,P_Tot_SOLSE_Tot,P_Tot_NS,P_Tot_Tot
LGA36580,..,10,0,7,0,7,..,12,8,18,0,18,..,11,0,14,0,14,..,8,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,29,8,40,0,40,..,16,0,16,0,16,..,7,0,13,0,13,..,18,14,32,0,32,..,3,0,3,0,3,..,3,0,3,0,3,..,3,0,3,0,3,..,9,0,9,0,9,..,15,3,17,0,17,..,24,0,24,0,26,..,4,0,4,0,4,..,111,6,120,3,118,..,3,0,4,0,4,..,149,9,160,5,160,..,38,8,48,0,48,..,298,32,332,6,341,..,19,3,17,0,23,..,3,0,3,0,3,..,30,3,27,0,27,..,0,0,0,0,0,..,36,40,83,0,83,..,78,21,99,0,99,..,840,160,1002,12,1012,..,68,0,68,1895,1967,21618,908,164,1074,1904,24597
LGA36630,..,3,0,3,0,3,..,8,0,8,0,8,..,19,0,19,0,19,..,11,0,11,0,11,..,20,0,20,0,20,..,0,0,0,0,0,..,22,3,21,0,21,..,70,3,70,0,70,..,29,0,29,0,29,..,5,3,5,0,5,..,4,5,11,0,11,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,8,0,12,0,12,..,7,0,7,0,7,..,5,3,12,0,12,..,0,0,0,0,0,..,88,8,94,0,94,..,3,0,3,0,3,..,81,0,77,0,77,..,12,0,13,0,13,..,187,10,190,0,190,..,13,0,13,0,13,..,0,0,0,0,0,..,12,3,15,0,15,..,0,0,0,0,0,..,19,10,27,0,23,..,122,17,144,3,149,..,717,67,781,7,792,..,127,23,148,2284,2429,28966,841,87,925,2293,32186
LGA36660,..,11,0,15,0,15,..,6,0,6,0,6,..,30,3,29,0,36,..,16,0,20,0,20,..,0,0,0,0,0,..,5,0,5,0,5,..,10,3,14,0,14,..,69,4,77,0,75,..,293,60,355,6,362,..,14,8,22,0,22,..,42,39,74,0,80,..,0,0,4,0,4,..,3,0,3,0,3,..,4,0,4,0,4,..,15,6,21,0,25,..,17,0,17,0,17,..,7,0,7,0,7,..,20,0,20,0,20,..,46,0,46,0,49,..,3,0,3,0,3,..,60,4,66,3,67,..,17,0,17,0,17,..,127,4,128,3,135,..,47,4,57,0,57,..,3,0,3,0,3,..,15,5,23,0,23,..,10,0,11,0,11,..,15,5,19,0,19,..,174,39,215,5,222,..,1247,260,1508,29,1536,..,134,12,143,2004,2155,31421,1383,277,1656,2032,35110
LGA36720,..,219,20,236,4,244,..,40,4,40,3,46,..,260,14,271,3,276,..,371,33,398,3,399,..,86,3,89,0,89,..,89,4,91,0,91,..,450,39,488,11,497,..,1285,102,1384,13,1403,..,726,49,773,21,793,..,409,60,469,3,470,..,254,112,369,0,364,..,26,3,22,0,22,..,43,0,50,3,52,..,87,3,91,3,93,..,208,13,218,6,228,..,182,18,203,3,204,..,44,0,44,0,44,..,65,3,71,0,70,..,269,6,278,3,278,..,194,13,202,5,211,..,402,15,414,3,419,..,90,0,89,3,90,..,946,35,986,12,997,..,619,31,655,3,653,..,53,0,51,0,51,..,424,70,495,3,498,..,33,7,36,3,35,..,174,44,218,3,227,..,2548,363,2917,71,2983,..,13278,1352,14632,201,14832,..,716,53,768,16203,16970,262574,13992,1408,15401,16397,294367
LGA36820,..,7,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,11,..,4,0,4,0,4,..,0,0,0,0,0,..,13,4,14,0,14,..,29,4,32,0,32,..,188,35,221,3,223,..,36,4,44,0,44,..,7,3,9,0,9,..,0,0,0,0,0,..,3,0,5,0,5,..,4,0,4,0,4,..,15,0,17,0,17,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,27,0,27,0,25,..,6,0,5,0,5,..,27,0,28,0,26,..,8,3,11,0,11,..,64,3,69,3,75,..,17,0,16,0,18,..,3,0,3,0,3,..,16,0,18,0,18,..,3,0,3,0,3,..,7,0,7,0,7,..,172,30,204,21,224,..,919,106,1026,35,1064,..,73,6,76,2028,2108,21661,993,114,1102,2065,24827
LGA36910,..,56,6,58,0,63,..,133,11,143,0,143,..,250,5,256,0,256,..,265,41,307,9,315,..,234,17,248,0,250,..,82,7,89,0,90,..,446,33,484,8,486,..,1406,113,1521,12,1541,..,169,17,180,4,187,..,136,7,144,3,148,..,139,64,198,0,202,..,7,0,7,0,7,..,7,0,7,0,10,..,113,26,135,0,139,..,36,0,39,0,41,..,60,9,69,3,73,..,30,5,31,0,31,..,31,3,31,0,31,..,385,14,399,12,407,..,54,3,55,0,55,..,469,13,482,4,482,..,92,4,94,0,94,..,998,24,1025,12,1041,..,233,21,257,0,257,..,117,6,119,0,120,..,92,9,105,3,106,..,18,0,16,0,16,..,92,24,117,0,117,..,2425,627,3053,45,3094,..,8825,1527,10352,119,10471,..,364,32,399,10373,10772,139538,9188,1560,10747,10490,160779
LGA36950,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,14,0,14,..,3,0,3,0,3,..,10,0,10,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,8,0,8,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,62,14,69,4,79,..,1411,201,1610,77,1689,..,28,14,39,543,582,1335,1439,213,1650,625,3610
LGA36960,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,106,23,134,7,133,..,3166,557,3718,179,3901,..,15,12,35,341,370,243,3182,572,3753,522,4514
LGA37010,..,330,42,374,3,379,..,78,0,78,0,78,..,302,14,312,0,310,..,235,33,260,3,266,..,156,6,159,0,159,..,82,7,86,0,86,..,257,38,289,0,289,..,1104,92,1191,5,1199,..,760,70,830,14,838,..,207,22,230,0,228,..,197,81,279,0,277,..,6,0,9,0,14,..,28,0,27,0,27,..,78,7,85,0,85,..,90,5,95,0,95,..,94,19,115,0,115,..,63,5,67,0,74,..,30,3,32,0,32,..,466,22,488,3,493,..,134,16,149,0,149,..,756,33,788,9,795,..,117,6,128,0,127,..,1483,74,1552,15,1565,..,388,32,418,5,423,..,179,7,186,4,196,..,217,40,260,0,263,..,15,4,15,0,15,..,253,99,345,5,351,..,3269,680,3949,92,4040,..,11651,1577,13228,186,13417,..,431,29,466,13799,14262,159081,12080,1608,13689,13988,186757
LGA37300,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,5,0,5,..,5,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,16,0,16,0,16,..,0,0,0,0,0,..,24,0,24,0,24,..,8,0,8,0,8,..,46,0,46,0,46,..,0,0,0,0,0,..,4,0,4,0,4,..,19,3,21,0,21,..,0,0,0,0,0,..,0,0,0,0,0,..,92,21,108,0,111,..,295,31,326,10,331,..,20,0,24,371,398,3173,311,35,346,378,3905
LGA37310,..,8,0,8,0,8,..,4,0,4,0,4,..,40,0,40,0,43,..,54,9,60,0,65,..,13,0,13,0,13,..,11,0,8,0,8,..,42,3,47,0,47,..,161,10,169,3,178,..,11,0,11,0,11,..,9,0,7,0,7,..,6,9,10,0,14,..,0,0,0,0,0,..,3,0,3,0,3,..,7,0,7,0,7,..,11,0,9,0,9,..,9,0,9,0,9,..,5,0,5,0,5,..,7,0,7,0,7,..,166,6,168,0,168,..,3,0,3,0,3,..,178,7,177,3,185,..,22,4,24,0,24,..,364,15,377,3,383,..,37,8,40,0,40,..,13,4,12,0,12,..,15,5,19,0,19,..,0,0,4,0,4,..,16,0,19,5,18,..,163,30,195,6,203,..,1059,94,1159,24,1181,..,80,7,82,3522,3609,28657,1136,97,1240,3546,33444
LGA37340,..,27,0,30,0,30,..,3,0,3,0,3,..,13,0,13,0,13,..,32,8,37,0,37,..,18,0,23,0,23,..,7,0,7,0,13,..,28,0,28,0,28,..,100,10,113,0,112,..,89,7,98,3,104,..,68,23,88,0,88,..,71,88,159,0,159,..,0,0,0,0,0,..,4,0,4,0,7,..,4,0,4,0,4,..,24,3,22,0,22,..,11,0,11,0,11,..,6,0,6,0,6,..,6,0,6,0,6,..,93,0,92,3,93,..,22,3,24,0,22,..,132,0,134,0,133,..,15,0,15,0,15,..,265,3,270,4,272,..,57,0,63,0,61,..,15,4,16,0,16,..,73,17,90,0,89,..,21,3,25,0,25,..,51,20,78,0,78,..,273,31,307,3,315,..,1700,403,2105,20,2127,..,107,4,113,4162,4279,27373,1814,406,2218,4187,33778
LGA37400,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,14,3,18,0,19,..,10,0,10,108,112,1004,16,3,20,107,1134
LGA37550,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,78,0,78,10,90,..,8,0,8,46,58,817,85,0,84,61,962
LGA37570,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,175,5,182,4,186,..,0,0,3,5,5,88,176,3,184,9,282
LGA37600,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,3,3,0,3,..,244,20,266,40,303,..,11,0,11,81,92,2165,260,20,276,123,2559
LGA39499,..,9,0,11,0,11,..,0,0,0,0,0,..,16,3,19,0,19,..,9,0,14,0,14,..,8,0,8,0,8,..,4,0,4,0,4,..,18,0,18,0,18,..,59,3,65,0,65,..,68,10,70,3,71,..,11,17,29,3,28,..,14,30,46,0,46,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,13,0,13,..,20,0,20,0,20,..,9,3,11,0,11,..,11,0,13,0,13,..,0,0,0,0,0,..,13,0,13,0,13,..,16,0,16,0,16,..,16,0,16,0,16,..,10,0,15,0,11,..,55,0,58,0,57,..,57,3,59,0,59,..,6,0,4,0,4,..,7,7,10,0,14,..,0,0,0,0,0,..,15,14,32,0,32,..,218,42,257,10,269,..,1024,247,1275,22,1293,..,29,6,35,2483,2524,8697,1060,255,1312,2504,12510
LGA39799,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,21,0,21,0,21,..,3,0,3,22,23,110,20,0,20,22,150
