LGA_CODE_2016,POL_Greek_SEO,POL_Greek_SOLSE_VWorW,POL_Greek_SOLSE_NWorNAA,POL_Greek_SOLSE_Tot,POL_Greek_NS,POL_Greek_Tot,POL_IAL_Bengali_SEO,POL_IAL_Bengali_SOLSE_VWorW,POL_IAL_Bengali_SOLSE_NWorNAA,POL_IAL_Bengali_SOLSE_Tot,POL_IAL_Bengali_NS,POL_IAL_Bengali_Tot,POL_IAL_Hindi_SEO,POL_IAL_Hindi_SOLSE_VWorW,POL_IAL_Hindi_SOLSE_NWorNAA,POL_IAL_Hindi_SOLSE_Tot,POL_IAL_Hindi_NS,POL_IAL_Hindi_Tot,POL_IAL_Punjabi_SEO,POL_IAL_Punjabi_SOLSE_VWorW,POL_IAL_Punjabi_SOLSE_NWorNAA,POL_IAL_Punjabi_SOLSE_Tot,POL_IAL_Punjabi_NS,POL_IAL_Punjabi_Tot,POL_IAL_Sinhalese_SEO,POL_IAL_Sinhalese_SOLSE_VWorW,POL_IAL_Sinhale_SOLSE_NWorNAA,POL_IAL_Sinhalese_SOLSE_Tot,POL_IAL_Sinhalese_NS,POL_IAL_Sinhalese_Tot,POL_IAL_Urdu_SEO,POL_IAL_Urdu_SOLSE_VWorW,POL_IAL_Urdu_SOLSE_NWorNAA,POL_IAL_Urdu_SOLSE_Tot,POL_IAL_Urdu_NS,POL_IAL_Urdu_Tot,POL_IAL_Oth_SEO,POL_IAL_Oth_SOLSE_VWorW,POL_IAL_Oth_SOLSE_NWorNAA,POL_IAL_Oth_SOLSE_Tot,POL_IAL_Oth_NS,POL_IAL_Oth_Tot,POL_IAL_Tot_SEO,POL_IAL_Tot_SOLSE_VWorW,POL_IAL_Tot_SOLSE_NWorNAA,POL_IAL_Tot_SOLSE_Tot,POL_IAL_Tot_NS,POL_IAL_Tot_Tot,POL_Italian_SEO,POL_Italian_SOLSE_VWorW,POL_Italian_SOLSE_NWorNAA,POL_Italian_SOLSE_Tot,POL_Italian_NS,POL_Italian_Tot,POL_Japanese_SEO,POL_Japanese_SOLSE_VWorW,POL_Japanese_SOLSE_NWorNAA,POL_Japanese_SOLSE_Tot,POL_Japanese_NS,POL_Japanese_Tot,POL_Korean_SEO,POL_Korean_SOLSE_VWorW,POL_Korean_SOLSE_NWorNAA,POL_Korean_SOLSE_Tot,POL_Korean_NS,POL_Korean_Tot,POL_Macedonian_SEO,POL_Macedonian_SOLSE_VWorW,POL_Macedonian_SOLSE_NWorNAA,POL_Macedonian_SOLSE_Tot,POL_Macedonian_NS,POL_Macedonian_Tot,POL_Maltese_SEO,POL_Maltese_SOLSE_VWorW,POL_Maltese_SOLSE_NWorNAA,POL_Maltese_SOLSE_Tot,POL_Maltese_NS,POL_Maltese_Tot,POL_Persian_ED_SEO,POL_Persian_ED_SOLSE_VWorW,POL_Persian_ED_SOLSE_NWorNAA,POL_Persian_ED_SOLSE_Tot,POL_Persian_ED_NS,POL_Persian_ED_Tot,POL_Polish_SEO,POL_Polish_SOLSE_VWorW,POL_Polish_SOLSE_NWorNAA,POL_Polish_SOLSE_Tot,POL_Polish_NS,POL_Polish_Tot,POL_Russian_SEO,POL_Russian_SOLSE_VWorW,POL_Russian_SOLSE_NWorNAA,POL_Russian_SOLSE_Tot,POL_Russian_NS,POL_Russian_Tot,POL_Samoan_SEO,POL_Samoan_SOLSE_VWorW,POL_Samoan_SOLSE_NWorNAA,POL_Samoan_SOLSE_Tot,POL_Samoan_NS,POL_Samoan_Tot,POL_Serbian_SEO,POL_Serbian_SOLSE_VWorW,POL_Serbian_SOLSE_NWorNAA,POL_Serbian_SOLSE_Tot,POL_Serbian_NS,POL_Serbian_Tot,POL_SAL_Filipino_SEO,POL_SAL_Filipino_SOLSE_VWorW,POL_SAL_Filipin_SOLSE_NWorNAA,POL_SAL_Filipino_SOLSE_Tot,POL_SAL_Filipino_NS,POL_SAL_Filipino_Tot,POL_SAL_Indonesian_SEO,POL_SAL_Indonesia_SOLSE_VWorW,POL_SAL_Indones_SOLSE_NWorNAA,POL_SAL_Indonesian_SOLSE_Tot,POL_SAL_Indonesian_NS,POL_SAL_Indonesian_Tot,POL_SAL_Tagalog_SEO,POL_SAL_Tagalog_SOLSE_VWorW,POL_SAL_Tagalog_SOLSE_NWorNAA,POL_SAL_Tagalog_SOLSE_Tot,POL_SAL_Tagalog_NS,POL_SAL_Tagalog_Tot,POL_SAL_Oth_SEO,POL_SAL_Oth_SOLSE_VWorW,POL_SAL_Oth_SOLSE_NWorNAA,POL_SAL_Oth_SOLSE_Tot,POL_SAL_Oth_NS,POL_SAL_Oth_Tot,POL_SAL_Tot_SEO,POL_SAL_Tot_SOLSE_VWorW,POL_SAL_Tot_SOLSE_NWorNAA,POL_SAL_Tot_SOLSE_Tot,POL_SAL_Tot_NS,POL_SAL_Tot_Tot,POL_Spanish_SEO,POL_Spanish_SOLSE_VWorW,POL_Spanish_SOLSE_NWorNAA,POL_Spanish_SOLSE_Tot,POL_Spanish_NS,POL_Spanish_Tot,POL_Tamil_SEO,POL_Tamil_SOLSE_VWorW,POL_Tamil_SOLSE_NWorNAA,POL_Tamil_SOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_SOLSE_VWorW,POL_Thai_SOLSE_NWorNAA,POL_Thai_SOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_SOLSE_VWorW,POL_Turkish_SOLSE_NWorNAA,POL_Turkish_SOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_SOLSE_VWorW,POL_Vietnamese_SOLSE_NWorNAA,POL_Vietnamese_SOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_SOLSE_VWorW,POL_Oth_SOLSE_NWorNAA,POL_Oth_SOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_SOLSE_VWorW,POL_Tot_SOLSE_NWorNAA,POL_Tot_SOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LSatH_NS_SEO,P_LSatH_NS_SOLSE_VWorW,P_LSatH_NS_SOLSE_NWorNAA,P_LSatH_NS_SOLSE_Tot,P_LSatH_NS_NS,P_LSatH_NS_Tot,P_Tot_SEO,P_Tot_SOLSE_VWorW,P_Tot_SOLSE_NWorNAA,P_Tot_SOLSE_Tot,P_Tot_NS,P_Tot_Tot
LGA34530,..,9,0,12,0,9,..,0,0,0,0,0,..,15,0,15,0,15,..,9,0,9,0,9,..,3,0,3,0,5,..,0,0,0,0,0,..,4,0,4,0,4,..,29,0,29,0,27,..,38,0,35,0,36,..,32,6,42,3,49,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,7,3,6,0,6,..,15,0,15,0,15,..,17,0,16,0,14,..,8,0,8,0,8,..,0,0,0,0,0,..,32,0,32,0,32,..,10,0,10,0,10,..,40,0,43,0,44,..,13,0,17,0,17,..,99,0,99,0,99,..,37,3,45,0,45,..,8,0,8,0,8,..,35,8,36,0,36,..,0,0,0,0,0,..,13,3,13,0,13,..,171,19,193,6,201,..,825,81,904,24,926,..,85,4,87,3328,3421,31929,906,89,995,3348,36272
LGA34570,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,42,0,42,0,48,..,256,0,252,14,269,..,5,0,5,86,88,354,262,0,258,100,712
LGA34580,..,4,0,4,0,4,..,28,13,41,0,41,..,42,7,50,0,50,..,60,13,71,0,71,..,12,0,12,0,12,..,6,0,7,0,7,..,56,11,66,0,66,..,204,43,249,0,249,..,37,9,43,0,43,..,59,28,83,0,85,..,61,65,129,4,126,..,0,0,0,0,0,..,12,0,12,0,12,..,15,0,13,0,13,..,9,0,8,0,8,..,13,0,10,0,10,..,19,4,24,0,24,..,5,0,5,0,5,..,55,3,62,0,64,..,31,12,43,3,45,..,43,3,45,3,47,..,22,3,24,0,24,..,158,17,174,7,181,..,48,6,57,0,57,..,20,0,20,0,20,..,25,0,25,0,25,..,19,6,23,0,23,..,51,18,72,0,72,..,311,107,414,13,428,..,1729,609,2344,27,2369,..,111,13,126,3187,3314,32920,1844,623,2468,3214,38609
LGA34590,..,425,43,468,3,471,..,155,41,198,0,202,..,1919,86,2008,22,2031,..,1288,166,1456,14,1467,..,214,10,217,0,224,..,785,128,914,6,922,..,496,37,536,0,536,..,4851,476,5321,43,5364,..,460,32,499,6,506,..,388,69,453,3,455,..,726,375,1100,3,1103,..,109,6,120,0,120,..,71,4,75,3,72,..,331,154,489,7,493,..,375,42,418,5,427,..,396,46,445,3,446,..,3893,337,4225,87,4315,..,651,125,772,3,773,..,822,24,851,3,853,..,355,38,396,7,398,..,1189,47,1229,4,1237,..,223,8,232,4,237,..,2586,125,2709,21,2734,..,1261,202,1460,13,1476,..,323,59,381,3,379,..,341,68,417,3,414,..,289,48,337,3,339,..,919,439,1357,6,1368,..,12649,4196,16843,371,17216,..,38934,8755,47684,679,48370,..,884,158,1041,17923,18961,236052,39818,8912,48724,18604,303386
LGA34710,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,3,0,6,0,6,..,3,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,15,0,18,0,18,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,4,0,4,0,4,..,9,0,9,0,9,..,15,0,15,0,15,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,19,4,26,0,24,..,78,14,89,0,89,..,10,0,10,317,329,3244,87,14,99,316,3660
LGA34770,..,30,4,37,0,35,..,66,11,74,0,74,..,168,13,182,0,182,..,135,11,149,5,153,..,79,7,86,0,86,..,55,6,61,0,61,..,158,5,166,0,165,..,660,57,721,7,724,..,193,20,213,6,219,..,57,3,64,0,68,..,22,9,27,0,27,..,4,0,4,0,4,..,289,20,311,4,314,..,22,3,22,0,22,..,39,4,41,0,41,..,51,0,51,0,51,..,50,4,53,0,57,..,24,0,24,3,27,..,498,36,533,10,546,..,59,0,63,0,62,..,768,38,807,16,820,..,68,4,79,0,74,..,1392,84,1480,22,1499,..,135,10,141,0,143,..,48,0,52,0,52,..,151,20,173,0,174,..,9,0,9,0,9,..,50,24,81,0,81,..,998,156,1148,31,1184,..,5615,601,6218,95,6310,..,325,20,341,8697,9040,99620,5939,620,6555,8792,114969
LGA34800,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,17,0,17,0,17,..,0,0,0,61,61,717,17,0,17,61,796
LGA34830,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,16,3,15,0,15,..,27,3,28,0,29,..,0,0,0,12,10,270,28,3,27,14,310
LGA34860,..,0,0,0,0,0,..,4,3,5,0,5,..,11,0,16,0,16,..,45,11,50,0,50,..,5,0,5,0,5,..,0,0,0,0,0,..,13,0,13,0,13,..,85,16,96,0,96,..,6,0,6,0,5,..,0,0,0,0,0,..,6,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,55,0,56,0,56,..,3,0,3,0,3,..,103,3,103,0,103,..,4,0,4,0,4,..,158,4,165,0,165,..,16,0,16,0,15,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,60,17,74,3,78,..,424,47,470,12,480,..,31,0,33,1189,1222,10959,455,53,505,1194,12666
LGA34880,..,20,4,29,0,29,..,0,0,0,0,0,..,9,0,9,0,9,..,29,9,36,0,37,..,5,0,5,0,5,..,3,0,3,0,3,..,13,4,15,0,18,..,62,11,68,4,71,..,707,142,853,12,865,..,43,13,61,0,62,..,14,17,34,0,34,..,0,0,0,0,0,..,4,0,4,0,4,..,6,0,6,0,6,..,12,0,12,0,9,..,6,0,6,0,6,..,10,0,10,0,10,..,5,0,11,0,10,..,32,0,32,0,33,..,7,0,7,0,7,..,26,0,27,0,27,..,10,0,10,0,10,..,82,0,85,0,88,..,41,10,53,3,56,..,0,0,0,0,0,..,21,3,27,0,27,..,3,0,3,0,3,..,4,3,9,0,9,..,212,37,246,10,257,..,1796,343,2141,41,2183,..,95,6,100,2939,3039,16333,1890,352,2244,2983,21557
LGA35010,..,321,19,337,3,341,..,111,7,119,0,118,..,1395,54,1446,18,1463,..,662,78,745,13,758,..,212,12,225,3,222,..,120,10,129,0,133,..,543,48,591,5,598,..,3043,204,3250,41,3289,..,1080,81,1161,26,1187,..,502,114,615,3,614,..,319,290,613,0,613,..,43,4,46,0,46,..,101,4,104,4,104,..,213,37,249,0,249,..,404,29,435,7,436,..,388,58,448,0,448,..,1837,165,2006,32,2037,..,138,13,151,0,151,..,920,21,942,5,946,..,226,14,246,7,249,..,1491,57,1549,22,1568,..,201,7,207,0,208,..,2843,103,2946,33,2978,..,1131,123,1258,16,1277,..,161,20,184,0,184,..,462,85,545,8,548,..,65,8,70,0,70,..,349,136,480,3,485,..,5053,843,5895,157,6056,..,25444,3432,28877,407,29288,..,1058,79,1133,23508,24638,371380,26502,3505,30007,23914,425302
LGA35250,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,11,3,14,..,89,3,98,44,141,..,4,3,8,72,84,915,97,6,106,117,1143
LGA35300,..,19,4,20,0,25,..,3,0,3,0,3,..,66,3,73,0,73,..,22,3,21,0,21,..,24,0,24,0,24,..,11,7,10,0,15,..,26,0,30,0,30,..,142,16,157,0,162,..,37,5,45,3,42,..,9,0,9,0,9,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,15,0,15,0,15,..,17,0,14,0,14,..,41,3,45,0,45,..,8,0,8,0,8,..,171,4,177,3,183,..,24,0,24,0,24,..,142,3,149,0,150,..,16,3,23,0,23,..,358,14,372,4,371,..,32,3,32,0,32,..,41,3,43,0,43,..,15,0,18,0,18,..,3,0,3,0,3,..,10,0,9,0,9,..,444,44,487,21,507,..,1444,124,1569,32,1602,..,55,9,65,2149,2213,14855,1506,132,1632,2182,18671
LGA35600,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,3,0,3,..,0,0,0,0,0,..,49,58,111,3,116,..,18,0,22,3,26,..,114,64,185,8,185,..,8,0,8,284,288,3831,127,64,192,289,4307
LGA35670,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,119,0,116,0,116,..,309,17,320,0,324,..,3,0,3,24,21,608,308,17,325,24,957
LGA35740,..,58,3,65,0,65,..,6,0,6,0,6,..,32,3,31,0,31,..,12,0,12,0,12,..,3,0,3,0,3,..,0,0,0,0,0,..,30,4,34,0,34,..,82,6,84,0,87,..,176,5,185,0,187,..,85,8,95,0,98,..,31,4,34,0,34,..,7,0,12,0,12,..,15,0,12,0,12,..,0,0,0,0,0,..,35,0,37,3,34,..,27,0,30,0,30,..,3,0,3,0,4,..,11,0,9,0,9,..,36,0,36,0,36,..,48,10,55,4,55,..,52,0,56,0,56,..,23,0,23,0,23,..,155,11,171,4,169,..,153,11,163,3,166,..,3,0,3,0,3,..,66,17,76,0,76,..,6,0,6,0,6,..,25,8,32,0,32,..,425,50,478,15,493,..,2414,194,2606,38,2646,..,151,5,152,3201,3359,46145,2565,197,2764,3240,52149
LGA35760,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,4,0,4,..,3,0,3,0,3,..,3,0,3,0,3,..,5,0,7,0,7,..,28,3,26,3,28,..,45,5,47,3,46,..,15,6,23,0,23,..,6,3,10,0,10,..,36,41,76,0,76,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,31,3,31,3,32,..,3,0,3,0,3,..,30,0,31,0,31,..,4,0,7,0,7,..,65,7,72,3,74,..,7,0,6,0,6,..,3,0,3,0,3,..,3,0,9,0,9,..,0,0,0,0,0,..,3,0,3,0,3,..,109,22,131,3,132,..,381,105,491,8,499,..,37,5,44,1146,1181,8803,416,109,529,1151,10478
LGA35780,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,1082,233,1318,19,1331,..,1821,392,2211,24,2237,..,9,45,53,116,165,400,1827,435,2264,135,2796
LGA35790,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,63,4,67,13,74,..,102,14,116,24,142,..,0,3,3,58,62,2238,102,17,117,89,2446
LGA35800,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,20,0,19,0,19,..,8,0,8,117,119,1503,28,0,28,117,1640
LGA36070,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,438,10,451,9,452,..,3,0,7,20,27,268,445,5,451,24,749
LGA36150,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,3,0,3,38,38,764,12,0,12,38,813
LGA36250,..,313,19,335,0,335,..,11,0,11,0,11,..,266,5,271,4,278,..,270,30,295,7,300,..,107,4,107,0,107,..,37,4,36,0,36,..,135,9,146,0,146,..,824,57,881,8,885,..,407,32,444,10,455,..,204,22,221,0,226,..,73,15,88,4,93,..,17,4,21,0,21,..,40,0,46,0,46,..,73,8,85,3,87,..,182,24,205,0,205,..,159,27,188,0,192,..,96,11,108,0,104,..,79,12,91,0,91,..,203,12,214,0,210,..,86,3,85,0,88,..,302,4,305,4,307,..,63,4,67,0,67,..,651,19,666,3,677,..,377,39,416,3,416,..,60,0,58,0,60,..,147,27,175,4,179,..,44,7,57,0,58,..,146,40,189,3,189,..,1776,289,2066,23,2089,..,8727,932,9659,115,9772,..,339,32,374,6110,6489,130749,9070,968,10038,6227,147010
LGA36300,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,18,0,18,0,18,..,3,0,5,63,64,710,20,0,20,63,791
LGA36370,..,27,3,27,0,29,..,102,12,109,0,112,..,138,3,140,0,139,..,148,14,162,3,163,..,97,8,98,0,101,..,34,6,42,0,39,..,182,24,206,0,206,..,696,62,754,10,768,..,34,0,34,0,30,..,40,0,46,0,45,..,60,23,82,0,82,..,0,0,0,0,0,..,0,0,0,0,0,..,31,7,37,0,37,..,15,0,18,0,18,..,27,0,28,0,28,..,22,0,22,0,22,..,0,0,0,0,0,..,233,10,243,0,241,..,27,4,29,0,29,..,339,16,357,0,357,..,63,9,70,0,70,..,656,38,698,5,708,..,62,5,67,0,67,..,131,74,206,0,206,..,71,10,81,0,78,..,5,0,5,0,5,..,212,196,415,0,411,..,860,311,1175,26,1197,..,3719,840,4564,62,4624,..,190,10,207,5381,5586,69520,3916,851,4765,5442,79726
LGA36510,..,17,0,17,0,16,..,0,0,0,0,0,..,13,3,17,0,17,..,29,0,28,0,28,..,3,0,3,0,3,..,3,0,3,0,3,..,12,0,14,0,12,..,57,6,57,3,63,..,36,3,37,0,41,..,62,11,73,0,73,..,20,65,81,0,88,..,0,0,0,0,0,..,10,0,8,0,8,..,3,0,3,0,3,..,30,3,31,0,31,..,31,7,37,0,36,..,3,0,3,0,3,..,10,4,16,0,16,..,16,0,16,0,21,..,19,0,19,0,19,..,35,0,35,0,35,..,13,0,13,0,13,..,92,0,92,0,93,..,42,0,39,0,44,..,4,0,4,0,4,..,26,6,32,0,32,..,0,0,0,0,0,..,9,0,9,0,9,..,213,17,232,4,239,..,1121,145,1266,12,1282,..,95,3,98,3049,3152,35640,1222,148,1367,3064,40072
