LGA_CODE_2016,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ag_For_Fshg_15_19,F_Ag_For_Fshg_20_24,F_Ag_For_Fshg_25_34,F_Ag_For_Fshg_35_44,F_Ag_For_Fshg_45_54,F_Ag_For_Fshg_55_64,F_Ag_For_Fshg_65_74,F_Ag_For_Fshg_75_84,F_Ag_For_Fshg_85ov,F_Ag_For_Fshg_Tot,F_Mining_15_19,F_Mining_20_24,F_Mining_25_34,F_Mining_35_44,F_Mining_45_54,F_Mining_55_64,F_Mining_65_74,F_Mining_75_84,F_Mining_85ov,F_Mining_Tot,F_Manufact_15_19,F_Manufact_20_24,F_Manufact_25_34,F_Manufact_35_44,F_Manufact_45_54,F_Manufact_55_64,F_Manufact_65_74,F_Manufact_75_84,F_Manufact_85ov,F_Manufact_Tot,F_El_Gas_Wt_Waste_15_19,F_El_Gas_Wt_Waste_20_24,F_El_Gas_Wt_Waste_25_34,F_El_Gas_Wt_Waste_35_44,F_El_Gas_Wt_Waste_45_54,F_El_Gas_Wt_Waste_55_64,F_El_Gas_Wt_Waste_65_74,F_El_Gas_Wt_Waste_75_84,F_El_Gas_Wt_Waste_85ov,F_El_Gas_Wt_Waste_Tot,F_Constru_15_19,F_Constru_20_24,F_Constru_25_34,F_Constru_35_44,F_Constru_45_54,F_Constru_55_64,F_Constru_65_74,F_Constru_75_84,F_Constru_85ov,F_Constru_Tot,F_WhlesaleTde_15_19,F_WhlesaleTde_20_24,F_WhlesaleTde_25_34,F_WhlesaleTde_35_44,F_WhlesaleTde_45_54,F_WhlesaleTde_55_64,F_WhlesaleTde_65_74,F_WhlesaleTde_75_84,F_WhlesaleTde_85ov,F_WhlesaleTde_Tot,F_RetTde_15_19,F_RetTde_20_24,F_RetTde_25_34,F_RetTde_35_44,F_RetTde_45_54,F_RetTde_55_64,F_RetTde_65_74,F_RetTde_75_84,F_RetTde_85ov,F_RetTde_Tot,F_Accom_food_15_19,F_Accom_food_20_24,F_Accom_food_25_34,F_Accom_food_35_44,F_Accom_food_45_54,F_Accom_food_55_64,F_Accom_food_65_74,F_Accom_food_75_84,F_Accom_food_85ov,F_Accom_food_Tot,F_Trans_post_wrehsg_15_19,F_Trans_post_wrehsg_20_24,F_Trans_post_wrehsg_25_34,F_Trans_post_wrehsg_35_44,F_Trans_post_wrehsg_45_54,F_Trans_post_wrehsg_55_64,F_Trans_post_wrehsg_65_74,F_Trans_post_wrehsg_75_84,F_Trans_post_wrehsg_85ov,F_Trans_post_wrehsg_Tot,F_Info_media_teleco_15_19,F_Info_media_teleco_20_24,F_Info_media_teleco_25_34,F_Info_media_teleco_35_44,F_Info_media_teleco_45_54,F_Info_media_teleco_55_64,F_Info_media_teleco_65_74,F_Info_media_teleco_75_84,F_Info_media_teleco_85ov,F_Info_media_teleco_Tot,F_Fin_Insur_15_19,F_Fin_Insur_20_24,F_Fin_Insur_25_34,F_Fin_Insur_35_44,F_Fin_Insur_45_54,F_Fin_Insur_55_64,F_Fin_Insur_65_74,F_Fin_Insur_75_84,F_Fin_Insur_85ov,F_Fin_Insur_Tot,F_RtnHir_REst_15_19,F_RtnHir_REst_20_24,F_RtnHir_REst_25_34,F_RtnHir_REst_35_44,F_RtnHir_REst_45_54,F_RtnHir_REst_55_64,F_RtnHir_REst_65_74,F_RtnHir_REst_75_84,F_RtnHir_REst_85ov,F_RtnHir_REst_Tot,F_Pro_scien_tec_15_19,F_Pro_scien_tec_20_24,F_Pro_scien_tec_25_34,F_Pro_scien_tec_35_44,F_Pro_scien_tec_45_54,F_Pro_scien_tec_55_64,F_Pro_scien_tec_65_74,F_Pro_scien_tec_75_84,F_Pro_scien_tec_85ov,F_Pro_scien_tec_Tot,F_Admin_supp_15_19,F_Admin_supp_20_24,F_Admin_supp_25_34,F_Admin_supp_35_44,F_Admin_supp_45_54,F_Admin_supp_55_64,F_Admin_supp_65_74,F_Admin_supp_75_84,F_Admin_supp_85ov,F_Admin_supp_Tot,F_Public_admin_sfty_15_19,F_Public_admin_sfty_20_24,F_Public_admin_sfty_25_34,F_Public_admin_sfty_35_44,F_Public_admin_sfty_45_54,F_Public_admin_sfty_55_64,F_Public_admin_sfty_65_74,F_Public_admin_sfty_75_84,F_Public_admin_sfty_85ov,F_Public_admin_sfty_Tot,F_Educ_trng_15_19,F_Educ_trng_20_24,F_Educ_trng_25_34,F_Educ_trng_35_44,F_Educ_trng_45_54,F_Educ_trng_55_64,F_Educ_trng_65_74,F_Educ_trng_75_84,F_Educ_trng_85ov,F_Educ_trng_Tot,F_HlthCare_SocAs_15_19,F_HlthCare_SocAs_20_24,F_HlthCare_SocAs_25_34,F_HlthCare_SocAs_35_44,F_HlthCare_SocAs_45_54,F_HlthCare_SocAs_55_64,F_HlthCare_SocAs_65_74,F_HlthCare_SocAs_75_84,F_HlthCare_SocAs_85ov,F_HlthCare_SocAs_Tot,F_Art_recn_15_19,F_Art_recn_20_24,F_Art_recn_25_34,F_Art_recn_35_44,F_Art_recn_45_54,F_Art_recn_55_64,F_Art_recn_65_74,F_Art_recn_75_84,F_Art_recn_85ov,F_Art_recn_Tot,F_Oth_scs_15_19,F_Oth_scs_20_24,F_Oth_scs_25_34,F_Oth_scs_35_44,F_Oth_scs_45_54,F_Oth_scs_55_64,F_Oth_scs_65_74,F_Oth_scs_75_84,F_Oth_scs_85ov,F_Oth_scs_Tot
LGA31900,258,364,680,814,962,880,263,58,6,4283,8,36,58,63,82,65,45,7,0,367,0,3,4,8,3,0,0,0,0,23,4,20,37,28,50,34,12,0,0,181,0,0,3,3,10,0,0,0,0,23,5,3,9,12,8,19,0,0,0,59,0,3,11,12,7,10,0,0,0,40,96,40,75,96,101,76,8,0,0,496,70,38,33,40,40,33,0,0,0,262,0,0,8,16,15,15,5,0,0,59,8,3,5,0,3,0,0,0,0,13,3,10,18,24,21,15,0,0,0,100,3,4,9,10,11,4,3,0,0,46,8,17,32,42,40,28,11,0,0,168,3,12,19,28,37,37,13,0,0,138,0,3,33,39,44,25,0,0,0,145,7,24,76,112,144,109,22,0,0,497,28,52,104,121,163,157,29,0,0,656,3,0,6,9,9,0,0,0,0,28,12,19,20,27,34,19,3,0,0,128
LGA31950,3,9,15,23,14,15,8,0,0,85,0,3,3,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,3,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
LGA32080,1905,2948,7450,8185,8243,5854,1592,188,32,36397,13,37,68,67,100,82,30,14,0,408,0,14,40,53,29,14,3,0,0,147,35,22,106,132,147,105,20,6,0,570,3,3,20,33,34,23,0,0,0,122,19,46,146,196,222,127,31,3,0,786,21,27,78,139,130,100,19,0,0,514,776,547,775,796,885,608,165,9,4,4570,763,495,894,747,579,371,82,9,0,3936,33,101,272,318,338,191,50,5,0,1311,20,39,57,49,43,17,0,0,0,228,14,47,179,168,184,106,16,0,0,717,34,66,144,180,204,142,35,6,0,811,35,137,393,483,383,226,75,0,0,1731,28,111,339,375,426,288,57,3,0,1625,13,117,564,741,618,367,56,9,0,2484,67,225,849,1250,1413,863,131,12,0,4813,113,568,1751,1962,1969,1445,237,16,3,8064,62,66,142,150,125,78,18,3,0,639,74,145,316,371,301,167,55,4,0,1445
LGA32250,23,38,81,78,87,97,27,3,0,440,0,5,18,5,12,8,3,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,4,0,0,0,17,0,0,0,0,4,3,0,0,0,3,0,3,5,10,6,3,4,0,0,33,3,7,3,5,10,10,3,0,0,45,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,4,3,0,0,0,14,4,0,10,12,10,5,0,0,0,47,5,5,16,12,15,10,3,0,0,51,0,0,7,13,17,14,3,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
LGA32260,349,550,1170,1122,1458,1338,396,96,5,6486,37,96,198,137,162,130,57,8,0,825,0,0,6,5,13,3,0,0,0,24,11,18,16,35,44,50,15,0,0,179,3,0,0,3,4,0,0,0,0,11,3,4,15,27,24,29,0,0,0,100,6,5,14,18,14,16,4,0,0,76,125,61,92,121,151,135,24,4,0,712,98,49,91,67,93,78,14,0,0,487,4,15,16,21,39,18,9,0,0,121,0,0,0,7,7,3,0,0,0,23,0,3,26,17,28,17,0,0,0,102,0,7,9,17,9,29,7,0,0,81,14,10,44,43,45,29,11,0,0,192,7,15,25,42,58,43,9,0,0,198,0,16,33,51,73,59,9,0,0,240,7,35,119,169,219,185,37,0,0,775,9,37,140,168,272,268,41,0,0,946,3,3,21,11,9,10,3,0,0,65,11,21,32,49,37,38,9,0,0,203
LGA32270,378,653,1856,1748,1614,1097,282,57,5,7689,22,42,105,95,137,103,65,12,0,578,11,56,150,115,67,41,7,0,0,439,6,9,21,22,28,7,3,0,0,90,0,0,4,0,9,0,0,0,0,15,7,11,37,43,38,15,3,0,0,153,5,12,29,19,30,8,0,0,0,100,102,73,152,165,151,99,15,3,0,755,109,73,113,113,84,60,6,0,0,564,3,14,33,32,56,30,6,3,0,180,0,4,5,3,9,6,0,0,0,25,8,11,27,20,19,3,0,0,0,93,7,17,26,26,17,15,3,0,0,109,14,22,52,51,34,18,0,0,3,199,5,20,46,71,47,35,3,0,0,231,4,16,69,65,67,56,10,0,0,283,11,84,232,230,222,91,16,0,0,882,17,56,166,143,149,87,10,0,0,623,4,5,8,11,5,5,0,0,0,35,14,38,66,45,34,23,4,0,0,223
LGA32310,172,174,411,470,491,438,140,25,3,2319,10,12,35,47,40,33,21,4,0,202,0,3,12,12,17,6,0,0,0,55,6,3,7,8,5,5,0,0,0,44,0,0,0,0,0,0,0,0,0,3,0,0,6,10,11,10,3,0,0,34,0,3,9,11,5,3,3,0,0,35,61,33,40,45,57,32,7,3,0,277,36,14,25,34,34,20,3,0,0,180,0,0,4,11,20,7,3,0,0,48,0,0,0,7,0,4,0,0,0,10,0,6,9,11,11,3,0,0,0,39,0,3,0,0,3,4,3,0,0,28,4,7,19,14,13,4,0,0,0,55,3,3,9,18,11,18,3,0,0,71,6,3,26,30,32,15,6,0,0,116,6,46,77,108,131,82,22,4,0,468,12,20,65,98,116,100,15,0,0,434,4,3,6,0,4,0,0,0,0,16,7,12,19,26,14,15,5,0,0,92
LGA32330,0,5,8,11,19,17,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,9,0,0,3,5,0,4,3,0,0,16,0,0,8,10,3,4,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,0,0,0,0,14
LGA32450,33,78,239,196,185,161,48,6,0,936,5,9,18,9,9,13,8,0,0,61,0,6,22,12,16,4,0,0,0,58,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,7,0,5,3,0,0,0,18,0,0,5,3,9,0,0,0,0,15,8,3,10,8,5,8,3,0,0,48,3,3,9,4,7,4,0,0,0,38,0,0,7,9,8,5,0,0,0,34,0,0,0,0,3,0,0,0,0,3,4,0,6,0,0,0,0,0,0,12,0,0,0,0,3,0,0,0,0,7,0,0,3,5,3,0,0,0,0,8,3,4,4,3,3,4,3,0,0,21,3,6,18,10,22,7,0,0,0,72,0,13,29,19,11,15,0,0,0,80,3,0,18,11,11,16,3,0,0,62,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,3,0,0,0,13
LGA32500,39,86,178,187,198,160,58,9,0,917,5,19,24,7,8,11,3,0,0,82,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,6,4,0,3,0,0,19,0,0,0,0,0,0,0,0,0,4,4,3,16,12,20,17,0,0,0,59,14,16,19,20,15,28,4,3,0,120,0,0,0,3,7,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,3,12,5,5,0,0,0,25,0,3,4,10,11,7,0,0,0,36,0,3,9,16,21,15,0,0,0,65,0,4,28,33,21,22,3,0,0,111,0,8,23,19,34,54,3,0,0,147,0,3,0,3,4,7,0,0,0,18,4,3,3,9,5,4,0,0,0,29
LGA32600,0,8,10,10,14,12,3,3,0,57,0,3,4,0,6,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,16,0,0,3,0,0,7,0,0,0,8,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA32750,11,7,16,19,17,14,9,0,0,85,3,0,8,9,0,7,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,5,4,0,0,0,0,16,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA32770,3,17,24,49,23,10,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,3,0,0,0,16,0,3,19,9,9,6,0,0,0,45,0,3,10,8,3,3,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,3,9,10,3,0,0,0,0,33
LGA32810,134,163,546,571,634,548,170,38,8,2806,0,3,3,14,7,6,6,7,0,45,0,0,3,0,0,0,0,0,0,4,0,3,10,12,21,3,3,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,9,10,16,5,3,0,0,44,0,0,4,3,4,5,0,0,0,21,29,18,44,66,78,58,26,3,0,327,44,73,195,116,144,100,30,5,0,704,9,18,29,29,22,22,4,3,0,131,0,0,0,3,4,3,0,0,0,12,0,0,11,10,9,0,0,0,0,31,0,4,8,14,23,20,7,0,0,77,3,3,9,24,23,31,3,0,0,105,0,12,41,47,50,36,7,3,0,199,0,7,13,33,25,19,7,0,0,101,0,7,52,58,57,65,4,3,0,248,4,20,52,72,105,81,20,0,0,350,3,0,12,15,13,11,3,0,0,68,3,3,17,29,25,15,0,0,0,96
LGA33100,14,11,28,30,53,47,16,5,0,204,4,3,14,11,16,5,6,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,8,4,3,0,0,4,5,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,3,0,0,0,0,0,0,3,0,3,11,0,7,3,0,0,0,24,0,0,6,3,5,3,0,0,0,16,0,0,3,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA33200,19,39,71,64,93,86,43,16,3,434,3,4,14,9,26,17,22,4,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,10,0,0,0,3,0,0,0,0,0,3,0,8,8,5,11,7,0,0,0,35,3,3,3,8,3,7,4,0,0,23,0,0,4,3,3,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,7,0,0,0,0,3,0,0,0,0,6,3,3,8,4,8,9,0,0,0,36,0,4,10,5,9,7,0,0,0,42,0,0,3,3,8,7,6,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6
LGA33220,968,1247,2694,3312,3753,3222,753,112,22,16078,6,0,26,35,57,62,37,14,3,243,0,0,4,12,13,7,0,0,0,34,44,29,55,73,93,59,6,0,0,366,3,3,18,26,19,18,3,0,0,94,9,12,57,68,108,73,22,0,0,345,4,13,20,27,45,31,5,0,0,151,441,265,354,413,478,287,63,3,0,2304,391,190,251,253,274,189,40,3,0,1586,8,3,26,54,84,56,12,0,0,250,9,24,38,29,24,24,4,0,0,146,8,12,49,71,73,38,6,3,0,261,11,23,36,60,96,61,7,0,0,310,28,40,109,122,139,113,24,0,0,570,13,24,86,139,183,112,33,3,0,585,7,24,147,231,264,157,27,0,0,858,21,103,333,630,739,421,65,0,0,2314,77,267,695,936,1267,1110,123,8,0,4488,21,11,21,40,22,17,3,0,0,142,45,53,115,146,140,122,20,0,0,646
LGA33360,854,1275,3200,3519,3568,2353,432,53,3,15253,3,4,19,24,45,38,33,7,0,181,3,12,48,47,25,9,0,0,0,142,29,45,163,162,144,59,11,0,0,614,3,13,26,45,23,22,3,0,0,136,3,26,111,119,94,62,9,0,0,437,5,20,36,51,48,24,4,0,0,182,303,206,312,326,365,183,25,0,0,1729,282,180,236,175,188,101,10,4,0,1183,11,26,135,130,169,75,9,3,0,559,3,11,21,13,10,7,0,0,0,63,0,13,47,49,60,24,3,0,0,205,8,25,71,61,63,34,17,0,0,281,14,40,127,139,153,61,6,0,0,543,10,35,94,103,146,83,6,0,0,471,3,33,122,165,161,87,13,0,0,584,20,126,375,504,476,241,35,0,0,1778,45,166,391,403,467,281,34,0,0,1801,17,6,30,20,21,12,3,0,0,110,26,63,123,126,101,40,10,3,0,491
LGA33430,6964,12295,29165,30132,28279,19558,6271,741,64,133473,17,23,78,107,116,71,44,13,0,462,0,6,69,61,49,39,5,3,0,230,235,252,636,854,978,638,176,14,0,3786,3,8,61,75,71,50,3,0,0,273,66,236,858,1091,986,603,147,7,4,4006,66,166,507,596,551,276,97,4,0,2269,2433,2742,3273,2757,3104,2115,536,28,4,16996,3189,2474,3126,2024,1763,1076,253,16,4,13923,42,148,526,567,697,404,126,15,0,2516,119,226,402,372,387,196,38,6,0,1747,51,280,927,924,865,516,113,15,0,3695,90,340,792,840,923,728,268,28,3,4014,149,690,1859,2050,1641,992,326,19,3,7737,119,477,1401,1430,1506,1067,263,22,0,6271,33,207,970,1443,1317,768,124,3,0,4877,263,847,2946,4126,3952,2568,430,33,0,15171,440,1902,5533,5504,6205,4651,963,45,3,25247,351,604,799,720,683,425,94,4,0,3678,212,529,1388,1206,1006,626,162,9,0,5143
LGA33610,134,215,483,477,562,510,176,42,10,2606,12,23,78,62,71,68,38,9,0,358,0,0,0,0,0,0,0,0,0,4,0,5,11,12,12,10,0,0,0,48,0,0,0,0,0,0,0,0,0,3,0,3,8,15,13,5,0,0,0,51,0,3,10,16,6,7,0,0,0,42,36,33,38,56,59,41,11,0,0,278,47,28,45,24,21,27,3,0,0,192,0,3,8,8,16,14,3,0,0,59,0,0,0,8,3,0,0,0,0,13,0,4,20,8,5,0,0,0,0,46,0,0,3,5,3,3,0,0,0,14,4,13,36,25,21,13,3,0,0,123,0,0,12,17,16,11,3,0,0,66,0,0,16,22,6,14,0,0,0,65,12,18,67,97,90,57,3,0,0,339,10,36,76,70,109,87,6,0,0,399,3,0,0,0,0,0,3,0,0,10,3,3,21,16,22,18,3,0,0,80
LGA33620,527,700,1499,1720,2175,1870,504,106,17,9115,22,25,55,110,99,139,90,11,0,548,0,0,10,7,7,3,0,0,0,33,24,25,57,64,79,67,11,0,3,334,0,0,3,3,5,0,0,0,0,10,5,17,33,54,53,36,9,0,0,214,9,8,28,19,52,20,5,0,0,147,215,126,211,235,270,170,41,4,0,1264,189,82,110,132,120,90,6,0,0,732,0,9,26,29,44,44,10,0,0,169,4,10,6,19,15,8,3,0,0,59,4,11,28,22,39,27,5,0,0,130,10,9,21,27,44,33,9,0,0,156,7,32,84,110,92,63,14,0,0,398,10,9,34,69,91,62,14,0,0,286,9,11,63,91,109,87,11,0,0,379,11,43,167,266,405,257,26,4,0,1173,46,109,226,317,498,426,66,3,0,1687,4,6,16,19,17,4,4,0,0,64,22,48,61,77,66,39,8,0,0,329
LGA33800,139,185,358,410,569,556,224,68,6,2518,3,7,11,19,32,38,23,8,3,143,0,4,0,3,0,0,0,0,0,5,8,7,7,11,28,20,0,0,0,86,0,0,0,3,0,0,0,0,0,3,0,3,3,3,11,9,3,0,0,34,0,0,3,0,11,0,0,0,0,19,41,18,40,51,60,49,13,0,0,278,57,15,18,22,38,22,4,3,0,180,0,0,3,12,11,11,0,0,0,37,3,0,3,4,0,0,0,0,0,8,4,8,12,11,13,8,0,0,0,52,0,0,5,3,0,0,3,0,0,21,3,9,20,19,29,7,12,0,0,96,0,0,5,17,23,13,8,0,0,63,0,4,24,32,30,12,0,0,0,103,3,9,46,58,93,85,12,0,0,317,10,28,51,77,150,106,24,0,0,449,0,0,0,0,3,0,0,0,0,10,5,8,11,20,16,13,0,0,0,75
LGA33830,4,15,30,41,30,9,4,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,12,5,3,4,0,0,0,28,0,3,3,0,0,3,0,0,0,12,0,0,3,3,7,5,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,7,3,4,0,0,0,29
LGA33960,2368,4706,11272,10135,9106,5677,1104,123,16,44507,5,37,43,57,70,35,17,5,0,274,0,14,41,40,39,13,0,0,0,152,84,171,466,497,574,267,40,0,0,2095,4,11,75,86,56,34,0,0,0,271,17,73,242,190,168,93,17,3,0,800,28,69,229,215,192,78,13,0,0,814,781,918,1168,917,812,465,59,7,0,5120,1062,540,519,307,268,131,22,0,0,2851,33,86,273,280,265,153,29,3,0,1112,47,53,100,67,46,23,0,3,0,342,27,114,538,378,251,107,4,0,0,1428,22,91,213,179,161,96,20,0,0,779,56,207,590,417,296,176,30,3,0,1773,49,138,368,341,323,238,33,3,0,1492,29,186,837,893,796,368,43,0,0,3144,83,296,1101,1344,1354,806,138,3,0,5121,198,872,2190,2075,2124,1340,209,11,0,9020,43,53,97,89,74,41,12,0,0,410,86,198,424,349,271,149,29,3,0,1501
LGA33980,247,448,1550,1539,1238,797,156,23,8,6000,10,40,51,87,65,75,31,13,0,363,17,69,271,159,113,25,0,0,0,655,5,9,24,13,17,8,0,0,0,74,0,0,3,5,5,0,0,0,0,23,4,8,21,22,6,8,3,0,0,66,0,5,14,6,9,0,0,0,0,30,58,34,84,81,84,41,4,0,0,386,69,46,100,95,84,42,4,0,0,447,6,9,26,32,36,23,4,0,0,130,0,3,3,3,3,0,0,0,0,15,0,0,10,7,4,3,0,0,0,27,3,3,22,10,11,8,0,0,0,53,0,9,33,21,3,3,0,0,0,77,3,31,46,40,50,34,3,0,0,207,6,11,48,58,61,34,4,0,0,220,7,58,173,181,94,39,10,0,0,562,22,24,97,78,79,44,4,0,0,349,3,0,14,10,12,3,0,0,0,40,11,13,42,37,26,5,3,0,0,143
LGA34420,3,9,27,26,26,18,3,0,0,118,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,17,11,3,0,0,0,38,4,10,9,8,3,3,0,0,0,35,0,0,3,3,5,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3
LGA34530,476,629,1279,1658,1928,1566,341,61,6,7950,16,4,26,21,46,48,38,6,0,215,0,8,35,23,35,12,0,0,0,123,24,3,19,29,38,34,8,0,0,145,0,4,20,30,23,8,0,0,0,84,4,8,44,59,71,42,5,0,0,245,9,5,16,26,22,19,3,0,0,96,207,102,145,174,213,161,16,0,0,1015,181,113,91,110,118,71,16,3,0,701,3,13,26,27,46,36,3,0,0,155,3,7,7,5,3,12,0,0,0,40,3,6,41,37,34,9,3,0,0,129,5,16,28,24,30,22,7,5,0,140,16,21,50,81,79,54,10,0,0,311,5,13,55,75,77,43,9,0,0,276,8,19,91,94,139,84,9,0,0,434,16,46,190,355,399,252,35,3,0,1288,30,94,213,297,429,334,53,6,0,1456,7,11,16,14,30,18,7,0,0,94,23,44,60,70,64,40,4,0,0,310
