LGA_CODE_2016,Ireland_2011,Ireland_2012,Ireland_2013,Ireland_2014,Ireland_2015,Ireland_2016,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1946,Italy_1946_1955,Italy_1956_1965,Italy_1966_1975,Italy_1976_1985,Italy_1986_1995,Italy_1996_2005,Italy_2006_2010,Italy_2011,Italy_2012,Italy_2013,Italy_2014,Italy_2015,Italy_2016,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1946,Japan_1946_1955,Japan_1956_1965,Japan_1966_1975,Japan_1976_1985,Japan_1986_1995,Japan_1996_2005,Japan_2006_2010,Japan_2011,Japan_2012,Japan_2013,Japan_2014,Japan_2015,Japan_2016,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1946,Korea_Rep_Sth_1946_1955,Korea_Rep_Sth_1956_1965,Korea_Rep_Sth_1966_1975,Korea_Rep_Sth_1976_1985,Korea_Rep_Sth_1986_1995,Korea_Rep_Sth_1996_2005,Korea_Rep_Sth_2006_2010,Korea_Republic_South_2011,Korea_Republic_South_2012,Korea_Republic_South_2013,Korea_Republic_South_2014,Korea_Republic_South_2015,Korea_Republic_South_2016,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1946,Lebanon_1946_1955,Lebanon_1956_1965,Lebanon_1966_1975,Lebanon_1976_1985,Lebanon_1986_1995,Lebanon_1996_2005,Lebanon_2006_2010,Lebanon_2011,Lebanon_2012,Lebanon_2013,Lebanon_2014,Lebanon_2015,Lebanon_2016,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1946,Malaysia_1946_1955,Malaysia_1956_1965,Malaysia_1966_1975,Malaysia_1976_1985,Malaysia_1986_1995,Malaysia_1996_2005,Malaysia_2006_2010,Malaysia_2011,Malaysia_2012,Malaysia_2013,Malaysia_2014,Malaysia_2015,Malaysia_2016,Malaysia_Yr_arrival_ns,Malaysia_Tot,Malta_Before_1946,Malta_1946_1955,Malta_1956_1965,Malta_1966_1975,Malta_1976_1985,Malta_1986_1995,Malta_1996_2005,Malta_2006_2010,Malta_2011,Malta_2012,Malta_2013,Malta_2014,Malta_2015,Malta_2016,Malta_Yr_arrival_NS,Malta_Tot,Netherlands_Before_1946,Netherlands_1946_1955,Netherlands_1956_1965,Netherlands_1966_1975,Netherlands_1976_1985,Netherlands_1986_1995,Netherlands_1996_2005,Netherlands_2006_2010,Netherlands_2011,Netherlands_2012,Netherlands_2013,Netherlands_2014,Netherlands_2015,Netherlands_2016,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1946,New_Zealand_1946_1955,New_Zealand_1956_1965,New_Zealand_1966_1975,New_Zealand_1976_1985,New_Zealand_1986_1995,New_Zealand_1996_2005,New_Zealand_2006_2010,New_Zealand_2011,New_Zealand_2012,New_Zealand_2013,New_Zealand_2014,New_Zealand_2015,New_Zealand_2016,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,Pakistan_Before_1946,Pakistan_1946_1955,Pakistan_1956_1965,Pakistan_1966_1975,Pakistan_1976_1985,Pakistan_1986_1995,Pakistan_1996_2005,Pakistan_2006_2010,Pakistan_2011,Pakistan_2012,Pakistan_2013,Pakistan_2014,Pakistan_2015,Pakistan_2016,Pakistan_Yr_arrival_NS,Pakistan_Tot,Philippines_Before_1946,Philippines_1946_1955,Philippines_1956_1965,Philippines_1966_1975,Philippines_1976_1985,Philippines_1986_1995,Philippines_1996_2005,Philippines_2006_2010,Philippines_2011,Philippines_2012,Philippines_2013,Philippines_2014,Philippines_2015,Philippines_2016,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1946,Poland_1946_1955,Poland_1956_1965,Poland_1966_1975,Poland_1976_1985,Poland_1986_1995,Poland_1996_2005,Poland_2006_2010,Poland_2011,Poland_2012,Poland_2013,Poland_2014,Poland_2015,Poland_2016,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1946,Singapore_1946_1955,Singapore_1956_1965,Singapore_1966_1975,Singapore_1976_1985,Singapore_1986_1995,Singapore_1996_2005,Singapore_2006_2010,Singapore_2011,Singapore_2012,Singapore_2013,Singapore_2014,Singapore_2015,Singapore_2016,Singapore_Yr_arrival_ns,Singapore_Tot
LGA32810,0,0,0,0,3,0,0,41,0,8,13,4,3,0,3,5,0,7,3,5,3,0,6,55,0,0,0,0,0,9,10,4,0,0,0,0,0,0,0,27,0,0,0,0,0,0,3,9,0,3,3,8,3,5,12,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,3,0,0,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,8,11,4,13,3,0,4,0,3,0,0,0,66,0,3,12,49,75,71,95,47,13,10,8,8,6,11,20,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,11,4,0,0,0,3,0,6,0,45,0,0,0,0,6,0,3,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
LGA33100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,3,3,0,4,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA33200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,5,0,10,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA33220,0,0,0,3,0,3,13,134,0,32,23,38,11,3,16,7,0,0,0,7,0,0,10,137,0,0,3,0,0,5,19,3,4,0,0,0,0,0,3,37,0,0,0,0,0,3,5,3,0,0,0,0,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,14,28,19,19,9,18,0,0,0,3,0,4,3,115,0,38,28,16,3,0,0,0,0,0,0,0,0,0,5,92,0,164,119,48,39,18,24,4,0,0,0,0,0,0,21,454,3,16,65,311,679,611,586,287,51,55,34,41,31,19,138,2926,0,0,0,0,0,0,11,12,3,7,3,0,0,0,0,41,0,0,5,10,111,126,104,109,20,16,24,21,26,3,25,587,0,6,5,8,24,4,0,3,0,4,0,0,0,0,0,67,0,0,0,11,8,3,4,5,4,0,0,0,0,0,4,36
LGA33360,10,20,0,7,7,0,4,111,0,7,6,11,0,3,0,8,0,4,0,3,7,3,3,64,0,0,0,0,0,3,5,0,0,0,0,0,0,0,3,15,0,0,0,0,0,3,10,8,0,3,6,0,5,3,3,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,12,10,11,8,8,3,3,13,8,6,3,7,94,0,6,3,3,0,0,0,0,0,0,0,0,0,0,0,12,0,36,31,17,5,0,10,10,0,0,0,0,0,0,0,116,0,3,12,139,368,334,423,436,122,134,147,64,38,19,76,2316,0,0,0,0,0,0,0,7,0,3,0,3,9,0,0,24,0,0,0,6,50,65,58,240,73,79,73,82,71,52,29,880,0,3,0,3,9,9,3,5,0,0,0,0,0,0,3,37,0,0,0,5,3,0,5,4,0,6,3,3,0,0,0,31
LGA33430,77,65,46,48,33,17,46,1396,13,354,433,304,68,68,75,78,20,31,31,49,36,26,92,1682,0,15,16,44,115,835,1329,707,155,164,157,147,142,170,237,4232,0,0,0,6,79,331,793,835,129,144,158,175,205,169,134,3164,5,15,32,85,56,40,18,5,0,0,0,3,10,4,7,282,4,11,65,170,214,254,303,237,41,64,54,66,79,41,56,1668,0,205,168,69,21,11,3,4,3,3,0,0,0,0,12,507,0,529,425,192,183,97,177,87,15,11,6,13,21,7,66,1823,32,84,431,1742,5427,7366,11058,8673,2041,1790,1371,1133,893,584,1558,44189,0,4,5,7,10,30,96,69,28,31,29,33,25,32,16,409,0,3,21,85,475,960,816,661,138,177,145,149,195,124,124,4075,3,78,79,67,254,194,106,94,12,14,21,22,15,0,19,976,8,3,24,87,78,124,244,125,19,17,25,39,26,27,35,881
LGA33610,4,3,0,0,3,0,0,20,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,3,29,20,16,13,3,0,4,0,3,0,3,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,4,0,34,9,3,3,3,0,5,7,73,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA33620,3,0,0,0,0,0,3,36,0,10,11,12,0,3,0,4,0,0,0,0,0,0,3,44,0,0,0,0,0,3,9,8,0,0,0,5,0,0,0,23,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,10,4,3,3,0,0,3,0,0,0,0,4,42,0,9,6,3,0,0,0,0,0,0,0,0,0,0,0,16,0,56,56,28,21,5,7,7,0,0,0,0,0,0,4,182,0,12,30,172,309,201,196,91,16,24,18,3,13,4,43,1129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,26,48,50,42,10,10,14,6,7,6,9,238,0,4,0,0,12,0,3,0,0,0,0,0,0,0,0,16,0,0,0,8,4,0,3,0,0,0,0,0,3,0,3,25
LGA33800,0,0,0,0,0,0,0,6,28,158,123,9,4,0,3,0,0,0,0,0,0,0,18,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,8,0,0,3,0,3,0,0,0,0,0,0,0,34,0,0,6,19,31,17,15,7,0,0,3,0,0,0,4,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,4,8,5,7,0,7,0,0,5,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA33830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA33960,15,23,5,6,0,0,6,288,0,36,26,24,5,3,7,0,0,0,0,3,0,0,14,127,0,0,3,0,3,11,39,26,6,5,4,4,3,5,11,123,0,0,0,0,0,15,39,68,13,11,9,7,13,3,19,195,0,0,0,4,3,8,0,0,0,0,0,4,0,0,0,17,0,0,42,100,87,61,61,37,18,8,5,12,13,7,19,462,5,39,24,10,7,0,3,3,0,0,0,0,0,0,0,86,0,163,202,94,74,20,22,15,3,0,0,3,0,0,22,624,0,12,36,297,941,1451,2514,2387,602,718,602,420,362,157,417,10914,0,0,0,0,0,7,32,44,9,4,9,3,8,0,6,123,0,0,7,3,143,301,280,535,75,108,64,75,97,27,53,1774,0,15,7,9,60,44,23,16,3,4,3,0,0,3,5,187,0,0,5,24,17,12,39,26,3,5,12,7,0,3,4,171
LGA33980,0,3,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,6,4,0,0,0,0,3,0,0,0,0,0,0,22,0,3,8,31,109,102,126,151,53,29,28,25,16,12,20,708,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,11,0,0,0,0,16,27,24,72,17,22,25,23,25,13,17,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4
LGA34420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34530,4,0,6,9,0,0,0,62,0,9,10,7,0,3,0,3,0,0,0,0,0,0,3,29,0,0,0,0,0,3,10,7,0,0,0,0,3,0,0,24,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,23,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,27,21,17,10,0,6,0,0,0,0,0,0,0,7,86,0,3,18,91,181,141,129,140,25,60,31,8,0,5,55,898,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,26,27,10,27,7,11,4,8,4,3,14,138,0,3,0,0,0,0,0,3,0,0,0,3,0,0,3,14,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,11
LGA34570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34580,0,0,0,0,0,4,4,64,0,3,3,4,0,0,0,0,0,0,0,0,13,8,4,38,0,0,0,0,0,0,7,12,0,0,0,5,19,16,11,77,0,0,0,0,0,3,9,23,7,6,4,11,38,25,15,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,9,5,4,3,8,3,5,4,7,5,6,4,64,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,16,0,52,47,8,15,3,8,6,0,0,0,0,0,0,3,143,0,0,11,74,174,180,135,76,21,15,11,15,4,0,44,753,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,9,0,0,0,4,21,37,28,40,4,8,10,11,16,0,3,182,0,0,0,4,3,0,0,0,0,0,0,0,0,0,3,13,0,0,0,10,0,0,0,7,0,3,3,0,8,7,0,44
LGA34590,32,16,3,3,0,7,13,582,3,76,107,81,22,15,18,15,0,0,0,3,0,0,16,369,0,4,5,3,8,51,103,56,14,12,19,9,9,12,17,303,0,0,0,0,12,77,265,351,56,34,24,40,41,16,36,954,0,3,3,39,61,44,54,19,5,3,3,0,0,3,6,241,3,0,21,87,109,130,160,155,22,47,63,27,21,14,34,893,0,42,50,36,15,3,6,0,0,0,0,0,0,0,4,157,0,266,312,99,148,41,62,29,0,3,3,5,7,3,43,1015,13,22,125,646,2833,3881,5877,4611,968,1190,917,658,573,316,867,23485,0,0,0,12,14,28,175,229,49,76,152,77,65,35,11,923,0,3,3,41,302,657,498,706,93,116,126,109,89,54,84,2885,0,22,14,12,124,98,49,18,3,3,3,5,5,0,8,363,0,0,12,33,39,62,103,56,3,8,5,3,3,5,10,335
LGA34710,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,3,12,23,7,15,3,0,0,0,0,0,3,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,0,3,0,0,0,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34770,19,27,7,0,0,0,4,178,5,59,50,19,3,0,0,0,0,3,4,0,0,0,8,167,0,0,0,0,0,7,5,12,0,0,3,4,0,0,0,37,0,0,0,0,3,4,8,13,0,3,3,3,0,7,0,38,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,11,13,17,6,14,13,7,0,3,3,8,7,8,101,16,154,67,31,18,4,3,0,0,3,0,0,0,0,11,302,0,60,53,23,44,8,11,19,0,6,5,0,0,0,0,238,4,10,51,258,526,455,517,474,191,143,71,46,29,20,95,2882,0,0,0,0,0,3,14,6,6,4,4,0,3,3,3,53,0,0,0,0,91,122,114,543,138,177,122,122,94,40,43,1598,0,3,5,0,9,11,7,3,3,4,3,0,0,0,0,40,0,0,0,5,3,4,8,0,0,3,0,0,0,0,0,28
LGA34800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34860,3,0,4,0,0,0,0,17,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,14,27,21,39,18,9,3,4,5,7,0,5,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,66,35,6,12,12,10,3,12,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA34880,0,0,0,0,3,0,0,31,6,129,283,77,3,7,4,4,0,5,3,3,0,0,35,556,0,0,0,0,0,4,11,5,14,3,0,5,3,6,7,62,0,0,0,0,0,0,0,0,0,3,4,3,6,0,9,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,6,0,3,0,0,0,0,3,0,3,23,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,20,24,13,9,3,9,0,0,0,0,0,0,0,3,80,0,0,15,55,110,71,51,39,11,15,10,3,4,3,27,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,16,16,17,28,5,4,9,10,11,3,11,118,0,0,0,0,7,0,0,5,0,0,0,0,0,0,0,17,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,9
LGA35010,31,46,32,4,13,10,21,1031,12,160,216,177,29,17,32,25,7,13,9,16,11,4,30,749,0,9,10,9,10,40,123,83,15,14,0,8,21,37,46,423,0,0,0,0,3,27,101,143,25,26,37,60,84,77,51,635,0,3,5,21,8,5,4,3,0,0,0,0,0,3,3,60,3,3,82,142,100,103,80,67,17,18,16,6,15,9,24,681,0,84,62,26,10,8,6,3,0,6,0,0,0,0,3,214,0,435,318,143,153,93,134,79,7,5,11,10,6,5,33,1437,22,48,167,962,2939,3745,4931,3903,1034,1027,719,474,396,240,735,21337,0,0,0,4,4,10,31,22,9,11,8,12,3,4,4,113,0,3,7,45,367,736,516,914,208,188,127,138,143,60,101,3539,0,28,32,22,96,93,46,38,7,9,9,7,0,0,9,386,0,3,11,92,37,49,89,43,3,8,6,12,3,0,18,374
LGA35250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35300,0,3,4,0,0,0,4,33,0,9,11,3,3,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,0,0,0,0,0,0,0,0,0,0,0,13,0,3,11,32,65,97,159,176,86,96,52,36,35,21,41,913,0,0,0,0,0,0,0,4,0,3,0,3,3,0,0,20,0,0,0,0,31,79,61,148,30,18,22,16,14,11,14,445,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA35600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,4,7,10,7,3,0,0,0,0,0,0,5,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,4,0,0,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35740,6,5,3,0,0,0,5,118,3,26,17,12,3,3,10,15,0,8,9,5,7,3,10,120,0,6,0,0,0,5,25,20,3,0,6,0,3,3,4,70,0,0,0,0,0,3,6,10,3,0,0,0,4,5,4,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,11,15,8,3,7,4,3,0,0,0,0,0,0,62,0,12,6,0,10,0,0,0,0,0,0,0,0,0,0,37,0,67,59,27,33,20,36,34,0,3,9,11,3,0,9,299,3,14,59,214,436,463,477,242,60,48,39,46,23,16,76,2215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,22,49,36,32,3,10,10,5,4,3,4,181,0,3,9,0,16,7,14,3,0,0,0,0,0,0,0,43,0,0,3,10,9,7,11,0,0,0,4,0,0,3,0,40
