LGA_CODE_2016,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4moSB_FHs_CF_no_C,FoA_4moSB_FHs_CF_C,FoA_4moSB_FHs_OnePF,FoA_4moSB_FHs_Oth_fam,FoA_4moSB_FHs_Tot,FoA_4moSB_Lone_P_H,FoA_4moSB_Group_H,FoA_4moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
LGA31900,1905,1779,530,52,4266,1372,142,5781,3,6,3,0,17,14,3,37,0,0,4,0,5,6,0,8,3,4,8,0,18,21,3,43,65,28,55,3,153,351,16,517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,28,55,3,155,346,16,522,30,6,0,0,33,58,3,92,0,0,0,0,0,9,0,7,0,5,0,0,5,11,0,18,11,8,0,0,19,4,0,20,40,17,0,0,56,77,3,138,9,9,3,0,14,30,0,51,2024,1834,602,60,4521,1853,165,6530
LGA31950,13,25,3,0,42,21,5,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,4,3,0,0,0,3,8,0,13,4,3,0,0,9,3,0,9,26,29,8,0,57,35,5,91
LGA32080,11512,14094,5345,409,31356,6927,1620,39903,484,288,457,33,1265,1446,121,2832,481,268,386,32,1167,1180,158,2511,964,556,840,67,2431,2625,279,5334,778,548,805,67,2199,2853,290,5340,833,344,379,46,1601,1233,343,3176,370,133,63,8,576,382,109,1065,0,4,0,0,3,4,3,9,1981,1026,1243,122,4376,4475,741,9591,61,10,10,0,81,150,7,240,39,8,5,3,51,123,9,184,4,3,3,0,11,12,0,23,25,11,11,4,53,35,8,95,133,31,27,7,195,317,28,541,98,53,24,3,178,231,15,422,14681,15759,7486,610,38534,14570,2689,55790
LGA32250,159,127,91,11,386,125,16,523,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,0,0,9,13,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,9,13,3,26,20,0,0,0,22,40,3,61,0,0,0,0,0,5,0,5,3,0,0,0,8,3,0,7,0,0,0,0,0,0,0,0,26,3,0,0,29,49,3,77,8,3,0,0,16,9,0,25,199,133,94,8,444,191,23,655
LGA32260,3093,2462,995,99,6651,2239,301,9198,27,14,22,0,65,113,11,186,3,6,7,0,17,25,3,46,33,15,25,0,82,135,16,226,109,95,85,12,302,359,34,688,6,0,7,0,13,14,0,24,10,3,7,0,16,8,0,21,0,0,0,0,0,3,0,3,126,97,93,12,324,379,31,742,49,3,6,0,58,115,0,181,11,0,0,0,14,25,3,48,5,0,0,0,3,13,0,22,15,18,16,4,54,68,11,133,78,25,25,4,130,227,11,377,34,22,6,0,57,28,4,87,3369,2624,1139,113,7245,3008,369,10621
LGA32270,2028,3149,618,65,5854,1482,187,7524,50,29,19,8,107,124,25,249,18,11,8,5,38,24,5,71,70,40,22,9,145,147,28,322,98,51,38,3,188,294,21,512,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,51,38,3,191,299,21,515,26,8,6,3,43,79,8,128,9,3,0,0,15,9,0,18,15,3,3,0,28,42,4,66,11,4,0,0,8,13,0,20,60,23,7,0,90,136,8,238,91,90,14,0,196,113,10,311,2345,3348,706,76,6479,2173,255,8906
LGA32310,1131,1059,480,38,2710,1016,108,3835,13,12,4,0,24,32,0,62,0,0,0,0,3,0,0,3,13,12,4,0,31,32,0,64,16,3,17,0,34,93,10,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,3,17,0,39,99,10,144,10,3,0,0,15,48,0,61,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,4,0,0,15,6,3,22,21,10,0,0,31,55,4,89,6,8,3,0,21,10,0,31,1183,1089,503,44,2822,1207,122,4157
LGA32330,28,72,106,16,220,41,4,263,0,3,3,0,8,0,0,8,0,0,0,0,0,0,0,0,3,3,4,0,6,0,0,6,0,0,0,0,4,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,74,109,15,229,46,4,281
LGA32450,191,249,71,15,522,177,30,729,3,3,4,0,11,7,0,17,0,0,0,0,0,0,0,3,3,3,4,0,11,5,0,13,13,5,5,0,23,63,3,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,5,0,23,63,3,85,14,3,0,0,15,39,0,55,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,16,0,0,0,16,46,0,60,12,12,0,0,20,9,0,27,222,271,79,13,590,290,43,922
LGA32500,314,268,130,23,739,332,59,1128,3,3,0,0,3,3,0,8,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,8,15,3,10,3,31,50,3,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,10,3,31,50,3,88,15,3,4,0,28,43,4,73,8,0,0,0,4,15,8,29,5,0,0,0,7,18,3,34,3,6,0,0,13,4,0,11,37,8,6,3,53,77,16,150,15,3,0,0,15,11,0,20,375,286,151,26,843,473,86,1400
LGA32600,31,21,4,0,56,21,3,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,7,0,3,0,0,3,0,0,3,30,25,4,0,60,23,3,85
LGA32750,18,28,0,3,53,24,3,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,5,0,0,0,0,0,0,0,3,22,27,3,3,59,24,3,86
LGA32770,18,111,51,4,184,18,0,205,0,0,0,0,3,3,0,4,4,4,0,0,7,10,3,19,4,4,0,0,9,11,4,22,3,15,5,0,32,3,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,5,0,32,3,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,24,135,57,5,230,28,8,268
LGA32810,1046,818,310,17,2186,701,131,3025,56,22,28,3,111,113,12,229,87,27,27,4,141,70,36,242,140,49,51,5,250,180,52,475,81,26,42,4,152,190,36,382,28,6,3,0,33,28,8,70,3,0,9,0,14,14,5,29,0,0,0,0,0,0,0,0,114,26,55,6,201,224,56,480,21,0,0,0,26,49,0,69,14,0,0,0,14,26,3,38,0,0,0,0,3,10,0,13,13,3,0,0,18,5,0,26,52,3,3,0,59,85,4,143,27,13,5,0,38,24,11,75,1368,917,419,33,2733,1218,250,4197
LGA33100,73,77,16,0,162,78,8,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,3,41,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,5,0,0,0,6,43,0,51,5,5,0,0,11,11,0,16,82,78,20,0,178,135,11,319
LGA33200,141,91,31,10,266,110,11,387,54,47,10,3,111,49,3,171,0,0,0,0,0,0,0,0,54,47,10,3,111,49,3,171,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,10,7,0,27,200,138,43,11,393,177,12,586
LGA33220,12383,8213,4054,289,24946,7259,1170,33377,413,73,200,17,710,1213,74,1990,219,79,180,10,489,637,59,1183,635,155,385,29,1195,1849,129,3173,154,31,83,5,269,521,34,822,39,4,22,0,60,98,17,175,104,3,3,3,117,94,9,224,0,0,0,0,3,0,0,3,296,41,112,9,457,708,62,1225,153,9,28,3,193,356,24,576,53,7,10,0,76,114,10,200,33,15,7,0,59,25,3,85,8,9,3,0,23,12,0,35,246,44,53,4,348,505,39,896,84,49,18,0,153,158,12,321,13641,8495,4621,339,27099,10476,1410,38988
LGA33360,5648,7033,1936,150,14762,3328,533,18624,79,40,52,7,178,233,14,431,132,85,71,10,300,228,24,561,210,129,123,16,481,464,47,989,144,82,83,5,312,594,42,947,35,6,14,3,51,87,15,156,64,27,5,3,94,123,15,231,0,0,0,0,0,0,0,0,243,114,99,14,466,805,66,1340,68,15,8,5,87,173,5,266,14,3,4,0,17,14,4,35,8,11,7,0,20,20,0,34,9,3,3,0,14,4,0,15,93,32,15,5,141,203,12,357,20,8,6,0,38,27,0,69,6211,7306,2179,178,15882,4836,662,21378
LGA33430,32710,48867,13260,1065,95908,15579,4267,115758,3541,2228,2362,179,8307,5958,826,15091,6692,5495,4830,335,17354,6579,1996,25935,10228,7726,7188,515,25658,12535,2822,41021,1550,732,962,132,3378,3883,826,8090,3475,1105,1271,189,6038,5710,1495,13239,6482,1687,1209,187,9570,6830,1711,18115,7,3,5,0,17,27,0,39,11519,3531,3447,509,19004,16446,4033,39485,197,28,36,7,258,604,38,893,110,16,23,0,154,284,21,465,5,12,0,0,15,14,3,36,21,19,12,0,58,19,6,88,335,71,74,6,489,922,68,1476,191,150,76,0,425,470,38,933,54984,60348,24047,2099,141486,45955,11234,198668
LGA33610,1075,1044,331,35,2493,782,86,3357,15,3,0,0,19,20,4,47,5,0,4,0,12,19,0,34,23,4,3,0,30,40,3,81,35,11,23,0,73,152,12,230,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,36,11,23,0,74,151,15,241,6,0,0,0,10,18,0,32,3,0,0,0,3,6,0,11,0,0,0,0,0,7,0,10,10,0,0,0,12,10,0,18,18,5,0,0,25,40,0,66,14,11,7,0,38,21,3,55,1169,1079,360,39,2655,1034,105,3793
LGA33620,5824,4358,2085,125,12384,3967,559,16909,89,26,68,6,190,311,20,518,41,15,39,0,99,163,11,273,125,42,111,8,283,479,32,795,31,13,31,3,84,289,13,384,7,3,0,0,14,17,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,42,17,30,3,93,310,11,419,59,10,10,0,78,139,3,223,17,3,4,0,27,80,4,115,19,12,6,0,39,30,3,68,9,17,5,0,32,16,0,47,107,44,20,0,167,268,14,455,18,17,11,0,48,48,0,95,6118,4476,2260,136,12988,5067,621,18676
LGA33800,1413,1038,331,30,2812,1021,72,3909,7,3,3,3,16,24,0,41,0,0,0,0,0,4,0,5,7,3,3,3,16,31,0,47,25,8,16,0,47,162,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,8,16,0,47,160,0,215,23,0,0,0,23,34,3,58,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,12,3,3,0,0,7,7,0,9,26,5,0,0,32,40,3,82,7,4,3,0,11,12,0,22,1476,1061,354,34,2924,1266,76,4268
LGA33830,35,82,45,9,176,40,3,220,0,3,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,89,43,9,180,42,3,231
LGA33960,14101,21793,8856,732,45490,9573,1902,56966,473,307,488,44,1316,1678,168,3159,359,388,431,52,1238,746,121,2106,837,702,923,93,2550,2424,285,5262,92,42,95,4,234,515,33,783,13,11,26,3,48,56,3,113,5,0,0,0,13,26,0,39,0,0,0,0,3,7,0,10,118,57,121,10,304,604,36,948,27,5,15,3,60,168,7,237,3,3,0,0,8,20,4,25,0,3,0,0,4,3,0,8,18,13,3,3,35,10,0,48,52,29,22,3,106,207,11,321,35,36,20,0,91,65,3,163,15143,22604,9952,844,48539,12877,2240,63661
LGA33980,1387,2365,412,23,4188,1022,127,5339,34,20,20,0,68,64,12,146,66,27,13,0,99,92,14,212,97,46,28,0,174,158,27,353,63,32,22,0,129,135,17,276,3,0,3,0,5,6,0,14,3,0,0,0,3,5,0,8,0,0,0,0,0,7,0,7,68,32,31,0,136,157,19,312,25,5,0,0,29,55,0,84,10,0,0,0,7,7,3,24,5,3,0,0,4,10,0,16,0,0,0,0,0,9,3,10,34,11,0,0,47,76,6,128,7,16,4,0,27,25,0,52,1599,2462,478,29,4568,1438,179,6186
LGA34420,39,51,46,16,156,22,0,173,4,6,12,3,24,6,0,37,11,12,3,0,17,9,3,34,12,18,15,3,47,14,3,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,66,64,19,197,38,3,241
LGA34530,3747,3757,1114,86,8711,1948,279,10934,77,16,29,5,126,237,18,378,37,4,9,0,48,58,10,116,108,19,44,5,174,293,23,495,101,25,69,3,193,389,20,595,17,3,7,0,29,35,3,65,32,7,0,0,40,29,3,74,0,0,0,0,0,0,0,0,142,35,78,3,259,451,25,733,49,6,9,0,64,118,5,188,36,0,0,0,46,63,0,101,7,3,3,0,17,22,0,38,3,3,0,0,7,6,0,9,97,19,14,4,132,203,8,340,21,16,3,0,41,108,3,148,4123,3844,1250,96,9311,3008,333,12654
LGA34570,15,51,31,5,108,31,6,146,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,51,38,5,113,37,6,155
LGA34580,3826,3747,1409,128,9102,2228,527,11865,56,28,35,4,126,127,30,286,4,3,9,0,16,12,4,36,62,31,44,5,141,146,36,323,37,24,18,7,88,125,18,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,5,36,27,23,7,89,125,18,233,6,0,3,0,10,58,0,71,11,4,7,0,21,50,8,75,3,6,0,0,7,3,0,10,59,53,16,5,133,39,23,195,80,59,28,5,181,147,28,352,24,30,4,0,60,35,5,102,4034,3896,1508,144,9577,2682,618,12872
LGA34590,21484,33654,12426,1018,68584,12239,2715,83533,587,397,447,60,1492,1598,140,3225,1196,1431,1424,122,4184,2306,413,6897,1785,1833,1878,187,5670,3900,551,10127,334,294,344,30,1001,1227,113,2346,30,21,31,5,88,103,33,220,11,13,4,0,28,15,0,47,9,10,8,0,24,19,6,53,385,332,388,36,1143,1365,151,2664,69,9,16,0,95,208,7,307,24,3,6,0,31,118,3,149,5,7,4,0,15,5,0,20,16,36,36,0,94,28,11,123,115,51,64,5,232,356,15,604,63,69,37,0,165,117,13,295,23824,35934,14789,1239,75792,17980,3445,97224
LGA34710,355,341,110,10,826,345,33,1207,8,0,0,0,10,32,3,36,0,0,0,0,0,0,0,4,8,0,0,0,9,32,3,41,3,3,3,3,14,31,10,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,14,31,10,61,16,0,0,0,15,21,0,33,0,0,0,0,0,3,0,6,3,0,0,0,3,0,0,5,0,0,0,0,0,5,0,5,13,0,0,0,19,26,0,42,9,0,0,0,12,0,0,12,397,350,114,15,878,442,43,1366
LGA34770,10788,12468,3786,331,27383,6249,952,34580,409,243,249,24,926,1326,98,2350,202,123,150,14,490,497,84,1075,618,362,402,34,1418,1827,182,3428,234,143,175,17,564,898,69,1528,12,4,6,0,19,24,3,51,117,32,11,3,165,112,25,295,0,3,0,0,4,0,0,4,362,176,191,16,752,1034,92,1871,94,16,12,0,120,226,11,356,17,5,3,0,24,53,5,84,25,17,8,0,48,39,3,86,9,3,3,0,21,6,0,23,145,39,23,0,216,317,20,545,35,35,23,3,96,140,10,242,11955,13083,4428,385,29853,9561,1253,40669
LGA34800,63,79,16,0,150,80,5,242,0,0,0,0,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,8,3,0,9,0,0,0,0,3,10,0,15,67,77,17,0,161,96,8,270
LGA34830,10,23,18,6,59,14,4,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,22,18,6,59,18,4,84
LGA34860,1213,1364,359,19,2960,1065,121,4148,19,3,5,0,35,91,3,128,0,4,0,0,4,8,0,16,19,11,11,0,36,99,3,141,17,9,0,0,22,26,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,4,17,9,5,0,26,33,0,58,12,0,0,0,10,23,3,43,0,0,0,0,0,3,0,6,3,3,0,0,5,0,0,7,3,3,0,0,9,0,0,6,15,8,0,0,21,32,3,57,13,11,3,0,23,8,0,33,1285,1389,371,19,3071,1234,134,4439
LGA34880,2159,1911,770,71,4914,1604,227,6748,13,12,25,9,55,45,4,100,0,0,0,0,3,7,0,13,12,9,25,9,58,48,9,115,29,14,24,7,73,115,12,199,0,0,0,0,0,3,0,3,3,4,7,0,12,36,4,51,0,0,0,0,0,0,0,0,30,17,30,9,83,154,15,252,23,5,5,0,34,97,3,137,3,0,0,0,4,7,0,17,8,6,5,0,20,31,9,63,4,3,0,0,13,13,0,25,45,16,14,0,80,152,11,242,16,6,3,0,24,29,4,58,2265,1966,838,90,5158,1989,259,7408
LGA35010,35623,48328,15401,1198,100544,18494,3458,122497,2004,663,1129,86,3877,3912,316,8107,1672,1218,1820,126,4841,2760,473,8074,3673,1886,2946,210,8722,6669,790,16179,636,182,433,36,1290,2868,158,4316,257,67,105,6,432,698,53,1177,752,111,143,14,1023,812,53,1884,12,0,0,0,16,17,0,35,1657,357,678,61,2754,4394,257,7409,147,25,24,4,195,469,21,678,104,11,13,0,130,302,6,437,6,11,3,0,20,16,4,38,11,22,7,0,39,18,3,63,270,62,43,6,384,803,33,1220,99,71,45,3,215,135,13,362,41328,50705,19115,1473,112615,30495,4548,147666
LGA35250,30,81,61,7,180,37,9,224,0,0,0,0,0,3,0,4,6,3,3,0,10,3,0,17,9,3,3,0,13,10,0,22,3,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,43,85,57,12,201,49,5,261
LGA35300,1198,1784,610,51,3640,831,195,4668,174,107,74,10,357,382,51,785,21,12,14,0,46,69,9,124,195,122,86,11,407,446,57,907,76,47,43,3,168,149,22,338,0,0,0,0,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,50,43,3,171,159,22,349,18,14,3,0,30,36,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,13,7,0,16,24,21,3,0,44,37,0,82,22,14,3,0,39,30,0,68,1509,1987,742,66,4298,1504,276,6078
LGA35600,457,416,155,11,1034,411,35,1484,4,0,3,0,10,34,0,44,0,0,0,0,0,0,0,0,4,0,3,0,10,39,0,48,3,0,3,0,10,22,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,10,22,0,38,3,3,0,0,6,13,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,8,0,0,11,13,7,0,0,17,12,0,31,3,0,0,0,6,10,0,14,479,429,158,10,1075,498,39,1611
LGA35670,16,84,48,12,162,23,0,189,8,5,5,0,25,18,0,36,0,0,0,0,0,3,0,3,8,5,5,0,25,22,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,9,0,0,0,0,0,0,0,0,32,92,52,15,188,47,0,235
LGA35740,5869,4731,1756,97,12448,2957,563,15965,287,41,62,5,394,557,29,981,443,140,192,8,780,583,87,1453,729,181,251,13,1179,1141,115,2436,203,71,130,10,411,509,52,968,141,22,38,0,204,162,26,399,42,7,7,0,49,31,4,83,0,0,0,0,0,3,0,3,384,100,176,6,663,707,88,1452,13,4,3,0,23,50,0,75,7,0,0,0,7,13,0,22,8,10,3,0,19,15,0,38,3,0,0,0,8,7,0,9,33,12,4,0,53,85,0,145,40,28,10,0,78,60,10,146,7059,5050,2202,122,14423,4954,769,20143
LGA35760,1232,892,302,39,2460,1005,101,3569,4,0,0,0,6,18,0,27,0,0,0,0,0,3,0,3,6,0,0,0,5,20,3,31,11,0,3,0,22,59,13,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,23,60,13,96,24,6,3,0,29,70,7,106,3,0,0,0,3,12,9,27,8,7,0,0,15,24,3,40,3,3,3,0,8,6,3,21,37,12,3,0,61,114,25,191,15,8,0,0,19,10,0,30,1295,914,318,43,2572,1201,135,3916
