LGA_CODE_2016,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot
LGA33430,4,22,62,254,60,49,29,7,3,476,0,28,28,110,89,78,74,45,18,467,0,8,43,180,84,70,33,9,0,430,72,345,797,3204,1144,1018,816,509,243,8149,1045,1884,2594,6014,2899,2691,2257,1506,1077,21951,16178,33028,35831,78933,38965,33851,27312,14181,7302,285586,0,4,24,70,15,3,3,0,0,114,29554,54871,49467,90636,42740,37352,29700,14347,6343,355007,3,15,24,183,39,18,5,0,0,294,0,0,38,264,191,157,85,38,3,786,3,8,8,59,42,24,5,3,0,162,29,105,188,845,261,208,125,46,26,1833,3,5,27,163,71,47,53,20,4,399,79,277,1595,2973,998,551,306,129,46,6957,0,3,24,116,126,158,207,197,39,871,5,15,25,99,66,115,167,92,49,626,161,1550,2070,5290,5589,4574,5213,3050,1222,28719,5,44,71,354,175,149,82,41,11,927,9,29,73,302,133,120,125,60,20,870,11,27,131,469,348,370,814,504,188,2860
LGA33610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,4,14,0,7,3,0,0,25,32,62,58,132,79,85,72,43,10,574,361,726,569,1338,676,656,540,288,129,5288,0,0,0,0,0,0,0,0,0,0,653,1356,984,2008,1141,1155,853,475,183,8814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,3,3,20,19,20,23,6,0,100,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,4,3,0,5,6,0,18
LGA33620,0,3,0,17,6,0,0,0,0,23,0,0,0,0,7,4,8,0,0,20,0,0,3,5,7,6,0,0,0,19,3,5,9,34,59,41,29,16,8,202,84,202,182,400,336,365,350,209,146,2267,1259,3099,2431,5095,3630,3912,3420,1533,616,24985,0,0,0,0,0,0,0,0,0,0,2442,5828,4431,8022,5306,5870,5012,2097,669,39681,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,3,0,18,9,21,18,3,0,69,0,0,0,0,0,0,0,0,0,3,0,0,0,8,3,7,6,0,3,32,0,0,0,0,4,5,6,6,0,25,0,0,0,0,0,3,3,5,0,9,3,38,37,129,300,403,502,254,53,1725,0,4,3,5,8,4,3,0,0,35,0,0,3,12,10,4,14,0,0,47,0,3,6,19,30,43,77,57,12,250
LGA33800,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,8,6,7,3,25,17,32,36,90,64,79,67,55,30,470,230,585,478,942,773,826,707,520,253,5332,0,0,0,0,0,0,0,0,0,0,435,1138,1003,1590,1286,1397,1096,686,249,8883,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,0,16,18,31,46,32,3,161,0,3,3,7,0,8,0,0,0,20,0,0,0,0,3,4,3,0,0,7,0,0,0,3,0,6,19,3,7,34
LGA33830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,7,38,72,89,131,45,27,16,8,0,423,0,0,0,0,0,0,0,0,0,0,97,156,165,263,94,64,20,17,7,876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA33960,3,11,31,289,126,123,28,6,6,622,0,5,8,21,19,20,15,8,0,93,0,13,11,73,18,11,0,0,0,140,36,324,502,1353,608,374,219,93,27,3544,499,773,900,1937,923,726,521,352,121,6752,7819,14543,13550,28933,12371,9629,6298,3395,1409,97937,0,11,30,49,14,3,0,0,0,114,14755,24603,21123,38424,15843,12809,8102,3973,1609,141232,0,6,4,63,3,4,0,0,0,83,0,0,11,22,10,16,4,7,0,70,0,0,0,14,5,8,0,3,0,39,7,13,18,85,45,26,12,3,3,209,0,0,4,54,45,47,26,11,6,186,11,33,100,283,115,37,23,9,0,619,0,0,0,14,15,19,18,21,7,85,0,34,17,9,3,8,8,0,0,75,18,295,273,1003,1483,1133,1044,620,157,6026,3,32,83,329,161,80,40,20,0,744,0,0,5,25,26,18,12,3,0,98,3,7,21,108,95,104,183,73,21,611
LGA33980,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,17,0,8,9,31,12,3,0,0,0,66,95,150,172,474,175,100,53,17,3,1236,991,1586,1136,3376,1177,751,325,128,49,9516,0,0,0,0,0,0,0,0,0,0,1797,2782,1783,5174,1903,1331,572,202,64,15606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,4,0,0,22,0,0,0,0,0,3,0,0,0,3,0,0,0,13,9,5,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,12,62,57,51,22,4,0,209,0,0,0,3,3,3,0,0,0,9,0,0,0,0,6,0,0,0,0,8,0,0,0,9,3,8,4,0,0,30
LGA34420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,35,89,75,158,64,49,14,0,3,493,0,0,0,0,0,0,0,0,0,0,83,170,144,284,115,86,28,5,7,922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34530,0,0,0,8,3,0,0,0,0,11,0,0,0,0,3,0,5,3,0,11,0,0,0,4,3,0,3,0,0,14,3,5,9,39,24,22,25,12,4,143,54,129,132,303,238,218,194,100,58,1422,954,2256,1945,3991,2668,2584,1856,980,404,17649,0,0,0,0,0,0,0,0,0,0,1877,4383,3683,6602,4087,4088,2842,1353,489,29404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,11,9,0,3,56,0,0,0,3,0,5,3,0,0,9,0,3,0,13,3,4,0,0,0,28,0,0,0,0,3,0,3,4,0,10,0,0,0,0,0,0,3,0,0,3,7,41,37,141,204,201,215,127,46,1021,0,0,0,10,3,3,3,0,0,27,0,3,3,3,8,9,0,0,0,22,0,3,5,14,22,22,41,17,3,134
LGA34570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,16,33,76,59,98,45,25,13,3,0,360,0,0,0,0,0,0,0,0,0,0,85,136,122,181,73,51,18,8,0,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34580,0,5,0,16,0,5,0,0,0,24,0,0,3,9,0,4,6,0,3,18,0,0,7,11,3,6,3,0,0,34,7,19,26,80,18,33,27,3,3,217,75,153,236,406,290,251,200,113,49,1766,1109,2493,2741,4667,2781,2374,1931,849,365,19309,0,0,8,18,0,0,0,0,0,30,2120,4742,4286,6826,4111,3626,2826,1222,421,30174,0,3,7,32,0,0,0,0,0,44,0,0,0,0,3,0,0,0,0,0,0,0,0,10,3,0,0,0,0,10,0,0,13,16,8,6,6,0,3,48,0,0,0,9,3,8,0,0,0,21,0,0,52,33,10,3,0,0,0,101,0,0,0,0,0,0,4,0,0,11,0,5,0,0,0,0,0,0,0,7,0,13,55,96,243,215,272,136,39,1077,0,0,3,9,0,9,0,0,0,28,0,0,15,15,8,0,3,0,0,40,0,0,3,18,25,21,50,17,11,150
LGA34590,4,15,38,278,105,76,24,10,5,548,0,0,4,22,30,29,22,11,3,130,0,10,27,110,65,49,13,6,0,280,36,438,780,2126,1154,836,513,245,87,6224,721,1269,1374,2913,1452,1242,909,467,193,10543,11368,22152,20722,43012,20095,17038,11915,5103,2089,153480,10,96,429,704,113,40,22,4,0,1412,20798,36931,30259,51255,22108,18790,12979,4786,1744,199656,8,13,11,92,16,10,0,0,0,147,0,4,42,244,128,114,29,22,8,590,5,29,63,313,205,140,72,30,19,875,3,25,23,136,62,55,31,10,10,358,0,0,3,40,41,30,13,5,5,140,16,76,223,787,271,211,102,70,40,1811,0,3,15,90,102,107,98,73,11,508,3,20,19,50,17,27,34,10,4,179,33,275,475,1533,2414,2448,2621,1332,470,11617,12,66,134,760,345,282,123,55,16,1784,0,0,9,34,68,25,37,12,7,186,0,4,51,170,167,209,384,172,57,1203
LGA34710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,0,0,0,3,9,19,20,49,25,25,31,13,3,191,105,229,246,482,285,240,145,97,47,1869,0,0,0,0,0,0,0,0,0,0,202,424,420,707,427,414,231,142,59,3032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,17,11,3,3,55,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,5
LGA34770,0,3,6,23,0,4,0,0,0,38,0,3,0,10,3,5,4,3,3,38,0,14,28,53,45,30,3,4,0,184,3,36,44,201,83,68,47,16,6,519,190,425,433,1162,696,539,432,255,85,4211,3800,7802,6850,15398,8256,6863,4356,2364,1027,56713,0,0,0,0,0,0,0,0,0,0,7207,14133,11805,23567,12588,11036,6637,3361,1277,91609,0,8,4,24,16,0,0,0,0,52,0,0,0,0,0,0,4,0,0,6,0,4,0,3,0,0,0,0,0,4,6,10,6,56,25,29,17,3,6,158,0,0,0,7,5,0,0,0,0,16,3,17,22,105,62,14,8,3,0,234,0,0,0,4,5,3,7,4,0,23,0,0,0,3,0,0,3,0,0,6,6,97,128,359,556,454,367,209,52,2222,4,11,15,65,41,17,3,5,0,171,0,3,4,10,14,5,4,0,0,48,0,3,17,41,50,65,73,51,11,313
LGA34800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,0,4,0,30,25,48,39,105,49,52,29,8,4,364,0,0,0,0,0,0,0,0,0,0,51,73,58,212,92,99,56,16,3,669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,27,32,33,22,17,7,0,0,157,0,0,0,0,0,0,0,0,0,0,38,47,55,75,28,39,13,5,0,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,3,10,9,3,0,0,0,35,35,71,64,193,83,75,48,44,16,628,455,825,681,1747,821,692,471,316,141,6150,0,0,0,0,0,0,0,0,0,0,893,1532,1230,2665,1345,1204,855,482,191,10393,0,0,3,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,15,0,0,0,3,0,0,0,0,0,3,0,0,3,11,4,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,30,16,34,19,11,3,127,0,0,3,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,14
LGA34880,0,0,3,3,3,0,0,0,0,8,0,0,0,0,0,0,3,0,0,4,0,0,3,3,7,0,0,0,0,19,0,4,4,49,26,31,25,11,8,165,48,134,123,281,190,177,141,80,21,1187,523,1367,1048,2294,1515,1507,1197,595,202,10251,0,0,0,0,0,0,0,0,0,0,961,2428,1931,3672,2207,2057,1476,618,191,15545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,3,11,9,8,10,0,0,43,0,0,0,0,0,0,0,0,0,0,0,3,0,4,10,5,0,0,0,27,0,0,0,0,0,8,17,20,4,55,0,0,0,0,0,0,0,0,0,0,0,11,8,75,125,152,162,71,15,621,0,0,0,6,0,0,4,0,0,17,0,0,13,22,12,3,0,3,0,56,0,4,7,33,21,38,57,33,5,190
LGA35010,0,17,18,108,47,36,18,9,3,244,0,28,21,80,67,45,70,26,13,363,0,16,46,171,94,75,23,8,6,445,19,213,244,1259,658,521,382,238,77,3604,650,1320,1264,3177,1677,1625,1514,1086,935,13259,13804,29583,26246,56794,29770,25551,20933,9865,4580,217136,0,0,3,44,5,7,4,0,0,61,26406,52404,43234,79174,38772,33738,26670,11406,4262,316064,3,4,0,66,5,8,3,0,0,91,0,0,7,49,33,8,10,3,0,114,0,3,11,41,13,10,8,0,0,92,17,57,69,244,152,132,74,33,11,765,0,5,8,40,42,21,18,6,4,139,16,53,124,504,178,121,64,32,8,1106,0,0,3,18,39,33,49,43,5,201,0,17,16,31,18,20,38,16,4,165,87,1189,1422,3345,4472,3606,3953,2200,707,20979,6,40,99,551,296,224,102,56,7,1381,5,30,21,91,81,67,70,32,5,400,9,50,69,253,280,277,509,214,75,1736
LGA35250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,4,0,7,3,3,0,0,0,27,48,117,99,179,70,45,28,8,0,579,0,0,0,0,0,0,0,0,0,0,91,244,183,288,127,72,46,15,0,1062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA35300,0,0,0,3,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,7,0,3,4,12,6,0,0,0,0,27,0,5,10,41,32,20,18,14,0,147,90,151,139,364,175,109,56,23,7,1115,843,1355,1226,3004,1229,750,397,160,53,9012,0,0,0,0,0,0,0,0,0,0,1486,2178,1935,4160,1654,1117,550,194,46,13314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,6,0,0,0,0,26,0,0,0,3,0,0,0,0,0,4,0,9,0,10,6,4,5,0,0,34,0,0,0,0,3,0,5,0,0,3,0,0,0,3,0,0,0,0,0,3,3,4,10,62,57,46,45,13,6,257,0,3,15,41,23,4,6,0,0,99,0,0,0,3,4,0,3,0,0,10,0,0,3,10,9,9,13,6,3,56
LGA35600,3,8,14,25,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,8,13,12,49,35,26,14,11,12,189,161,273,231,548,319,295,175,117,65,2180,0,0,0,0,0,0,0,0,0,0,310,518,427,818,482,511,314,182,76,3649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,4,6,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
LGA35670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,4,0,0,0,0,0,11,51,81,93,123,55,30,14,4,0,464,0,0,0,0,0,0,0,0,0,0,103,182,177,243,118,64,22,10,0,927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35740,0,3,3,13,8,5,0,0,0,35,0,3,0,10,7,16,7,12,0,55,0,0,6,15,12,16,10,3,0,63,3,24,25,141,102,84,77,41,18,516,58,139,132,333,286,305,269,133,80,1732,1068,3016,2261,5229,4359,4439,3797,1810,837,26810,0,0,0,0,0,0,0,0,0,0,1995,5418,3855,7181,5268,5764,4840,2168,893,37384,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,3,3,0,0,0,0,5,8,8,5,60,33,25,22,7,0,177,0,0,4,14,5,0,3,0,0,26,0,11,6,28,4,7,5,3,3,67,0,0,0,0,7,3,8,3,0,21,0,0,0,4,0,3,3,10,3,18,12,193,201,495,804,686,958,495,161,4008,0,5,0,3,13,13,6,3,0,42,3,0,10,39,17,23,23,4,0,123,0,9,8,63,91,73,136,79,26,485
LGA35760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,18,8,8,8,0,0,42,23,65,42,126,90,88,109,57,21,609,245,670,488,1080,700,740,685,359,162,5129,0,0,0,0,0,0,0,0,0,0,462,1169,803,1531,1130,1182,1083,568,236,8176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,24,38,55,30,8,178,0,0,0,0,0,0,0,0,0,5,0,0,6,12,0,0,0,3,0,20,0,0,0,4,0,7,8,6,3,36
LGA35780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,0,15,6,4,3,0,0,40,197,307,256,394,145,96,38,10,0,1434,0,0,0,0,0,0,0,0,0,0,396,610,483,649,240,170,69,15,6,2630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,7,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5
LGA35790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,12,182,217,221,314,150,115,31,4,0,1235,0,0,0,0,0,0,0,0,0,0,318,454,445,593,291,181,68,8,0,2362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,11,0,0,0,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,16,5,14,4,18,12,0,0,77,57,102,88,171,129,134,89,28,18,824,0,0,0,0,0,0,0,0,0,0,118,174,130,299,209,248,159,74,18,1424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,5,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,9
