LGA_CODE_2016,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_SE_Europe_nfd_0_4,P_SE_Europe_nfd_5_14,P_SE_Europe_nfd_15_24,P_SE_Europe_nfd_25_44,P_SE_Europe_nfd_45_54,P_SE_Europe_nfd_55_64,P_SE_Europe_nfd_65_74,P_SE_Europe_nfd_75_84,P_SE_Europe_nfd_85ov,P_SE_Europe_nfd_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_FYROM_0_4,P_FYROM_5_14,P_FYROM_15_24,P_FYROM_25_44,P_FYROM_45_54,P_FYROM_55_64,P_FYROM_65_74,P_FYROM_75_84,P_FYROM_85ov,P_FYROM_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
LGA31900,0,0,0,13,3,9,3,0,0,26,4,3,6,32,16,16,3,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,8,5,3,31,0,0,0,0,0,0,0,0,0,3,0,3,11,11,11,3,3,0,3,41,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,8,0,0,0,17,0,0,0,0,0,14,0,0,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,0,14,0,0,0,15,0,8,0,0,0,21,0,0,0,3,0,0,3,0,0,6,0,0,3,3,4,0,0,0,0,14,0,3,4,22,15,18,14,19,8,107,44,120,120,286,210,195,218,165,77,1426,881,2153,1946,3623,2349,2493,2023,1153,463,17074
LGA31950,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,22,5,14,3,0,0,64,14,38,47,97,47,60,22,3,0,328
LGA32080,22,289,378,770,434,278,93,26,5,2294,18,148,177,695,360,302,94,14,5,1806,0,0,0,62,19,40,31,12,5,165,3,16,20,159,154,142,129,48,15,689,0,11,17,32,36,17,12,0,3,131,4,62,88,246,158,84,49,15,0,718,0,0,0,7,11,16,19,14,3,72,0,17,21,75,29,35,30,7,3,224,0,10,29,251,10,10,0,0,0,309,15,66,106,287,106,39,16,4,0,631,0,0,0,0,0,0,0,0,0,10,0,4,0,14,18,4,0,0,0,44,3,42,64,199,98,99,71,19,6,607,3,26,32,124,50,16,10,7,0,263,0,6,12,60,34,34,27,6,5,198,0,10,26,84,43,35,10,0,0,205,28,155,279,1405,718,614,423,197,67,3881,803,1592,1757,4481,2330,1920,1283,713,306,15180,10221,21880,18953,44015,22880,19022,12624,5312,1981,156901
LGA32250,0,0,0,0,0,0,0,0,0,3,0,0,0,10,3,3,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,5,0,0,24,10,22,22,67,36,29,26,9,0,223,132,273,235,491,295,260,193,64,10,1958
LGA32260,0,0,10,38,25,21,11,7,0,108,7,32,29,114,51,42,14,4,4,289,0,0,0,0,0,3,3,0,0,9,0,0,3,7,8,25,28,6,4,77,0,0,0,5,0,4,0,0,0,9,0,3,5,15,15,9,5,0,0,60,0,0,0,0,3,3,3,0,0,15,0,0,0,3,0,0,0,0,0,3,0,0,0,25,5,0,0,0,0,32,3,7,8,48,4,3,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,10,16,4,0,53,0,0,0,7,0,0,0,0,0,8,0,0,0,6,3,0,0,3,0,13,0,0,0,0,9,6,4,0,0,22,3,18,39,120,60,73,63,46,25,442,138,317,272,746,493,515,393,184,56,3120,1622,3644,2990,6317,4050,4483,3266,1712,647,28726
LGA32270,0,9,0,25,16,3,0,0,0,58,10,48,45,134,59,16,5,0,0,314,0,0,0,7,0,0,0,0,0,9,0,3,0,5,9,17,6,0,0,42,0,0,0,0,0,0,0,0,0,7,0,18,49,85,57,16,0,0,0,225,0,0,0,0,0,0,0,0,0,0,0,3,0,14,5,0,0,0,0,24,0,0,7,15,0,0,0,0,0,17,0,0,3,13,3,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,3,18,5,9,3,7,0,59,0,0,0,3,0,0,0,0,0,6,0,0,0,3,3,4,0,0,0,8,0,9,10,35,24,3,0,0,0,72,3,17,17,87,44,33,18,7,0,225,247,435,410,1257,654,423,192,89,16,3726,2497,4423,3283,8772,3964,2939,1424,558,133,27999
LGA32310,0,7,10,13,10,4,0,0,0,33,0,7,9,17,18,8,3,0,0,61,0,0,0,0,0,3,0,0,0,5,0,0,3,0,4,8,7,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,4,3,0,18,0,0,0,3,3,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,16,9,5,8,0,3,45,71,150,124,332,182,177,165,90,32,1326,656,1899,1444,2607,1513,1563,1313,675,211,11876
LGA32330,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,10,175,289,250,292,121,82,37,10,5,1269
LGA32450,0,0,0,4,3,0,0,0,0,11,0,4,0,11,10,4,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,7,3,0,0,0,0,14,31,48,53,156,56,62,37,18,8,468,240,374,352,976,416,385,206,64,20,3032
LGA32500,0,3,0,4,9,6,0,0,0,21,0,3,4,12,7,0,0,0,0,31,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,7,0,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,9,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,28,18,9,9,6,0,70,33,58,63,175,87,125,94,23,5,673,258,526,482,1033,563,686,506,136,31,4226
LGA32600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,7,23,14,19,3,0,0,84,14,43,27,82,49,49,20,4,4,294
LGA32750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,16,10,6,9,3,0,0,50,25,29,68,78,42,36,17,0,0,291
LGA32770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,12,3,0,0,0,0,20,175,369,245,391,102,80,24,12,0,1405
LGA32810,0,3,0,9,11,5,6,0,0,42,0,3,0,20,10,6,8,0,0,45,0,0,0,7,3,0,3,0,0,14,0,3,11,21,9,21,10,5,5,69,0,0,0,0,6,0,0,0,0,5,0,3,3,13,10,14,5,3,0,48,0,0,0,0,0,0,0,3,0,6,0,0,0,3,0,3,4,0,0,13,0,0,0,8,0,0,0,0,0,10,0,9,5,35,12,3,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,26,11,20,12,0,4,76,0,4,5,5,0,0,0,0,0,14,0,0,0,7,4,8,3,4,0,22,0,0,0,3,0,3,0,0,0,8,0,5,7,69,35,30,32,16,0,199,82,162,136,481,246,291,192,103,64,1756,619,1314,1042,3089,1810,1893,1259,535,159,11714
LGA33100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,7,7,11,3,28,21,16,11,6,0,98,58,94,58,187,126,127,108,41,3,799
LGA33200,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,18,10,22,35,20,23,28,3,0,161,115,151,178,337,223,215,206,78,28,1536
LGA33220,0,0,11,32,44,36,11,3,0,141,5,39,38,181,108,129,68,16,3,587,0,0,0,7,6,15,12,8,7,67,0,0,5,34,68,104,174,116,24,526,0,0,0,10,5,8,5,0,0,36,3,27,37,102,86,66,49,22,9,398,0,0,0,3,8,7,11,7,0,35,4,9,3,26,9,7,11,9,3,74,3,0,7,20,0,0,0,0,0,31,4,10,14,37,33,12,4,0,0,115,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,3,3,0,0,7,0,12,15,48,32,34,56,14,7,230,0,3,3,27,12,0,7,0,0,47,0,3,4,12,25,15,34,19,3,128,0,0,3,22,23,22,5,3,0,84,3,41,29,181,162,200,275,166,71,1126,309,763,706,1545,1100,1416,1520,801,296,8464,4930,12112,9844,19390,12938,15576,16133,8018,2553,101504
LGA33360,0,9,8,44,29,14,3,0,0,105,27,154,98,353,144,69,27,9,0,880,0,0,0,4,3,16,5,4,4,37,4,6,11,49,43,50,38,10,3,220,0,3,6,10,10,9,5,0,0,31,0,111,116,249,157,51,21,3,0,720,0,0,0,4,7,4,5,3,0,23,0,11,0,32,12,8,0,0,0,66,0,0,0,6,3,0,0,0,0,15,3,15,6,63,11,11,0,0,0,105,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,5,5,22,4,52,38,24,12,3,0,170,0,0,0,13,6,7,0,0,0,26,0,4,5,14,4,4,10,0,0,42,4,14,9,38,42,15,0,0,0,124,7,53,44,239,120,92,74,32,18,666,297,550,580,1430,851,668,362,188,41,4966,4606,9338,7438,17397,9209,7270,4150,1721,509,61640
LGA33430,5,38,95,332,301,181,57,31,7,1040,50,209,431,1619,827,594,260,67,18,4075,0,21,27,255,106,213,172,110,78,976,11,134,146,517,550,580,737,414,155,3242,10,57,148,261,138,161,73,25,6,881,43,482,986,2274,1307,913,531,228,58,6823,0,0,11,73,111,153,125,101,26,600,7,49,50,223,87,100,85,35,8,632,21,52,208,765,162,144,101,22,9,1476,48,127,194,810,215,112,25,5,3,1538,3,0,11,46,68,43,38,17,4,222,3,4,13,100,125,55,55,24,6,385,70,271,321,757,367,361,266,70,32,2508,12,48,108,371,129,91,56,13,3,828,5,48,61,234,194,133,154,84,38,953,0,16,81,365,170,138,78,21,0,879,145,719,1610,5915,2095,1985,1627,1030,393,15520,2094,3949,5260,12102,5848,5324,4486,2741,1730,43526,32978,67874,71409,152989,74972,64086,52921,26838,11643,555721
LGA33610,0,0,0,0,3,0,0,0,0,3,0,14,7,28,9,6,5,3,0,73,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,3,10,0,0,17,0,0,0,0,0,0,0,0,0,3,0,7,0,24,9,9,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,12,0,0,4,16,0,0,0,0,0,22,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,17,0,0,4,23,0,7,4,4,0,44,63,138,111,271,174,189,137,85,19,1182,733,1537,1143,2531,1403,1412,1069,591,216,10630
LGA33620,0,3,3,19,25,15,5,5,0,79,0,14,13,76,54,49,19,5,0,238,0,0,0,0,0,9,4,3,0,16,0,3,3,14,16,32,66,23,9,168,0,0,0,4,7,3,9,0,0,25,0,9,20,43,43,26,26,19,0,192,0,0,0,0,3,0,10,0,0,15,0,3,5,10,3,3,3,0,0,25,0,3,0,10,3,0,0,0,0,15,0,5,6,16,14,0,4,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,17,12,18,15,30,32,14,0,141,0,3,0,23,8,0,0,0,0,31,0,0,0,3,7,5,13,3,0,38,0,0,3,11,10,5,9,4,0,47,6,6,12,60,101,79,76,42,13,402,176,402,346,813,685,749,712,427,231,4544,2638,6417,4985,9673,6976,7719,7007,3108,1037,49559
LGA33800,0,3,3,7,4,4,3,0,0,31,0,3,3,19,13,11,9,3,0,63,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,3,5,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,7,0,3,0,7,10,9,20,17,8,64,35,69,71,172,140,165,155,101,48,956,468,1239,1101,1893,1521,1728,1518,994,414,10885
LGA33830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,12,5,0,3,0,0,27,103,157,168,274,101,69,28,17,7,918
LGA33960,0,33,54,150,73,54,22,11,3,409,17,167,224,748,330,199,67,21,3,1774,0,5,3,60,31,37,25,12,16,187,0,12,17,123,157,191,151,93,25,784,0,16,22,59,35,24,11,0,0,171,5,75,156,377,194,86,51,22,3,968,0,0,0,10,16,16,14,10,0,62,3,31,25,156,39,34,19,9,0,317,3,0,13,71,10,8,4,0,0,115,3,25,22,137,42,21,8,0,0,261,0,0,0,5,3,4,3,0,0,13,0,0,0,13,15,3,0,3,0,37,9,66,59,164,75,61,29,8,3,478,3,16,58,494,251,228,67,23,11,1145,0,12,16,39,47,30,29,19,5,202,0,20,34,143,44,29,6,5,0,286,74,665,995,2619,1203,787,468,191,39,7039,1012,1584,1850,3903,1821,1491,997,623,203,13490,16211,29717,27393,56235,24379,19058,12336,6165,2246,193733
LGA33980,0,9,4,26,12,4,0,0,0,57,9,39,18,129,43,27,3,0,0,273,0,0,0,0,0,0,0,0,0,0,0,5,0,9,3,12,3,0,0,39,0,0,0,0,0,0,0,0,0,4,0,23,17,80,33,10,3,0,0,170,0,0,0,0,0,0,0,0,0,0,0,3,0,15,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,5,0,7,5,23,13,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,23,7,4,3,0,0,39,0,0,0,4,3,3,0,0,0,14,0,0,0,3,0,3,0,0,0,3,0,0,0,19,8,3,0,0,0,37,0,12,11,60,23,10,4,3,0,131,204,300,358,1369,493,333,132,41,5,3231,2034,3270,2294,7485,2783,1948,797,255,72,20940
LGA34420,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,87,167,153,288,119,95,35,5,7,944
LGA34530,0,0,3,13,22,13,3,0,0,51,0,7,14,53,29,29,9,0,0,138,0,0,0,11,0,0,4,0,4,14,0,0,10,14,19,22,22,19,6,117,0,0,0,3,4,3,0,0,0,11,0,15,21,67,48,18,18,14,3,205,0,0,0,0,0,0,6,4,0,11,0,0,0,3,3,0,0,0,0,13,4,0,0,0,0,0,0,0,0,5,3,10,11,21,12,5,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,30,14,23,19,3,3,95,0,0,0,8,3,0,0,0,0,14,0,4,0,3,12,13,10,3,0,39,0,0,0,11,3,5,6,3,0,22,7,12,12,67,50,54,45,28,8,277,135,257,284,759,556,519,391,215,100,3213,2035,4815,4175,8195,5354,5298,3828,1868,694,36272
LGA34570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,8,9,4,4,0,0,28,83,141,124,198,85,54,26,10,0,712
LGA34580,0,10,6,58,19,11,5,0,0,111,0,9,15,73,35,24,16,0,0,182,0,0,0,7,0,0,3,0,3,13,0,0,7,10,31,26,27,12,4,110,0,0,19,18,3,0,0,0,0,44,0,3,22,30,27,14,11,8,0,124,0,0,0,0,0,4,5,6,0,18,0,3,3,13,0,3,0,0,0,18,3,0,71,267,0,0,0,0,0,344,0,0,5,15,6,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,3,0,0,15,0,4,12,22,16,12,16,3,4,89,0,6,4,23,13,13,0,0,0,57,0,3,7,11,3,3,9,0,3,43,0,0,16,16,15,10,5,0,0,62,9,28,45,161,53,61,54,21,8,443,158,304,438,775,549,492,416,197,82,3418,2324,5219,5316,9248,5435,4809,3945,1717,587,38609
