LGA_CODE_2016,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_Resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_Resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_Resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_Resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_Resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_Resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_Resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_Resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_Resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_Resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_Resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_Resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_Resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_Resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_Resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_Resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_Resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_Resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_Resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_Resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_Resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_Resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_Resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_Resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_Resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_Resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_Resp,Turkish_BP_B_OS,Turkish_FO_B_OS,Turkish_MO_B_OS,Turkish_BP_B_Aus,Turkish_BP_NS,Turkish_Tot_Resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_Resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_Resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_Resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_Resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_Resp
LGA36720,1756,11654,9292,84898,1574,109172,3,42,27,660,9,747,1459,157,163,692,41,2506,340,78,28,130,12,590,2971,747,522,1323,59,5620,33373,11233,8593,77256,1755,132209,1125,56,321,58,16,1582,1078,182,153,811,20,2241,3915,1284,901,13338,258,19686,445,216,79,566,5,1315,428,96,46,110,14,685,1604,88,62,89,11,1849,6384,2450,1793,27182,491,38299,1991,857,396,3333,81,6652,425,4,18,8,0,453,104,54,27,110,3,297,40,17,3,13,0,75,383,186,84,413,10,1074,1362,221,171,127,15,1891,2925,947,729,293,42,4935,842,174,107,506,19,1649,361,60,62,179,5,675,7967,2848,2096,22460,445,35815,113,24,10,36,7,183,1593,163,132,53,7,1946,574,106,68,324,5,1066,205,25,25,33,0,290,67,9,8,16,0,104,209,9,21,10,0,253,1146,260,167,1057,27,2659,9626,1987,1807,3644,168,17233,604,142,131,1920,16085,18876,66218,21266,16342,170636,19900,294367
LGA36820,129,774,609,8488,218,10219,3,4,8,212,7,232,47,11,13,115,4,189,24,4,0,16,0,42,207,40,32,89,0,373,1578,722,558,6521,195,9578,117,0,10,0,3,135,65,10,11,59,0,140,353,110,67,936,29,1491,23,12,3,45,0,79,21,3,0,10,0,33,55,5,3,13,0,76,296,176,130,2518,72,3195,422,169,79,823,10,1505,14,0,0,0,0,13,3,0,0,11,0,17,0,0,0,0,0,0,19,10,5,30,0,67,57,8,16,21,3,95,96,27,22,15,0,168,47,16,8,30,0,106,14,6,8,20,0,51,391,200,135,1993,37,2748,3,0,0,3,0,11,43,11,3,0,0,59,22,0,3,41,0,68,7,0,0,0,0,7,3,0,0,0,0,8,6,3,0,4,0,10,67,17,6,72,3,168,654,150,138,387,16,1346,46,19,10,293,1904,2274,3887,1492,1136,15941,2367,24827
LGA36910,581,4127,3116,56369,938,65135,3,16,6,577,9,613,1309,43,65,358,12,1788,80,32,7,57,0,172,934,256,183,636,25,2034,6588,4002,3059,47583,919,62159,1130,22,206,56,31,1440,228,36,36,363,9,670,1021,651,484,15733,238,18123,87,62,19,179,3,351,111,26,20,69,3,229,1404,44,18,44,15,1523,1413,1025,715,18600,291,22044,450,251,112,1442,35,2282,216,0,22,15,0,250,44,43,25,184,0,297,11,0,3,8,0,22,60,30,22,78,4,188,330,91,59,55,3,533,430,258,197,130,6,1016,209,65,40,319,3,638,75,22,27,95,3,230,1758,1084,790,13549,194,17367,34,3,0,5,0,41,461,41,28,44,3,573,221,20,17,122,4,391,263,4,8,7,0,279,30,7,0,5,0,42,125,8,13,16,5,156,238,74,57,516,10,895,6472,692,572,1888,84,9703,304,61,39,1404,10194,12002,21909,7689,5789,113060,12319,160779
LGA36950,6,56,51,935,19,1072,0,4,3,416,7,434,7,5,3,54,0,73,0,0,0,0,0,0,4,6,3,7,0,21,72,26,27,256,3,388,3,0,0,19,0,29,5,0,3,0,0,8,14,3,0,48,0,65,3,4,0,0,0,5,0,0,0,0,0,0,10,0,0,0,0,11,18,3,7,132,3,163,9,5,3,14,0,31,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,5,0,8,5,3,0,3,0,18,7,3,4,0,0,16,3,0,0,0,0,3,3,0,0,0,0,3,25,8,5,97,0,130,0,0,0,0,0,0,4,0,3,0,0,3,3,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,106,75,47,1434,56,1719,18,3,0,75,476,563,274,131,99,2554,556,3610
LGA36960,7,9,12,176,3,205,3,4,9,440,7,464,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,3,0,8,7,4,3,55,0,67,0,0,0,11,0,13,0,0,0,17,0,15,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,19,0,30,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,8,10,3,5,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,45,4,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,220,111,102,3364,94,3886,10,4,8,65,268,357,258,127,126,3633,365,4514
LGA37010,954,6133,4967,62039,958,75058,14,109,35,1433,28,1620,1320,112,156,954,29,2570,118,32,19,96,3,267,998,349,238,846,16,2450,10334,5563,4332,50909,949,72083,1740,39,365,80,26,2258,437,97,67,457,17,1081,1660,746,530,7520,111,10561,354,163,93,655,12,1273,156,45,25,90,3,319,1841,60,40,87,7,2025,2269,1468,1108,19375,263,24486,1478,955,409,5686,70,8601,305,3,6,14,0,331,32,11,7,53,0,105,25,5,3,24,0,59,149,93,46,328,4,622,674,145,121,91,10,1044,980,451,308,190,12,1942,335,84,70,312,12,814,173,35,35,136,0,375,2889,1473,1204,13969,213,19740,47,21,14,19,3,102,532,56,53,42,3,684,443,89,44,343,8,931,235,24,8,15,3,288,35,3,3,15,0,49,337,7,19,3,3,376,356,98,66,568,12,1097,7493,1212,1172,3538,137,13555,373,83,67,1324,13594,15439,31140,11530,9064,119241,15780,186757
LGA37300,21,119,91,1624,27,1880,0,0,0,67,0,66,18,5,5,37,0,63,0,0,0,0,0,0,14,11,7,9,0,37,157,87,90,831,30,1205,48,0,10,6,0,70,6,0,0,8,0,15,19,12,12,162,8,212,0,0,0,3,0,0,3,0,0,3,0,5,13,3,0,6,0,19,31,24,10,329,7,406,8,16,0,74,0,102,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,10,20,0,5,3,0,31,15,0,4,6,0,31,3,3,4,20,0,27,0,0,0,3,0,3,48,24,16,230,0,316,0,0,0,0,0,0,6,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,6,3,0,5,0,17,127,30,9,170,0,334,3,3,0,48,359,409,453,210,164,2658,419,3905
LGA37310,87,608,532,13706,289,15220,0,8,0,140,10,156,77,3,15,78,7,175,16,3,0,17,0,38,133,56,39,140,4,370,898,586,472,9649,216,11816,391,3,34,14,7,455,18,3,3,47,0,76,192,91,63,2711,57,3114,4,11,3,34,0,46,14,0,0,13,0,26,190,3,0,7,7,211,220,138,91,3137,48,3635,45,26,14,198,3,291,13,0,0,0,0,13,7,0,3,11,0,21,0,0,0,0,0,3,12,10,0,14,0,37,90,12,10,19,0,137,85,44,32,32,3,194,18,3,6,55,0,82,13,0,6,14,3,36,247,149,140,2633,50,3221,5,3,0,4,0,13,81,11,7,7,0,106,48,3,3,30,0,85,11,0,0,4,0,10,3,0,0,0,0,8,14,0,0,0,0,14,27,12,0,72,3,109,536,77,84,315,23,1032,45,18,13,473,3352,3902,2874,1120,940,24604,3904,33444
LGA37340,188,972,899,11070,266,13397,0,9,3,195,3,218,305,11,22,86,12,430,20,10,0,8,0,38,215,55,37,105,10,424,2401,804,684,8256,255,12397,297,0,47,13,11,364,125,12,15,69,7,218,328,97,93,1240,30,1779,42,8,3,44,3,102,38,12,0,8,0,62,94,3,3,12,4,118,446,159,134,2463,49,3253,257,84,37,600,17,989,153,0,0,0,3,161,15,4,0,5,0,27,3,3,0,3,0,6,35,14,22,53,0,116,204,23,36,20,3,288,239,70,59,18,4,398,79,6,19,32,0,138,35,3,3,19,0,55,605,208,167,2201,48,3235,4,0,3,0,0,13,92,4,9,8,3,117,83,3,12,53,0,155,35,0,0,9,0,42,20,7,0,3,0,27,66,0,8,3,0,75,104,23,19,86,3,230,1085,157,176,626,53,2085,93,19,21,303,4054,4489,6117,1661,1490,19873,4644,33778
LGA37400,0,11,16,487,21,531,0,0,0,15,0,15,0,0,0,5,0,9,6,0,0,0,0,6,4,0,3,0,0,11,23,13,8,375,18,438,0,0,0,0,0,0,3,0,0,3,0,9,4,0,0,41,0,57,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,145,5,164,3,0,0,8,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,95,7,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,11,0,4,11,0,35,3,0,0,24,100,122,63,17,22,885,133,1134
LGA37550,0,0,3,56,0,59,0,8,0,826,3,831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,44,0,52,0,0,0,7,45,54,14,4,3,889,52,962
LGA37570,0,0,0,17,0,17,0,0,0,244,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,12,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,9,4,4,0,266,5,282
LGA37600,0,3,0,78,0,78,0,4,0,2319,23,2346,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,23,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,11,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,159,0,163,0,0,0,34,59,94,7,13,3,2454,83,2559
LGA39499,60,362,215,3075,64,3784,0,7,3,82,5,90,221,5,8,36,9,279,10,4,0,4,0,17,139,31,15,24,4,215,1303,281,189,2144,73,4000,54,0,11,6,0,71,97,8,4,32,3,140,196,24,21,379,13,620,13,11,4,24,3,53,7,3,3,0,0,16,79,3,0,5,0,80,273,59,47,728,22,1123,139,35,9,91,0,270,38,0,0,0,0,45,3,3,0,3,0,5,3,0,0,0,0,3,17,3,0,10,0,26,90,6,12,5,3,106,101,22,18,11,3,152,37,7,6,16,0,71,14,0,0,4,0,17,294,88,58,623,19,1085,6,0,0,0,0,7,26,3,0,0,0,33,42,3,0,12,0,57,14,0,0,0,0,12,4,0,0,0,0,3,32,0,0,0,0,32,49,4,4,41,0,106,689,54,31,125,28,930,48,3,7,88,2462,2603,3384,603,387,5483,2658,12510
LGA39799,0,3,0,31,0,33,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,15,3,7,36,0,61,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,9,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,16,9,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,12,0,0,0,0,18,19,49,3,4,75,19,150
