LGA_CODE_2016,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_Resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_Resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_Resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_Resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_Resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_Resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_Resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_Resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_Resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_Resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_Resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_Resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_Resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_Resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_Resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_Resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_Resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_Resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_Resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_Resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_Resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_Resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_Resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_Resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_Resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_Resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_Resp,Turkish_BP_B_OS,Turkish_FO_B_OS,Turkish_MO_B_OS,Turkish_BP_B_Aus,Turkish_BP_NS,Turkish_Tot_Resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_Resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_Resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_Resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_Resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_Resp
LGA33360,285,1939,1579,22405,400,26607,3,11,11,244,0,268,316,23,25,256,6,633,57,17,7,18,0,99,388,120,83,257,12,855,3855,1649,1294,16663,343,23798,832,6,102,21,17,982,115,18,16,93,3,249,522,240,138,3172,48,4116,72,39,12,156,4,279,71,8,7,25,0,110,601,7,6,29,3,643,861,354,235,4989,101,6538,251,173,62,667,13,1165,44,0,3,0,0,46,10,0,0,16,0,31,8,3,0,9,0,20,42,19,9,87,3,161,547,78,60,47,16,754,464,164,123,78,6,838,119,24,20,93,0,249,101,13,3,36,0,159,1087,421,325,4271,89,6192,39,0,0,5,0,40,408,12,32,12,4,479,122,10,0,67,3,201,49,0,0,6,0,58,13,4,0,0,0,16,32,3,0,0,0,34,122,34,17,145,6,314,2029,298,264,836,44,3472,144,33,28,544,4245,4998,10663,3329,2603,39975,5070,61640
LGA33430,4712,21298,17812,125531,2210,171566,36,106,65,959,21,1182,14624,416,660,1160,143,17012,1764,263,150,426,22,2627,4797,1219,825,2017,72,8929,69804,19092,15389,116536,2945,223775,4428,148,889,124,69,5657,2527,330,280,1212,59,4402,7570,2047,1600,15726,303,27243,1991,647,334,1476,47,4497,1564,223,108,285,29,2209,5814,240,164,164,37,6419,14114,4291,3262,40304,729,62702,6113,1803,1014,6153,180,15262,3737,19,108,31,29,3925,697,201,100,436,8,1438,414,49,45,110,3,620,1153,355,225,809,26,2572,9952,845,559,224,151,11737,8911,2127,1565,508,109,13220,2463,323,256,780,42,3868,1780,178,158,360,16,2486,17186,4597,3598,30812,627,56822,1218,122,65,152,17,1567,3705,302,281,101,18,4408,2400,231,183,544,39,3399,646,63,42,43,6,800,630,121,35,63,9,848,1039,48,91,32,7,1208,2155,385,278,1425,45,4281,38200,4317,4287,5301,452,52556,2004,347,282,2731,38810,44172,185822,39140,31947,253550,45266,555721
LGA33610,23,161,168,4442,86,4876,0,0,0,31,0,33,47,0,0,35,3,81,3,0,0,3,0,8,30,7,11,24,0,74,221,136,145,3433,54,3991,66,0,6,13,3,92,4,0,0,11,0,20,48,15,21,594,8,684,0,3,0,4,0,10,0,4,0,3,0,5,36,0,3,3,0,42,64,39,24,1092,9,1233,39,13,8,69,0,129,7,0,0,0,0,7,3,0,0,3,0,9,0,0,0,0,0,0,0,0,0,10,0,15,13,3,8,5,0,28,33,10,10,13,0,58,11,3,0,3,0,17,7,0,0,3,0,12,53,34,31,945,11,1068,4,0,0,0,0,4,42,0,0,3,0,41,6,0,3,7,0,16,12,0,0,0,0,17,0,0,0,0,0,0,4,0,0,0,0,4,8,0,0,26,0,39,118,17,31,81,0,257,11,8,3,186,977,1177,744,281,279,8198,1119,10630
LGA33620,196,1480,1153,17750,392,20978,0,9,3,160,0,178,86,11,15,142,12,266,27,7,0,6,0,46,375,104,72,175,8,737,3111,1499,1125,15186,406,21330,225,4,55,5,6,298,104,25,25,109,0,262,514,194,155,3004,72,3944,35,15,3,65,0,122,50,17,8,17,5,88,111,14,0,11,0,141,545,309,199,4499,88,5639,139,83,49,474,11,760,18,0,0,0,0,22,8,6,3,16,0,36,0,3,0,3,0,3,43,14,8,39,0,104,144,36,30,17,4,231,212,87,71,59,3,431,92,23,12,68,5,195,50,13,4,21,0,94,737,374,257,3882,81,5339,18,3,8,7,0,30,124,16,11,7,0,157,51,10,3,37,0,101,16,0,4,7,0,27,5,0,0,0,0,8,39,7,0,0,3,46,83,17,20,154,3,277,874,230,143,662,34,1942,76,30,21,559,3655,4335,6364,2770,2029,33875,4516,49559
LGA33800,65,311,193,3302,108,3985,0,3,4,127,0,136,17,3,0,60,0,80,5,0,3,3,3,13,45,11,11,18,0,84,343,216,143,2689,70,3457,59,3,14,5,3,77,23,0,0,8,0,34,67,26,13,333,9,460,6,0,0,16,0,22,9,0,3,5,0,17,24,3,3,0,0,32,61,47,22,914,11,1057,980,369,157,1536,59,3102,3,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,20,15,6,19,0,61,13,3,0,0,0,23,18,4,11,15,0,46,11,4,0,4,0,19,3,0,0,6,0,14,78,51,32,653,13,830,0,0,0,0,0,4,5,0,0,3,0,12,42,11,0,35,3,85,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,4,5,0,11,0,28,171,36,32,194,16,443,21,6,3,86,700,823,1844,751,421,6935,933,10885
LGA33830,0,0,6,54,0,57,0,0,0,767,0,769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,12,0,21,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,11,0,20,0,0,0,3,68,68,13,4,10,825,73,918
LGA33960,1615,7303,5465,55589,1010,70979,6,75,30,915,23,1048,2229,97,145,406,18,2892,209,50,20,86,3,365,1480,484,272,919,30,3181,14953,6579,4944,46226,1059,73758,1993,76,344,60,25,2496,401,75,67,327,10,871,2175,1006,630,11690,210,15713,190,93,27,345,6,654,268,51,41,124,0,487,2998,87,69,84,22,3252,2908,1532,1025,14891,253,20605,662,349,176,1718,46,2955,228,3,15,5,0,255,59,26,6,59,5,149,36,10,5,12,0,72,190,113,58,246,5,617,3020,337,196,100,65,3720,1804,574,372,206,20,2983,528,115,66,461,11,1182,193,43,24,150,7,404,3684,1638,1278,12313,197,19114,169,36,21,27,0,257,569,42,44,33,9,695,752,96,70,208,11,1133,277,25,9,16,0,326,66,19,8,6,0,105,1754,94,66,34,21,1972,431,141,77,679,13,1336,16865,1445,1131,2063,292,21800,775,120,107,1426,11735,14163,50109,13193,9747,106408,14279,193733
LGA33980,76,512,448,7875,141,9045,3,0,0,44,0,54,64,7,3,92,5,172,0,4,0,0,0,8,90,17,26,75,0,210,873,433,318,5549,107,7271,279,3,34,7,12,332,33,7,9,32,0,79,104,56,50,901,16,1121,0,0,3,25,0,33,9,4,0,3,0,17,112,0,3,3,0,117,207,92,91,1798,33,2222,38,46,14,288,3,391,4,0,0,0,0,13,0,3,0,3,0,10,0,0,0,3,0,0,17,16,3,111,0,149,192,32,5,17,10,247,142,57,45,31,0,274,16,9,4,34,0,61,12,6,4,18,0,31,275,113,92,1433,30,1940,0,0,0,3,0,3,121,3,3,7,3,136,31,4,0,32,0,66,18,0,0,5,0,25,3,0,0,0,0,4,13,3,0,0,0,10,15,5,6,49,3,76,443,78,84,228,6,839,35,15,4,194,2902,3150,2509,891,751,13597,3186,20940
LGA34420,0,0,0,74,3,78,0,0,0,788,3,787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,31,0,42,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,23,0,28,0,0,0,4,27,30,12,3,3,893,31,944
LGA34530,98,1009,837,13333,258,15538,0,12,8,175,0,189,76,4,10,129,3,220,24,3,4,14,0,48,203,77,48,137,0,465,1958,887,750,10866,211,14662,126,6,49,5,0,185,68,14,9,68,7,173,269,100,81,1876,35,2359,33,14,8,70,0,120,28,9,0,21,0,55,61,10,5,10,3,90,395,223,150,3647,49,4463,127,59,33,406,7,625,8,0,0,0,0,9,4,7,0,14,0,22,3,0,0,0,0,4,32,10,3,50,3,100,152,36,17,21,4,227,209,71,48,35,5,365,53,20,9,49,3,136,26,4,5,31,0,66,520,210,155,2878,42,3806,3,4,5,3,0,13,113,13,11,4,0,139,51,13,7,54,0,122,10,0,0,0,0,11,0,0,0,0,0,0,15,4,3,0,0,20,82,34,17,101,0,239,621,159,116,609,21,1538,34,15,10,320,3275,3656,4185,1773,1410,25114,3789,36272
LGA34570,0,3,0,30,0,33,0,3,0,526,0,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,27,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,119,3,133,0,0,0,20,69,91,13,9,3,616,74,712
LGA34580,164,1083,837,13390,303,15771,0,9,0,111,0,122,471,13,7,76,0,570,16,8,0,11,0,31,254,90,66,164,7,583,2038,986,723,10042,279,14071,179,4,49,5,6,248,71,8,13,65,3,155,308,165,120,4352,86,5035,13,13,0,34,0,59,31,12,3,12,0,64,178,8,0,15,0,202,373,223,134,3188,70,3978,119,42,21,344,7,528,133,0,4,0,0,137,10,3,0,20,0,31,0,0,0,0,0,3,37,20,7,59,0,124,95,30,17,18,3,165,160,67,73,41,0,334,63,16,10,82,3,171,28,4,3,23,0,59,522,264,172,2522,65,3537,5,3,0,0,3,16,65,20,3,3,0,84,43,10,7,24,0,91,13,0,4,0,0,23,22,0,0,0,0,24,68,0,0,0,0,68,84,8,11,91,0,193,1366,125,129,415,27,2063,92,26,13,520,3075,3731,5810,1945,1450,25655,3747,38609
LGA34590,3458,11910,9270,74142,1515,100302,15,70,40,1017,24,1165,6626,180,326,644,79,7858,831,101,68,162,15,1183,2404,743,443,1211,44,4843,30816,10075,8055,61083,1697,111726,3293,125,527,114,37,4095,824,98,78,558,17,1574,3741,1211,879,10461,217,16503,591,236,109,590,21,1553,825,135,45,162,12,1175,4747,186,134,134,42,5238,5960,2120,1550,18831,330,28786,1476,710,329,2740,58,5314,1168,6,35,3,3,1217,478,144,51,149,0,821,164,20,11,33,0,229,346,144,97,318,13,914,8044,637,482,213,156,9531,4242,1145,799,387,64,6628,974,192,111,439,11,1736,585,117,92,212,5,1014,7706,2287,1744,15191,292,27217,820,84,64,55,8,1024,1090,145,126,56,11,1424,1223,115,89,262,13,1704,444,38,28,35,0,541,350,47,33,35,8,480,1373,48,55,38,26,1531,744,163,109,567,15,1602,36596,2691,2154,3150,577,45164,1755,241,173,1916,17381,21479,106162,21202,16558,137978,21482,303386
LGA34710,11,80,71,1499,36,1691,0,0,3,23,0,26,7,0,0,21,0,25,3,5,0,0,0,10,13,8,0,14,0,35,117,69,49,1160,29,1433,13,0,7,0,3,22,3,0,0,3,0,5,15,13,9,177,3,214,0,0,0,3,0,4,0,0,0,0,0,0,11,0,0,0,0,17,30,23,17,389,7,462,15,3,3,27,0,48,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,26,3,3,0,0,35,5,5,6,8,0,23,3,3,0,3,0,6,0,0,0,0,0,3,27,11,21,374,3,438,0,0,0,0,0,0,3,0,3,0,0,4,4,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,20,46,5,0,34,6,84,9,0,0,36,309,354,292,132,119,2737,381,3660
LGA34770,571,3119,2519,40522,700,47426,6,29,11,556,7,611,545,28,53,485,12,1122,40,18,16,33,3,109,672,228,157,437,22,1513,5673,2616,2203,32419,713,43630,1593,34,219,62,14,1919,184,34,20,233,10,483,872,386,327,5889,98,7568,59,45,18,188,7,304,67,26,6,37,5,146,763,37,19,54,3,877,1180,719,546,10899,159,13499,655,355,153,2245,48,3452,37,0,6,7,0,53,12,5,8,18,0,42,7,3,0,0,0,12,927,390,240,1988,33,3578,529,84,61,69,15,762,599,270,160,126,6,1162,132,43,29,159,3,365,78,34,16,134,6,266,1573,798,592,9397,134,12493,32,3,3,10,0,52,601,51,35,21,12,715,225,17,20,128,5,388,99,6,5,23,0,124,10,7,0,0,0,13,80,3,3,3,0,90,211,53,46,338,5,657,2769,545,457,2842,112,6716,200,62,57,1138,8503,9961,16682,5958,4677,77544,10103,114969
LGA34800,0,12,16,341,6,375,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,4,4,0,4,0,11,23,8,10,247,11,309,0,0,0,0,0,0,0,0,0,3,0,8,7,0,0,38,0,43,0,0,0,4,0,6,0,0,0,0,0,0,3,0,0,0,0,9,4,4,0,62,3,87,3,0,0,26,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,59,0,76,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,10,0,4,10,0,25,0,0,0,12,62,72,61,28,20,608,79,796
LGA34830,0,4,0,60,3,66,0,4,0,208,3,212,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,114,0,120,0,0,0,0,6,8,3,5,0,283,16,310
LGA34860,31,217,185,5381,128,5942,0,0,0,43,0,46,46,0,5,44,0,94,3,0,0,7,0,14,24,3,14,10,0,58,302,169,158,3895,90,4618,159,0,4,3,3,166,16,3,3,12,0,36,35,17,28,697,11,789,8,0,0,14,0,18,6,0,0,0,0,7,94,3,0,6,0,110,79,34,45,1278,22,1463,12,6,11,89,4,124,9,0,0,0,0,9,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,38,0,0,10,0,48,42,4,4,3,0,52,12,0,0,18,0,26,7,0,3,0,0,12,67,68,41,1114,28,1319,0,0,0,0,0,0,24,5,0,0,0,34,10,3,3,5,0,24,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,11,3,35,0,58,189,17,24,88,6,323,28,5,3,190,1120,1345,1030,354,321,9608,1349,12666
