LGA_CODE_2016,NegNil_inc_Emp_WFT,NegNil_inc_Emp_WPT,NegNil_inc_Emp_AW,NegNil_inc_E_T,NegNil_inc_UnE_lfw_FTW,NegNil_inc_UnE_lfw_PTW,NegNil_inc_UnE_lfw_Tot,NegNil_inc_T_LF,NegNil_inc_Notin_LF,NegNil_inc_LF_sta_NS,NegNil_inc_Tot,I_1_149_Emp_WFT,I_1_149_Emp_WPT,I_1_149_Emp_AW,I_1_149_E_T,I_1_149_UnE_lfw_FTW,I_1_149_UnE_lfw_PTW,I_1_149_UnE_lfw_Tot,I_1_149_T_LF,I_1_149_Notin_LF,I_1_149_LF_sta_NS,I_1_149_Tot,I_150_299_Emp_WFT,I_150_299_Emp_WPT,I_150_299_Emp_AW,I_150_299_E_T,I_150_299_UnE_lfw_FTW,I_150_299_UnE_lfw_PTW,I_150_299_UnE_lfw_Tot,I_150_299_T_LF,I_150_299_Notin_LF,I_150_299_LF_sta_NS,I_150_299_Tot,I_300_399_Emp_WFT,I_300_399_Emp_WPT,I_300_399_Emp_AW,I_300_399_E_T,I_300_399_UnE_lfw_FTW,I_300_399_UnE_lfw_PTW,I_300_399_UnE_lfw_Tot,I_300_399_T_LF,I_300_399_Notin_LF,I_300_399_LF_sta_NS,I_300_399_Tot,I_400_499_Emp_WFT,I_400_499_Emp_WPT,I_400_499_Emp_AW,I_400_499_E_T,I_400_499_UnE_lfw_FTW,I_400_499_UnE_lfw_PTW,I_400_499_UnE_lfw_Tot,I_400_499_T_LF,I_400_499_Notin_LF,I_400_499_LF_sta_NS,I_400_499_Tot,I_500_649_Emp_WFT,I_500_649_Emp_WPT,I_500_649_Emp_AW,I_500_649_E_T,I_500_649_UnE_lfw_FTW,I_500_649_UnE_lfw_PTW,I_500_649_UnE_lfw_Tot,I_500_649_T_LF,I_500_649_Notin_LF,I_500_649_LF_sta_NS,I_500_649_Tot,I_650_799_Emp_WFT,I_650_799_Emp_WPT,I_650_799_Emp_AW,I_650_799_E_T,I_650_799_UnE_lfw_FTW,I_650_799_UnE_lfw_PTW,I_650_799_UnE_lfw_Tot,I_650_799_T_LF,I_650_799_Notin_LF,I_650_799_LF_sta_NS,I_650_799_Tot,I_800_999_Emp_WFT,I_800_999_Emp_WPT,I_800_999_Emp_AW,I_800_999_E_T,I_800_999_UnE_lfw_FTW,I_800_999_UnE_lfw_PTW,I_800_999_UnE_lfw_Tot,I_800_999_T_LF,I_800_999_Notin_LF,I_800_999_LF_sta_NS,I_800_999_Tot,I_1000_1249_Emp_WFT,I_1000_1249_Emp_WPT,I_1000_1249_Emp_AW,I_1000_1249_E_T,I_1000_1249_UnE_lfw_FTW,I_1000_1249_UnE_lfw_PTW,I_1000_1249_UnE_lfw_Tot,I_1000_1249_T_LF,I_1000_1249_Notin_LF,I_1000_1249_LF_sta_NS,I_1000_1249_Tot,I_1250_1499_Emp_WFT,I_1250_1499_Emp_WPT,I_1250_1499_Emp_AW,I_1250_1499_E_T,I_1250_1499_UnE_lfw_FTW,I_1250_1499_UnE_lfw_PTW,I_1250_1499_UnE_lfw_Tot,I_1250_1499_T_LF,I_1250_1499_Notin_LF,I_1250_1499_LF_sta_NS,I_1250_1499_Tot,I_1500_1749_Emp_WFT,I_1500_1749_Emp_WPT,I_1500_1749_Emp_AW,I_1500_1749_E_T,I_1500_1749_UnE_lfw_FTW,I_1500_1749_UnE_lfw_PTW,I_1500_1749_UnE_lfw_Tot,I_1500_1749_T_LF,I_1500_1749_Notin_LF,I_1500_1749_LF_sta_NS,I_1500_1749_Tot,I_1750_1999_Emp_WFT,I_1750_1999_Emp_WPT,I_1750_1999_Emp_AW,I_1750_1999_E_T,I_1750_1999_UnE_lfw_FTW,I_1750_1999_UnE_lfw_PTW,I_1750_1999_UnE_lfw_Tot,I_1750_1999_T_LF,I_1750_1999_Notin_LF,I_1750_1999_LF_sta_NS,I_1750_1999_Tot,I_2000_2499_Emp_WFT,I_2000_2499_Emp_WPT,I_2000_2499_Emp_AW,I_2000_2499_E_T,I_2000_2499_UnE_lfw_FTW,I_2000_2499_UnE_lfw_PTW,I_2000_2499_UnE_lfw_Tot,I_2000_2499_T_LF,I_2000_2499_Notin_LF,I_2000_2499_LF_sta_NS,I_2000_2499_Tot,I_2500_2999_Emp_WFT,I_2500_2999_Emp_WPT,I_2500_2999_Emp_AW,I_2500_2999_E_T,I_2500_2999_UnE_lfw_FTW,I_2500_2999_UnE_lfw_PTW,I_2500_2999_UnE_lfw_Tot,I_2500_2999_T_LF,I_2500_2999_Notin_LF,I_2500_2999_LF_sta_NS,I_2500_2999_Tot,I_3000_3499_Emp_WFT,I_3000_3499_Emp_WPT,I_3000_3499_Emp_AW,I_3000_3499_E_T,I_3000_3499_UnE_lfw_FTW,I_3000_3499_UnE_lfw_PTW,I_3000_3499_UnE_lfw_Tot,I_3000_3499_T_LF,I_3000_3499_Notin_LF,I_3000_3499_LF_sta_NS,I_3000_3499_Tot,I_3500_3999_Emp_WFT,I_3500_3999_Emp_WPT,I_3500_3999_Emp_AW,I_3500_3999_E_T,I_3500_3999_UnE_lfw_FTW,I_3500_3999_UnE_lfw_PTW,I_3500_3999_UnE_lfw_Tot,I_3500_3999_T_LF,I_3500_3999_Notin_LF,I_3500_3999_LF_sta_NS,I_3500_3999_Tot,I_4000more_Emp_WFT,I_4000more_Emp_WPT,I_4000more_Emp_AW,I_4000more_E_T,I_4000more_UnE_lfw_FTW,I_4000more_UnE_lfw_PTW,I_4000more_UnE_lfw_Tot,I_4000more_T_LF,I_4000more_Notin_LF,I_4000more_LF_sta_NS,I_4000more_Tot,Part_inc_sta_Emp_WFT,Part_inc_sta_Emp_WPT,Part_inc_sta_Emp_AW,Part_inc_sta_E_T,Part_inc_sta_UnE_lfw_FTW,Part_inc_sta_UnE_lfw_PTW,Part_inc_sta_UnE_lfw_Tot,Part_inc_sta_T_LF,Part_inc_sta_Notin_LF,Part_inc_sta_LF_sta_NS,Part_inc_sta_Tot,All_inc_NS_Emp_WFT,All_inc_NS_Emp_WPT
LGA32270,0,0,0,0,5,0,7,7,11,0,19,0,0,0,4,0,0,0,6,3,0,11,0,4,0,8,3,3,7,10,7,0,24,0,3,0,9,0,7,4,13,17,0,30,6,10,3,21,3,9,7,32,19,0,51,4,16,0,24,10,3,12,33,38,0,74,16,23,0,37,7,0,9,48,37,0,77,26,17,3,40,3,0,5,46,22,0,67,31,24,0,57,3,0,5,63,19,0,74,27,11,0,42,0,0,0,43,11,0,55,20,3,6,29,0,0,0,25,4,0,32,32,3,0,36,0,0,0,36,8,0,40,41,3,0,42,0,0,0,42,3,0,51,10,0,0,16,0,0,0,16,5,0,20,0,0,0,4,0,0,0,4,0,0,4,9,0,0,9,0,0,0,9,0,0,11,7,0,0,11,0,0,0,11,0,0,13,30,11,0,45,6,0,9,52,16,0,74,0,0
LGA32310,0,4,0,4,4,0,5,7,8,0,14,0,0,0,3,0,0,0,4,7,0,11,0,3,0,4,3,0,7,6,3,0,11,0,7,0,7,0,4,3,13,11,0,17,3,7,3,14,6,4,10,20,12,0,33,3,10,0,19,7,6,6,30,34,0,61,6,23,0,32,4,3,9,41,26,0,73,11,17,5,31,3,0,3,36,20,0,60,19,5,0,27,3,3,3,25,26,0,52,24,5,0,30,0,0,0,30,8,0,43,13,6,0,21,0,0,0,21,5,0,24,6,3,0,12,0,0,0,12,8,0,17,10,4,0,11,0,0,0,11,3,0,21,3,0,0,5,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,21,10,0,32,0,0,0,32,14,3,53,0,0
LGA32330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,0,5,5,15,0,16,0,0,0,0,0,0,3,3,13,0,21,0,0,0,0,4,0,7,7,10,0,15,0,0,0,0,3,0,3,3,13,0,13,0,0,0,0,3,0,3,0,10,0,10,3,0,0,3,0,0,0,3,11,0,14,0,0,0,3,0,0,3,5,9,0,10,0,0,0,3,0,0,0,5,4,0,10,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA32450,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,9,0,0,0,3,3,0,3,7,9,0,14,0,0,0,3,0,0,0,3,0,0,0,4,3,0,7,0,0,0,7,3,0,11,0,3,0,3,0,0,0,3,0,0,8,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,0,0,4,0,0,0,4,0,0,4,0,0,0,3,0,0,0,3,8,0,5,0,0
LGA32500,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,3,3,0,6,0,3,0,3,0,0,0,3,0,0,3,0,3,0,4,0,0,0,5,3,0,4,0,3,0,0,3,0,3,6,9,0,13,0,8,0,8,0,0,0,8,11,0,15,3,7,0,7,0,0,0,11,10,0,19,0,0,0,4,0,0,0,7,9,0,12,6,5,0,11,0,0,0,11,10,0,23,7,0,0,8,0,0,3,14,3,0,15,0,3,0,4,0,0,0,4,0,0,4,4,0,0,4,0,0,0,4,3,0,8,0,4,0,4,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,9,0,0,0,14,3,0,16,0,0
LGA32600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA32750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA32770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,7,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,9,0,14,0,4,0,3,0,0,4,10,12,0,17,0,5,0,3,0,0,0,3,3,0,5,0,0,0,3,0,0,0,3,4,0,3,0,0,0,4,0,0,0,4,3,0,4,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
LGA32810,0,0,0,0,0,0,0,3,5,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,14,0,16,0,6,3,4,0,0,0,5,11,0,19,0,15,0,17,0,0,0,13,16,0,32,0,23,0,23,0,3,3,26,26,0,51,10,24,0,35,0,0,0,37,20,0,58,13,18,0,33,0,0,0,32,10,0,45,23,5,0,31,0,0,0,35,11,0,46,11,8,0,18,0,0,0,18,8,0,26,14,3,0,14,0,0,0,14,6,0,24,8,6,0,17,0,0,0,17,0,0,17,13,0,3,17,0,0,0,17,5,0,19,0,4,0,4,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,11,0,24,3,0,4,32,21,4,50,0,0
LGA33100,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA33200,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,3,4,0,8,0,0,0,0,0,0,0,0,4,0,7,3,0,0,3,0,0,0,3,0,0,5,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,0,4,0,0
LGA33220,0,0,0,3,3,4,11,11,46,3,55,0,3,3,9,6,0,5,16,26,0,35,0,23,0,31,37,7,43,76,80,0,156,9,44,8,61,29,23,51,110,125,0,236,11,78,3,87,47,25,65,158,252,0,412,35,173,7,217,36,48,84,306,366,3,673,78,171,4,257,39,20,58,309,415,0,725,133,151,14,296,31,12,39,333,337,0,667,134,129,5,270,8,14,25,296,244,3,539,132,61,12,209,3,5,14,224,109,0,334,78,33,8,112,0,0,0,114,58,0,178,67,20,3,90,0,4,4,90,31,0,121,69,14,3,90,0,0,0,88,34,0,122,19,0,0,24,0,0,0,20,13,0,37,3,3,0,11,0,0,0,8,3,0,11,11,3,0,21,0,0,4,20,12,0,28,6,3,0,7,0,0,0,12,9,0,17,77,66,10,157,14,7,23,178,170,12,358,7,10
LGA33360,3,3,0,7,14,3,22,26,35,0,60,0,6,0,6,10,3,8,17,21,0,40,4,11,0,13,20,6,28,40,37,0,80,0,16,4,17,20,6,27,50,57,0,106,7,32,4,40,23,25,54,95,107,0,198,15,73,5,89,30,19,53,143,140,3,286,39,70,10,112,19,9,32,146,129,0,275,70,63,0,130,7,4,18,147,100,0,246,62,59,3,118,3,0,3,126,51,0,176,84,18,5,109,4,0,10,119,25,0,143,61,23,3,91,7,0,7,96,14,0,113,43,3,0,51,0,0,0,50,16,0,67,77,13,8,95,0,0,0,96,8,0,108,31,10,3,41,0,0,3,42,8,0,53,16,0,0,12,0,0,0,19,0,0,20,21,0,0,17,4,0,4,22,6,0,29,16,0,0,22,3,0,3,23,4,0,27,59,35,0,98,20,4,22,121,55,0,175,3,9
LGA33430,13,11,10,36,44,43,91,123,399,4,529,3,39,9,51,17,12,30,85,119,0,203,10,109,14,129,52,46,101,230,252,3,482,21,178,19,222,51,55,105,326,349,0,670,56,364,31,446,87,113,200,646,659,3,1314,185,873,51,1107,107,194,303,1411,1135,3,2552,412,998,66,1471,76,113,188,1660,1102,5,2772,840,896,80,1821,65,74,134,1954,1026,16,2994,1134,797,54,1996,53,44,93,2090,1013,12,3118,965,612,58,1630,36,36,70,1701,611,5,2314,850,353,37,1242,12,19,34,1274,376,4,1658,689,213,38,939,8,7,16,954,243,3,1199,941,251,48,1241,11,10,24,1267,280,3,1550,327,87,17,431,3,0,3,439,91,0,533,151,29,4,182,4,3,4,190,31,0,222,173,41,4,216,0,0,3,221,37,0,254,132,24,3,164,0,4,5,164,52,0,221,692,414,70,1179,48,27,76,1259,716,44,2016,63,37
LGA33610,0,0,0,0,0,0,4,4,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,11,0,11,3,0,0,9,5,0,15,3,5,0,12,0,5,5,14,12,0,27,8,18,0,27,0,0,0,28,17,0,44,6,12,0,26,3,0,3,27,28,0,53,19,14,0,33,0,0,0,33,18,0,49,22,5,0,28,0,0,0,28,14,0,37,12,6,0,15,0,0,0,15,5,0,21,10,6,0,14,0,0,0,14,0,0,13,7,0,0,7,0,0,0,7,10,0,18,13,0,0,13,0,0,0,13,3,0,15,3,0,0,3,0,0,0,3,3,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,16,4,0,17,3,0,3,21,19,0,37,3,0
LGA33620,3,0,0,6,3,0,6,7,20,0,29,0,0,0,0,0,0,0,3,8,0,12,5,11,0,13,10,12,20,33,33,3,72,0,15,3,20,16,15,27,49,70,3,125,5,40,11,52,24,14,35,94,117,3,214,13,99,5,115,22,14,30,148,223,0,372,39,77,3,120,17,5,21,142,181,0,325,54,72,0,121,7,9,14,134,150,0,286,66,68,7,141,3,11,16,150,143,0,293,56,31,0,85,0,0,0,86,52,0,142,38,13,0,58,0,3,0,61,35,0,95,34,10,3,45,0,0,0,42,15,0,62,28,6,3,42,0,0,0,44,17,0,53,9,0,0,12,0,0,0,12,4,0,14,9,3,0,7,0,0,0,7,0,0,13,7,0,0,5,0,0,0,8,3,0,11,3,0,0,3,0,0,0,3,4,0,14,39,42,3,83,5,3,11,93,72,4,173,3,3
LGA33800,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,6,0,11,0,0,0,3,5,0,7,11,8,0,23,0,9,0,9,0,0,6,9,16,0,24,4,8,0,17,0,0,0,18,14,0,33,7,9,0,21,5,3,3,24,24,0,50,7,9,3,20,0,0,3,17,21,0,37,5,5,0,17,0,0,0,17,23,0,35,15,3,0,18,0,0,0,18,14,0,32,11,3,0,10,0,0,0,10,10,0,20,3,0,0,6,0,0,0,6,3,0,8,9,0,0,9,0,0,0,9,10,0,19,3,3,0,6,0,0,0,6,3,0,8,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,0,25,3,4,4,29,21,0,47,0,0
LGA33830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,10,6,0,9,0,3,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,3,0,3,0,11,0,0,0,0,3,0,3,3,3,0,11,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA33960,4,4,5,14,23,11,30,46,112,0,160,3,7,6,15,9,0,15,30,43,0,68,7,31,3,42,44,9,53,96,151,0,250,5,54,13,77,43,36,84,154,247,0,401,14,101,10,125,81,50,131,257,411,3,668,72,293,26,392,94,95,185,577,705,4,1287,203,298,37,541,68,49,117,660,618,6,1283,371,286,28,681,23,26,46,729,496,3,1225,519,243,23,789,33,19,53,838,400,6,1244,439,146,23,611,22,18,39,645,254,9,904,357,104,14,473,5,7,6,478,159,3,642,247,64,13,327,14,3,12,338,96,0,433,345,64,21,432,8,7,12,443,108,0,552,140,22,3,166,4,3,8,170,44,0,221,48,4,0,56,0,0,0,58,15,0,66,34,4,0,46,4,0,4,43,13,0,60,31,11,3,41,0,0,0,45,15,0,58,251,147,15,412,27,18,45,456,272,12,743,21,18
LGA33980,0,0,0,3,0,0,0,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,3,3,0,12,0,3,3,5,0,3,3,11,3,0,15,0,5,0,10,5,3,6,18,15,0,35,0,18,0,21,4,4,10,29,20,0,49,9,13,0,22,0,0,0,21,27,0,45,20,7,0,31,0,0,0,26,13,0,43,18,10,0,26,4,0,3,30,7,0,33,17,15,0,27,0,3,3,30,6,0,38,16,3,3,19,3,0,3,26,3,0,29,14,5,0,19,0,0,0,21,0,0,22,35,3,7,49,0,0,0,48,3,0,48,9,4,0,10,0,0,0,10,3,0,13,4,0,0,6,0,0,0,5,0,0,9,18,0,3,19,0,0,0,19,0,0,19,7,0,0,7,0,0,0,7,0,0,10,22,5,0,27,0,0,0,28,17,0,44,3,0
LGA34420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,7,0,9,0,0,0,0,0,0,0,0,6,0,11,0,0,0,3,0,0,0,4,4,0,12,0,0,0,3,0,0,0,3,14,0,15,0,3,0,3,0,0,0,3,3,0,7,0,0,0,0,3,0,3,3,7,0,11,0,0,0,3,0,0,0,3,3,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0
LGA34530,0,0,0,0,0,0,0,0,13,0,19,0,5,0,5,3,0,3,7,5,0,11,4,5,0,8,3,3,5,15,22,0,35,0,12,3,19,12,3,18,35,34,0,63,5,25,0,35,15,4,19,51,39,0,90,15,59,6,75,14,12,29,98,62,0,166,34,49,3,83,4,6,11,90,55,0,152,34,37,12,85,3,5,9,92,50,0,143,60,42,8,105,5,3,6,113,50,0,163,45,27,0,70,0,0,4,73,21,0,93,33,13,0,47,0,0,0,53,7,0,62,29,8,0,36,0,0,0,39,9,0,46,44,9,0,57,0,0,0,55,14,0,70,17,0,4,18,0,0,0,22,6,0,30,4,0,0,4,0,0,0,4,3,0,5,6,0,0,10,0,0,0,10,3,0,11,6,0,0,7,0,0,0,7,7,0,13,25,26,4,55,9,5,10,64,29,0,98,6,4
LGA34570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,3,0,3,0,0,0,3,3,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,5,0,12,0,0
LGA34580,4,0,0,3,0,0,0,7,6,0,12,0,0,0,3,5,0,5,6,4,0,5,0,12,0,13,4,0,6,22,22,0,42,3,11,0,17,10,6,16,26,37,0,65,5,19,3,33,4,8,17,48,75,0,127,11,59,0,77,11,11,23,101,112,0,213,29,47,7,84,10,15,20,104,106,0,216,42,41,3,88,11,4,15,100,97,0,198,60,30,3,96,4,0,4,98,76,0,175,48,30,6,88,0,5,6,88,47,0,137,27,11,3,35,4,0,4,41,22,0,65,30,9,0,41,0,0,0,43,12,0,49,41,7,3,51,0,0,0,49,19,0,69,12,0,0,16,0,0,0,16,10,0,22,6,0,0,4,0,0,0,9,0,0,10,3,0,0,3,0,0,0,3,3,0,9,3,0,0,3,0,0,0,3,0,0,6,29,29,5,62,8,0,7,72,50,4,124,3,3
LGA34590,10,15,3,26,27,27,53,77,219,7,302,3,25,0,28,22,5,30,53,85,0,138,8,58,5,62,64,51,112,178,246,3,425,15,97,10,124,77,44,122,252,398,0,651,28,195,26,242,101,79,178,422,609,0,1032,119,421,49,587,103,116,225,806,942,3,1758,295,493,34,823,60,72,128,955,900,9,1869,558,410,34,1003,50,32,84,1086,707,6,1800,722,376,44,1142,71,24,99,1244,635,8,1885,590,227,29,848,14,27,42,887,417,0,1306,457,185,35,669,17,6,27,699,250,3,950,362,92,10,470,17,6,21,492,166,3,656,546,96,28,671,5,7,10,679,178,0,858,219,46,10,274,3,5,11,284,78,0,359,83,12,3,100,0,5,5,101,17,0,123,64,14,3,82,4,0,4,88,30,0,119,44,12,0,56,6,0,4,54,33,0,89,386,231,42,660,54,32,81,739,429,33,1208,32,28
LGA34710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,3,5,0,10,0,4,0,4,0,0,0,3,3,0,3,6,3,0,10,0,0,0,7,6,0,12,3,3,0,12,0,0,0,12,3,0,12,7,6,0,8,0,0,0,8,6,0,18,10,0,0,11,0,0,0,11,0,0,12,3,5,0,10,0,0,0,10,0,0,12,3,0,0,3,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,10,0,0,8,0,0,0,8,0,0,8,0,0,0,3,0,0,0,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,10,0,0,0,11,3,0,13,0,0
