LGA_CODE_2016,MSEO_SEO,MSEO_SOLSE_VWorW,MSEO_SOLSE_NWorNAA,MSEO_SOLSE_Tot,MSEO_NS,MSEO_Tot,MOL_Afrikaans_SEO,MOL_Afrikaans_SOLSE_VWorW,MOL_Afrikaans_SOLSE_NWorNAA,MOL_Afrikaans_SOLSE_Tot,MOL_Afrikaans_NS,MOL_Afrikaans_Tot,MOL_Arabic_SEO,MOL_Arabic_SOLSE_VWorW,MOL_Arabic_SOLSE_NWorNAA,MOL_Arabic_SOLSE_Tot,MOL_Arabic_NS,MOL_Arabic_Tot,MOL_AIndLng_SEO,MOL_AIndLng_SOLSE_VWorW,MOL_AIndLng_SOLSE_NWorNAA,MOL_AIndLng_SOLSE_Tot,MOL_AIndLng_NS,MOL_AIndLng_Tot,MOL_CL_Canton_SEO,MOL_CL_Canton_SOLSE_VWorW,MOL_CL_Canton_SOLSE_NWorNAA,MOL_CL_Canton_SOLSE_Tot,MOL_CL_Canton_NS,MOL_CL_Canton_Tot,MOL_CL_Mandarin_SEO,MOL_CL_Mandarin_SOLSE_VWorW,MOL_CL_Mandarin_SOLSE_NWorNAA,MOL_CL_Mandarin_SOLSE_Tot,MOL_CL_Mandarin_NS,MOL_CL_Mandarin_Tot,MOL_CL_Oth_SEO,MOL_CL_Oth_SOLSE_VWorW,MOL_CL_Oth_SOLSE_NWorNAA,MOL_CL_Oth_SOLSE_Tot,MOL_CL_Oth_NS,MOL_CL_Oth_Tot,MOL_CL_Tot_SEO,MOL_CL_Tot_SOLSE_VWorW,MOL_CL_Tot_SOLSE_NWorNAA,MOL_CL_Tot_SOLSE_Tot,MOL_CL_Tot_NS,MOL_CL_Tot_Tot,MOL_Croatian_SEO,MOL_Croatian_SOLSE_VWorW,MOL_Croatian_SOLSE_NWorNAA,MOL_Croatian_SOLSE_Tot,MOL_Croatian_NS,MOL_Croatian_Tot,MOL_Dutch_SEO,MOL_Dutch_SOLSE_VWorW,MOL_Dutch_SOLSE_NWorNAA,MOL_Dutch_SOLSE_Tot,MOL_Dutch_NS,MOL_Dutch_Tot,MOL_French_SEO,MOL_French_SOLSE_VWorW,MOL_French_SOLSE_NWorNAA,MOL_French_SOLSE_Tot,MOL_French_NS,MOL_French_Tot,MOL_German_SEO,MOL_German_SOLSE_VWorW,MOL_German_SOLSE_NWorNAA,MOL_German_SOLSE_Tot,MOL_German_NS,MOL_German_Tot,MOL_Greek_SEO,MOL_Greek_SOLSE_VWorW,MOL_Greek_SOLSE_NWorNAA,MOL_Greek_SOLSE_Tot,MOL_Greek_NS,MOL_Greek_Tot,MOL_IAL_Bengali_SEO,MOL_IAL_Bengali_SOLSE_VWorW,MOL_IAL_Bengali_SOLSE_NWorNAA,MOL_IAL_Bengali_SOLSE_Tot,MOL_IAL_Bengali_NS,MOL_IAL_Bengali_Tot,MOL_IAL_Hindi_SEO,MOL_IAL_Hindi_SOLSE_VWorW,MOL_IAL_Hindi_SOLSE_NWorNAA,MOL_IAL_Hindi_SOLSE_Tot,MOL_IAL_Hindi_NS,MOL_IAL_Hindi_Tot,MOL_IAL_Punjabi_SEO,MOL_IAL_Punjabi_SOLSE_VWorW,MOL_IAL_Punjabi_SOLSE_NWorNAA,MOL_IAL_Punjabi_SOLSE_Tot,MOL_IAL_Punjabi_NS,MOL_IAL_Punjabi_Tot,MOL_IAL_Sinhal_SEO,MOL_IAL_Sinhal_SOLSE_VWorW,MOL_IAL_Sinhal_SOLSE_NWorNAA,MOL_IAL_Sinhal_SOLSE_Tot,MOL_IAL_Sinhal_NS,MOL_IAL_Sinhal_Tot,MOL_IAL_Urdu_SEO,MOL_IAL_Urdu_SOLSE_VWorW,MOL_IAL_Urdu_SOLSE_NWorNAA,MOL_IAL_Urdu_SOLSE_Tot,MOL_IAL_Urdu_NS,MOL_IAL_Urdu_Tot,MOL_IAL_Oth_SEO,MOL_IAL_Oth_SOLSE_VWorW,MOL_IAL_Oth_SOLSE_NWorNAA,MOL_IAL_Oth_SOLSE_Tot,MOL_IAL_Oth_NS,MOL_IAL_Oth_Tot,MOL_IAL_Tot_SEO,MOL_IAL_Tot_SOLSE_VWorW,MOL_IAL_Tot_SOLSE_NWorNAA,MOL_IAL_Tot_SOLSE_Tot,MOL_IAL_Tot_NS,MOL_IAL_Tot_Tot,MOL_Italian_SEO,MOL_Italian_SOLSE_VWorW,MOL_Italian_SOLSE_NWorNAA,MOL_Italian_SOLSE_Tot,MOL_Italian_NS,MOL_Italian_Tot,MOL_Japan_SEO,MOL_Japan_SOLSE_VWorW,MOL_Japan_SOLSE_NWorNAA,MOL_Japan_SOLSE_Tot,MOL_Japan_NS,MOL_Japan_Tot,MOL_Korean_SEO,MOL_Korean_SOLSE_VWorW,MOL_Korean_SOLSE_NWorNAA,MOL_Korean_SOLSE_Tot,MOL_Korean_NS,MOL_Korean_Tot,MOL_Macedon_SEO,MOL_Macedon_SOLSE_VWorW,MOL_Macedon_SOLSE_NWorNAA,MOL_Macedon_SOLSE_Tot,MOL_Macedon_NS,MOL_Macedon_Tot,MOL_Maltese_SEO,MOL_Maltese_SOLSE_VWorW,MOL_Maltese_SOLSE_NWorNAA,MOL_Maltese_SOLSE_Tot,MOL_Maltese_NS,MOL_Maltese_Tot,MOL_Persian_ED_SEO,MOL_Persian_ED_SOLSE_VWorW,MOL_Persian_ED_SOLSE_NWorNAA,MOL_Persian_ED_SOLSE_Tot,MOL_Persian_ED_NS,MOL_Persian_ED_Tot,MOL_Polish_SEO,MOL_Polish_SOLSE_VWorW,MOL_Polish_SOLSE_NWorNAA,MOL_Polish_SOLSE_Tot,MOL_Polish_NS,MOL_Polish_Tot,MOL_Russian_SEO,MOL_Russian_SOLSE_VWorW,MOL_Russian_SOLSE_NWorNAA,MOL_Russian_SOLSE_Tot,MOL_Russian_NS,MOL_Russian_Tot,MOL_Samoan_SEO,MOL_Samoan_SOLSE_VWorW,MOL_Samoan_SOLSE_NWorNAA,MOL_Samoan_SOLSE_Tot,MOL_Samoan_NS,MOL_Samoan_Tot,MOL_Serbian_SEO,MOL_Serbian_SOLSE_VWorW,MOL_Serbian_SOLSE_NWorNAA,MOL_Serbian_SOLSE_Tot,MOL_Serbian_NS,MOL_Serbian_Tot,MOL_SAL_Filipin_SEO,MOL_SAL_Filipin_SOLSE_VWorW,MOL_SAL_Filipin_SOLSE_NWorNAA,MOL_SAL_Filipin_SOLSE_Tot,MOL_SAL_Filipin_NS,MOL_SAL_Filipin_Tot,MOL_SAL_Indon_SEO,MOL_SAL_Indon_SOLSE_VWorW,MOL_SAL_Indon_SOLSE_NWorNAA,MOL_SAL_Indon_SOLSE_Tot,MOL_SAL_Indon_NS,MOL_SAL_Indon_Tot,MOL_SAL_Tagalog_SEO,MOL_SAL_Tagalog_SOLSE_VWorW,MOL_SAL_Tagalog_SOLSE_NWorNAA,MOL_SAL_Tagalog_SOLSE_Tot,MOL_SAL_Tagalog_NS,MOL_SAL_Tagalog_Tot,MOL_SAL_Oth_SEO,MOL_SAL_Oth_SOLSE_VWorW
LGA33200,709,..,..,..,..,709,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
LGA33220,43966,..,..,..,..,43966,..,57,3,58,0,58,..,22,0,22,0,21,..,29,0,29,0,29,..,22,3,23,0,23,..,53,15,69,0,69,..,7,0,8,0,8,..,81,14,101,0,101,..,11,3,11,0,11,..,67,0,72,3,73,..,57,4,63,0,63,..,180,4,181,9,191,..,22,0,21,0,23,..,4,0,4,0,4,..,40,0,40,0,42,..,16,0,21,0,21,..,15,0,15,0,15,..,22,0,24,0,24,..,36,7,38,3,41,..,132,8,140,5,143,..,78,14,86,0,86,..,20,3,21,0,21,..,7,3,9,0,9,..,3,0,3,0,3,..,16,0,21,0,21,..,7,0,7,0,7,..,15,3,14,0,14,..,9,0,10,0,10,..,9,0,9,0,9,..,7,0,5,0,5,..,23,0,23,0,23,..,9,0,9,0,9,..,30,0,34,0,31,..,5
LGA33360,27352,..,..,..,..,27352,..,197,3,195,0,195,..,45,3,48,3,49,..,12,0,12,0,12,..,13,4,18,0,18,..,60,18,76,3,78,..,3,3,3,0,3,..,73,26,99,3,99,..,11,3,13,0,13,..,27,0,27,0,29,..,21,0,21,0,21,..,62,0,59,0,59,..,21,4,23,0,23,..,31,3,41,0,41,..,70,0,70,0,72,..,49,3,52,0,52,..,14,3,21,0,21,..,27,4,28,0,33,..,32,3,31,0,31,..,224,18,245,0,242,..,41,4,42,0,42,..,11,0,13,0,13,..,17,10,28,0,28,..,3,0,10,0,10,..,0,0,0,0,0,..,22,0,18,0,24,..,12,0,15,0,15,..,24,0,24,0,24,..,23,0,23,0,18,..,16,0,16,0,16,..,124,13,134,0,132,..,25,0,26,0,26,..,198,6,204,0,204,..,19
LGA33430,218584,..,..,..,..,218584,..,729,12,742,0,746,..,875,81,964,6,971,..,31,3,33,0,34,..,1055,310,1362,12,1373,..,3087,968,4053,22,4079,..,200,66,268,3,266,..,4339,1345,5685,32,5719,..,432,56,484,4,491,..,421,4,429,3,430,..,909,49,966,13,979,..,1020,37,1049,10,1061,..,648,51,700,3,704,..,191,11,196,0,196,..,695,24,719,6,725,..,767,73,835,11,844,..,156,4,161,0,158,..,230,4,231,0,231,..,622,28,649,5,649,..,2652,139,2787,26,2808,..,1139,76,1221,25,1243,..,1945,448,2388,6,2397,..,1192,460,1646,16,1660,..,134,17,149,0,154,..,117,5,119,0,123,..,400,45,452,0,451,..,352,26,381,5,382,..,465,62,529,4,536,..,308,9,314,3,317,..,455,74,530,5,537,..,342,10,349,4,347,..,271,15,286,4,293,..,433,10,442,4,446,..,129
LGA33610,4624,..,..,..,..,4624,..,30,0,26,0,26,..,3,0,4,0,4,..,4,0,3,0,3,..,3,3,7,0,14,..,8,7,18,0,18,..,0,0,0,0,0,..,12,11,24,0,26,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,13,0,10,4,16,..,5,0,11,0,11,..,0,0,0,0,0,..,6,0,6,0,6,..,27,0,31,4,32,..,7,0,8,0,9,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,18,0,18,0,18,..,0,0,0,0,0,..,6,0,6,0,6,..,0
LGA33620,22012,..,..,..,..,22012,..,42,0,42,0,42,..,5,0,5,0,5,..,9,0,10,0,10,..,3,3,7,0,8,..,13,8,24,0,22,..,0,0,0,0,0,..,18,14,31,3,36,..,3,3,7,0,7,..,23,0,20,3,25,..,26,3,24,0,29,..,68,3,67,0,74,..,4,3,5,0,5,..,0,3,3,0,3,..,12,0,12,0,12,..,13,0,18,0,18,..,3,0,3,0,3,..,7,0,7,0,7,..,4,0,4,0,4,..,33,5,41,0,41,..,26,0,26,0,28,..,18,0,19,0,14,..,4,0,5,0,5,..,0,0,0,0,0,..,3,0,4,0,4,..,0,0,0,0,0,..,10,0,10,0,7,..,12,0,11,0,11,..,0,0,0,0,0,..,3,0,3,0,3,..,14,0,14,0,14,..,3,0,3,0,3,..,9,0,9,0,9,..,0
LGA33800,4743,..,..,..,..,4743,..,0,0,0,0,0,..,0,0,0,0,0,..,26,4,30,0,30,..,0,0,3,0,3,..,7,0,7,0,7,..,0,0,0,0,0,..,4,0,10,0,10,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,211,24,234,4,242,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,3
LGA33830,81,..,..,..,..,81,..,0,0,0,0,0,..,0,0,0,0,0,..,345,6,351,9,361,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
LGA33960,78590,..,..,..,..,78590,..,177,3,184,0,184,..,233,21,251,5,259,..,45,0,47,0,50,..,102,29,129,0,135,..,243,133,375,3,374,..,26,11,38,0,38,..,369,166,537,5,547,..,34,5,42,0,42,..,142,0,146,0,146,..,106,5,118,4,124,..,177,4,181,0,181,..,59,3,62,0,62,..,54,3,52,0,56,..,435,22,457,3,458,..,256,24,280,0,283,..,98,11,110,0,110,..,73,8,78,0,78,..,157,7,165,3,169,..,1066,69,1136,9,1145,..,89,6,97,3,99,..,78,15,89,0,89,..,71,32,97,3,101,..,15,0,16,0,16,..,16,0,20,0,20,..,101,16,121,0,121,..,79,19,92,0,92,..,50,8,57,0,58,..,1741,201,1940,35,1972,..,74,8,83,0,83,..,217,3,223,0,228,..,63,5,68,0,68,..,267,10,276,7,285,..,51
LGA33980,9078,..,..,..,..,9078,..,61,0,61,0,61,..,4,0,4,0,4,..,3,0,3,0,3,..,3,0,7,0,7,..,14,4,12,0,12,..,0,0,0,0,0,..,15,8,21,0,21,..,4,0,4,0,4,..,3,0,3,0,3,..,3,0,3,0,3,..,6,0,6,0,6,..,3,0,3,0,3,..,4,0,9,0,9,..,22,3,22,0,22,..,9,0,6,0,6,..,9,0,11,0,11,..,9,0,9,0,9,..,4,3,9,0,9,..,54,8,64,0,64,..,8,0,8,0,8,..,9,0,9,0,9,..,0,0,3,0,3,..,0,0,0,0,0,..,4,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,33,0,37,0,37,..,26,0,26,0,26,..,50,0,57,3,57,..,4
LGA34420,409,..,..,..,..,409,..,0,0,0,0,0,..,0,0,0,0,0,..,16,0,16,6,23,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
