LGA_CODE_2016,A75_84_L_PinE_NS_14,A75_84_L_PinE_NS_15,A75_84_L_PinE_NS_16,A75_84_L_PinE_NS_YNS,A75_84_L_PinE_NS_T,A75_84_T_B00,A75_84_T_00_05,A75_84_T_06_10,A75_84_T_11,A75_84_T_12,A75_84_T_13,A75_84_T_14,A75_84_T_15,A75_84_T_16,A75_84_T_YNS,A75_84_T_T,A85ov_SEO_B00,A85ov_SEO_00_05,A85ov_SEO_06_10,A85ov_SEO_11,A85ov_SEO_12,A85ov_SEO_13,A85ov_SEO_14,A85ov_SEO_15,A85ov_SEO_16,A85ov_SEO_YNS,A85ov_SEO_T,A85ov_SOLSE_VWW_B00,A85ov_SOLSE_VWW_00_05,A85ov_SOLSE_VWW_06_10,A85ov_SOLSE_VWW_11,A85ov_SOLSE_VWW_12,A85ov_SOLSE_VWW_13,A85ov_SOLSE_VWW_14,A85ov_SOLSE_VWW_15,A85ov_SOLSE_VWW_16,A85ov_SOLSE_VWW_YNS,A85ov_SOLSE_VWW_T,A85ov_SOLSE_NWNAA_B00,A85ov_SOLSE_NWNAA_00_05,A85ov_SOLSE_NWNAA_06_10,A85ov_SOLSE_NWNAA_11,A85ov_SOLSE_NWNAA_12,A85ov_SOLSE_NWNAA_13,A85ov_SOLSE_NWNAA_14,A85ov_SOLSE_NWNAA_15,A85ov_SOLSE_NWNAA_16,A85ov_SOLSE_NWNAA_YNS,A85ov_SOLSE_NWNAA_T,A85ov_SOLSE_PinE_NS_B00,A85ov_SOLSE_PinE_NS_00_05,A85ov_SOLSE_PinE_NS_06_10,A85ov_SOLSE_PinE_NS_11,A85ov_SOLSE_PinE_NS_12,A85ov_SOLSE_PinE_NS_13,A85ov_SOLSE_PinE_NS_14,A85ov_SOLSE_PinE_NS_15,A85ov_SOLSE_PinE_NS_16,A85ov_SOLSE_PinE_NS_YNS,A85ov_SOLSE_PinE_NS_T,A85ov_SOLSE_T_B00,A85ov_SOLSE_T_00_05,A85ov_SOLSE_T_06_10,A85ov_SOLSE_T_11,A85ov_SOLSE_T_12,A85ov_SOLSE_T_13,A85ov_SOLSE_T_14,A85ov_SOLSE_T_15,A85ov_SOLSE_T_16,A85ov_SOLSE_T_YNS,A85ov_SOLSE_T_T,A85ov_L_PinE_NS_B00,A85ov_L_PinE_NS_00_05,A85ov_L_PinE_NS_06_10,A85ov_L_PinE_NS_11,A85ov_L_PinE_NS_12,A85ov_L_PinE_NS_13,A85ov_L_PinE_NS_14,A85ov_L_PinE_NS_15,A85ov_L_PinE_NS_16,A85ov_L_PinE_NS_YNS,A85ov_L_PinE_NS_T,A85ov_T_B00,A85ov_T_00_05,A85ov_T_06_10,A85ov_T_11,A85ov_T_12,A85ov_T_13,A85ov_T_14,A85ov_T_15,A85ov_T_16,A85ov_T_YNS,A85ov_T_T,T_SEO_B00,T_SEO_00_05,T_SEO_06_10,T_SEO_11,T_SEO_12,T_SEO_13,T_SEO_14,T_SEO_15,T_SEO_16,T_SEO_YNS,T_SEO_T,T_SOLSE_VWW_B00,T_SOLSE_VWW_00_05,T_SOLSE_VWW_06_10,T_SOLSE_VWW_11,T_SOLSE_VWW_12,T_SOLSE_VWW_13,T_SOLSE_VWW_14,T_SOLSE_VWW_15,T_SOLSE_VWW_16,T_SOLSE_VWW_YNS,T_SOLSE_VWW_T,T_SOLSE_NWNAA_B00,T_SOLSE_NWNAA_00_05,T_SOLSE_NWNAA_06_10,T_SOLSE_NWNAA_11,T_SOLSE_NWNAA_12,T_SOLSE_NWNAA_13,T_SOLSE_NWNAA_14,T_SOLSE_NWNAA_15,T_SOLSE_NWNAA_16,T_SOLSE_NWNAA_YNS,T_SOLSE_NWNAA_T,T_SOLSE_PinE_NS_B00,T_SOLSE_PinE_NS_00_05,T_SOLSE_PinE_NS_06_10,T_SOLSE_PinE_NS_11,T_SOLSE_PinE_NS_12,T_SOLSE_PinE_NS_13,T_SOLSE_PinE_NS_14,T_SOLSE_PinE_NS_15,T_SOLSE_PinE_NS_16,T_SOLSE_PinE_NS_YNS,T_SOLSE_PinE_NS_T,T_SOLSE_T_B00,T_SOLSE_T_00_05,T_SOLSE_T_06_10,T_SOLSE_T_11,T_SOLSE_T_12,T_SOLSE_T_13,T_SOLSE_T_14,T_SOLSE_T_15,T_SOLSE_T_16,T_SOLSE_T_YNS,T_SOLSE_T_T,T_L_PinE_NS_B00,T_L_PinE_NS_00_05,T_L_PinE_NS_06_10,T_L_PinE_NS_11,T_L_PinE_NS_12,T_L_PinE_NS_13,T_L_PinE_NS_14,T_L_PinE_NS_15,T_L_PinE_NS_16,T_L_PinE_NS_YNS,T_L_PinE_NS_T,T_T_B00,T_T_00_05,T_T_06_10,T_T_11,T_T_12,T_T_13,T_T_14,T_T_15,T_T_16,T_T_YNS,T_T_T
LGA32600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,11
LGA32750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,0,0,17,4,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,4,4,3,0,0,4,0,0,18
LGA32770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,12,3,0,6,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,7,3,6,0,0,7,0,0,0,0,23
LGA32810,0,0,0,0,0,145,5,3,0,0,0,0,0,0,9,154,16,0,0,0,0,0,0,0,0,0,16,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,27,1021,191,203,35,47,36,46,49,30,81,1745,155,53,104,24,37,23,46,44,27,29,543,16,3,10,0,0,3,3,3,3,3,48,0,0,3,0,0,0,0,0,0,0,6,175,59,113,24,37,27,51,52,32,38,601,0,0,0,0,0,0,0,0,0,3,7,1196,255,317,63,78,64,99,101,67,119,2352
LGA33100,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,3,0,0,0,0,0,0,0,36,3,3,3,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,33,5,9,0,4,0,0,0,0,0,55
LGA33200,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,3,8,4,0,0,4,0,0,4,61,3,0,6,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,46,3,11,3,7,0,4,0,0,5,75
LGA33220,0,0,0,10,22,1751,73,21,4,5,0,4,0,0,86,1953,361,10,4,0,0,3,0,0,0,43,427,71,4,0,0,0,0,0,0,0,9,78,12,0,0,0,0,0,0,0,0,4,18,0,0,0,0,0,0,0,0,0,0,0,81,4,0,0,0,0,0,0,0,9,97,4,0,0,0,0,0,0,0,0,9,9,449,20,5,0,0,3,3,0,0,61,538,8716,840,852,120,143,93,110,104,55,409,11445,1207,252,449,86,70,60,81,81,38,86,2410,65,15,19,3,3,10,11,13,12,18,174,18,0,0,0,0,0,0,0,0,3,25,1290,276,470,86,74,75,91,89,48,112,2609,32,0,3,0,0,0,0,0,0,63,110,10040,1118,1324,212,220,169,206,196,102,584,14162
LGA33360,0,0,0,0,0,308,10,3,0,0,0,0,0,0,15,333,47,0,0,0,0,0,0,0,0,9,64,12,0,0,0,0,0,0,0,0,0,16,4,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,3,19,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,11,84,3084,530,869,249,268,240,154,104,47,166,5717,504,238,918,235,276,208,219,169,77,66,2914,46,15,30,11,8,16,18,29,35,28,244,6,4,6,0,6,0,3,3,0,4,33,562,252,953,247,291,226,241,196,121,101,3188,7,0,3,0,3,0,0,0,0,3,22,3649,787,1833,494,559,472,394,306,164,268,8921
LGA33430,0,0,0,11,48,8297,475,323,37,44,41,37,34,32,434,9753,2110,93,50,12,8,3,5,8,9,284,2573,570,20,9,0,0,0,0,0,0,102,699,201,13,10,0,0,0,0,0,0,36,257,3,0,0,0,0,0,0,0,0,8,13,769,29,15,0,0,0,3,0,3,144,969,18,0,0,0,0,0,0,0,0,9,29,2898,122,67,13,9,4,9,8,5,438,3571,54369,13560,17033,3243,3142,2605,2366,2102,1359,3272,103045,16189,6111,9535,1633,2001,2266,2833,2604,1487,1430,46100,2124,685,994,228,310,422,541,696,625,665,7288,143,40,52,12,13,19,18,24,9,38,370,18461,6837,10579,1876,2323,2713,3394,3321,2115,2135,53754,131,19,25,6,0,9,9,12,7,165,389,72957,20420,27637,5131,5466,5324,5765,5429,3483,5574,157183
LGA33610,0,0,0,0,0,30,0,0,0,0,0,0,0,0,3,28,10,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,9,225,27,50,12,4,10,3,11,3,10,357,26,11,97,20,14,17,20,11,5,6,230,0,0,4,0,0,4,3,9,3,12,38,0,0,0,0,0,0,0,0,0,0,0,29,12,96,22,11,19,24,19,11,18,271,0,0,5,0,0,0,0,0,0,0,5,256,42,149,36,21,27,31,31,17,29,631
LGA33620,0,0,0,0,3,519,20,13,0,0,3,0,8,0,22,582,100,0,0,0,0,0,0,0,0,11,109,12,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,20,3,0,0,0,0,0,0,0,0,0,3,122,3,3,0,0,0,0,0,0,10,136,3340,324,344,43,52,66,23,46,8,152,4395,419,94,152,26,21,34,21,20,14,22,833,28,3,8,11,7,9,0,4,7,0,79,5,0,0,0,0,3,0,0,0,3,13,450,100,160,40,29,46,20,28,28,23,926,13,0,0,0,0,0,0,0,0,7,15,3805,428,502,82,86,108,38,75,40,178,5342
LGA33800,0,0,0,0,0,193,0,0,0,0,0,0,0,0,9,212,21,0,0,0,0,0,0,0,0,3,32,47,0,0,0,0,0,0,0,0,3,49,41,0,0,0,0,0,0,0,0,3,40,3,0,0,0,0,0,0,0,0,0,3,90,0,0,0,0,0,0,0,0,3,94,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,14,126,529,19,44,3,3,3,4,11,4,32,656,209,8,29,5,16,8,3,6,0,14,293,82,3,3,0,0,0,0,0,0,8,95,4,0,0,0,0,0,0,0,0,0,3,295,12,32,5,16,8,3,6,4,20,391,0,0,0,0,0,0,0,0,0,0,3,826,28,74,11,17,9,9,15,10,50,1052
LGA33830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,7,9,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,3,0,15
LGA33960,0,0,0,6,9,1421,44,28,5,9,0,7,3,0,52,1569,271,3,3,0,0,0,0,0,3,25,303,59,0,0,0,0,0,0,0,0,5,70,49,7,3,0,0,0,0,0,0,3,54,4,0,0,0,0,0,0,0,0,0,4,111,7,3,0,0,0,0,0,0,7,130,0,0,0,0,0,0,0,0,0,0,0,386,10,6,0,0,0,0,0,3,28,432,11800,2497,3571,748,806,660,455,390,209,666,21807,4296,2343,3960,698,853,662,668,550,229,377,14638,793,186,402,54,129,104,119,144,136,131,2200,54,30,50,15,22,11,3,5,10,13,204,5146,2562,4407,771,995,781,793,701,374,526,17045,20,6,8,3,3,0,3,0,3,107,152,16966,5064,7988,1519,1810,1446,1245,1092,581,1297,39009
LGA33980,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,622,126,272,74,58,53,41,39,16,43,1346,95,75,263,66,61,43,34,27,17,22,704,5,0,9,3,0,3,13,5,4,3,45,0,0,4,0,0,0,0,0,0,0,3,100,73,276,69,63,43,46,34,21,23,750,0,0,0,0,0,0,0,0,0,3,4,726,198,552,140,127,99,90,69,37,69,2098
LGA34420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,11,3,3,0,0,0,0,0,0,0,17
LGA34530,0,0,0,3,5,260,12,4,0,4,0,0,0,0,16,299,78,3,0,0,0,0,0,0,0,11,96,11,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,3,88,3,0,0,0,0,0,0,0,13,110,1917,257,343,46,96,58,42,36,23,97,2923,231,74,137,15,31,24,43,19,12,29,610,15,6,13,0,3,0,6,7,4,9,56,3,0,0,0,0,0,0,0,0,0,10,247,83,150,15,35,22,46,26,17,38,677,7,0,0,0,0,0,0,0,0,46,52,2171,339,491,68,130,79,86,65,43,186,3651
LGA34570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,12
LGA34580,0,0,0,0,3,277,8,3,0,0,0,0,0,0,9,298,53,0,0,0,0,0,0,0,0,6,64,9,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,6,20,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,16,81,2096,245,264,44,30,29,35,52,21,125,2941,282,131,257,44,70,107,144,187,132,101,1444,26,24,36,12,24,52,52,151,73,77,528,9,0,0,0,0,0,0,0,0,4,18,315,149,293,58,91,153,197,343,211,179,1993,8,0,0,0,0,0,3,0,0,62,80,2425,393,558,105,125,189,228,395,234,374,5010
LGA34590,0,0,0,9,25,3426,126,78,13,9,19,7,11,4,163,3858,710,18,5,6,0,3,3,0,0,95,840,170,7,4,3,0,0,0,0,0,21,200,166,3,3,0,3,0,0,0,3,40,222,9,0,0,0,0,0,0,0,0,3,7,344,8,5,0,3,0,0,0,3,62,433,8,3,0,0,0,0,0,0,0,13,22,1058,33,16,7,5,5,3,5,3,160,1295,27334,5413,6307,1115,1311,952,745,676,332,1461,45645,10587,4315,7354,1175,1315,1669,1185,934,530,714,29783,1905,578,1232,307,326,712,405,435,562,369,6838,127,46,91,18,7,24,15,18,12,27,397,12620,4942,8672,1498,1655,2404,1608,1387,1109,1117,37008,79,15,30,3,6,3,9,0,0,79,225,40038,10373,15005,2617,2971,3360,2350,2066,1442,2656,82883
LGA34710,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,16,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,122,13,19,4,8,6,3,0,0,8,181,15,5,10,4,6,0,3,4,0,4,59,0,0,3,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,15,5,13,9,6,0,3,10,0,4,70,0,0,0,0,0,0,0,0,0,0,0,135,15,35,16,9,5,8,12,0,15,252
LGA34770,0,0,0,3,3,590,8,17,0,5,4,3,0,0,25,660,128,9,0,0,0,0,0,0,0,9,148,34,0,0,0,0,0,0,0,0,3,42,19,0,0,0,0,0,0,0,0,3,20,0,0,0,0,0,0,0,0,0,0,3,53,0,0,0,0,0,0,0,0,10,65,0,0,0,0,0,0,0,0,0,0,0,185,9,0,0,0,0,0,0,0,22,211,4744,930,1421,379,312,166,126,81,58,249,8470,886,451,1733,300,378,235,252,173,77,81,4569,70,16,90,9,23,15,26,40,32,33,357,7,0,11,3,3,3,5,0,0,10,44,962,464,1835,317,409,252,286,217,117,120,4963,12,0,0,0,0,0,3,0,0,21,33,5721,1395,3251,691,721,422,410,295,170,390,13472
LGA34800,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,3,0,3,0,0,0,0,6,50,4,0,3,0,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,33,3,8,0,3,0,8,3,0,10,58
LGA34830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
LGA34860,0,0,0,0,0,26,0,0,0,0,0,0,0,0,4,27,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,9,236,46,72,21,21,18,17,14,0,22,473,27,22,165,43,20,42,29,20,3,17,390,3,0,3,3,4,4,3,4,0,5,34,0,0,0,0,0,0,0,0,0,0,0,30,22,170,46,22,42,30,22,8,24,429,0,0,0,0,0,0,0,0,0,0,3,268,70,243,64,40,64,54,43,8,45,900
LGA34880,0,0,0,0,0,452,7,3,3,0,3,0,0,0,24,488,37,0,0,0,0,0,0,0,0,3,46,36,0,0,0,0,0,0,0,0,9,49,50,0,0,0,0,0,0,0,0,7,56,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,16,100,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,14,145,1484,159,139,29,40,35,24,31,13,82,2031,656,73,147,30,31,31,48,46,16,65,1149,166,8,8,5,4,6,16,39,13,53,304,12,0,0,0,0,0,0,0,0,0,15,838,75,157,29,41,44,68,82,28,110,1470,4,3,0,0,0,0,0,0,0,59,61,2323,238,298,59,75,70,90,115,45,251,3570
LGA35010,0,0,0,22,51,4542,208,155,23,34,17,13,16,4,174,5198,1159,32,17,4,3,3,3,8,3,90,1319,213,4,0,3,0,0,0,0,0,7,234,50,0,8,0,0,0,0,0,0,3,65,4,0,0,0,0,0,0,0,0,3,8,274,7,4,3,0,0,0,0,0,16,304,13,0,0,0,0,0,0,0,0,36,51,1440,42,28,6,4,3,4,7,3,139,1675,34330,7331,10032,1870,1778,1384,926,874,454,1603,60572,6770,2675,5412,1010,1020,740,669,687,408,479,19865,541,187,332,55,86,109,146,265,335,282,2343,87,21,40,5,6,4,4,8,6,16,213,7399,2888,5780,1068,1120,856,816,957,748,777,22417,95,10,17,0,0,4,0,0,3,268,400,41821,10219,15834,2944,2900,2240,1740,1832,1205,2649,83392
LGA35250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,17,3,0,9,3,0,0,0,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,3,0,0,0,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,12,0,11,3,0,0,0,5,0,0,37
LGA35300,0,0,0,0,0,90,3,3,0,0,0,0,4,3,0,96,13,0,0,0,0,0,0,0,0,3,14,5,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,3,24,749,159,288,123,129,75,58,44,37,76,1737,253,105,369,85,121,92,66,41,31,31,1190,15,0,5,0,8,8,6,7,7,10,66,4,0,3,0,0,0,0,0,0,0,11,271,113,380,86,131,91,71,47,31,40,1266,4,3,0,0,0,0,0,0,0,0,11,1025,273,671,209,262,174,129,86,70,117,3015
LGA35600,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,9,14,0,3,0,4,0,0,7,134,9,4,23,0,0,10,32,6,12,3,97,0,0,15,0,0,7,24,6,6,0,62,0,0,0,0,0,0,0,0,0,0,3,9,7,37,4,0,16,58,14,15,3,161,0,0,0,0,0,0,0,3,0,0,0,106,13,53,4,3,17,61,16,15,11,297
LGA35670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,10,6,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,0,0,0,0,0,0,19
LGA35740,0,0,0,7,15,981,70,38,0,8,3,3,3,0,30,1138,236,3,5,0,0,0,0,0,0,19,265,51,3,0,0,0,0,0,0,0,6,61,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,56,3,0,0,0,0,0,0,0,11,66,14,0,0,0,0,0,0,0,0,18,39,304,11,4,0,0,0,0,0,0,51,365,5839,1172,1125,173,189,146,137,135,63,233,9213,871,214,323,37,83,84,72,62,50,39,1835,29,11,12,5,3,4,12,17,24,10,121,8,3,4,0,0,0,0,0,0,4,16,905,225,336,50,90,94,86,77,69,49,1974,35,6,13,0,3,0,0,0,0,33,81,6781,1402,1473,220,277,237,230,214,132,310,11270
