LGA_CODE_2016,A75_84_L_PinE_NS_14,A75_84_L_PinE_NS_15,A75_84_L_PinE_NS_16,A75_84_L_PinE_NS_YNS,A75_84_L_PinE_NS_T,A75_84_T_B00,A75_84_T_00_05,A75_84_T_06_10,A75_84_T_11,A75_84_T_12,A75_84_T_13,A75_84_T_14,A75_84_T_15,A75_84_T_16,A75_84_T_YNS,A75_84_T_T,A85ov_SEO_B00,A85ov_SEO_00_05,A85ov_SEO_06_10,A85ov_SEO_11,A85ov_SEO_12,A85ov_SEO_13,A85ov_SEO_14,A85ov_SEO_15,A85ov_SEO_16,A85ov_SEO_YNS,A85ov_SEO_T,A85ov_SOLSE_VWW_B00,A85ov_SOLSE_VWW_00_05,A85ov_SOLSE_VWW_06_10,A85ov_SOLSE_VWW_11,A85ov_SOLSE_VWW_12,A85ov_SOLSE_VWW_13,A85ov_SOLSE_VWW_14,A85ov_SOLSE_VWW_15,A85ov_SOLSE_VWW_16,A85ov_SOLSE_VWW_YNS,A85ov_SOLSE_VWW_T,A85ov_SOLSE_NWNAA_B00,A85ov_SOLSE_NWNAA_00_05,A85ov_SOLSE_NWNAA_06_10,A85ov_SOLSE_NWNAA_11,A85ov_SOLSE_NWNAA_12,A85ov_SOLSE_NWNAA_13,A85ov_SOLSE_NWNAA_14,A85ov_SOLSE_NWNAA_15,A85ov_SOLSE_NWNAA_16,A85ov_SOLSE_NWNAA_YNS,A85ov_SOLSE_NWNAA_T,A85ov_SOLSE_PinE_NS_B00,A85ov_SOLSE_PinE_NS_00_05,A85ov_SOLSE_PinE_NS_06_10,A85ov_SOLSE_PinE_NS_11,A85ov_SOLSE_PinE_NS_12,A85ov_SOLSE_PinE_NS_13,A85ov_SOLSE_PinE_NS_14,A85ov_SOLSE_PinE_NS_15,A85ov_SOLSE_PinE_NS_16,A85ov_SOLSE_PinE_NS_YNS,A85ov_SOLSE_PinE_NS_T,A85ov_SOLSE_T_B00,A85ov_SOLSE_T_00_05,A85ov_SOLSE_T_06_10,A85ov_SOLSE_T_11,A85ov_SOLSE_T_12,A85ov_SOLSE_T_13,A85ov_SOLSE_T_14,A85ov_SOLSE_T_15,A85ov_SOLSE_T_16,A85ov_SOLSE_T_YNS,A85ov_SOLSE_T_T,A85ov_L_PinE_NS_B00,A85ov_L_PinE_NS_00_05,A85ov_L_PinE_NS_06_10,A85ov_L_PinE_NS_11,A85ov_L_PinE_NS_12,A85ov_L_PinE_NS_13,A85ov_L_PinE_NS_14,A85ov_L_PinE_NS_15,A85ov_L_PinE_NS_16,A85ov_L_PinE_NS_YNS,A85ov_L_PinE_NS_T,A85ov_T_B00,A85ov_T_00_05,A85ov_T_06_10,A85ov_T_11,A85ov_T_12,A85ov_T_13,A85ov_T_14,A85ov_T_15,A85ov_T_16,A85ov_T_YNS,A85ov_T_T,T_SEO_B00,T_SEO_00_05,T_SEO_06_10,T_SEO_11,T_SEO_12,T_SEO_13,T_SEO_14,T_SEO_15,T_SEO_16,T_SEO_YNS,T_SEO_T,T_SOLSE_VWW_B00,T_SOLSE_VWW_00_05,T_SOLSE_VWW_06_10,T_SOLSE_VWW_11,T_SOLSE_VWW_12,T_SOLSE_VWW_13,T_SOLSE_VWW_14,T_SOLSE_VWW_15,T_SOLSE_VWW_16,T_SOLSE_VWW_YNS,T_SOLSE_VWW_T,T_SOLSE_NWNAA_B00,T_SOLSE_NWNAA_00_05,T_SOLSE_NWNAA_06_10,T_SOLSE_NWNAA_11,T_SOLSE_NWNAA_12,T_SOLSE_NWNAA_13,T_SOLSE_NWNAA_14,T_SOLSE_NWNAA_15,T_SOLSE_NWNAA_16,T_SOLSE_NWNAA_YNS,T_SOLSE_NWNAA_T,T_SOLSE_PinE_NS_B00,T_SOLSE_PinE_NS_00_05,T_SOLSE_PinE_NS_06_10,T_SOLSE_PinE_NS_11,T_SOLSE_PinE_NS_12,T_SOLSE_PinE_NS_13,T_SOLSE_PinE_NS_14,T_SOLSE_PinE_NS_15,T_SOLSE_PinE_NS_16,T_SOLSE_PinE_NS_YNS,T_SOLSE_PinE_NS_T,T_SOLSE_T_B00,T_SOLSE_T_00_05,T_SOLSE_T_06_10,T_SOLSE_T_11,T_SOLSE_T_12,T_SOLSE_T_13,T_SOLSE_T_14,T_SOLSE_T_15,T_SOLSE_T_16,T_SOLSE_T_YNS,T_SOLSE_T_T,T_L_PinE_NS_B00,T_L_PinE_NS_00_05,T_L_PinE_NS_06_10,T_L_PinE_NS_11,T_L_PinE_NS_12,T_L_PinE_NS_13,T_L_PinE_NS_14,T_L_PinE_NS_15,T_L_PinE_NS_16,T_L_PinE_NS_YNS,T_L_PinE_NS_T,T_T_B00,T_T_00_05,T_T_06_10,T_T_11,T_T_12,T_T_13,T_T_14,T_T_15,T_T_16,T_T_YNS,T_T_T
LGA35760,0,0,0,0,0,64,0,0,0,0,0,0,0,0,3,76,10,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,13,391,36,30,3,8,10,4,6,5,35,528,63,11,58,10,19,15,26,49,26,65,342,0,0,6,0,0,0,3,47,16,16,97,0,0,0,0,0,0,0,0,0,3,6,62,11,62,11,23,13,33,98,41,90,445,0,0,0,0,0,0,0,0,0,4,7,464,46,92,16,34,24,35,102,46,124,982
LGA35780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,6,8,0,0,0,0,0,0,9,58,11,0,3,0,3,0,0,0,0,3,23,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,3,0,0,0,3,4,27,0,0,0,0,0,0,0,0,0,0,0,40,6,16,3,3,3,3,0,3,12,80
LGA35790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,3,0,0,3,0,0,0,0,33,8,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,29,0,3,0,7,3,0,0,0,3,47
LGA35800,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,36,0,8,3,0,0,0,0,0,3,54,5,0,0,0,0,6,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,38,0,8,4,0,5,0,0,0,5,67
LGA36070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0,0,0,0,0,3,0,23,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,13,3,6,0,0,0,0,0,3,0,32
LGA36150,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,4,3,6,0,0,0,0,0,6,44,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,33,3,3,6,0,0,0,0,0,4,49
LGA36250,0,0,0,17,21,2131,106,83,7,9,12,10,10,0,94,2461,501,26,21,0,3,3,0,0,0,42,597,149,4,3,0,0,0,0,0,0,10,169,48,3,0,0,0,0,0,0,0,7,58,0,0,0,0,0,0,0,0,0,0,0,200,4,3,0,0,0,0,0,0,18,234,3,0,0,0,0,0,0,0,0,11,13,702,27,23,0,3,3,0,0,0,70,838,14678,3591,4221,755,644,494,328,319,166,630,25828,2830,921,1489,238,253,237,211,186,98,157,6609,308,42,68,15,29,26,24,40,20,48,618,22,3,19,0,3,0,0,3,3,6,54,3158,972,1573,247,278,260,236,228,119,204,7284,33,3,5,0,0,0,0,0,0,43,97,17864,4566,5802,1008,929,757,565,545,283,877,33203
LGA36300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,4,0,3,3,0,0,0,3,35,0,0,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,20,5,6,3,3,3,0,0,0,3,46
LGA36370,0,0,0,0,0,254,6,6,0,3,3,0,0,0,30,304,60,0,0,0,0,0,0,0,0,11,76,13,0,0,0,0,0,0,0,0,0,16,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,21,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,12,92,2267,362,514,115,117,71,67,67,46,165,3786,428,324,1152,171,229,228,159,192,79,81,3047,35,57,229,34,96,39,14,51,37,40,631,0,0,5,0,0,0,5,0,3,0,16,472,387,1387,207,328,269,176,238,117,118,3688,4,0,7,0,0,0,0,0,0,6,15,2742,747,1901,320,443,338,243,304,159,287,7494
LGA36510,0,0,0,0,0,428,18,9,0,0,0,0,0,0,12,477,116,0,0,0,0,0,0,0,0,13,133,28,0,0,0,0,0,0,0,0,9,35,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,7,36,0,0,0,0,0,0,0,0,0,0,3,143,0,0,0,0,0,0,0,0,29,173,3373,499,444,66,26,73,45,33,15,175,4763,409,88,148,32,21,21,23,25,19,24,807,23,12,18,0,0,3,4,11,21,19,109,5,0,0,0,0,0,0,0,0,3,5,429,96,161,28,28,25,26,40,36,47,928,8,0,0,0,0,0,0,3,0,16,25,3807,601,613,103,58,101,71,80,55,239,5716
LGA36580,0,0,0,0,3,214,7,0,0,0,0,0,0,0,9,234,38,0,0,0,0,0,0,0,0,10,45,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,10,58,1611,188,120,38,32,14,11,20,7,90,2129,229,55,112,53,43,58,25,43,46,31,697,37,6,21,4,9,12,8,16,10,9,133,0,0,3,3,0,0,0,0,0,3,8,265,59,137,65,46,68,37,65,57,47,843,3,0,0,0,0,0,0,0,0,4,6,1876,245,256,98,78,90,48,79,66,138,2977
LGA36630,0,0,0,4,7,316,0,0,0,0,0,3,0,0,20,344,50,0,3,0,0,0,0,0,0,15,66,11,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,3,56,0,3,0,0,0,0,0,0,15,79,1901,119,107,19,19,7,19,10,5,123,2326,212,51,135,25,37,24,33,27,5,17,576,12,3,8,0,0,0,0,5,0,9,43,0,0,0,0,0,0,0,0,0,0,3,231,49,147,28,35,24,35,33,12,30,619,8,0,0,0,0,0,0,0,0,9,13,2138,173,253,43,56,29,54,45,16,159,2966
LGA36660,0,0,0,0,0,415,3,0,0,0,3,0,0,0,18,441,73,4,4,0,0,0,0,0,0,4,82,26,0,0,0,0,0,0,0,0,3,30,15,0,0,0,0,0,0,0,0,7,24,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,8,52,0,0,0,0,0,0,0,0,0,0,3,113,4,4,0,0,0,0,0,0,14,131,1924,161,150,28,44,34,20,11,11,116,2491,429,63,152,24,46,36,50,41,17,46,894,85,12,18,3,7,13,11,23,16,35,226,10,0,3,3,3,0,0,0,0,3,19,522,76,169,28,61,48,59,61,32,79,1141,4,0,0,0,0,0,0,0,0,3,11,2449,239,319,58,105,86,73,75,40,202,3639
LGA36720,0,0,0,21,40,4527,254,142,18,13,13,9,13,3,175,5176,1241,49,29,4,0,7,0,3,0,175,1515,231,5,3,0,0,0,0,0,0,32,270,42,3,3,0,0,0,0,0,0,8,58,3,0,0,0,0,0,0,0,0,3,5,278,10,4,0,0,0,0,3,0,44,333,13,0,0,0,0,0,0,0,0,18,27,1530,59,34,7,3,7,0,6,0,240,1875,26818,5510,7044,1148,1155,1008,804,820,415,1324,46039,3717,1101,2336,382,506,506,582,603,354,300,10383,213,61,110,28,39,49,76,113,99,114,891,35,13,13,0,5,4,3,0,0,13,93,3966,1175,2455,406,550,563,656,724,452,430,11370,64,9,7,3,3,0,0,0,0,67,151,30848,6688,9502,1553,1710,1569,1462,1538,870,1818,57556
LGA36820,0,0,0,0,3,399,3,6,0,0,0,0,3,0,13,426,79,0,0,0,0,0,0,0,0,10,85,27,0,0,0,0,0,0,0,0,0,32,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,13,122,1881,155,152,16,15,16,7,33,28,95,2404,318,50,78,24,14,23,20,28,22,23,601,41,0,8,0,5,3,0,5,9,20,87,8,0,0,0,3,0,0,0,0,5,19,365,49,86,24,25,27,19,38,28,44,704,7,0,0,0,0,0,0,0,0,6,15,2249,201,234,39,44,38,34,72,55,149,3121
LGA36910,0,0,0,0,6,1008,41,27,11,3,7,0,3,0,38,1129,274,11,10,0,0,0,0,0,0,22,316,43,3,0,0,0,0,0,0,0,12,60,8,0,0,0,0,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,57,7,0,0,0,0,0,0,0,11,75,3,0,0,0,0,0,0,0,0,11,8,329,11,12,0,0,0,0,0,0,43,403,6580,1062,1166,228,235,222,177,152,85,310,10213,1136,903,2178,366,491,660,527,577,363,182,7381,97,82,222,45,69,100,130,158,125,80,1109,14,8,14,3,5,3,3,7,0,5,61,1247,989,2413,415,567,763,655,739,496,267,8549,18,3,4,0,0,0,0,3,0,11,40,7844,2051,3578,643,804,984,836,897,578,591,18807
LGA36950,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,7,23,0,0,4,3,3,3,7,133,42,9,16,3,0,3,7,5,0,3,94,3,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,3,50,10,18,3,0,3,7,5,0,5,100,0,0,0,0,0,0,0,0,0,0,3,129,22,40,5,3,7,4,8,7,17,238
LGA36960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,4,0,0,0,0,0,0,3,24,62,4,12,3,8,3,7,0,0,32,120,19,0,0,0,0,0,0,0,0,11,23,0,0,0,0,0,0,0,0,0,0,0,74,4,12,3,8,4,7,0,0,40,145,0,0,0,0,0,0,7,3,0,3,14,88,6,17,4,8,3,11,3,0,47,178
LGA37010,0,0,0,6,8,1165,35,21,0,7,0,5,11,3,60,1308,220,4,8,0,0,0,0,0,0,23,256,71,5,0,0,0,0,0,0,0,8,76,33,0,0,0,0,0,0,0,0,3,40,0,0,0,0,0,0,0,0,0,3,3,102,3,0,0,0,0,0,0,0,14,124,0,0,0,0,0,0,0,0,0,0,0,323,12,9,0,0,0,0,0,0,35,384,9446,1671,2200,448,438,331,316,305,200,484,15843,2124,965,2603,496,459,450,476,474,259,198,8503,246,48,161,47,44,100,76,133,77,128,1065,23,10,17,0,3,3,4,6,0,13,86,2393,1025,2782,538,507,550,556,619,339,336,9649,13,6,6,0,0,0,0,3,0,72,96,11852,2701,4982,984,945,888,871,923,545,889,25588
LGA37300,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,27,18,22,8,6,3,10,3,12,251,36,16,55,11,10,4,3,0,4,4,143,3,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,35,16,55,11,10,4,4,3,4,3,150,0,0,0,0,0,0,0,0,0,0,0,173,44,73,29,22,8,13,11,6,19,398
LGA37310,0,0,0,0,3,91,0,0,0,0,0,0,0,0,11,100,24,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,7,30,815,125,212,49,56,42,20,7,8,77,1417,120,55,287,50,100,100,87,35,33,27,892,8,3,6,3,0,3,3,18,3,14,61,0,0,4,0,0,0,0,0,0,0,4,124,51,301,53,105,104,89,50,39,36,962,7,0,0,0,0,0,0,0,0,0,11,948,174,511,109,162,150,109,62,48,112,2388
LGA37340,0,0,0,0,0,222,6,0,0,0,0,0,0,0,11,240,37,0,0,0,0,0,0,0,0,4,41,7,0,0,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,15,3,0,0,0,0,0,0,0,0,0,3,51,0,0,0,0,0,0,0,0,9,62,1950,338,359,114,115,96,132,114,65,154,3426,308,120,278,65,92,95,107,154,66,96,1384,25,10,12,10,8,17,33,74,37,118,348,4,0,0,0,0,0,0,0,0,3,12,339,130,293,72,95,109,143,229,99,221,1739,9,0,0,0,0,0,0,0,3,9,18,2296,466,654,187,213,202,277,341,172,381,5189
LGA37400,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,33,4,6,0,0,3,0,3,0,0,48,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,38,4,6,0,0,5,0,3,0,0,53
LGA37550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,14
LGA37570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4
LGA37600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,7
LGA39499,0,0,0,0,0,71,0,3,0,0,0,0,0,3,3,88,5,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,1034,135,120,24,31,36,33,173,245,124,1958,144,37,69,16,21,39,84,177,213,74,869,10,4,8,0,5,5,26,54,50,58,224,3,0,0,0,0,0,0,0,5,4,19,152,44,82,19,30,45,115,231,263,139,1112,3,5,0,0,0,0,0,0,7,70,84,1191,182,203,46,56,84,154,401,514,338,3157
LGA39799,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,3,0,0,0,0,0,8,22,8,0,0,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,23,0,3,3,0,0,0,0,0,9,40
