LGA_CODE_2016,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedonian_SEO,FOL_Macedonian_SOLSE_VWorW,FOL_Macedonian_SOLSE_NWorNAA,FOL_Macedonian_SOLSE_Tot,FOL_Macedonian_NS,FOL_Macedonian_Tot,FOL_Maltese_SEO,FOL_Maltese_SOLSE_VWorW,FOL_Maltese_SOLSE_NWorNAA,FOL_Maltese_SOLSE_Tot,FOL_Maltese_NS,FOL_Maltese_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_SOLSE_VWorW,FOL_Persian_ED_SOLSE_NWorNAA,FOL_Persian_ED_SOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_SOLSE_VWorW,FOL_Polish_SOLSE_NWorNAA,FOL_Polish_SOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Russian_SEO,FOL_Russian_SOLSE_VWorW,FOL_Russian_SOLSE_NWorNAA,FOL_Russian_SOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_SOLSE_VWorW,FOL_Samoan_SOLSE_NWorNAA,FOL_Samoan_SOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_SOLSE_VWorW,FOL_Serbian_SOLSE_NWorNAA,FOL_Serbian_SOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipino_SEO,FOL_SAL_Filipino_SOLSE_VWorW,FOL_SAL_Filipin_SOLSE_NWorNAA,FOL_SAL_Filipino_SOLSE_Tot,FOL_SAL_Filipino_NS,FOL_SAL_Filipino_Tot,FOL_SAL_Indonesian_SEO,FOL_SAL_Indonesia_SOLSE_VWorW,FOL_SAL_Indones_SOLSE_NWorNAA,FOL_SAL_Indonesian_SOLSE_Tot,FOL_SAL_Indonesian_NS,FOL_SAL_Indonesian_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_SOLSE_VWorW,FOL_SAL_Tagalog_SOLSE_NWorNAA,FOL_SAL_Tagalog_SOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_SOLSE_VWorW,FOL_SAL_Oth_SOLSE_NWorNAA,FOL_SAL_Oth_SOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_SOLSE_VWorW,FOL_SAL_Tot_SOLSE_NWorNAA,FOL_SAL_Tot_SOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_SOLSE_VWorW,FOL_Spanish_SOLSE_NWorNAA,FOL_Spanish_SOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_SOLSE_VWorW,FOL_Tamil_SOLSE_NWorNAA,FOL_Tamil_SOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_SOLSE_VWorW,FOL_Thai_SOLSE_NWorNAA,FOL_Thai_SOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_SOLSE_VWorW,FOL_Turkish_SOLSE_NWorNAA,FOL_Turkish_SOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_SOLSE_VWorW,FOL_Vietnamese_SOLSE_NWorNAA,FOL_Vietnamese_SOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_SOLSE_VWorW,FOL_Oth_SOLSE_NWorNAA,FOL_Oth_SOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_SOLSE_VWorW,FOL_Tot_SOLSE_NWorNAA,FOL_Tot_SOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LSatH_NS_SEO,F_LSatH_NS_SOLSE_VWorW,F_LSatH_NS_SOLSE_NWorNAA,F_LSatH_NS_SOLSE_Tot,F_LSatH_NS_NS,F_LSatH_NS_Tot,F_Tot_SEO,F_Tot_SOLSE_VWorW,F_Tot_SOLSE_NWorNAA,F_Tot_SOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_SOLSE_VWorW,PSEO_SOLSE_NWorNAA,PSEO_SOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_SOLSE_VWorW,POL_Afrikaans_SOLSE_NWorNAA,POL_Afrikaans_SOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_SOLSE_VWorW,POL_Arabic_SOLSE_NWorNAA,POL_Arabic_SOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_SOLSE_VWorW,POL_AIndLng_SOLSE_NWorNAA,POL_AIndLng_SOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Cantones_SEO,POL_CL_Cantones_SOLSE_VWorW,POL_CL_Cantones_SOLSE_NWorNAA,POL_CL_Cantones_SOLSE_Tot,POL_CL_Cantones_NS,POL_CL_Cantones_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_SOLSE_VWorW,POL_CL_Mandarin_SOLSE_NWorNAA,POL_CL_Mandarin_SOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot,POL_CL_Oth_SEO,POL_CL_Oth_SOLSE_VWorW,POL_CL_Oth_SOLSE_NWorNAA,POL_CL_Oth_SOLSE_Tot,POL_CL_Oth_NS,POL_CL_Oth_Tot,POL_CL_Tot_SEO,POL_CL_Tot_SOLSE_VWorW,POL_CL_Tot_SOLSE_NWorNAA,POL_CL_Tot_SOLSE_Tot,POL_CL_Tot_NS,POL_CL_Tot_Tot,POL_Croatian_SEO,POL_Croatian_SOLSE_VWorW,POL_Croatian_SOLSE_NWorNAA,POL_Croatian_SOLSE_Tot,POL_Croatian_NS,POL_Croatian_Tot,POL_Dutch_SEO,POL_Dutch_SOLSE_VWorW,POL_Dutch_SOLSE_NWorNAA,POL_Dutch_SOLSE_Tot,POL_Dutch_NS,POL_Dutch_Tot,POL_French_SEO,POL_French_SOLSE_VWorW,POL_French_SOLSE_NWorNAA,POL_French_SOLSE_Tot,POL_French_NS,POL_French_Tot,POL_German_SEO,POL_German_SOLSE_VWorW,POL_German_SOLSE_NWorNAA,POL_German_SOLSE_Tot,POL_German_NS,POL_German_Tot
LGA35670,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,58,0,58,0,58,..,157,3,163,0,163,..,0,0,0,6,10,290,157,3,161,6,464,608,..,..,..,..,608,..,0,0,0,0,0,..,0,0,0,0,0,..,184,10,201,0,203,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
LGA35740,0,15,..,6,0,6,0,6,..,7,0,7,0,7,..,0,0,0,0,0,..,19,0,24,3,27,..,20,3,23,0,23,..,0,0,0,0,0,..,3,0,3,0,3,..,33,0,33,0,33,..,17,10,24,4,27,..,49,0,55,0,55,..,13,0,13,0,13,..,117,9,124,4,126,..,84,4,86,0,87,..,3,0,3,0,3,..,46,9,62,0,62,..,0,0,0,0,0,..,16,4,20,0,20,..,233,34,261,6,266,..,1364,113,1485,19,1503,..,67,3,71,1590,1657,23646,1432,116,1552,1610,26810,46145,..,..,..,..,46145,..,84,0,90,0,85,..,12,3,17,0,17,..,14,0,14,0,14,..,36,5,43,0,41,..,66,24,93,0,93,..,0,0,4,0,4,..,110,31,145,3,142,..,16,4,22,0,22,..,147,0,152,0,154,..,227,10,236,0,241,..,440,14,456,0,458
LGA35760,0,39,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,17,3,19,0,19,..,0,0,0,0,0,..,16,0,16,0,16,..,3,0,3,0,3,..,37,3,41,0,41,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,3,..,45,7,46,0,46,..,172,50,222,0,223,..,10,5,16,526,542,4361,182,56,238,530,5129,8803,..,..,..,..,8803,..,16,0,16,0,16,..,4,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,22,15,37,0,37,..,0,4,4,0,4,..,21,19,42,0,42,..,0,0,0,0,0,..,10,0,6,0,6,..,25,0,24,0,24,..,9,0,9,0,9
LGA35780,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,601,102,698,8,706,..,988,171,1155,8,1167,..,9,23,26,54,80,191,991,188,1181,61,1434,400,..,..,..,..,400,..,0,0,0,0,0,..,0,0,0,0,0,..,728,151,876,3,881,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4
LGA35790,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,25,3,30,6,40,..,48,9,53,15,71,..,0,3,3,25,25,1136,48,10,61,35,1235,2238,..,..,..,..,2238,..,0,0,0,0,0,..,0,0,0,0,0,..,42,6,44,14,63,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
LGA35800,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,5,0,9,0,9,..,4,0,4,54,62,754,14,0,12,54,824,1503,..,..,..,..,1503,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3
LGA36070,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,231,5,233,4,238,..,3,0,3,10,11,136,229,5,233,14,378,268,..,..,..,..,268,..,0,0,0,0,0,..,0,0,0,0,0,..,429,9,437,5,446,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
LGA36150,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,11,19,355,4,0,4,11,377,764,..,..,..,..,764,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
LGA36250,3,53,..,13,3,10,0,10,..,21,0,24,0,24,..,35,3,36,3,35,..,103,19,123,0,123,..,90,13,104,0,104,..,52,3,55,0,55,..,39,6,49,0,49,..,135,3,138,0,142,..,45,0,46,0,46,..,210,4,213,0,218,..,44,0,42,0,45,..,428,10,443,3,447,..,201,19,225,0,224,..,30,0,27,0,27,..,108,22,124,0,126,..,18,8,27,0,27,..,85,27,104,3,105,..,954,149,1103,10,1118,..,4788,510,5298,62,5357,..,180,18,202,3093,3295,66374,4967,527,5496,3152,75022,130749,..,..,..,..,130749,..,729,9,735,6,742,..,154,25,178,3,180,..,50,4,57,0,57,..,209,57,263,3,261,..,564,136,701,16,721,..,30,0,29,0,29,..,800,191,998,14,1010,..,183,19,202,8,207,..,311,5,317,0,321,..,296,12,313,4,315,..,525,11,531,5,542
LGA36300,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,26,26,345,7,0,7,26,378,710,..,..,..,..,710,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
LGA36370,0,40,..,0,0,0,0,0,..,0,0,0,0,0,..,16,3,15,0,15,..,4,0,10,0,10,..,15,0,17,0,17,..,12,0,12,0,12,..,0,0,0,0,0,..,137,10,140,0,144,..,17,0,16,0,16,..,188,10,197,0,199,..,42,4,40,0,40,..,374,28,397,0,398,..,30,0,36,0,36,..,51,11,56,0,56,..,50,8,52,0,52,..,4,0,4,0,4,..,108,101,209,0,209,..,404,105,515,16,527,..,1888,348,2237,30,2269,..,85,9,93,2501,2594,35461,1976,356,2330,2528,40321,69520,..,..,..,..,69520,..,186,0,189,0,188,..,24,6,27,0,27,..,104,6,104,4,113,..,79,30,107,0,105,..,178,51,226,6,233,..,17,5,18,0,18,..,271,81,351,7,360,..,5,0,5,0,5,..,35,0,35,0,35,..,47,0,47,0,47,..,109,3,109,0,109
LGA36510,0,41,..,0,0,0,0,0,..,3,0,4,0,4,..,0,0,0,0,0,..,14,4,21,0,21,..,21,3,23,0,23,..,3,0,3,0,3,..,3,0,7,0,7,..,16,0,16,0,20,..,17,0,17,0,17,..,24,0,24,0,24,..,10,0,10,0,10,..,69,0,69,0,70,..,15,0,15,0,15,..,4,0,4,0,4,..,17,7,21,0,21,..,0,0,0,0,0,..,4,0,4,0,4,..,111,6,118,0,120,..,619,73,695,8,703,..,53,3,51,1413,1466,18143,669,76,746,1424,20308,35640,..,..,..,..,35640,..,49,0,50,0,50,..,16,0,15,0,15,..,30,0,30,0,30,..,16,3,12,0,12,..,34,10,41,0,46,..,0,0,0,0,0,..,47,11,58,0,64,..,12,0,12,0,12,..,63,0,62,0,64,..,62,0,66,0,66,..,178,4,182,0,186
LGA36580,0,11,..,3,0,3,0,3,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,9,0,10,0,10,..,12,0,12,0,19,..,4,0,4,0,4,..,55,4,59,0,62,..,3,0,3,0,3,..,68,7,73,0,79,..,25,3,27,0,27,..,150,12,163,3,167,..,5,0,8,0,11,..,0,0,0,0,0,..,19,0,19,0,26,..,0,0,0,0,0,..,15,22,39,0,39,..,42,6,45,0,45,..,444,69,509,10,514,..,35,0,40,925,967,10735,478,64,550,934,12215,21618,..,..,..,..,21618,..,24,0,25,0,25,..,10,0,14,0,14,..,5,0,5,0,5,..,3,0,3,0,3,..,32,28,63,0,64,..,3,0,3,0,3,..,39,28,73,0,72,..,8,0,8,0,8,..,32,0,32,0,32,..,23,0,23,0,20,..,93,3,99,0,96
LGA36630,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,4,0,4,..,0,0,0,0,0,..,3,0,8,0,8,..,0,0,0,0,0,..,60,3,65,0,65,..,3,0,3,0,3,..,50,0,51,0,51,..,8,0,11,0,11,..,125,9,125,0,125,..,5,0,5,0,5,..,0,0,0,0,0,..,12,3,12,0,12,..,0,0,0,0,0,..,7,4,16,0,16,..,71,8,79,3,81,..,404,39,443,3,453,..,54,10,71,1037,1109,14514,463,47,514,1045,16071,28966,..,..,..,..,28966,..,48,0,50,0,50,..,10,0,15,0,15,..,10,0,10,0,16,..,12,5,11,0,11,..,22,10,32,0,31,..,0,0,0,0,0,..,33,16,44,0,49,..,3,0,3,0,3,..,25,0,25,0,25,..,27,3,31,0,31,..,72,0,71,0,71
LGA36660,0,32,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,8,3,11,0,16,..,9,0,9,0,9,..,3,0,3,0,3,..,9,0,9,0,9,..,38,0,38,0,38,..,3,0,3,0,3,..,47,4,51,0,50,..,6,0,6,0,8,..,92,4,99,0,101,..,24,4,30,0,30,..,0,0,0,0,0,..,13,3,17,0,17,..,3,0,3,0,3,..,5,3,6,0,6,..,81,18,100,3,98,..,670,140,813,13,831,..,61,6,69,977,1046,15953,733,147,886,992,17831,31421,..,..,..,..,31421,..,44,0,44,0,44,..,15,0,13,0,13,..,8,0,8,0,8,..,16,11,25,0,25,..,73,50,125,0,125,..,0,6,7,0,7,..,87,64,150,0,150,..,31,5,36,0,36,..,35,5,41,0,39,..,41,0,41,0,44,..,97,9,106,0,106
LGA36720,0,195,..,14,0,15,0,15,..,22,0,22,3,21,..,42,4,47,3,51,..,117,5,118,3,125,..,116,10,128,3,132,..,32,0,32,0,32,..,26,7,31,0,31,..,200,4,202,0,209,..,112,7,125,3,126,..,292,12,300,3,303,..,60,0,64,3,61,..,671,26,690,7,698,..,338,20,356,0,359,..,26,0,26,0,26,..,300,53,355,0,358,..,12,3,17,0,18,..,99,27,120,3,127,..,1417,176,1592,43,1635,..,7405,744,8154,126,8277,..,356,18,374,8123,8495,135631,7761,767,8528,8245,152403,262574,..,..,..,..,262574,..,814,4,816,4,822,..,154,26,177,0,177,..,34,0,40,0,40,..,228,71,294,3,300,..,572,195,767,11,780,..,25,11,37,0,37,..,821,278,1092,17,1111,..,90,13,101,0,104,..,713,11,720,3,725,..,800,30,826,4,832,..,1512,51,1564,14,1577
LGA36820,0,6,..,0,0,0,0,0,..,0,0,3,0,3,..,3,0,3,0,3,..,4,0,9,0,9,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,19,0,19,0,20,..,4,0,3,0,3,..,18,0,20,0,19,..,12,0,7,0,7,..,56,5,58,3,61,..,10,0,8,0,14,..,0,0,0,0,0,..,13,0,14,0,11,..,0,0,0,0,0,..,5,0,5,0,5,..,100,6,109,10,121,..,503,59,560,20,579,..,32,4,38,1029,1059,10976,536,61,593,1047,12617,21661,..,..,..,..,21661,..,16,0,16,0,16,..,8,0,9,0,9,..,47,0,46,4,55,..,8,0,10,0,10,..,17,7,30,4,32,..,0,0,0,0,0,..,24,8,36,4,36,..,9,0,8,0,8,..,52,0,57,0,57,..,35,3,36,0,36,..,155,3,158,0,158
LGA36910,3,102,..,3,0,3,0,3,..,4,0,4,0,4,..,60,11,74,0,74,..,25,0,27,0,32,..,34,4,38,3,39,..,18,3,19,0,19,..,20,3,22,0,22,..,235,9,238,6,247,..,35,0,39,0,39,..,279,4,285,4,289,..,52,4,54,0,54,..,606,17,624,11,629,..,112,17,128,0,128,..,47,3,49,0,49,..,58,7,68,0,66,..,6,0,6,0,6,..,43,13,57,0,57,..,1096,338,1431,19,1455,..,4373,839,5214,69,5276,..,186,21,203,5220,5430,71904,4562,859,5415,5286,82607,139538,..,..,..,..,139538,..,436,5,443,4,444,..,703,171,878,7,879,..,66,0,69,0,69,..,141,50,196,3,196,..,641,278,922,14,934,..,42,9,58,0,58,..,832,339,1165,16,1181,..,36,3,43,0,43,..,141,6,152,0,152,..,185,17,197,0,197,..,272,13,284,5,293
LGA36950,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,6,0,6,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,32,4,35,0,39,..,762,80,843,37,882,..,16,4,18,267,289,653,772,88,861,311,1826,1335,..,..,..,..,1335,..,3,0,3,0,3,..,0,0,0,0,0,..,1290,185,1478,70,1553,..,3,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0
LGA36960,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,48,6,56,3,57,..,1592,256,1852,86,1942,..,9,4,13,154,171,114,1600,262,1860,247,2221,243,..,..,..,..,243,..,0,0,0,0,0,..,0,0,0,0,0,..,3048,529,3577,178,3753,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,5,0,5,0,5
