LGA_CODE_2016,M_SE_Europe_nfd_0_4,M_SE_Europe_nfd_5_14,M_SE_Europe_nfd_15_24,M_SE_Europe_nfd_25_44,M_SE_Europe_nfd_45_54,M_SE_Europe_nfd_55_64,M_SE_Europe_nfd_65_74,M_SE_Europe_nfd_75_84,M_SE_Europe_nfd_85ov,M_SE_Europe_nfd_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_FYROM_0_4,M_FYROM_5_14,M_FYROM_15_24,M_FYROM_25_44,M_FYROM_45_54,M_FYROM_55_64,M_FYROM_65_74,M_FYROM_75_84,M_FYROM_85ov,M_FYROM_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot,F_Chile_0_4,F_Chile_5_14,F_Chile_15_24,F_Chile_25_44,F_Chile_45_54,F_Chile_55_64,F_Chile_65_74,F_Chile_75_84,F_Chile_85ov,F_Chile_Tot
LGA32750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,4,0,0,0,15,15,15,37,36,18,18,9,0,0,150,0,0,0,0,0,0,0,0,0,0,13,12,15,30,23,13,3,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA32770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,10,95,219,114,180,39,39,13,5,0,707,0,0,0,0,0,0,0,0,0,0,78,146,126,205,57,39,15,3,0,679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA32810,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,3,0,0,0,12,0,0,0,3,0,0,0,0,0,3,0,4,7,10,0,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,6,0,0,33,0,0,5,3,0,0,0,0,0,11,0,0,0,0,3,8,0,0,0,7,0,0,0,3,0,3,0,0,0,5,0,3,0,30,7,13,15,9,0,86,45,93,60,218,121,156,88,65,29,867,333,714,515,1477,896,989,665,298,72,5960,0,0,0,0,0,0,0,0,0,0,240,499,375,919,537,544,334,129,39,3630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,3,0,0,0,28,0,0,0,3,0,0,0,0,0,3
LGA33100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,3,18,10,11,12,4,0,58,29,44,39,89,66,74,71,26,0,435,0,0,0,0,0,0,0,0,0,0,25,38,18,79,44,45,26,9,4,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA33200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,16,13,13,14,12,3,0,78,53,76,101,168,112,121,95,36,12,777,0,0,0,0,0,0,0,0,0,0,52,66,65,134,90,82,89,36,15,642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA33220,0,0,0,0,3,6,9,7,0,16,0,5,0,9,8,5,3,6,3,36,0,0,0,7,0,0,0,0,0,13,0,6,0,8,5,0,0,0,0,17,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,7,23,18,19,30,13,3,118,0,3,0,9,0,0,0,0,0,19,0,3,0,5,16,7,17,17,0,68,0,3,0,3,11,10,8,0,0,40,3,14,17,68,69,81,149,100,37,526,154,404,352,803,542,721,773,410,125,4282,2495,6252,5035,9340,6086,7402,8103,4007,1046,49773,0,0,0,0,0,0,0,0,0,0,2261,5287,4175,8001,5091,5941,5443,2729,1043,39967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,29,9,15,14,3,0,64,0,0,0,0,0,0,0,0,0,6
LGA33360,0,0,0,0,3,6,5,5,0,15,0,8,0,19,7,3,0,0,0,30,0,0,0,0,3,0,0,0,0,7,3,8,3,6,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,4,15,3,18,24,14,4,6,0,82,0,0,0,9,3,3,0,0,0,9,0,4,0,11,4,4,3,0,0,35,0,5,7,18,17,6,0,0,0,57,6,24,22,98,52,39,46,22,7,325,155,281,296,741,480,388,172,91,19,2616,2321,4748,3935,8609,4831,3994,2175,849,186,31647,0,0,0,0,0,0,0,0,0,0,2062,3916,2907,6456,3177,2380,1435,617,258,23206,0,0,3,15,0,0,0,0,0,21,0,0,0,3,0,0,0,0,0,3,0,0,0,8,5,3,0,0,0,13,0,0,8,15,3,9,0,0,0,40,0,0,0,4,0,0,0,0,0,6
LGA33430,0,0,7,37,46,81,65,52,9,302,3,23,27,114,43,48,40,19,4,322,4,32,94,278,60,48,47,9,3,568,29,67,98,170,34,16,11,0,0,422,3,0,4,16,33,25,17,7,0,115,0,3,11,61,78,35,22,11,3,219,25,134,154,347,185,200,155,45,14,1255,3,32,48,122,65,41,30,7,0,345,8,23,31,130,107,58,87,38,18,486,0,9,37,183,90,72,47,8,0,451,70,374,812,2713,956,961,813,523,151,7375,1055,2065,2669,6087,2946,2634,2230,1239,658,21575,16804,34851,35576,74061,36004,30231,25601,12661,4345,270141,0,3,6,24,8,0,0,0,0,48,14474,26718,24882,45965,21825,19704,15573,7829,4104,181071,0,11,16,95,13,4,5,0,0,140,0,0,26,146,101,73,45,12,3,406,0,3,9,42,25,15,4,3,0,97,18,47,97,503,128,105,51,17,12,976,0,4,8,89,53,29,25,15,6,229
LGA33610,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,11,0,0,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,11,0,3,0,0,0,21,34,79,55,139,91,99,60,45,4,612,369,812,574,1197,726,758,529,300,85,5340,0,0,0,0,0,0,0,0,0,0,320,650,486,1063,554,529,424,233,111,4375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
LGA33620,0,0,0,0,0,0,8,0,0,6,0,0,3,3,3,3,0,0,0,15,0,3,0,3,3,0,0,0,0,9,0,3,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,3,8,9,16,20,12,0,79,0,0,0,7,0,0,0,0,0,9,0,0,0,0,0,3,7,4,0,17,0,0,3,9,4,4,4,4,0,29,3,3,0,27,37,40,51,24,5,198,91,197,172,413,346,385,360,226,86,2273,1376,3314,2556,4578,3347,3812,3587,1579,427,24578,0,0,0,0,0,0,0,0,0,0,1165,2805,2144,4179,2736,2937,2450,1062,387,19873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,3,0,7,7,10,8,3,0,42,0,0,0,0,0,0,0,0,0,0
LGA33800,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,15,12,4,39,17,38,41,79,79,82,86,42,16,480,240,646,620,956,747,899,806,477,161,5556,0,0,0,0,0,0,0,0,0,0,217,539,437,762,648,654,526,361,157,4303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,0,13,0,0,0,0,0,0,0,0,0,0
LGA33830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,3,0,3,0,0,22,61,93,86,146,53,40,10,11,7,499,0,0,0,0,0,0,0,0,0,0,38,68,84,120,41,27,12,8,0,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA33960,0,0,0,8,6,10,7,6,0,33,3,14,21,88,29,16,7,3,0,188,0,0,3,24,3,4,0,0,0,42,3,7,12,27,10,0,0,0,0,66,0,0,0,0,0,3,0,0,0,7,0,0,0,4,9,0,0,3,0,13,4,44,31,75,48,35,16,3,3,249,0,11,27,203,125,100,38,13,3,521,0,8,8,22,24,11,15,11,3,110,0,9,22,67,29,20,3,0,0,146,35,334,494,1263,592,411,249,97,18,3497,516,817,954,1965,904,767,472,266,80,6741,8389,15172,13842,27302,12008,9436,6041,2776,835,95797,0,5,11,25,4,0,0,0,0,45,7098,12058,10473,19641,8012,6496,4174,2259,1019,71241,0,5,4,33,0,0,0,0,0,40,0,0,3,19,7,5,5,3,0,34,0,0,0,12,0,4,0,0,0,19,0,8,13,48,18,20,6,0,5,114,0,0,0,29,22,26,12,3,4,101
LGA33980,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,3,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,10,3,3,0,0,0,20,0,12,7,32,12,8,3,3,0,65,106,152,185,893,317,232,82,19,3,1996,1036,1679,1159,4106,1609,1202,473,130,26,11419,0,0,0,0,0,0,0,0,0,0,888,1347,879,2431,794,511,242,102,40,7233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
LGA34420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,78,76,128,54,45,21,0,0,451,0,0,0,0,0,0,0,0,0,0,37,88,68,156,62,48,14,0,3,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34530,0,0,0,0,0,3,0,4,0,9,0,0,0,3,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,7,8,5,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,4,7,8,3,3,43,0,0,0,0,0,0,0,0,0,4,0,3,0,0,8,9,7,3,0,28,0,0,0,4,3,0,0,0,0,10,7,5,6,23,28,27,21,16,3,133,78,126,147,455,322,299,204,120,44,1788,1079,2560,2231,4205,2690,2713,1969,888,289,18621,0,0,0,0,0,0,0,0,0,0,886,2040,1719,3200,2040,2005,1398,729,293,14306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,7,3,0,3,37,0,0,0,0,0,3,3,0,0,4
LGA34570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,5,4,0,4,0,0,15,52,67,60,101,36,27,13,4,0,357,0,0,0,0,0,0,0,0,0,0,33,77,59,92,39,28,7,3,0,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34580,0,0,0,0,0,3,4,3,0,12,0,0,3,4,0,0,0,0,0,10,0,0,22,103,0,0,0,0,0,130,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,11,3,12,5,3,0,35,0,3,4,12,10,4,0,0,0,24,0,0,3,3,3,4,6,0,0,21,0,0,6,7,7,3,0,0,0,30,4,10,19,85,32,30,34,14,3,228,83,153,198,374,259,247,217,89,31,1646,1219,2730,2583,4579,2655,2434,2020,872,216,19298,0,0,0,8,0,0,0,0,0,6,1002,2250,2164,3429,2066,1767,1380,609,272,14937,0,0,6,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,14,10,3,3,6,0,0,33,0,0,0,0,3,6,0,0,0,7
LGA34590,0,0,0,27,32,58,42,33,8,205,0,14,31,138,39,38,26,14,3,308,10,14,38,222,41,59,34,7,0,439,16,104,97,180,14,10,0,0,0,421,0,0,4,6,6,12,5,3,0,48,0,4,12,43,24,6,4,0,0,90,9,32,43,107,57,44,31,12,0,330,0,32,40,157,100,87,31,9,3,466,0,3,10,23,38,32,28,12,3,151,0,11,31,93,61,49,18,7,3,275,65,450,736,1974,1042,940,580,237,58,6086,705,1362,1368,2838,1415,1123,932,431,123,10303,11743,23274,21751,41056,18890,15930,11543,4447,1267,149901,3,43,136,240,64,17,14,0,0,514,10216,17999,14843,25908,11200,9765,6737,2625,1127,100419,3,5,9,34,6,7,0,0,0,62,0,3,17,128,65,52,20,11,4,292,0,14,37,205,111,69,41,12,9,499,0,14,10,84,24,29,14,3,4,190,0,0,0,19,16,23,9,6,4,73
LGA34710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,15,21,38,27,24,25,13,6,188,116,241,228,382,239,291,170,91,32,1791,0,0,0,0,0,0,0,0,0,0,94,204,220,380,233,185,104,76,39,1536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
LGA34770,0,0,0,0,4,0,5,3,0,16,0,12,0,28,10,8,0,0,0,54,0,3,3,3,3,0,0,0,0,11,3,11,10,12,4,6,0,0,0,32,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,13,8,28,10,17,14,0,0,84,0,4,4,14,4,3,0,0,0,28,0,0,3,6,14,7,7,4,0,43,0,17,28,46,52,45,0,3,0,187,3,31,42,142,95,62,61,26,8,469,219,436,522,1779,1065,858,492,248,76,5680,3957,8215,7110,15369,8692,7547,4591,2158,618,58256,0,0,0,0,0,0,0,0,0,0,3543,6887,5796,11846,6204,5315,3284,1797,831,45503,0,5,3,19,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,4,3,7,5,45,10,17,6,3,6,103,0,0,0,0,0,0,0,0,0,5
LGA34800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,7,0,0,13,8,3,4,0,0,43,37,33,33,149,66,69,37,15,0,432,0,0,0,0,0,0,0,0,0,0,26,44,31,94,40,41,29,5,5,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,25,27,40,14,20,7,7,0,151,0,0,0,0,0,0,0,0,0,0,23,27,32,33,22,17,7,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34860,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,0,5,0,12,5,0,4,3,0,26,55,76,57,229,103,106,66,32,15,742,542,936,743,1722,860,797,559,278,82,6515,0,0,0,0,0,0,0,0,0,0,413,719,578,1358,658,565,404,250,122,5077,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,4
LGA34880,0,0,0,0,0,0,6,5,0,15,0,0,0,0,0,0,0,0,0,3,0,0,7,20,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,4,14,15,3,0,45,0,0,0,3,5,0,0,0,0,10,0,0,0,0,0,4,0,0,0,13,0,0,4,5,5,7,0,0,0,16,4,5,10,48,23,42,36,36,5,211,39,134,117,278,191,209,176,90,18,1259,534,1449,1302,2677,1584,1609,1297,678,179,11310,0,0,0,0,0,0,0,0,0,0,468,1176,834,1603,1022,999,704,310,109,7224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,8,3,6,0,0,24,0,0,0,0,0,0,0,0,0,0
LGA35010,0,0,0,13,13,17,20,5,4,70,0,16,10,76,38,55,47,15,3,261,0,9,50,147,9,9,8,0,0,234,3,35,44,59,13,4,4,0,0,158,0,0,0,6,3,3,0,3,0,24,0,0,0,11,9,3,4,3,0,33,19,70,78,175,97,106,73,9,9,633,0,9,12,64,32,25,7,3,0,158,0,20,33,69,83,61,49,30,5,344,0,6,46,146,97,87,25,8,3,419,33,212,253,984,654,495,411,220,66,3314,712,1307,1279,3158,1768,1570,1458,855,489,12589,14610,31137,27057,52830,28053,23530,19491,8676,2783,208170,0,0,0,20,4,0,0,0,0,27,12850,25412,21301,40573,19975,17562,13934,6155,2718,160475,0,0,0,30,0,0,3,0,0,42,0,0,0,24,20,5,7,0,0,55,0,0,5,31,11,8,3,0,0,57,9,28,40,131,81,61,33,18,5,394,0,0,4,28,24,8,11,0,0,77
LGA35250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,7,0,0,3,0,0,12,47,140,87,149,64,41,21,12,0,563,0,0,0,0,0,0,0,0,0,0,44,114,94,156,65,33,22,8,0,534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
