LGA_CODE_2016,M_SE_Europe_nfd_0_4,M_SE_Europe_nfd_5_14,M_SE_Europe_nfd_15_24,M_SE_Europe_nfd_25_44,M_SE_Europe_nfd_45_54,M_SE_Europe_nfd_55_64,M_SE_Europe_nfd_65_74,M_SE_Europe_nfd_75_84,M_SE_Europe_nfd_85ov,M_SE_Europe_nfd_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_FYROM_0_4,M_FYROM_5_14,M_FYROM_15_24,M_FYROM_25_44,M_FYROM_45_54,M_FYROM_55_64,M_FYROM_65_74,M_FYROM_75_84,M_FYROM_85ov,M_FYROM_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot,F_Chile_0_4,F_Chile_5_14,F_Chile_15_24,F_Chile_25_44,F_Chile_45_54,F_Chile_55_64,F_Chile_65_74,F_Chile_75_84,F_Chile_85ov,F_Chile_Tot
LGA35300,0,0,0,0,0,0,0,0,0,7,0,3,0,17,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,5,0,0,13,0,0,0,6,0,0,0,0,0,6,0,0,0,3,0,3,0,0,0,9,0,4,4,17,8,0,0,0,0,34,3,7,11,42,29,28,34,17,3,181,95,144,156,399,190,155,70,18,3,1228,873,1411,1287,3125,1305,950,508,175,30,9656,0,0,0,0,0,0,0,0,0,0,729,1062,948,2035,779,472,248,97,28,6394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0
LGA35600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,11,9,32,4,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,3,0,0,0,7,4,17,14,43,31,27,17,13,8,174,168,300,264,489,276,304,193,105,35,2131,0,0,0,0,0,0,0,0,0,0,150,249,199,423,259,250,157,99,50,1826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,49,104,87,136,67,36,13,3,0,495,0,0,0,0,0,0,0,0,0,0,51,85,89,116,57,30,14,4,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35740,0,0,0,0,4,0,10,3,0,21,0,0,0,3,3,3,7,4,0,18,0,0,0,10,0,0,0,0,0,5,0,5,4,3,0,0,0,0,0,20,0,0,0,3,0,0,0,3,0,4,0,0,0,5,0,0,0,3,0,7,0,15,11,19,32,37,33,8,6,154,0,0,3,0,3,0,0,0,0,8,0,0,0,9,8,11,6,11,3,49,0,5,8,7,22,7,5,3,0,58,3,22,23,100,55,77,90,44,21,450,55,174,122,357,291,304,307,125,35,1770,1099,3264,2424,4805,3602,4007,3851,1751,539,25340,0,0,0,0,0,0,0,0,0,0,980,2618,1845,3682,2883,2984,2432,1133,555,19110,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,8,5,8,6,37,23,18,12,3,0,103,0,0,0,5,0,0,3,0,0,14
LGA35760,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,15,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,46,18,9,9,4,0,89,18,71,54,153,119,114,99,71,19,717,277,674,494,1066,766,785,762,416,124,5353,0,0,0,0,0,0,0,0,0,0,216,593,408,793,540,575,511,277,136,4046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
LGA35780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,16,12,0,0,0,0,44,204,320,237,322,134,96,42,8,6,1359,0,0,0,0,0,0,0,0,0,0,194,298,252,360,132,84,33,10,0,1356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,12,5,0,0,0,0,24,145,244,231,299,171,82,38,5,0,1209,0,0,0,0,0,0,0,0,0,0,180,213,221,304,134,100,27,4,0,1191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,4,15,7,17,10,7,0,76,57,93,63,169,103,160,105,61,11,815,0,0,0,0,0,0,0,0,0,0,57,89,79,146,115,114,73,30,11,719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,37,65,46,104,63,33,16,7,0,375,0,0,0,0,0,0,0,0,0,0,37,66,59,113,35,28,19,7,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,6,3,7,0,0,24,32,68,48,93,71,62,46,9,3,436,0,0,0,0,0,0,0,0,0,0,20,47,26,93,65,37,24,13,9,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36250,0,0,0,3,4,3,11,6,0,31,0,8,11,18,20,13,11,0,0,94,0,3,10,17,7,7,10,3,0,58,4,9,9,16,3,3,0,0,0,43,0,0,0,0,3,4,0,0,0,6,0,0,0,7,10,6,0,0,0,13,3,22,20,51,46,42,45,8,0,238,0,3,5,12,14,8,4,3,0,55,0,9,15,30,33,26,25,6,7,149,0,0,16,41,46,45,7,3,0,150,8,60,67,274,203,204,190,122,45,1179,147,333,304,767,515,542,406,286,201,3508,4223,10072,9308,16602,10070,9594,7403,3477,1233,71985,0,0,3,3,0,0,0,0,0,10,3663,8127,6915,12602,7096,6951,5146,2436,1186,54120,0,0,0,0,0,0,0,0,0,4,0,0,0,12,11,5,5,0,0,27,0,0,0,8,3,3,0,0,0,10,3,6,18,41,36,27,24,7,7,165,0,4,0,10,8,5,5,0,0,25
LGA36300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,16,8,0,6,0,0,40,25,49,57,116,48,61,35,14,8,410,0,0,0,0,0,0,0,0,0,0,30,45,31,80,41,40,23,18,4,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36370,0,0,0,0,0,0,3,0,0,3,4,12,8,128,22,3,0,0,0,179,0,0,3,6,0,0,0,0,0,13,0,6,5,5,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,8,7,20,13,11,3,0,0,67,0,29,33,74,33,0,0,0,0,171,0,0,0,0,3,6,4,7,0,21,0,11,7,23,16,7,0,0,0,66,5,43,50,136,50,30,27,9,3,363,152,304,349,943,565,476,288,181,66,3320,2765,5717,5419,10239,5093,4686,3182,1727,582,39402,0,6,9,16,3,0,0,0,0,27,2543,4755,4743,8325,4198,3729,2672,1797,885,33647,3,9,3,29,8,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,15,0,9,0,0,0,33,0,0,0,0,0,0,0,0,0,0
LGA36510,0,0,0,0,4,0,3,0,0,6,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,3,14,7,11,13,0,0,52,0,0,0,4,0,0,0,0,0,6,0,0,0,0,10,5,6,4,0,22,0,3,3,7,10,5,0,0,0,26,0,9,8,35,30,50,35,17,4,200,66,172,171,384,283,285,255,121,52,1782,1040,2809,2150,4022,2886,2856,2483,1175,342,19761,0,0,0,0,0,0,0,0,0,0,921,2460,1746,3338,2179,2067,1692,843,319,15558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,3,3,0,0,35,0,0,0,0,0,0,0,0,0,3
LGA36580,0,0,0,0,0,0,3,0,0,7,0,0,0,3,0,0,0,0,0,3,0,0,5,8,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,5,5,4,0,23,0,0,3,12,3,11,0,0,0,34,0,0,0,0,3,4,0,0,0,14,0,0,0,3,3,5,0,0,0,15,0,5,5,20,8,21,16,7,3,106,53,119,109,237,189,225,165,71,15,1187,781,1772,1345,2538,1685,1869,1578,664,149,12381,0,0,0,0,0,0,0,0,0,0,715,1497,1085,2154,1251,1318,1033,401,145,9599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,6,3,0,0,18,0,0,0,0,0,0,0,0,0,0
LGA36630,0,0,0,0,3,0,0,0,0,3,0,4,0,8,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,6,12,5,0,39,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,5,3,0,9,0,0,0,3,3,3,0,0,0,16,0,8,3,9,16,12,20,20,0,89,51,122,135,262,222,204,231,139,40,1396,927,2244,1746,3087,2081,2236,2364,1130,307,16111,0,0,0,0,0,0,0,0,0,0,829,1926,1422,2763,1680,1869,1617,741,319,13176,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,15,0,0,0,0,0,0,0,0,0,0
LGA36660,0,0,0,0,0,3,3,3,0,8,0,0,0,0,0,0,0,0,0,3,0,4,6,19,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,9,0,5,13,7,10,4,0,46,0,0,0,3,6,0,0,0,0,11,0,0,0,3,0,4,0,0,0,10,0,0,0,6,3,4,0,3,0,17,0,13,14,46,26,19,40,21,3,175,40,95,128,268,194,197,206,102,39,1267,1008,2407,2048,3254,2192,2494,2397,1149,336,17285,0,0,0,0,0,0,0,0,0,0,938,2043,1611,2914,1912,2094,1718,966,429,14624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,7,3,3,0,25,0,0,0,0,0,0,3,0,0,5
LGA36720,0,0,0,3,10,13,23,15,0,67,3,14,8,41,18,21,21,16,0,132,0,4,10,47,0,3,0,0,0,64,6,23,32,39,14,3,0,0,0,112,0,0,0,5,0,0,4,0,0,6,0,0,0,10,4,4,0,0,0,17,12,82,62,145,99,96,100,43,12,641,4,8,5,28,11,0,0,0,0,63,0,19,19,55,49,40,61,23,11,275,0,7,39,92,77,58,36,15,0,322,23,133,190,474,310,298,325,225,92,2070,339,780,953,2363,1399,1288,1143,647,315,9222,7980,19387,16548,32760,19269,18202,16222,8634,2964,141965,0,4,0,3,0,0,0,0,0,9,7107,15790,13255,25569,15006,14410,11834,6308,3107,112385,0,0,0,9,3,0,0,0,0,15,0,0,0,8,4,4,4,0,0,19,0,3,0,16,3,0,0,0,0,21,6,47,40,209,87,83,56,19,9,559,0,0,0,9,12,9,5,0,0,39
LGA36820,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,10,6,20,5,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,10,0,0,0,0,3,5,3,3,0,11,0,3,14,41,23,39,33,30,3,186,44,121,123,211,192,223,184,95,43,1231,687,1647,1254,2137,1613,1947,1791,872,259,12214,0,0,0,0,0,0,0,0,0,0,584,1404,1025,1913,1315,1487,1156,574,231,9686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,3,6,0,0,24,0,0,0,0,0,0,0,0,0,0
LGA36910,0,0,0,0,3,3,0,0,0,8,3,27,15,71,30,11,3,0,0,160,0,8,9,47,8,4,4,0,0,80,0,11,3,20,3,0,0,0,0,35,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,3,0,0,0,12,6,23,13,50,32,21,22,15,3,186,3,3,8,19,6,3,3,0,0,47,0,3,0,4,4,8,6,4,0,37,0,19,46,60,61,39,17,4,3,256,38,179,286,483,168,100,73,56,19,1389,279,547,719,1386,774,779,671,449,194,5809,5259,11154,10677,18936,9859,9373,7493,4069,1351,78166,0,13,25,45,8,9,3,0,0,103,4664,9862,8547,15464,8382,8123,6475,3746,1778,67049,3,4,8,30,7,0,0,0,0,50,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,0,10,5,18,9,45,19,15,10,10,4,136,0,0,0,3,0,0,0,0,0,8
LGA36950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,15,12,25,44,97,33,23,6,3,0,242,152,357,301,504,198,178,71,24,8,1788,0,0,0,0,0,0,0,0,0,0,149,297,211,435,140,138,53,21,11,1447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,5,6,3,10,16,8,12,3,0,0,53,279,510,381,606,230,177,78,24,5,2295,0,0,0,0,0,0,0,0,0,0,254,499,358,556,163,155,75,26,7,2088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37010,0,0,0,0,4,4,4,3,0,20,0,12,16,44,29,18,10,5,0,127,0,4,4,10,0,0,0,0,0,22,10,28,35,17,7,4,0,0,0,99,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,8,3,28,33,98,30,30,23,8,0,258,3,18,12,49,22,14,9,0,0,117,0,3,4,22,13,5,22,8,0,81,0,15,24,56,20,22,11,0,0,146,21,180,225,463,209,174,153,97,10,1537,375,641,1335,2298,1077,939,659,304,97,7723,6596,12745,15047,25954,12021,10207,6950,2940,890,93352,0,0,3,0,3,0,0,0,0,9,5564,10831,11563,20296,9025,7672,4841,2501,1060,73347,0,3,5,13,8,3,0,0,0,24,0,0,0,7,0,0,0,0,0,11,0,0,0,14,8,0,0,0,0,20,3,11,28,116,37,27,22,3,0,246,0,0,5,10,6,0,3,0,0,14
LGA37300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,3,5,6,0,0,0,14,26,28,25,84,40,27,7,0,0,235,208,340,225,735,332,201,50,7,0,2097,0,0,0,0,0,0,0,0,0,0,147,291,175,511,177,72,21,3,0,1404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
LGA37310,0,0,0,0,0,3,3,0,0,4,0,3,0,8,0,0,0,0,0,16,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,8,0,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,3,3,4,9,0,0,0,0,17,5,9,0,27,13,8,10,4,3,74,98,216,209,583,332,289,245,112,32,2117,1237,2599,2069,4245,2314,2029,1621,770,242,17128,0,0,0,0,0,0,0,0,0,0,1042,2095,1636,3253,1686,1460,1108,644,296,13218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,5,5,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,3
LGA37340,0,0,0,0,3,0,3,0,0,3,0,3,0,6,3,0,0,0,0,22,0,0,6,51,0,0,0,0,0,64,0,9,6,3,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,8,0,16,0,7,8,0,3,37,0,4,3,7,3,6,3,0,0,26,0,0,3,7,4,0,8,3,0,21,0,0,0,16,5,7,0,0,0,32,0,9,18,58,26,38,32,14,3,195,110,221,301,891,362,341,253,90,23,2598,1062,2148,1950,4951,2382,2395,1762,665,176,17495,0,0,0,0,0,0,0,0,0,0,838,1716,1271,2965,1525,1521,944,451,178,11401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,32,4,10,7,0,0,61,0,0,0,0,0,0,0,0,0,0
LGA37400,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,9,13,6,11,18,9,5,77,37,59,49,125,75,98,84,46,20,590,0,0,0,0,0,0,0,0,0,0,29,53,57,97,75,64,53,22,6,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
