LGA_CODE_2016,F_Mauritius_0_4,F_Mauritius_5_14,F_Mauritius_15_24,F_Mauritius_25_44,F_Mauritius_45_54,F_Mauritius_55_64,F_Mauritius_65_74,F_Mauritius_75_84,F_Mauritius_85ov,F_Mauritius_Tot,F_Myanmar_0_4,F_Myanmar_5_14,F_Myanmar_15_24,F_Myanmar_25_44,F_Myanmar_45_54,F_Myanmar_55_64,F_Myanmar_65_74,F_Myanmar_75_84,F_Myanmar_85ov,F_Myanmar_Tot,F_Nepal_0_4,F_Nepal_5_14,F_Nepal_15_24,F_Nepal_25_44,F_Nepal_45_54,F_Nepal_55_64,F_Nepal_65_74,F_Nepal_75_84,F_Nepal_85ov,F_Nepal_Tot,F_Netherlands_0_4,F_Netherlands_5_14,F_Netherlands_15_24,F_Netherlands_25_44,F_Netherlands_45_54,F_Netherlands_55_64,F_Netherlands_65_74,F_Netherlands_75_84,F_Netherlands_85ov,F_Netherlands_Tot,F_New_Zealand_0_4,F_New_Zealand_5_14,F_New_Zealand_15_24,F_New_Zealand_25_44,F_New_Zealand_45_54,F_New_Zealand_55_64,F_New_Zealand_65_74,F_New_Zealand_75_84,F_New_Zealand_85ov,F_New_Zealand_Tot,F_Nthern_Ireland_0_4,F_Nthern_Ireland_5_14,F_Nthern_Ireland_15_24,F_Nthern_Ireland_25_44,F_Nthern_Ireland_45_54,F_Nthern_Ireland_55_64,F_Nthern_Ireland_65_74,F_Nthern_Ireland_75_84,F_Nthern_Ireland_85ov,F_Nthern_Ireland_Tot,F_Pakistan_0_4,F_Pakistan_5_14,F_Pakistan_15_24,F_Pakistan_25_44,F_Pakistan_45_54,F_Pakistan_55_64,F_Pakistan_65_74,F_Pakistan_75_84,F_Pakistan_85ov,F_Pakistan_Tot,F_PNG_0_4,F_PNG_5_14,F_PNG_15_24,F_PNG_25_44,F_PNG_45_54,F_PNG_55_64,F_PNG_65_74,F_PNG_75_84,F_PNG_85ov,F_PNG_Tot,F_Philippines_0_4,F_Philippines_5_14,F_Philippines_15_24,F_Philippines_25_44,F_Philippines_45_54,F_Philippines_55_64,F_Philippines_65_74,F_Philippines_75_84,F_Philippines_85ov,F_Philippines_Tot,F_Poland_0_4,F_Poland_5_14,F_Poland_15_24,F_Poland_25_44,F_Poland_45_54,F_Poland_55_64,F_Poland_65_74,F_Poland_75_84,F_Poland_85ov,F_Poland_Tot,F_Scotland_0_4,F_Scotland_5_14,F_Scotland_15_24,F_Scotland_25_44,F_Scotland_45_54,F_Scotland_55_64,F_Scotland_65_74,F_Scotland_75_84,F_Scotland_85ov,F_Scotland_Tot,F_Singapore_0_4,F_Singapore_5_14,F_Singapore_15_24,F_Singapore_25_44,F_Singapore_45_54,F_Singapore_55_64,F_Singapore_65_74,F_Singapore_75_84,F_Singapore_85ov,F_Singapore_Tot,F_South_Africa_0_4,F_South_Africa_5_14,F_South_Africa_15_24,F_South_Africa_25_44,F_South_Africa_45_54,F_South_Africa_55_64,F_South_Africa_65_74,F_South_Africa_75_84,F_South_Africa_85ov,F_South_Africa_Tot,F_SE_Europe_nfd_0_4,F_SE_Europe_nfd_5_14,F_SE_Europe_nfd_15_24,F_SE_Europe_nfd_25_44,F_SE_Europe_nfd_45_54,F_SE_Europe_nfd_55_64,F_SE_Europe_nfd_65_74,F_SE_Europe_nfd_75_84,F_SE_Europe_nfd_85ov,F_SE_Europe_nfd_Tot,F_Sri_Lanka_0_4,F_Sri_Lanka_5_14,F_Sri_Lanka_15_24,F_Sri_Lanka_25_44,F_Sri_Lanka_45_54,F_Sri_Lanka_55_64,F_Sri_Lanka_65_74,F_Sri_Lanka_75_84,F_Sri_Lanka_85ov,F_Sri_Lanka_Tot,F_Taiwan_0_4,F_Taiwan_5_14,F_Taiwan_15_24,F_Taiwan_25_44,F_Taiwan_45_54,F_Taiwan_55_64,F_Taiwan_65_74,F_Taiwan_75_84,F_Taiwan_85ov,F_Taiwan_Tot,F_Thailand_0_4,F_Thailand_5_14,F_Thailand_15_24,F_Thailand_25_44,F_Thailand_45_54,F_Thailand_55_64,F_Thailand_65_74,F_Thailand_75_84,F_Thailand_85ov,F_Thailand_Tot,F_FYROM_0_4,F_FYROM_5_14,F_FYROM_15_24,F_FYROM_25_44,F_FYROM_45_54,F_FYROM_55_64,F_FYROM_65_74,F_FYROM_75_84,F_FYROM_85ov,F_FYROM_Tot,F_Turkey_0_4,F_Turkey_5_14,F_Turkey_15_24,F_Turkey_25_44,F_Turkey_45_54,F_Turkey_55_64,F_Turkey_65_74,F_Turkey_75_84,F_Turkey_85ov,F_Turkey_Tot,F_USA_0_4,F_USA_5_14,F_USA_15_24,F_USA_25_44,F_USA_45_54,F_USA_55_64,F_USA_65_74,F_USA_75_84,F_USA_85ov,F_USA_Tot
LGA34880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,13,13,4,0,41,3,10,10,47,43,47,27,9,3,199,0,3,0,0,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,6,8,22,19,16,9,7,0,82,0,4,4,29,20,17,11,0,0,93,0,0,0,0,0,3,0,0,0,4,0,0,0,3,10,9,15,0,3,41,0,0,0,0,5,0,0,0,0,5,0,4,0,16,10,3,5,0,0,40,0,0,0,0,0,7,6,5,0,18,0,0,0,0,0,0,0,0,0,4,0,0,19,32,0,0,0,0,0,47,0,0,3,13,9,6,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,0,0,0,3,9,14,10,8,0,44
LGA35010,0,0,0,17,15,26,22,7,0,94,0,0,11,32,9,12,3,4,3,73,0,8,9,65,0,0,0,0,0,84,0,19,22,68,85,120,206,124,47,689,110,1044,1219,3668,1992,1495,923,316,107,10873,0,16,15,38,44,39,54,32,7,240,0,0,3,34,9,5,0,3,0,50,3,48,75,255,193,156,61,21,4,813,15,127,213,877,530,395,221,39,7,2421,0,4,3,54,27,52,38,17,13,211,0,53,57,177,201,229,286,147,48,1201,3,6,15,71,36,46,21,8,0,216,19,223,339,834,501,231,167,50,15,2379,0,0,0,4,13,22,22,8,4,70,3,12,16,84,49,49,46,10,6,271,3,5,90,283,13,15,5,0,0,416,10,33,32,226,93,32,15,0,0,449,0,0,0,6,4,6,3,0,0,23,0,4,0,8,0,0,7,0,0,20,7,47,49,181,123,87,83,20,3,605
LGA35250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35300,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,4,0,3,0,0,5,6,58,57,157,76,50,10,5,0,423,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,5,3,21,4,4,0,0,0,38,5,25,22,107,62,51,16,0,0,290,0,0,0,3,0,3,3,0,0,8,0,0,0,0,3,3,9,0,0,16,0,0,0,0,0,0,0,0,0,0,0,18,12,40,7,0,0,0,0,79,0,0,0,0,0,0,0,0,0,3,0,0,0,10,3,0,0,0,0,21,0,0,0,4,0,0,0,0,0,4,0,4,0,12,5,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,10,3,4,0,0,0,20
LGA35600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,8,6,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3
LGA35670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35740,0,0,0,0,0,0,5,3,0,8,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,3,0,4,0,25,13,31,49,26,7,162,0,59,57,246,251,277,187,77,28,1177,0,0,0,4,3,3,7,7,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,11,31,19,3,0,0,66,3,3,4,53,36,34,15,3,0,149,0,0,0,11,7,5,3,4,3,34,0,9,3,16,29,40,42,23,8,174,0,0,0,9,3,9,0,0,0,18,0,14,14,58,58,33,36,19,3,240,0,0,0,0,0,0,7,5,0,10,0,0,0,3,0,4,0,3,0,13,0,0,0,17,0,3,3,0,0,21,5,0,8,28,22,4,3,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,10,27,30,32,30,12,0,164
LGA35760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,7,0,0,0,0,5,3,6,0,0,15,0,7,0,12,13,20,15,6,4,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,15,0,4,3,20,12,14,7,3,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,17,0,0,0,0,0,21,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10
LGA35780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,7,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA36250,0,0,0,7,8,7,3,3,0,21,0,0,0,3,5,4,3,0,3,24,0,0,0,14,0,0,0,0,0,16,0,5,4,14,32,61,127,57,34,327,18,297,421,1192,807,680,355,145,54,3963,0,4,3,12,17,15,21,3,5,85,0,3,6,3,4,0,3,0,0,20,0,6,14,55,69,44,19,11,5,232,3,25,58,193,115,109,37,16,0,560,0,0,7,31,13,33,13,21,12,122,0,28,31,78,126,150,119,79,22,633,0,3,4,21,15,15,8,3,0,71,6,115,182,387,294,126,71,47,9,1240,0,0,0,3,4,14,8,3,0,33,0,10,10,23,17,14,8,4,0,89,4,3,11,38,22,18,7,0,0,105,0,15,9,87,26,16,5,0,0,154,0,0,0,3,9,0,0,0,0,7,0,0,5,3,5,0,0,0,0,10,8,32,27,58,48,39,32,9,5,250
LGA36300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36370,0,0,0,0,0,0,0,0,0,3,0,0,3,6,7,3,0,0,0,22,0,9,8,40,3,0,0,0,0,54,0,0,3,4,4,11,14,10,7,49,3,41,53,166,132,120,35,19,3,562,0,0,0,0,0,0,3,0,0,10,0,3,3,12,0,0,0,0,0,23,0,9,4,26,26,8,0,0,0,73,8,46,53,214,88,64,27,4,3,509,0,0,0,3,0,0,0,0,0,5,0,0,9,11,18,22,21,8,0,83,0,0,0,9,4,0,0,0,0,19,4,24,26,59,34,16,8,3,0,174,0,0,0,0,0,0,0,0,0,0,3,16,7,35,11,0,3,0,0,79,0,0,3,12,0,0,0,0,0,21,0,6,8,31,12,8,5,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,8,18,12,7,10,3,0,65
LGA36510,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,13,15,34,8,10,83,0,36,33,187,182,131,93,36,12,707,0,0,0,3,6,0,5,3,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,15,15,10,0,0,0,45,0,3,11,37,19,17,5,0,0,91,0,0,0,4,4,3,4,0,0,18,0,0,0,8,20,18,16,13,8,86,0,0,0,3,4,3,5,0,0,13,0,3,8,18,19,20,3,7,0,78,0,0,0,0,0,3,0,0,0,5,0,0,0,0,3,4,0,0,3,10,0,0,0,3,0,0,0,0,0,4,0,6,0,13,8,0,0,0,0,32,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,6,16,15,24,19,0,0,78
LGA36580,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,24,6,0,47,0,16,15,85,63,72,40,11,0,307,0,0,0,0,4,3,3,3,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,6,4,0,0,0,0,16,8,24,23,93,20,15,7,0,0,194,0,0,0,0,0,0,0,3,0,3,0,0,0,7,9,19,10,4,3,49,0,0,0,3,3,0,0,0,0,7,0,3,6,8,6,7,7,0,0,34,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,18,0,0,0,12,7,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,8,0,0,0,20
LGA36630,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,4,0,0,4,4,4,11,20,9,0,43,0,7,12,73,65,76,53,18,6,309,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,0,0,0,0,26,0,11,14,64,40,45,18,0,0,199,0,0,0,3,0,6,0,0,0,9,0,0,0,0,3,12,17,11,0,47,0,0,0,0,5,0,0,0,0,9,0,0,3,13,8,7,9,0,0,32,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,3,8,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,5,6,3,0,32
LGA36660,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,5,8,13,23,14,4,68,0,6,17,75,71,65,57,11,3,305,0,0,0,3,3,0,7,4,0,12,0,3,0,0,0,0,0,0,0,4,0,0,0,8,6,9,0,0,0,19,0,11,15,53,28,19,12,3,0,153,0,0,0,3,0,4,0,3,4,21,0,0,0,3,5,14,12,5,0,42,0,0,0,0,0,0,0,0,0,3,0,12,5,20,9,7,7,5,0,59,0,0,0,0,0,0,3,3,0,9,0,0,0,0,3,0,0,0,0,3,0,0,5,36,0,0,0,0,0,43,0,0,3,7,5,3,0,0,0,24,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,13,10,7,13,5,0,48
LGA36720,0,0,7,14,10,10,5,6,0,49,0,0,0,11,0,4,3,3,3,26,0,3,20,62,0,4,0,0,0,90,4,21,16,77,70,96,216,111,54,661,28,440,570,1823,1398,1337,893,383,144,7017,0,5,5,33,29,37,40,26,7,177,3,3,3,21,0,0,3,0,0,34,3,9,24,101,107,77,37,13,4,377,9,56,60,369,180,144,57,15,0,895,0,0,3,47,17,33,19,21,12,156,5,32,33,126,149,161,222,134,55,917,0,10,11,35,29,25,11,6,0,134,8,129,184,478,295,178,136,64,18,1478,0,0,0,0,4,9,12,9,7,45,3,11,5,42,10,12,10,3,7,101,0,0,14,99,9,3,0,0,0,131,8,34,45,173,101,26,13,0,0,396,0,0,0,5,4,0,0,0,0,11,0,0,0,6,4,0,0,0,0,11,10,82,80,248,130,112,93,35,4,788
LGA36820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,14,12,0,53,0,5,12,48,64,68,45,17,3,258,0,0,0,3,0,3,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,5,12,24,13,8,3,0,74,0,5,4,37,18,29,14,0,0,105,0,0,0,0,0,4,0,0,3,7,0,0,0,3,0,7,12,9,0,33,0,0,0,0,3,7,0,0,0,11,0,0,4,14,10,3,7,0,0,30,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,12,5,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,4,12,9,0,3,44
LGA36910,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,15,0,6,26,97,0,5,0,0,0,129,0,0,4,18,10,35,71,32,20,193,9,52,99,373,236,223,137,53,10,1184,0,0,3,6,11,15,16,3,0,53,3,21,17,21,4,7,0,0,0,65,8,11,36,64,45,25,4,6,3,201,7,79,82,307,128,87,41,8,0,744,0,0,0,8,3,12,3,4,5,30,0,11,3,25,28,32,69,33,19,215,5,5,7,18,18,12,4,3,0,74,0,36,57,140,95,60,30,11,9,439,0,0,0,0,3,3,0,3,0,15,4,17,16,76,18,8,9,4,0,154,0,4,12,61,7,9,0,0,0,96,0,5,12,46,19,8,7,0,0,91,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,3,0,0,10,5,28,28,55,31,31,32,15,3,227
LGA36950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,8,4,0,0,0,27,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA36960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,18,13,18,6,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37010,0,3,3,12,0,0,0,0,0,16,0,0,3,33,8,6,6,0,0,58,0,10,20,40,3,0,0,0,0,66,0,3,6,31,20,48,39,21,9,182,17,138,222,709,474,371,181,54,17,2183,0,4,3,11,9,8,7,6,0,47,3,7,0,21,0,3,3,0,0,43,3,48,109,191,126,57,28,4,0,568,15,76,128,445,216,160,63,21,4,1116,0,0,0,17,5,9,13,0,3,50,0,10,23,73,69,68,52,39,6,346,0,0,6,19,20,7,0,0,0,62,0,44,101,180,95,52,26,11,3,516,0,0,0,0,0,7,0,4,0,21,0,15,25,44,19,15,11,5,0,142,0,3,3,27,3,3,0,0,0,36,3,30,24,97,58,25,3,0,0,240,0,0,0,0,3,0,3,0,0,8,0,0,0,3,0,0,0,0,0,7,8,27,50,152,43,26,19,4,0,336
LGA37300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,13,7,3,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,7,0,9,0,12,3,6,3,0,0,31,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37310,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,4,5,0,0,23,0,16,8,68,44,49,23,5,0,210,0,0,0,3,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,4,0,0,3,10,3,4,0,0,0,29,3,37,32,100,40,17,7,0,0,242,0,0,0,3,0,0,0,0,0,6,0,3,0,6,0,3,6,0,0,27,0,0,0,4,3,0,0,0,0,9,0,13,11,26,16,10,3,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,7,3,0,0,24
