LGA_CODE_2016,F_GrDi_GrCer_GrDi_Mng,F_GrDi_GrCer_GrDi_Pro,F_GrDi_GrCer_GrDi_TTW,F_GrDi_GrCer_GrDi_CPS,F_GrDi_GrCer_GrDi_CA,F_GrDi_GrCer_GrDi_Sal,F_GrDi_GrCer_GrDi_MOD,F_GrDi_GrCer_GrDi_Lab,F_GrDi_GrCer_GrDi_IDNS,F_GrDi_GrCer_GrDi_Tot,F_GrDi_GrCer_GradCer_Mng,F_GrDi_GrCer_GradCer_Pro,F_GrDi_GrCer_GradCer_TTW,F_GrDi_GrCer_GradCer_CPS,F_GrDi_GrCer_GradCer_CA,F_GrDi_GrCer_GradCer_Sal,F_GrDi_GrCer_GradCer_MOD,F_GrDi_GrCer_GradCer_Lab,F_GrDi_GrCer_GradCer_IDNS,F_GrDi_GrCer_GradCer_Tot,F_BaDe_BaDe_Mng,F_BaDe_BaDe_Pro,F_BaDe_BaDe_TTW,F_BaDe_BaDe_CPS,F_BaDe_BaDe_CA,F_BaDe_BaDe_Sal,F_BaDe_BaDe_MOD,F_BaDe_BaDe_Lab,F_BaDe_BaDe_IDNS,F_BaDe_BaDe_Tot,F_AdvDi_Di_AdvDi_Di_NFD_Mng,F_AdvDi_Di_AdvDi_Di_NFD_Pro,F_AdvDi_Di_AdvDi_Di_NFD_TTW,F_AdvDi_Di_AdvDi_Di_NFD_CPS,F_AdvDi_Di_AdvDi_Di_NFD_CA,F_AdvDi_Di_AdvDi_Di_NFD_Sal,F_AdvDi_Di_AdvDi_Di_NFD_MOD,F_AdvDi_Di_AdvDi_Di_NFD_Lab,F_AdvDi_Di_AdvDi_Di_NFD_IDNS,F_AdvDi_Di_AdvDi_Di_NFD_Tot,F_AdvDi_Di_AdvDi_AsDe_Mng,F_AdvDi_Di_AdvDi_AsDe_Pro,F_AdvDi_Di_AdvDi_AsDe_TTW,F_AdvDi_Di_AdvDi_AsDe_CPS,F_AdvDi_Di_AdvDi_AsDe_CA,F_AdvDi_Di_AdvDi_AsDe_Sal,F_AdvDi_Di_AdvDi_AsDe_MOD,F_AdvDi_Di_AdvDi_AsDe_Lab,F_AdvDi_Di_AdvDi_AsDe_IDNS,F_AdvDi_Di_AdvDi_AsDe_Tot,F_AdvDi_Di_Dip_Mng,F_AdvDi_Di_Dip_Pro,F_AdvDi_Di_Dip_TTW,F_AdvDi_Di_Dip_CPS,F_AdvDi_Di_Dip_CA,F_AdvDi_Di_Dip_Sal,F_AdvDi_Di_Dip_MOD,F_AdvDi_Di_Dip_Lab,F_AdvDi_Di_Dip_IDNS,F_AdvDi_Di_Dip_Tot,F_Cert_CertIII_IV_Mng,F_Cert_CertIII_IV_Pro,F_Cert_CertIII_IV_TTW,F_Cert_CertIII_IV_CPS,F_Cert_CertIII_IV_CA,F_Cert_CertIII_IV_Sal,F_Cert_CertIII_IV_MOD,F_Cert_CertIII_IV_Lab,F_Cert_CertIII_IV_IDNS,F_Cert_CertIII_IV_Tot,F_Cert_CertI_II_Mng,F_Cert_CertI_II_Pro,F_Cert_CertI_II_TTW,F_Cert_CertI_II_CPS,F_Cert_CertI_II_CA,F_Cert_CertI_II_Sal,F_Cert_CertI_II_MOD,F_Cert_CertI_II_Lab,F_Cert_CertI_II_IDNS,F_Cert_CertI_II_Tot,F_Cert_Cert_nfd_Mng,F_Cert_Cert_nfd_Pro,F_Cert_Cert_nfd_TTW,F_Cert_Cert_nfd_CPS,F_Cert_Cert_nfd_CA,F_Cert_Cert_nfd_Sal,F_Cert_Cert_nfd_MOD,F_Cert_Cert_nfd_Lab,F_Cert_Cert_nfd_IDNS,F_Cert_Cert_nfd_Tot,F_LE_ID_Mng,F_LE_ID_Pro,F_LE_ID_TTW,F_LE_ID_CPS,F_LE_ID_CA,F_LE_ID_Sal,F_LE_ID_MOD,F_LE_ID_Lab,F_LE_ID_IDNS,F_LE_ID_Tot,F_LE_NS_Mng,F_LE_NS_Pro,F_LE_NS_TTW,F_LE_NS_CPS,F_LE_NS_CA,F_LE_NS_Sal,F_LE_NS_MOD,F_LE_NS_Lab,F_LE_NS_IDNS,F_LE_NS_Tot,F_Tot_Mng,F_Tot_Pro,F_Tot_TTW,F_Tot_CPS,F_Tot_CA,F_Tot_Sal,F_Tot_MOD,F_Tot_Lab,F_Tot_IDNS,F_Tot_Tot,P_PoDe_PoDe_NFD_Mng,P_PoDe_PoDe_NFD_Pro,P_PoDe_PoDe_NFD_TTW,P_PoDe_PoDe_NFD_CPS,P_PoDe_PoDe_NFD_CA,P_PoDe_PoDe_NFD_Sal,P_PoDe_PoDe_NFD_MOD,P_PoDe_PoDe_NFD_Lab,P_PoDe_PoDe_NFD_IDNS,P_PoDe_PoDe_NFD_Tot,P_PoDe_DoctDe_Mng,P_PoDe_DoctDe_Pro,P_PoDe_DoctDe_TTW,P_PoDe_DoctDe_CPS,P_PoDe_DoctDe_CA,P_PoDe_DoctDe_Sal,P_PoDe_DoctDe_MOD,P_PoDe_DoctDe_Lab,P_PoDe_DoctDe_IDNS,P_PoDe_DoctDe_Tot,P_PoDe_MasDe_Mng,P_PoDe_MasDe_Pro,P_PoDe_MasDe_TTW,P_PoDe_MasDe_CPS,P_PoDe_MasDe_CA,P_PoDe_MasDe_Sal,P_PoDe_MasDe_MOD,P_PoDe_MasDe_Lab,P_PoDe_MasDe_IDNS,P_PoDe_MasDe_Tot,P_GrDiGrCer_GrDiGrCerNFD_Mng,P_GrDiGrCer_GrDiGrCerNFD_Pro,P_GrDiGrCer_GrDiGrCerNFD_TTW,P_GrDiGrCer_GrDiGrCerNFD_CPS,P_GrDiGrCer_GrDiGrCerNFD_CA,P_GrDiGrCer_GrDiGrCerNFD_Sal,P_GrDiGrCer_GrDiGrCerNFD_MOD,P_GrDiGrCer_GrDiGrCerNFD_Lab,P_GrDiGrCer_GrDiGrCerNFD_IDNS,P_GrDiGrCer_GrDiGrCerNFD_Tot,P_GrDi_GrCer_GrDi_Mng,P_GrDi_GrCer_GrDi_Pro,P_GrDi_GrCer_GrDi_TTW,P_GrDi_GrCer_GrDi_CPS,P_GrDi_GrCer_GrDi_CA,P_GrDi_GrCer_GrDi_Sal,P_GrDi_GrCer_GrDi_MOD,P_GrDi_GrCer_GrDi_Lab,P_GrDi_GrCer_GrDi_IDNS,P_GrDi_GrCer_GrDi_Tot,P_GrDi_GrCer_GradCer_Mng,P_GrDi_GrCer_GradCer_Pro,P_GrDi_GrCer_GradCer_TTW,P_GrDi_GrCer_GradCer_CPS,P_GrDi_GrCer_GradCer_CA,P_GrDi_GrCer_GradCer_Sal,P_GrDi_GrCer_GradCer_MOD,P_GrDi_GrCer_GradCer_Lab,P_GrDi_GrCer_GradCer_IDNS,P_GrDi_GrCer_GradCer_Tot,P_BaDe_BaDe_Mng,P_BaDe_BaDe_Pro,P_BaDe_BaDe_TTW,P_BaDe_BaDe_CPS,P_BaDe_BaDe_CA,P_BaDe_BaDe_Sal,P_BaDe_BaDe_MOD,P_BaDe_BaDe_Lab,P_BaDe_BaDe_IDNS,P_BaDe_BaDe_Tot,P_AdvDi_Di_AdvDi_Di_NFD_Mng,P_AdvDi_Di_AdvDi_Di_NFD_Pro,P_AdvDi_Di_AdvDi_Di_NFD_TTW,P_AdvDi_Di_AdvDi_Di_NFD_CPS,P_AdvDi_Di_AdvDi_Di_NFD_CA,P_AdvDi_Di_AdvDi_Di_NFD_Sal,P_AdvDi_Di_AdvDi_Di_NFD_MOD,P_AdvDi_Di_AdvDi_Di_NFD_Lab,P_AdvDi_Di_AdvDi_Di_NFD_IDNS,P_AdvDi_Di_AdvDi_Di_NFD_Tot
LGA33100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,8,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,0,0,0,6,3,0,0,0,0,10,9,3,0,0,7,0,0,3,0,21,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,20,17,0,6,19,0,0,11,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,3,8,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0
LGA33200,3,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,19,23,0,6,4,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,5,5,0,5,0,0,0,0,0,16,4,0,4,6,6,3,3,6,0,42,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,4,0,11,37,31,3,16,31,7,3,16,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,19,27,0,6,4,0,0,3,0,63,0,0,0,0,0,0,0,0,0,0
LGA33220,18,225,0,49,27,3,0,0,0,330,13,75,0,7,6,0,0,0,0,103,147,1839,25,217,210,51,4,40,7,2550,0,6,0,4,7,4,0,0,0,25,63,204,22,179,135,51,4,21,8,688,132,175,46,481,323,92,3,66,6,1318,193,174,365,1212,702,364,25,242,24,3288,22,8,17,84,114,95,3,55,5,405,32,31,24,165,104,73,7,40,3,481,9,17,0,28,23,20,0,4,7,102,24,54,24,105,65,47,11,60,27,417,703,3117,525,2538,1733,803,54,530,100,10104,0,14,0,0,0,0,0,0,0,17,5,93,0,0,0,3,0,0,3,108,93,398,4,18,23,4,0,3,3,554,8,27,0,0,0,0,0,0,3,43,39,314,12,62,31,6,3,0,4,473,26,97,0,7,15,3,0,0,0,149,323,2635,85,307,269,77,17,62,28,3808,3,10,3,5,7,4,0,7,0,39
LGA33360,13,134,0,27,9,0,0,0,0,185,6,38,3,3,7,0,0,0,0,58,166,1290,39,150,182,38,16,33,19,1938,3,0,0,3,3,0,0,0,0,12,38,121,12,93,77,20,7,20,3,393,84,132,44,228,186,66,24,24,4,791,148,110,328,611,574,244,72,177,14,2292,30,10,12,43,55,62,10,46,5,276,17,15,15,70,58,35,5,25,5,251,6,22,0,15,11,5,0,0,0,54,23,28,8,39,40,42,5,41,18,241,566,2076,479,1306,1224,523,145,371,67,6747,4,14,0,0,0,0,0,0,0,26,11,52,0,0,4,0,0,0,0,68,96,253,27,19,28,3,6,8,3,443,6,17,0,0,4,0,0,0,0,32,36,212,16,33,19,0,3,3,0,319,15,41,11,3,13,0,3,3,0,95,369,1915,208,216,248,63,72,76,35,3190,5,0,3,8,8,0,0,3,0,27
LGA33430,226,1510,17,342,226,72,4,27,16,2440,84,477,6,27,88,32,3,0,11,721,2613,13541,579,2437,3269,1508,88,624,213,24865,22,24,7,88,39,24,5,12,3,230,890,1578,214,1235,1398,628,44,223,66,6281,1466,1763,588,4022,3067,1479,86,486,144,13100,1496,1167,2335,5347,4798,2597,270,1180,180,19369,135,97,96,378,518,414,26,195,22,1883,308,259,134,891,1108,656,60,240,42,3703,116,230,48,154,313,150,8,75,26,1113,214,369,138,469,498,408,44,276,258,2680,8379,25058,4226,15703,15796,8197,646,3460,1032,82489,30,184,10,11,10,7,0,0,0,259,144,1560,9,20,36,17,7,12,19,1816,1722,5330,233,435,675,423,74,224,96,9212,60,294,14,18,31,12,5,7,13,451,459,2259,77,405,277,102,28,55,33,3698,169,627,23,51,111,44,9,6,11,1056,6104,22190,1862,3582,4375,2683,509,1376,481,43159,35,39,33,104,42,30,10,20,12,329
LGA33610,0,31,0,3,0,0,0,3,0,36,0,9,0,0,0,0,0,0,0,8,54,248,11,18,58,12,0,22,9,426,0,0,0,3,0,0,0,0,0,3,22,21,4,26,15,3,0,6,0,96,35,19,7,62,42,6,3,10,0,178,40,21,40,108,85,25,9,34,3,354,5,0,0,6,15,8,0,7,0,43,7,3,3,22,19,8,0,3,0,61,6,0,0,0,3,0,0,3,0,7,9,3,0,13,3,9,0,13,0,53,182,373,59,265,238,73,13,92,10,1305,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,6,18,31,0,0,0,3,0,0,0,56,0,0,0,0,0,0,0,0,0,0,8,30,0,3,0,0,0,3,0,47,0,12,0,0,0,0,0,0,0,11,129,314,17,32,60,14,8,37,4,622,3,0,0,3,0,0,0,0,0,3
LGA33620,15,92,3,19,14,3,0,0,0,149,7,30,0,0,0,0,0,0,0,45,117,748,22,79,119,20,3,37,5,1146,0,0,0,4,0,0,0,0,0,13,60,107,25,73,75,23,0,14,7,385,79,84,27,260,169,45,12,30,9,710,111,93,204,524,353,212,22,141,17,1673,14,3,5,31,61,44,3,28,0,197,16,10,13,81,53,31,4,25,4,229,0,12,3,9,11,3,0,4,3,50,32,27,10,35,26,31,4,22,22,203,473,1305,304,1127,898,431,48,306,68,4965,3,5,0,0,0,0,0,0,0,11,9,40,0,0,0,0,0,0,0,47,33,141,10,9,14,5,0,3,3,226,0,11,0,0,0,0,0,0,0,14,23,136,3,32,13,6,0,0,3,220,5,35,0,3,0,0,0,3,0,54,228,1055,54,121,146,37,21,56,11,1720,0,0,0,4,0,6,0,0,0,21
LGA33800,0,12,0,3,3,0,0,0,0,26,0,3,0,0,0,0,0,0,0,6,28,201,3,15,18,3,0,3,0,281,0,0,0,0,0,0,0,0,0,0,8,21,3,18,20,9,0,0,0,72,16,23,0,40,24,11,4,4,5,125,30,27,52,134,85,34,12,19,0,392,0,5,8,14,10,3,0,3,0,37,0,3,7,17,9,7,0,4,0,49,0,0,0,0,0,0,0,0,0,6,3,8,3,18,9,5,0,6,3,58,90,328,76,264,180,67,18,48,10,1081,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,9,30,3,0,4,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,3,23,0,6,3,0,0,0,0,35,0,4,0,0,0,0,0,0,0,10,60,307,5,20,25,8,6,4,0,440,3,0,0,0,0,0,0,0,0,3
LGA33830,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,5,0,0,3,0,0,0,0,0,6,0,0,0,9,16,3,0,5,0,31,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,3,14,0,22,11,3,0,6,3,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
LGA33960,53,416,13,132,52,18,0,9,6,697,25,150,4,14,30,5,0,0,0,233,509,3811,144,577,863,244,23,115,58,6342,3,4,0,30,14,0,0,10,0,56,167,349,50,312,307,85,21,48,14,1336,430,531,142,1316,1008,331,41,136,50,3984,515,435,770,2387,1955,759,182,528,70,7599,57,30,14,130,233,172,27,95,5,757,68,72,50,344,320,137,30,78,8,1109,20,37,15,42,57,34,12,21,7,232,40,85,30,153,123,78,19,112,79,724,2033,6789,1252,5510,5088,1879,352,1172,303,24372,10,30,3,3,8,0,0,0,0,56,37,241,3,7,9,0,0,3,3,303,317,1216,60,93,197,51,23,40,34,2037,15,64,0,3,12,3,0,3,0,95,94,605,21,168,83,21,7,11,14,1029,61,211,14,17,45,9,9,3,3,372,1144,5812,446,871,1167,392,184,297,102,10426,7,5,11,38,14,4,4,11,3,100
LGA33980,3,31,0,4,4,0,0,0,0,50,3,10,0,0,0,0,0,0,0,19,99,415,18,28,57,15,10,29,3,676,0,0,0,0,0,0,0,0,0,5,17,19,6,20,22,4,3,8,0,107,40,26,4,63,56,18,14,12,3,236,54,41,113,111,183,55,89,73,13,730,10,0,7,13,22,8,9,23,0,97,13,5,7,23,31,4,17,11,0,112,0,3,0,5,4,3,0,8,0,23,14,3,8,12,12,13,6,31,12,107,269,591,159,293,398,129,157,186,27,2213,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,5,47,61,7,5,9,0,4,3,0,134,0,0,0,0,0,0,0,0,0,0,12,53,4,6,7,0,3,3,0,96,10,12,3,3,0,0,0,0,0,28,200,651,68,50,69,15,37,35,6,1140,3,0,0,0,0,0,0,0,0,5
LGA34420,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,3,4,0,3,0,19,0,0,0,3,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,14,0,18,6,5,0,3,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
LGA34530,18,100,0,21,10,5,0,3,3,154,3,46,0,0,7,0,0,0,0,59,135,868,29,97,143,33,3,19,6,1327,0,8,0,4,0,0,0,0,0,14,39,85,9,57,47,12,0,11,4,265,64,76,19,156,116,37,3,12,3,499,98,59,185,368,331,124,28,67,5,1264,16,3,9,28,38,40,6,8,0,153,17,11,11,56,47,26,0,14,3,190,3,6,0,4,4,4,0,3,0,31,13,16,7,30,28,24,4,18,16,159,438,1463,275,832,781,300,52,158,45,4349,5,9,0,0,0,0,0,0,0,12,11,81,0,0,0,0,0,0,0,100,55,187,3,9,12,0,0,0,0,272,0,15,0,0,0,3,0,0,0,15,26,146,13,22,14,5,0,3,3,233,13,56,4,5,8,0,0,4,0,90,259,1218,79,146,171,45,21,32,10,1983,0,5,0,10,0,0,0,3,0,22
LGA34570,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,3,7,0,0,0,0,11,4,17,0,16,10,0,4,0,3,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
LGA34580,18,73,3,19,8,3,4,0,0,128,3,20,0,0,7,0,0,0,0,35,85,611,37,68,104,30,0,112,4,1050,0,3,0,7,0,0,0,0,0,10,32,65,6,74,46,13,3,15,4,253,95,81,31,209,141,33,3,48,5,646,83,74,171,398,295,116,24,115,13,1288,7,7,13,23,43,32,3,29,0,170,10,7,5,58,47,34,6,28,0,204,3,5,5,3,10,8,0,26,7,62,25,24,6,40,35,26,5,42,19,215,395,1113,288,907,751,288,53,422,47,4259,0,3,0,0,7,0,0,0,0,10,7,73,0,0,0,0,0,0,0,85,48,153,9,6,18,0,3,22,0,255,3,7,0,0,0,0,0,0,0,13,22,107,8,16,8,3,4,3,3,170,5,25,0,3,6,0,0,0,0,43,188,856,68,111,123,51,17,189,12,1611,0,4,3,6,0,0,0,0,0,12
LGA34590,73,570,3,195,105,13,3,16,11,988,38,211,0,15,38,8,0,0,0,307,743,5322,203,820,1347,414,49,239,86,9216,4,19,3,44,29,15,3,5,0,121,282,549,101,482,500,154,23,108,33,2242,621,699,231,1935,1645,482,67,243,58,5974,687,685,1107,3361,2991,1151,300,836,123,11248,56,55,49,214,336,255,41,157,15,1170,117,107,73,494,489,245,31,154,20,1737,31,89,28,75,138,40,10,35,13,453,93,129,54,238,247,164,46,154,134,1265,2976,9549,1895,7954,8075,3008,575,1977,504,36518,14,51,0,0,10,0,0,0,0,81,47,347,18,3,16,5,3,4,3,437,474,1522,98,150,274,108,74,73,33,2815,24,106,5,9,21,4,6,0,5,171,143,826,31,230,139,23,25,15,11,1432,66,277,10,24,54,6,3,0,6,457,1692,8024,724,1148,1843,724,343,509,172,15169,9,20,13,45,33,17,12,9,0,164
LGA34710,7,18,0,6,0,0,0,0,0,29,0,9,0,0,0,0,0,0,0,5,30,125,0,15,17,3,0,3,0,195,0,0,0,0,0,0,0,0,0,0,12,3,0,10,4,0,0,0,0,29,17,10,0,16,25,3,0,4,0,74,20,6,10,35,43,9,3,15,0,135,4,0,3,3,3,6,0,3,0,25,3,0,3,9,7,3,0,3,0,22,0,0,0,3,0,0,0,3,0,3,5,3,0,7,3,7,0,3,4,29,106,193,12,99,107,30,6,33,7,588,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,12,22,0,3,0,0,0,0,0,34,0,3,0,0,0,0,0,0,0,3,4,23,0,3,0,0,0,0,0,32,3,10,0,0,0,0,0,0,0,13,48,162,0,23,17,5,0,7,0,273,0,3,0,0,0,0,0,0,0,3
