LGA_CODE_2016,A55_64_SOLSE_VWW_12,A55_64_SOLSE_VWW_13,A55_64_SOLSE_VWW_14,A55_64_SOLSE_VWW_15,A55_64_SOLSE_VWW_16,A55_64_SOLSE_VWW_YNS,A55_64_SOLSE_VWW_T,A55_64_SOLSE_NWNAA_B00,A55_64_SOLSE_NWNAA_00_05,A55_64_SOLSE_NWNAA_06_10,A55_64_SOLSE_NWNAA_11,A55_64_SOLSE_NWNAA_12,A55_64_SOLSE_NWNAA_13,A55_64_SOLSE_NWNAA_14,A55_64_SOLSE_NWNAA_15,A55_64_SOLSE_NWNAA_16,A55_64_SOLSE_NWNAA_YNS,A55_64_SOLSE_NWNAA_T,A55_64_SOLSE_PinE_NS_B00,A55_64_SOLSE_PinE_NS_00_05,A55_64_SOLSE_PinE_NS_06_10,A55_64_SOLSE_PinE_NS_11,A55_64_SOLSE_PinE_NS_12,A55_64_SOLSE_PinE_NS_13,A55_64_SOLSE_PinE_NS_14,A55_64_SOLSE_PinE_NS_15,A55_64_SOLSE_PinE_NS_16,A55_64_SOLSE_PinE_NS_YNS,A55_64_SOLSE_PinE_NS_T,A55_64_SOLSE_T_B00,A55_64_SOLSE_T_00_05,A55_64_SOLSE_T_06_10,A55_64_SOLSE_T_11,A55_64_SOLSE_T_12,A55_64_SOLSE_T_13,A55_64_SOLSE_T_14,A55_64_SOLSE_T_15,A55_64_SOLSE_T_16,A55_64_SOLSE_T_YNS,A55_64_SOLSE_T_T,A55_64_L_PinE_NS_B00,A55_64_L_PinE_NS_00_05,A55_64_L_PinE_NS_06_10,A55_64_L_PinE_NS_11,A55_64_L_PinE_NS_12,A55_64_L_PinE_NS_13,A55_64_L_PinE_NS_14,A55_64_L_PinE_NS_15,A55_64_L_PinE_NS_16,A55_64_L_PinE_NS_YNS,A55_64_L_PinE_NS_T,A55_64_T_B00,A55_64_T_00_05,A55_64_T_06_10,A55_64_T_11,A55_64_T_12,A55_64_T_13,A55_64_T_14,A55_64_T_15,A55_64_T_16,A55_64_T_YNS,A55_64_T_T,A65_74_SEO_B00,A65_74_SEO_00_05,A65_74_SEO_06_10,A65_74_SEO_11,A65_74_SEO_12,A65_74_SEO_13,A65_74_SEO_14,A65_74_SEO_15,A65_74_SEO_16,A65_74_SEO_YNS,A65_74_SEO_T,A65_74_SOLSE_VWW_B00,A65_74_SOLSE_VWW_00_05,A65_74_SOLSE_VWW_06_10,A65_74_SOLSE_VWW_11,A65_74_SOLSE_VWW_12,A65_74_SOLSE_VWW_13,A65_74_SOLSE_VWW_14,A65_74_SOLSE_VWW_15,A65_74_SOLSE_VWW_16,A65_74_SOLSE_VWW_YNS,A65_74_SOLSE_VWW_T,A65_74_SOLSE_NWNAA_B00,A65_74_SOLSE_NWNAA_00_05,A65_74_SOLSE_NWNAA_06_10,A65_74_SOLSE_NWNAA_11,A65_74_SOLSE_NWNAA_12,A65_74_SOLSE_NWNAA_13,A65_74_SOLSE_NWNAA_14,A65_74_SOLSE_NWNAA_15,A65_74_SOLSE_NWNAA_16,A65_74_SOLSE_NWNAA_YNS,A65_74_SOLSE_NWNAA_T,A65_74_SOLSE_PinE_NS_B00,A65_74_SOLSE_PinE_NS_00_05,A65_74_SOLSE_PinE_NS_06_10,A65_74_SOLSE_PinE_NS_11,A65_74_SOLSE_PinE_NS_12,A65_74_SOLSE_PinE_NS_13,A65_74_SOLSE_PinE_NS_14,A65_74_SOLSE_PinE_NS_15,A65_74_SOLSE_PinE_NS_16,A65_74_SOLSE_PinE_NS_YNS,A65_74_SOLSE_PinE_NS_T,A65_74_SOLSE_T_B00,A65_74_SOLSE_T_00_05,A65_74_SOLSE_T_06_10,A65_74_SOLSE_T_06,A65_74_SOLSE_T_12,A65_74_SOLSE_T_13,A65_74_SOLSE_T_14,A65_74_SOLSE_T_15,A65_74_SOLSE_T_16,A65_74_SOLSE_T_YNS,A65_74_SOLSE_T_T,A65_74_L_PinE_NS_B00,A65_74_L_PinE_NS_00_05,A65_74_L_PinE_NS_06_10,A65_74_L_PinE_NS_11,A65_74_L_PinE_NS_12,A65_74_L_PinE_NS_13,A65_74_L_PinE_NS_14,A65_74_L_PinE_NS_15,A65_74_L_PinE_NS_16,A65_74_L_PinE_NS_YNS,A65_74_L_PinE_NS_T,A65_74_T_B00,A65_74_T_00_05,A65_74_T_06_10,A65_74_T_11,A65_74_T_12,A65_74_T_13,A65_74_T_14,A65_74_T_15,A65_74_T_16,A65_74_T_YNS,A65_74_T_T,A75_84_SEO_B00,A75_84_SEO_00_05,A75_84_SEO_06_10,A75_84_SEO_11,A75_84_SEO_12,A75_84_SEO_13,A75_84_SEO_14,A75_84_SEO_15,A75_84_SEO_16,A75_84_SEO_YNS,A75_84_SEO_T,A75_84_SOLSE_VWW_B00,A75_84_SOLSE_VWW_00_05,A75_84_SOLSE_VWW_06_10,A75_84_SOLSE_VWW_11,A75_84_SOLSE_VWW_12,A75_84_SOLSE_VWW_13,A75_84_SOLSE_VWW_14,A75_84_SOLSE_VWW_15,A75_84_SOLSE_VWW_16,A75_84_SOLSE_VWW_YNS,A75_84_SOLSE_VWW_T,A75_84_SOLSE_NWNAA_B00,A75_84_SOLSE_NWNAA_00_05,A75_84_SOLSE_NWNAA_06_10,A75_84_SOLSE_NWNAA_11,A75_84_SOLSE_NWNAA_12,A75_84_SOLSE_NWNAA_13,A75_84_SOLSE_NWNAA_14,A75_84_SOLSE_NWNAA_15,A75_84_SOLSE_NWNAA_16,A75_84_SOLSE_NWNAA_YNS,A75_84_SOLSE_NWNAA_T,A75_84_SOLSE_PinE_NS_B00,A75_84_SOLSE_PinE_NS_00_05,A75_84_SOLSE_PinE_NS_06_10,A75_84_SOLSE_PinE_NS_11,A75_84_SOLSE_PinE_NS_12,A75_84_SOLSE_PinE_NS_13,A75_84_SOLSE_PinE_NS_14,A75_84_SOLSE_PinE_NS_15,A75_84_SOLSE_PinE_NS_16,A75_84_SOLSE_PinE_NS_YNS,A75_84_SOLSE_PinE_NS_T,A75_84_SOLSE_T_B00,A75_84_SOLSE_T_00_05,A75_84_SOLSE_T_06_10,A75_84_SOLSE_T_11,A75_84_SOLSE_T_12,A75_84_SOLSE_T_13,A75_84_SOLSE_T_14,A75_84_SOLSE_T_15,A75_84_SOLSE_T_16,A75_84_SOLSE_T_YNS,A75_84_SOLSE_T_T,A75_84_L_PinE_NS_B00,A75_84_L_PinE_NS_00_05,A75_84_L_PinE_NS_06_10,A75_84_L_PinE_NS_11,A75_84_L_PinE_NS_12,A75_84_L_PinE_NS_13
LGA31900,3,0,0,0,0,8,60,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,45,10,4,0,3,0,0,0,0,6,65,0,0,0,0,0,0,0,0,0,0,0,146,10,12,0,3,0,0,3,0,16,192,177,0,0,0,0,0,0,0,0,10,189,80,0,0,0,0,0,0,0,0,3,82,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,3,85,0,0,0,0,0,0,0,0,0,0,0,262,0,0,0,0,0,0,0,0,9,276,75,0,0,0,0,0,0,0,0,7,84,73,0,0,0,0,0,0,0,0,5,74,33,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,3,114,0,0,0,0,0,0
LGA31950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA32080,7,10,6,6,13,27,1146,88,21,33,21,15,16,18,4,5,20,230,10,0,0,0,0,0,0,0,0,0,11,977,125,117,30,21,20,24,13,21,45,1390,6,0,0,0,0,0,0,0,0,5,11,3964,330,292,54,47,41,31,18,25,147,4949,2561,99,57,11,3,10,3,5,6,71,2841,636,21,21,5,3,3,0,3,3,22,717,93,7,18,5,3,4,8,12,3,4,156,14,0,0,0,0,0,0,0,0,3,14,740,32,32,7,8,8,9,9,6,30,885,13,0,0,0,0,0,0,0,0,3,15,3313,126,96,18,15,22,13,17,10,103,3744,935,30,34,3,0,4,3,0,0,36,1049,336,5,3,0,0,0,0,3,0,10,362,107,10,4,4,0,0,0,0,0,9,136,4,0,0,0,0,0,0,0,0,0,5,444,17,7,9,0,3,0,3,3,16,502,4,0,0,0,0,0
LGA32250,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,17,33,0,0,0,0,0,0,0,0,0,33,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,37,5,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
LGA32260,0,3,0,0,3,3,117,13,0,0,0,0,3,4,0,4,4,38,4,0,0,0,0,0,0,0,0,0,8,107,4,12,4,0,4,5,4,8,9,156,5,0,0,0,0,0,0,0,0,0,3,533,21,21,4,0,4,5,6,8,36,634,418,7,5,0,0,0,0,3,0,8,442,113,0,4,0,0,0,0,0,0,5,121,26,0,3,0,0,0,0,0,0,0,32,3,0,0,0,0,0,0,0,0,0,3,139,3,3,0,0,0,0,0,3,7,153,0,0,0,0,0,0,0,0,0,0,0,553,10,11,3,0,0,0,3,3,19,598,202,4,5,0,0,0,0,0,0,11,212,127,0,0,0,0,0,0,0,0,3,134,31,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,5,167,0,0,0,0,0,0
LGA32270,0,0,0,0,0,0,48,4,3,0,0,0,0,3,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,28,15,8,0,0,0,3,0,0,4,62,3,0,0,0,0,0,0,0,0,0,3,269,40,40,11,5,0,8,3,0,18,404,184,9,3,0,0,0,0,0,0,6,197,25,0,3,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,25,0,3,0,0,3,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,205,9,4,0,0,3,0,0,0,7,237,63,0,0,0,0,0,0,0,0,3,69,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
LGA32310,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,109,10,5,0,0,0,0,0,0,6,127,101,3,0,0,0,0,0,0,0,0,114,8,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,115,3,3,0,0,0,0,0,0,3,126,37,0,0,0,0,0,0,0,0,3,40,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
LGA32330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA32450,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,24,0,6,0,0,3,0,0,0,5,35,13,0,0,0,0,0,0,0,0,0,17,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,19,4,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
LGA32500,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,93,3,3,4,0,0,0,0,0,4,113,90,5,0,0,0,0,0,0,0,5,97,12,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,101,5,0,0,0,0,0,0,0,3,116,19,0,0,0,0,0,0,0,0,3,22,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
LGA32600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA32750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA32770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA32810,0,0,3,0,0,4,52,3,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,42,3,6,0,0,0,3,0,3,3,61,0,0,0,0,0,0,0,0,0,0,0,330,37,24,4,0,4,3,4,3,20,429,238,12,12,0,3,0,3,0,0,15,290,31,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,272,13,17,0,3,0,7,3,0,13,328,115,5,3,0,0,0,0,0,0,5,123,21,0,0,0,0,0,0,0,0,0,28,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0
LGA33100,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,9,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA33200,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,16,7,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA33220,0,0,5,3,0,9,332,12,0,3,0,0,0,0,0,3,7,25,3,0,0,0,0,0,0,0,0,0,3,286,28,18,0,0,0,4,3,3,9,365,4,0,0,0,0,0,0,0,0,10,12,2269,173,113,16,20,5,13,4,8,77,2704,2947,117,80,5,15,8,8,4,3,88,3263,346,10,13,4,0,0,0,0,0,11,389,17,3,0,0,0,0,0,0,0,0,27,9,0,0,0,0,0,0,0,0,0,9,364,13,13,4,0,0,3,0,0,10,418,11,0,0,0,0,0,0,0,0,3,18,3319,130,94,7,16,8,10,4,3,105,3695,1463,64,24,0,6,0,4,0,0,64,1619,247,5,0,0,0,0,0,0,0,13,273,18,5,0,0,0,0,0,0,0,3,23,4,0,0,0,0,0,0,0,0,0,8,278,10,0,0,0,0,0,0,0,18,307,10,0,0,0,0,0
LGA33360,3,9,3,3,0,7,212,13,3,3,0,0,3,0,0,3,4,37,0,0,0,0,0,0,0,0,0,0,4,131,22,35,14,5,8,3,3,3,12,248,3,0,0,0,0,0,0,0,0,0,3,927,70,120,34,32,25,13,8,4,45,1270,596,26,17,3,0,0,3,3,3,13,664,85,3,8,0,0,7,0,0,0,0,98,8,0,0,0,0,0,0,0,3,3,10,0,0,0,0,0,0,0,0,0,0,0,87,3,8,0,0,8,0,3,3,0,111,0,0,0,0,0,0,0,0,0,3,3,683,26,22,6,0,10,3,3,8,16,775,246,8,0,0,0,0,0,0,0,11,264,55,0,0,0,0,0,0,0,0,3,58,11,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,3,67,0,0,0,0,0,0
LGA33430,36,40,39,41,12,106,4652,495,134,123,35,33,40,48,46,33,79,1061,35,8,3,0,0,0,0,0,0,11,53,4100,601,425,84,71,78,89,86,46,191,5771,21,3,3,0,0,0,0,0,0,12,43,15891,2153,1631,282,216,213,204,175,95,560,21413,12202,774,625,95,86,82,77,52,43,345,14381,3003,161,96,17,14,16,12,15,8,68,3411,504,75,87,18,24,20,17,34,24,56,849,40,0,0,0,0,0,0,0,0,7,45,3543,235,188,32,33,40,30,49,28,130,4309,29,0,0,0,0,0,0,0,0,16,42,15771,1007,815,130,124,120,103,107,69,490,18736,6025,371,256,26,36,27,24,21,21,316,7121,1742,50,39,4,0,10,0,3,8,76,1930,468,53,26,9,7,8,10,6,3,34,625,27,0,0,0,3,0,0,0,0,0,33,2238,98,67,13,7,17,8,11,6,108,2583,37,3,0,0,0,0
LGA33610,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,4,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,55,4,9,3,0,0,0,0,0,3,73,64,3,0,0,0,0,0,0,0,0,65,10,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,71,3,0,0,0,0,0,0,0,3,84,20,0,0,0,0,0,0,0,0,0,20,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
LGA33620,0,3,0,0,0,0,118,4,0,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,100,14,11,3,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,950,72,35,11,4,10,0,0,0,31,1104,1058,24,18,0,3,0,0,3,0,30,1137,122,3,7,0,0,0,0,0,0,0,136,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,128,3,7,0,0,0,0,0,0,0,139,3,0,0,0,0,0,0,0,0,0,4,1185,28,29,0,3,4,0,3,0,33,1288,448,13,5,0,0,3,0,8,0,19,495,62,6,3,0,0,0,0,0,0,3,71,9,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,75,6,0,0,0,0,0,0,0,3,87,0,0,0,0,0,0
LGA33800,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,146,3,3,0,0,0,0,0,0,5,163,190,0,3,0,0,0,0,0,0,3,196,47,0,0,0,0,0,0,0,0,3,51,11,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,61,0,3,0,0,0,0,0,0,6,65,0,0,0,0,0,0,0,0,0,0,0,246,0,5,0,0,0,0,0,0,7,263,94,0,0,0,0,0,0,0,0,6,100,72,0,0,0,0,0,0,0,0,0,72,36,0,0,0,0,0,0,0,0,3,34,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0
LGA33830,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA33960,14,24,16,17,3,28,1244,257,27,34,3,8,5,7,7,5,38,389,12,0,0,0,0,3,0,0,0,0,18,1165,135,153,23,23,30,18,25,9,64,1649,9,0,0,0,0,0,0,0,0,10,16,3748,330,306,53,41,49,30,37,16,141,4758,2193,52,52,9,6,7,4,9,8,59,2400,499,33,23,3,4,4,8,4,0,9,586,165,20,14,4,5,3,3,3,6,8,229,6,0,0,0,0,0,0,0,0,0,6,673,51,38,6,15,8,11,7,9,18,831,6,0,0,0,0,0,0,0,0,7,10,2870,105,94,20,25,8,11,13,13,79,3243,1043,22,19,3,4,0,0,0,0,36,1131,259,12,3,0,0,0,4,0,0,5,281,106,17,8,0,4,0,0,3,0,8,143,0,0,0,0,0,0,0,0,0,0,0,366,25,11,0,3,0,4,3,0,8,427,6,0,0,0,0,0
LGA33980,0,0,0,3,0,8,45,0,0,3,0,0,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,24,5,16,0,0,0,0,3,0,8,56,0,0,0,0,0,0,0,0,0,0,0,199,21,32,5,3,3,0,4,3,12,283,65,3,6,0,0,0,0,0,0,10,88,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,69,3,6,0,0,0,0,0,0,10,93,9,0,0,0,0,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
LGA34420,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
